phecodeX_code	phecodeX_label	phecodeX_category	hpo_code	hpo_label	stringMatch_hpo-phecodeX	subStringMatch_hpo-to-phecodeX	subStringMatch_phecodeX-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeX-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
346.7	Temporal sclerosis	Neuro	HP_0033715	Hippocampal sclerosis			True			True			True	82.05	82.05	82.05			True	True			True	True	True
348.2	Myelopathies	Neuro	HP_0002196	Myelopathy										100.0	100.0								True	True	True
348.4	Spinal cord compression*	Neuro	HP_0002176	Spinal cord compression	True	True	True						True	100.0					True	True		True	True	True	True
349.12	Abnormal electroencephalogram [EEG]	Neuro	HP_0002353	EEG abnormality		True						True		93.33	81.48	93.33			True	True			True	True	True
350.1	Tetany	Neuro	HP_0001281	Tetany	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
350.3	Abnormal reflex	Neuro	HP_0031826	Abnormal reflex	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
350.4	Abnormal posture	Neuro	HP_0002533	Abnormal posturing										100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
351.4	Hyperesthesia*	Neuro	HP_0100963	Hyperesthesia	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
352.1	Anosmia*	Neuro	HP_0000458	Anosmia	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
352.2	Parosmia*	Neuro	HP_0034004	Parosmia	True	True	True				True	True	True						True	True		True	True	True	True
352.3	Parageusia*	Neuro	HP_0031249	Parageusia	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
353.1	Hallucinations	Neuro	HP_0006803	Vivid hallucinations			True			True			True										True	True	True
353.1	Hallucinations	Neuro	HP_0000738	Hallucinations	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
353.1	Hallucinations	Neuro	HP_0011160	Focal sensory seizure with gustatory features			True			True			True										True	True	True
353.11	Auditory hallucinations*	Neuro	HP_0008765	Auditory hallucinations	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
353.12	Visual hallucinations	Neuro	HP_0002367	Visual hallucinations	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
355.1	Coma	Neuro	HP_0001259	Coma	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
356.1	Dysarthria	Neuro	HP_0001260	Dysarthria	True	True	True	True	True	True				100.0	100.0		True	True				True	True	True	True
356.4	Slurred speech*	Neuro	HP_0001350	Slurred speech	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
360	Inflammation of eyelids	Eye	HP_0000498	Blepharitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
360.1	Hordeolum	Eye	HP_0010606	Hordeolum	True	True	True							100.0				True	True	True	True	True	True	True	True
360.11	Hordeolum externum	Eye	HP_0010607	Hordeolum externum	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
360.12	Hordeolum internum	Eye	HP_0010608	Hordeolum internum	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
360.2	Chalazion	Eye	HP_0010605	Chalazion	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
360.4	Blepharitis	Eye	HP_0000498	Blepharitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
360.54	Discoid lupus erythematosus of eyelid	Eye	HP_0007417	Discoid lupus rash		True			True			True		88.14	88.14	88.14							True	True	True
361.12	Mechanical entropion	Eye	HP_0031738	Mechanical entropion	True	True	True	True	True	True				100.0	100.0	82.93	True	True					True	True	True
361.14	Cicatricial entropion	Eye	HP_0031737	Cicatricial entropion	True	True	True	True	True	True		True		100.0	100.0	85.11	True	True					True	True	True
361.24	Cicatricial lagophthalmos	Eye	HP_0030004	Cicatricial lagophthalmos	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
361.25	Paralytic lagophthalmos	Eye	HP_0030003	Paralytic lagophthalmos	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
361.3	Ptosis of eyelid	Eye	HP_0000508	Ptosis		True			True			True		100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
361.36	Brow ptosis*	Eye	HP_0031623	Brow ptosis	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
361.4	Blepharochalasis	Eye	HP_0010749	Blepharochalasis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
361.5	Eyelid retraction	Eye	HP_0030802	Lower eyelid retraction			True						True										True	True	True
361.5	Eyelid retraction	Eye	HP_0500044	Upper eyelid retraction			True						True										True	True	True
361.5	Eyelid retraction	Eye	HP_0500043	Eyelid retraction	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
361.8	Blepharophimosis	Eye	HP_0000581	Blepharophimosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
361.94	Cicatricial ectropion	Eye	HP_0025608	Cicatricial ectropion	True	True	True	True	True	True		True		100.0	100.0	85.11	True	True					True	True	True
362.5	Cysts of eyelid	Eye	HP_0010604	Cyst of the eyelid										100.0	100.0	100.0	True	True	True	True			True	True	True
362.7	Edema of eyelid	Eye	HP_0100540	Palpebral edema		True			True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
362.8	Meibomian gland dysfunction of eyelid*	Eye	HP_0025610	Posterior blepharitis		True						True		87.72		87.72			True	True			True	True	True
363.5	Epiphora	Eye	HP_0009926	Epiphora	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
363.61	Dacryocystitis	Eye	HP_0000620	Dacryocystitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
365.1	Enophthalmos	Eye	HP_0000490	Deeply set eye	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
365.3	Exophthalmos [Proptosis]	Eye	HP_0000520	Proptosis				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
365.4	Orbital cysts	Eye	HP_0001144	Orbital cyst	True	True	True	True	True	True				100.0	100.0	100.0	True	True	True	True			True	True	True
366.21	Pinguecula	Eye	HP_0031830	Pinguecula	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
366.42	Conjunctival hyperemia	Eye	HP_0030953	Conjunctival hyperemia	True	True	True				True	True	True	100.0	93.02	100.0	True	True	True	True			True	True	True
367.1	Conjunctivitis	Eye	HP_0000509	Conjunctivitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
367.12	Allergic [atopic] conjunctivitis	Eye	HP_0007879	Allergic conjunctivitis		True								86.49	80.0	80.0					True	True	True	True	True
367.2	Keratitis	Eye	HP_0000491	Keratitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
367.21	Corneal ulcer	Eye	HP_0012804	Corneal ulceration	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
367.22	Punctate keratitis	Eye	HP_0011859	Punctate keratitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True			True	True	True
367.3	Keratoconjunctivitis	Eye	HP_0001096	Keratoconjunctivitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
367.3	Keratoconjunctivitis	Eye	HP_0001097	Keratoconjunctivitis sicca			True			True			True								True		True	True	True
367.31	Keratoconjunctivitis sicca	Eye	HP_0001096	Keratoconjunctivitis		True																	True	True	True
367.31	Keratoconjunctivitis sicca	Eye	HP_0001097	Keratoconjunctivitis sicca	True	True	True							100.0							True		True	True	True
367.5	Uveitis	Eye	HP_0000554	Uveitis	True	True	True							100.0					True	True		True	True	True	True
367.51	Panuveitis	Eye	HP_0012121	Panuveitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
367.52	Iridocyclitis	Eye	HP_0001094	Iridocyclitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
367.53	Chorioretinitis	Eye	HP_0012424	Chorioretinitis	True	True	True	True	True	True				100.0	100.0		True	True					True	True	True
367.6	Episcleritis	Eye	HP_0100534	Episcleritis	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
367.7	Scleritis	Eye	HP_0100532	Scleritis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
367.8	Hypopyon	Eye	HP_0031615	Hypopyon	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
368.1	Scleral staphyloma	Eye	HP_0030854	Scleral staphyloma	True	True	True							100.0	81.48	81.48							True	True	True
369.15	Corneal deposits	Eye	HP_0000531	Corneal crystals	True	True	True							100.0	100.0	100.0							True	True	True
369.3	Corneal neovascularization	Eye	HP_0011496	Corneal neovascularization	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
369.4	Corneal degenerations	Eye	HP_0007705	Corneal degeneration				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
369.43	Band keratopathy	Eye	HP_0000585	Band keratopathy	True	True	True				True	True	True	100.0	85.0	100.0	True	True	True	True	True		True	True	True
369.52	Lattice corneal dystrophy	Eye	HP_0001149	Lattice corneal dystrophy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
369.52	Lattice corneal dystrophy	Eye	HP_0001131	Corneal dystrophy		True			True			True											True	True	True
369.53	Granular corneal dystrophy	Eye	HP_0007802	Granular corneal dystrophy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
369.62	Keratoconus	Eye	HP_0000563	Keratoconus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
370.41	Pupillary abnormalities	Eye	HP_0000615	Abnormal pupil morphology	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
371	Cataract	Eye	HP_0000518	Cataract	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
371.1	Cortical age-related cataract	Eye	HP_0011143	Age-related cortical cataract		True	True					True	True	100.0		100.0			True	True			True	True	True
371.1	Cortical age-related cataract	Eye	HP_0011141	Age-related cataract		True						True											True	True	True
371.2	Subcapsular cataract	Eye	HP_0000523	Subcapsular cataract	True	True	True							100.0									True	True	True
371.2	Subcapsular cataract	Eye	HP_0010923	Anterior subcapsular cataract			True		True														True	True	True
371.21	Anterior subcapsular polar cataract	Eye	HP_0010923	Anterior subcapsular cataract		True			True														True	True	True
371.22	Posterior subcapsular polar cataract	Eye	HP_0007787	Posterior subcapsular cataract		True			True					91.18	83.78								True	True	True
371.3	Nuclear cataract	Eye	HP_0100018	Nuclear cataract	True	True	True	True	True	True				100.0	100.0								True	True	True
371.31	Age-related nuclear cataract	Eye	HP_0011142	Age-related nuclear cataract	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
371.31	Age-related nuclear cataract	Eye	HP_0011141	Age-related cataract		True						True											True	True	True
372.2	Dislocation of lens	Eye	HP_0001083	Ectopia lentis		True						True		100.0		100.0	True	True	True	True	True	True	True	True	True
373.1	Chorioretinal scars	Eye	HP_0007777	Chorioretinal scar				True	True	True				100.0	100.0	100.0	True	True	True	True			True	True	True
373.31	Choroideremia	Eye	HP_0001139	Choroideremia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
374.11	Serous retinal detachment	Eye	HP_0000541	Retinal detachment		True			True			True							True	True			True	True	True
374.11	Serous retinal detachment	Eye	HP_0012231	Exudative retinal detachment	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
374.21	Retinoschisis	Eye	HP_0030502	Retinoschisis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
374.31	Exudative retinopathy	Eye	HP_0007898	Exudative retinopathy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
374.32	Retinal microaneurysms	Eye	HP_0032416	Retinal microaneurysm										100.0	100.0	92.68	True	True					True	True	True
374.33	Retinal neovascularization	Eye	HP_0007778	Posterior retinal neovascularization			True			True			True										True	True	True
374.33	Retinal neovascularization	Eye	HP_0030666	Retinal neovascularization	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True					True	True	True
374.33	Retinal neovascularization	Eye	HP_0030667	Peripheral retinal neovascularization			True			True			True										True	True	True
374.34	Retinal vasculitis	Eye	HP_0025188	Retinal vasculitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
374.37	Retinal arterial occlusions	Eye	HP_0025326	Retinal arterial occlusion					True			True		100.0	83.33	100.0							True	True	True
374.38	Retinal vein occlusions	Eye	HP_0012636	Retinal vein occlusion					True			True		100.0							True		True	True	True
374.41	Hypertensive retinopathy	Eye	HP_0001095	Hypertensive retinopathy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
374.5	Macular degeneration	Eye	HP_0008028	Cystoid macular degeneration			True	True	True	True	True	True	True		100.0	100.0	True	True	True	True			True	True	True
374.5	Macular degeneration	Eye	HP_0000608	Macular degeneration	True	True	True		True		True	True	True	100.0	84.21	100.0					True	True	True	True	True
374.51	Age-related macular degeneration	Eye	HP_0007868	obsolete Age-related macular degeneration			True							86.21			True	True	True	True			True	True	True
374.53	Cystoid macular degeneration	Eye	HP_0000608	Macular degeneration		True			True			True											True	True	True
374.53	Cystoid macular degeneration	Eye	HP_0008028	Cystoid macular degeneration	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
374.6	Peripheral retinal degeneration	Eye	HP_0007782	obsolete Peripheral retinal cone degeneration			True			True			True										True	True	True
374.6	Peripheral retinal degeneration	Eye	HP_0007769	Peripheral retinal degeneration	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
374.6	Peripheral retinal degeneration	Eye	HP_0007667	Peripheral cystoid retinal degeneration			True			True			True										True	True	True
374.7	Retinal dystrophy	Eye	HP_0000556	Retinal dystrophy	True	True	True							100.0									True	True	True
374.9	Central serous chorioretinopathy	Eye	HP_0025567	Central serous chorioretinopathy	True	True	True				True	True	True	100.0	86.21	100.0	True	True	True	True	True		True	True	True
375	Abnormal intraocular pressure	Eye	HP_0012632	Abnormal intraocular pressure	True	True	True							100.0									True	True	True
375.1	Glaucoma	Eye	HP_0000501	Glaucoma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
375.11	Open angle glaucoma	Eye	HP_0012108	Open angle glaucoma	True	True	True		True					100.0	100.0	100.0	True	True	True	True			True	True	True
375.113	Primary open angle glaucoma	Eye	HP_0012108	Open angle glaucoma		True			True					82.61	82.61	82.61	True	True	True	True			True	True	True
375.12	Angle-Closure Glaucoma	Eye	HP_0012109	Angle closure glaucoma										100.0	89.36	89.36	True	True	True	True			True	True	True
375.6	Ocular hypertension	Eye	HP_0007906	Ocular hypertension	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True		True	True	True
376.2	Vitreous opacities	Eye	HP_0100832	Vitreous floaters	True	True	True		True			True		100.0	100.0	100.0			True	True			True	True	True
376.4	Vitreomacular adhesion	Eye	HP_0031150	Vitreomacular adhesion	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
377	Hemorrhage of the eye	Eye	HP_0011885	Hemorrhage of the eye	True	True	True							100.0	80.0				True	True			True	True	True
377.4	Retinal hemorrhage	Eye	HP_0000573	Retinal hemorrhage	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
377.5	Vitreous hemorrhage	Eye	HP_0007902	Vitreous hemorrhage	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
377.8	Hyphema	Eye	HP_0011886	Hyphema	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
380.1	Optic neuropathy	Eye	HP_0001138	Optic neuropathy	True	True	True		True			True		100.0	85.0	85.0						True	True	True	True
380.11	Optic neuritis	Eye	HP_0100653	Optic neuritis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
380.13	Optic nerve hypoplasia	Eye	HP_0000609	Optic nerve hypoplasia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
380.21	Papilledema	Eye	HP_0001085	Papilledema	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
380.22	Optic disc drusen	Eye	HP_0012426	Optic disc drusen	True	True	True		True			True		88.89	88.89	88.89	True	True	True	True	True		True	True	True
380.3	Optic atrophy	Eye	HP_0000648	Optic atrophy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
380.3	Optic atrophy	Eye	HP_0001112	Leber optic atrophy			True			True			True						True	True	True	True	True	True	True
380.51	Cortical blindness	Eye	HP_0100704	Cerebral visual impairment	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True		True	True	True
381	Strabismus	Eye	HP_0000486	Strabismus	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
381.1	Paralytic strabismus [Neurogenic strabismus]	Eye	HP_0031775	Neurogenic strabismus				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
381.11	Ophthalmoplegia	Eye	HP_0000602	Ophthalmoplegia	True	True	True		True					100.0							True	True	True	True	True
381.11	Ophthalmoplegia	Eye	HP_0007824	Total ophthalmoplegia			True	True	True	True		True	True		100.0	89.23	True	True					True	True	True
381.3	Esotropia	Eye	HP_0000565	Esotropia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
381.31	Alternating esotropia	Eye	HP_0001137	Alternating esotropia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
381.32	Accommodative esotropia	Eye	HP_0020046	Accommodative esotropia	True	True	True							100.0			True	True	True	True			True	True	True
381.4	Exotropia	Eye	HP_0000577	Exotropia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
381.41	Alternating exotropia	Eye	HP_0031717	Alternating exotropia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
381.7	Cyclotropia	Eye	HP_0031776	Cyclotropia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
381.8	Heterophoria	Eye	HP_0032011	Heterophoria	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
381.81	Esophoria	Eye	HP_0025312	Esophoria	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
381.82	Exophoria	Eye	HP_0025313	Exophoria	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
381.83	Cyclophoria	Eye	HP_0031777	Cyclophoria	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
382.1	Impaired convergence	Eye	HP_0000619	Impaired convergence	True	True	True		True		True	True	True	100.0	85.71	100.0			True	True	True	True	True	True	True
383.1	Nystagmus	Eye	HP_0000639	Nystagmus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
383.2	Saccadic eye movements	Eye	HP_0000514	Slow saccadic eye movements			True							88.37									True	True	True
383.2	Saccadic eye movements	Eye	HP_0000570	Abnormal saccadic eye movements			True																True	True	True
384.1	Anisocoria	Eye	HP_0009916	Anisocoria	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
384.2	Miosis	Eye	HP_0000616	Miosis	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True		True	True	True
384.3	Mydriasis	Eye	HP_0011499	Mydriasis	True	True	True				True	True	True	100.0		100.0			True	True	True		True	True	True
384.4	Tonic pupil	Eye	HP_0012074	Tonic pupil	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True		True	True	True
386.1	Amblyopia	Eye	HP_0000646	Amblyopia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
386.2	Diplopia	Eye	HP_0000651	Diplopia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
386.4	Visual field defects	Eye	HP_0001123	Visual field defect	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
386.41	Scotoma	Eye	HP_0000575	Scotoma	True	True	True							100.0							True		True	True	True
386.42	Hemianopia	Eye	HP_0012377	Hemianopia	True	True	True							100.0									True	True	True
386.43	Constriction of visual field	Eye	HP_0001133	Constriction of peripheral visual field		True	True							100.0					True	True			True	True	True
386.6	Night blindness	Eye	HP_0000662	Nyctalopia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
387.1	Hypermetropia	Eye	HP_0031728	Mild hypermetropia			True			True			True										True	True	True
387.1	Hypermetropia	Eye	HP_0008499	High hypermetropia			True			True			True										True	True	True
387.1	Hypermetropia	Eye	HP_0000540	Hypermetropia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
387.2	Myopia	Eye	HP_0000545	Myopia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
387.3	Astigmatism	Eye	HP_0000483	Astigmatism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
387.31	Irregular astigmatism	Eye	HP_0031792	Irregular astigmatism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
387.5	Anisometropia	Eye	HP_0012803	Anisometropia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
389.1	Ocular pain	Eye	HP_0200026	Ocular pain	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
390.1	Otitis externa	Hearing	HP_0410017	Otitis externa	True	True	True		True		True	True	True	100.0	100.0	100.0			True	True	True	True	True	True	True
390.2	Exostosis of external auditory canal	Hearing	HP_0004459	Exostosis of the external auditory canal			True						True	100.0		83.02	True	True					True	True	True
390.4	Impacted cerumen	Hearing	HP_0030788	Impacted cerumen	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
391.1	Otitis media	Hearing	HP_0000388	Otitis media	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
391.11	Acute otitis media	Hearing	HP_0000371	Acute otitis media	True	True	True		True			True		100.0	85.0	85.0					True		True	True	True
391.12	Chronic otitis media	Hearing	HP_0000389	Chronic otitis media	True	True	True		True			True		100.0	86.96	86.96							True	True	True
391.22	Obstruction of Eustachian tube	Hearing	HP_0040269	Blocked Eustachian tube	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
391.4	Tympanosclerosis	Hearing	HP_0020123	Tympanosclerosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
391.8	Otosclerosis	Hearing	HP_0000362	Otosclerosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
392	Otalgia [ear pain]	Hearing	HP_0030766	Ear pain				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
394.2	Vertigo	Hearing	HP_0002321	Vertigo	True	True	True							100.0									True	True	True
394.21	Paroxysmal vertigo	Hearing	HP_0010532	Paroxysmal vertigo	True	True	True					True		100.0		82.93							True	True	True
396	Hearing impairment	Hearing	HP_0012714	Severe hearing impairment			True																True	True	True
396	Hearing impairment	Hearing	HP_0000365	Hearing impairment	True	True	True							100.0			True	True	True	True	True	True	True	True	True
396	Hearing impairment	Hearing	HP_0000410	Mixed hearing impairment			True	True	True	True					100.0	83.33	True	True	True	True			True	True	True
396	Hearing impairment	Hearing	HP_0012712	Mild hearing impairment			True																True	True	True
396.1	Conductive hearing loss	Hearing	HP_0012716	Moderate conductive hearing impairment			True			True			True										True	True	True
396.1	Conductive hearing loss	Hearing	HP_0012717	Severe conductive hearing impairment			True			True			True										True	True	True
396.1	Conductive hearing loss	Hearing	HP_0008591	Congenital conductive hearing impairment			True			True			True										True	True	True
396.1	Conductive hearing loss	Hearing	HP_0008513	Bilateral conductive hearing impairment			True		True	True		True	True		100.0	100.0	True	True	True	True			True	True	True
396.1	Conductive hearing loss	Hearing	HP_0000405	Conductive hearing impairment	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
396.1	Conductive hearing loss	Hearing	HP_0008598	Mild conductive hearing impairment			True			True			True										True	True	True
396.11	Conductive hearing loss, bilateral	Hearing	HP_0008513	Bilateral conductive hearing impairment		True	True		True	True		True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
396.11	Conductive hearing loss, bilateral	Hearing	HP_0000405	Conductive hearing impairment		True			True			True										True	True	True	True
396.2	Sensorineural hearing loss	Hearing	HP_0008619	Bilateral sensorineural hearing impairment			True		True	True		True	True		100.0	100.0	True	True	True	True			True	True	True
396.2	Sensorineural hearing loss	Hearing	HP_0000407	Sensorineural hearing impairment	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
396.2	Sensorineural hearing loss	Hearing	HP_0008527	Congenital sensorineural hearing impairment			True			True			True								True	True	True	True	True
396.2	Sensorineural hearing loss	Hearing	HP_0000408	Progressive sensorineural hearing impairment			True			True			True										True	True	True
396.2	Sensorineural hearing loss	Hearing	HP_0008625	Severe sensorineural hearing impairment			True			True			True										True	True	True
396.2	Sensorineural hearing loss	Hearing	HP_0008610	Infantile sensorineural hearing impairment			True			True			True										True	True	True
396.2	Sensorineural hearing loss	Hearing	HP_0008615	Adult onset sensorineural hearing impairment			True			True			True										True	True	True
396.21	Sensorineural hearing loss, bilateral	Hearing	HP_0000408	Progressive sensorineural hearing impairment			True			True			True										True	True	True
396.21	Sensorineural hearing loss, bilateral	Hearing	HP_0008619	Bilateral sensorineural hearing impairment		True	True		True	True		True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
396.21	Sensorineural hearing loss, bilateral	Hearing	HP_0000407	Sensorineural hearing impairment		True			True			True										True	True	True	True
396.22	Presbycusis	Hearing	HP_0040113	Old-aged sensorineural hearing impairment	True	True	True				True	True	True	100.0	86.96	100.0	True	True	True	True		True	True	True	True
397	Other hearing abnormality	Hearing	HP_0000364	Hearing abnormality		True								100.0									True	True	True
