phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
CV_424.1	Left heart failure	Cardiovascular	HP_0001635	Congestive heart failure		True			True									True		True			True	True	True
CV_424.5	Right heart failure*	Cardiovascular	HP_0001635	Congestive heart failure		True						True				87.5				True			True	True	True
CV_425	Cardiomegaly	Cardiovascular	HP_0001640	Cardiomegaly	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_433.21	Carotid artery stenosis	Cardiovascular	HP_0100546	Carotid artery stenosis	True	True	True							100.0							True	True	True	True	True
CV_436	Atherosclerosis [ASCVD]	Cardiovascular	HP_0002621	Atherosclerosis		True		True	True	True	True	True	True	83.33	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_436.1	Atherosclerosis of renal artery	Cardiovascular	HP_0031684	Renal artery atherosclerosis					True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
CV_436.3	Atherosclerosis of aorta	Cardiovascular	HP_0012397	Aortic atherosclerotic lesion						True			True	100.0	100.0	100.0	True	True	True	True			True	True	True
CV_438.11	Abdominal aortic aneurysm	Cardiovascular	HP_0005112	Abdominal aortic aneurysm	True	True	True					True		100.0		87.27					True	True	True	True	True
CV_438.11	Abdominal aortic aneurysm	Cardiovascular	HP_0031644	Fusiform abdominal aortic aneurysm			True																True	True	True
CV_438.11	Abdominal aortic aneurysm	Cardiovascular	HP_0031645	Saccular abdominal aortic aneurysm			True																True	True	True
CV_438.11	Abdominal aortic aneurysm	Cardiovascular	HP_0031711	Asymmetric abdominal aortic aneurysm			True																True	True	True
CV_438.4	Arterial dissection	Cardiovascular	HP_0005294	Arterial dissection	True	True	True		True			True		100.0	100.0	100.0					True		True	True	True
CV_438.41	Aortic dissection	Cardiovascular	HP_0012499	Descending aortic dissection			True																True	True	True
CV_438.41	Aortic dissection	Cardiovascular	HP_0004933	Ascending aortic dissection			True																True	True	True
CV_438.41	Aortic dissection	Cardiovascular	HP_0002647	Aortic dissection	True	True	True							100.0		82.76	True	True	True	True	True	True	True	True	True
CV_438.42	Carotid artery dissection	Cardiovascular	HP_0012158	Carotid artery dissection	True	True	True		True			True		100.0	100.0	100.0	True	True	True	True	True		True	True	True
CV_438.42	Carotid artery dissection	Cardiovascular	HP_0012159	Internal carotid artery dissection			True																True	True	True
CV_438.42	Carotid artery dissection	Cardiovascular	HP_0012161	External carotid artery dissection			True																True	True	True
CV_438.42	Carotid artery dissection	Cardiovascular	HP_0012162	Common carotid artery dissection			True																True	True	True
CV_438.43	Coronary artery dissection	Cardiovascular	HP_0006702	Coronary artery dissection	True	True	True		True		True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_438.5	Coronary artery aneurysm	Cardiovascular	HP_0030882	Coronary artery aneurysm	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True		True	True	True
CV_438.8	Rupture of artery	Cardiovascular	HP_0025019	Arterial rupture										100.0	100.0	100.0	True	True	True	True			True	True	True
CV_438.9	Aneurysm of pulmonary artery	Cardiovascular	HP_0004937	Pulmonary artery aneurysm					True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
CV_439	Hemorrhoids	Cardiovascular	HP_0032551	Hemorrhoids	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0001907	Thromboembolism		True								81.25							True	True	True	True	True
CV_440.11	Deep vein thrombosis [DVT]	Cardiovascular	HP_0002625	Deep venous thrombosis		True								90.91					True	True	True		True	True	True
CV_440.12	Portal vein thrombosis	Cardiovascular	HP_0030242	Portal vein thrombosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_440.14	Budd-Chiari syndrome	Cardiovascular	HP_0002639	Budd-Chiari syndrome	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_440.3	Pulmonary embolism	Cardiovascular	HP_0033639	Septic pulmonary embolism			True	True	True	True			True		100.0		True	True					True	True	True
CV_440.3	Pulmonary embolism	Cardiovascular	HP_0002204	Pulmonary embolism	True	True	True		True		True	True	True	100.0	80.0	100.0			True	True	True	True	True	True	True
CV_440.4	Septic embolism	Cardiovascular	HP_0033553	Septic embolism	True	True	True							100.0									True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0100026	Arteriovenous malformation	True	True	True					True		100.0		88.37						True	True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031488	Arteriovenous malformation of the lip			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031347	Uterine arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031345	Colonic arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031344	Pelvic arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031343	Jejunal arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031342	Duodenal arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031346	Rectal arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031256	Optic nerve arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031254	Thalamic arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0006574	Hepatic arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0006548	Pulmonary arteriovenous malformation			True															True	True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0002629	Gastrointestinal arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0002408	Cerebral arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0002390	Spinal arteriovenous malformation			True																True	True	True
CV_441	Arteriovenous malformation	Cardiovascular	HP_0031341	Gastric arteriovenous malformation			True																True	True	True
CV_441.1	Arteriovenous fistula	Cardiovascular	HP_0031563	Coronary arteriovenous fistula			True																True	True	True
CV_441.1	Arteriovenous fistula	Cardiovascular	HP_0004947	Arteriovenous fistula	True	True	True		True			True		100.0	84.44	84.44					True	True	True	True	True
CV_441.2	Pulmonary arteriovenous malformation	Cardiovascular	HP_0006548	Pulmonary arteriovenous malformation	True	True	True	True	True	True		True		100.0	100.0	86.57							True	True	True
CV_441.2	Pulmonary arteriovenous malformation	Cardiovascular	HP_0100026	Arteriovenous malformation		True			True														True	True	True
CV_443.2	Celiac artery compression syndrome	Cardiovascular	HP_0012327	Celiac artery compression		True			True			True		85.19	85.19	85.19	True	True	True	True			True	True	True
CV_443.3	Arterial fibromuscular dysplasia*	Cardiovascular	HP_0005313	Arterial fibromuscular dysplasia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CV_444.1	Varicose veins	Cardiovascular	HP_0002619	Varicose veins	True	True	True							100.0	83.87	83.87					True	True	True	True	True
CV_446	Hypotension	Cardiovascular	HP_0002615	Hypotension	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_446.2	Orthostatic hypotension	Cardiovascular	HP_0001278	Orthostatic hypotension	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_448.2	Erythromelalgia	Cardiovascular	HP_0032147	Erythromelalgia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
CV_452	Hemorrhage, NOS	Cardiovascular	HP_0002239	Gastrointestinal hemorrhage			True			True				86.96	86.96								True	True	True
DE_660	Infection of the skin	Dermatological	HP_0100658	Cellulitis										100.0				True		True			True	True	True
DE_660.12	Dermatophytosis	Dermatological	HP_0032515	Deep dermatophytosis			True		True	True			True	85.71	88.89	85.71	True	True					True	True	True
DE_660.2	Bacterial infection of the skin	Dermatological	HP_0100658	Cellulitis										100.0						True			True	True	True
DE_664.4	Psoriasis	Dermatological	HP_0003765	Psoriasiform dermatitis	True	True	True				True	True	True	100.0	100.0	100.0			True	True		True	True	True	True
DE_665	Erythema nodosum	Dermatological	HP_0012219	Erythema nodosum	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_666	Urticaria	Dermatological	HP_0001025	Urticaria	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_666.2	Idiopathic urticaria	Dermatological	HP_0410133	Chronic idiopathic urticaria			True			True			True	82.61	82.61	82.61							True	True	True
DE_666.4	Dermatographic urticaria	Dermatological	HP_0011971	Dermatographic urticaria	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_666.5	Vibratory urticaria	Dermatological	HP_0410138	Vibratory urticaria	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
DE_668.1	Atopic dermatitis	Dermatological	HP_0001047	Atopic dermatitis	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
DE_668.2	Seborrheic dermatitis	Dermatological	HP_0001051	Seborrheic dermatitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_668.3	Contact dermatitis	Dermatological	HP_0032282	Contact dermatitis	True	True	True				True	True	True	100.0	81.08	100.0			True	True	True	True	True	True	True
DE_669.1	Pyoderma gangrenosum	Dermatological	HP_0025452	Pyoderma gangrenosum	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_669.3	Hidradenitis suppurativa	Dermatological	HP_0040154	Acne inversa	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
DE_670	Seborrheic keratosis	Dermatological	HP_0031287	Seborrheic keratosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_672.21	Actinic keratosis	Dermatological	HP_0025127	Actinic keratosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_674.1	Hypopigmentation	Dermatological	HP_0012643	Foveal hypopigmentation			True																True	True	True
DE_674.1	Hypopigmentation	Dermatological	HP_0007894	Hypopigmentation of the fundus			True																True	True	True
DE_674.1	Hypopigmentation	Dermatological	HP_0007730	Iris hypopigmentation			True																True	True	True
DE_674.1	Hypopigmentation	Dermatological	HP_0005590	Spotty hypopigmentation			True																True	True	True
DE_674.1	Hypopigmentation	Dermatological	HP_0001010	Hypopigmentation of the skin	True	True	True							100.0									True	True	True
DE_674.1	Hypopigmentation	Dermatological	HP_0005599	Hypopigmentation of hair			True																True	True	True
DE_674.11	Vitiligo	Dermatological	HP_0001045	Vitiligo	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_674.21	Cafe au lait spots*	Dermatological	HP_0000957	Cafe-au-lait spot	True	True	True							100.0					True	True		True	True	True	True
DE_674.22	Freckles*	Dermatological	HP_0001480	Freckling										100.0		100.0			True	True		True	True	True	True
DE_675.2	Striae atrophicae	Dermatological	HP_0001065	Striae distensae	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_677	Chilblains	Dermatological	HP_0009710	Chilblains	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_679.2	Pallor	Dermatological	HP_0000980	Pallor	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_679.3	Flushing	Dermatological	HP_0031284	Flushing	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
DE_679.4	Pruritus	Dermatological	HP_0000989	Pruritus	True	True	True				True	True	True	100.0	80.0	100.0	True	True	True	True	True	True	True	True	True
DE_679.5	Pyoderma	Dermatological	HP_0000999	Pyoderma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
DE_680	Epidermal thickening	Dermatological	HP_0011368	Epidermal thickening	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
DE_680.4	Ainhum	Dermatological	HP_0031009	Ainhum	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_680.5	Acanthosis nigricans	Dermatological	HP_0000956	Acanthosis nigricans	True	True	True		True		True	True	True	100.0	84.44	100.0			True	True	True	True	True	True	True
DE_682.2	Pilonidal cyst	Dermatological	HP_0010769	Pilonidal sinus	True	True	True	True	True	True				100.0	100.0	83.87	True	True	True	True	True	True	True	True	True
DE_682.4	Acne	Dermatological	HP_0001061	Acne	True	True	True				True	True	True	100.0	100.0	100.0			True	True	True	True	True	True	True
DE_683.2	Nail dystrophy*	Dermatological	HP_0008404	Nail dystrophy	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
DE_683.4	Onycholysis*	Dermatological	HP_0001806	Onycholysis	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
DE_684.1	Alopecia	Dermatological	HP_0001596	Alopecia	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
DE_684.11	Alopecia Areata	Dermatological	HP_0002232	Patchy alopecia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True	True	True	True	True
DE_684.12	Telogen effluvium	Dermatological	HP_0025470	Telogen effluvium	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_684.21	Hirsutism*	Dermatological	HP_0001007	Hirsutism	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
DE_684.8	Abnormalities of the hair	Dermatological	HP_0001595	Abnormal hair morphology										100.0	100.0		True	True					True	True	True
DE_685.5	Anhidrosis	Dermatological	HP_0000970	Anhidrosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
DE_685.8	Hyperhidrosis	Dermatological	HP_0000975	Hyperhidrosis	True	True	True		True			True		100.0	81.25	81.25							True	True	True
DE_686.1	Pressure ulcer	Dermatological	HP_0012399	Pressure ulcer	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_200.1	Hypothyroidism	Endocrine/Metab	HP_0000821	Hypothyroidism	True	True	True					True		100.0		100.0							True	True	True
EM_200.1	Hypothyroidism	Endocrine/Metab	HP_0008223	Compensated hypothyroidism			True																True	True	True
EM_200.11	Secondary hypothyroidism	Endocrine/Metab	HP_0008245	Pituitary hypothyroidism	True	True	True							100.0									True	True	True
EM_200.2	Goiter	Endocrine/Metab	HP_0000853	Goiter	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True		True	True	True
EM_200.23	Multinodular goiter	Endocrine/Metab	HP_0005987	Multinodular goiter	True	True	True		True			True		100.0	86.96	85.11							True	True	True
EM_200.24	Ectopic thyroid nodule	Endocrine/Metab	HP_0100028	Ectopic thyroid		True																	True	True	True
EM_200.4	Thyroiditis	Endocrine/Metab	HP_0100646	Thyroiditis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_200.411	Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	Endocrine/Metab	HP_0000872	Hashimoto thyroiditis				True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
EM_200.9	Abnormal thyroid function studies	Endocrine/Metab	HP_0002926	Abnormality of thyroid physiology		True								88.89									True	True	True
EM_202	Diabetes mellitus	Endocrine/Metab	HP_0100651	Type I diabetes mellitus			True			True													True	True	True
EM_202	Diabetes mellitus	Endocrine/Metab	HP_0000819	Diabetes mellitus	True	True	True	True	True	True				100.0	100.0	81.08	True	True			True		True	True	True
EM_202	Diabetes mellitus	Endocrine/Metab	HP_0005978	Type II diabetes mellitus			True			True													True	True	True
EM_202.1	Type 1 diabetes	Endocrine/Metab	HP_0100651	Type I diabetes mellitus	True	True	True							100.0		95.24			True	True	True	True	True	True	True
EM_202.2	Type 2 diabetes	Endocrine/Metab	HP_0005978	Type II diabetes mellitus	True	True	True							100.0					True	True	True	True	True	True	True
EM_204.1	Impaired fasting glucose	Endocrine/Metab	HP_0025691	Impaired fasting glucose	True	True	True	True	True	True	True	True	True								True		True	True	True
EM_204.2	Impaired glucose tolerance (oral)	Endocrine/Metab	HP_0040270	Impaired glucose tolerance		True			True			True		88.89	80.0	88.89							True	True	True
EM_204.3	Hypoglycemia	Endocrine/Metab	HP_0001943	Hypoglycemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_204.31	Hypoglycemic coma	Endocrine/Metab	HP_0001325	Hypoglycemic coma	True	True	True	True	True	True				100.0	100.0		True	True	True	True			True	True	True
EM_204.4	Hyperglycemia	Endocrine/Metab	HP_0003074	Hyperglycemia	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
EM_208.1	Hypoparathyroidism	Endocrine/Metab	HP_0000829	Hypoparathyroidism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_208.2	Hyperparathyroidism	Endocrine/Metab	HP_0000843	Hyperparathyroidism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
EM_208.2	Hyperparathyroidism	Endocrine/Metab	HP_0008200	Primary hyperparathyroidism			True	True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True	True	True	True
EM_208.2	Hyperparathyroidism	Endocrine/Metab	HP_0011770	Tertiary hyperparathyroidism			True			True			True						True	True	True		True	True	True
EM_208.22	Secondary hyperparathyroidism	Endocrine/Metab	HP_0000867	Secondary hyperparathyroidism	True	True	True		True					100.0	84.38	80.6					True	True	True	True	True
EM_209.13	Hyperprolactinemia*	Endocrine/Metab	HP_0000870	Increased circulating prolactin concentration	True	True	True				True	True	True	100.0		100.0						True	True	True	True
EM_209.2	Hypopituitarism	Endocrine/Metab	HP_0040075	Hypopituitarism	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
EM_209.4	Diabetes insipidus	Endocrine/Metab	HP_0000873	Diabetes insipidus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_209.4	Diabetes insipidus	Endocrine/Metab	HP_0000863	Central diabetes insipidus			True			True			True								True	True	True	True	True
EM_211.11	Hyperaldosteronism	Endocrine/Metab	HP_0011736	Primary hyperaldosteronism			True			True	True	True	True			100.0	True	True	True	True		True	True	True	True
EM_211.11	Hyperaldosteronism	Endocrine/Metab	HP_0000859	Hyperaldosteronism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
EM_211.13	Cushing's syndrome	Endocrine/Metab	HP_0003118	Increased circulating cortisol level										100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_211.2	Adrenocortical insufficiency	Endocrine/Metab	HP_0008207	Primary adrenal insufficiency	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
EM_211.22	Drug-induced adrenocortical insufficiency*	Endocrine/Metab	HP_0008207	Primary adrenal insufficiency		True						True											True	True	True
EM_214.11	Premature menopause	Endocrine/Metab	HP_0008209	Premature ovarian insufficiency	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
EM_217.1	Delayed puberty	Endocrine/Metab	HP_0000823	Delayed puberty	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
EM_217.2	Precocious puberty	Endocrine/Metab	HP_0008185	Precocious puberty in males			True						True										True	True	True
EM_217.2	Precocious puberty	Endocrine/Metab	HP_0000826	Precocious puberty	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
EM_230.3	Anorexia	Endocrine/Metab	HP_0002039	Anorexia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
EM_230.4	Cachexia	Endocrine/Metab	HP_0004326	Cachexia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_230.5	Early satiety	Endocrine/Metab	HP_0033842	Early satiety	True	True	True	True	True	True	True	True	True				True	True	True	True			True	True	True
EM_230.7	Failure to thrive	Endocrine/Metab	HP_0001508	Failure to thrive	True	True	True	True	True	True		True		100.0	100.0	82.35			True	True	True		True	True	True
EM_230.7	Failure to thrive	Endocrine/Metab	HP_0001525	Severe failure to thrive			True			True													True	True	True
EM_232	Vitamin deficiencies	Endocrine/Metab	HP_0004905	Low levels of vitamin A						True			True	100.0	100.0	100.0							True	True	True
EM_232.1	Vitamin A deficiency	Endocrine/Metab	HP_0004905	Low levels of vitamin A	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
EM_232.27	Vitamin B12 deficiency	Endocrine/Metab	HP_0100502	Vitamin B12 deficiency	True	True	True					True		100.0	84.44	84.44							True	True	True
EM_232.4	Vitamin D deficiency	Endocrine/Metab	HP_0100512	Low levels of vitamin D	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
EM_232.5	Vitamin E deficiency*	Endocrine/Metab	HP_0100513	Low levels of vitamin E	True	True	True					True		100.0		100.0			True	True		True	True	True	True
EM_236.1	Obesity	Endocrine/Metab	HP_0001513	Obesity	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
EM_239	Hyperlipidemia	Endocrine/Metab	HP_0003077	Hyperlipidemia	True	True	True				True	True	True	100.0	84.85	100.0			True	True	True		True	True	True
EM_239.1	Hypercholesterolemia	Endocrine/Metab	HP_0003124	Hypercholesterolemia	True	True	True					True		100.0		85.71							True	True	True
EM_239.11	Pure hypercholesterolemia	Endocrine/Metab	HP_0003124	Hypercholesterolemia		True			True			True		89.36	89.36	89.36					True	True	True	True	True
EM_239.3	Mixed hyperlipidemia	Endocrine/Metab	HP_0003077	Hyperlipidemia		True			True			True		88.24	88.24	88.24							True	True	True
EM_239.4	Hyperchylomicronemia	Endocrine/Metab	HP_0012238	Increased circulating chylomicron concentration	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0							True	True	True
EM_247.41	Hypermagnesemia*	Endocrine/Metab	HP_0002918	Hypermagnesemia	True	True	True				True	True	True	100.0		100.0							True	True	True
EM_247.42	Hypomagnesemia*	Endocrine/Metab	HP_0002917	Hypomagnesemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
EM_247.51	Hypocalcemia	Endocrine/Metab	HP_0002901	Hypocalcemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
EM_247.52	Hypercalcemia	Endocrine/Metab	HP_0003072	Hypercalcemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
EM_247.53	Calcinosis cutis*	Endocrine/Metab	HP_0025520	Calcinosis cutis	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
EM_247.87	Copper deficiency*	Endocrine/Metab	HP_0011967	Decreased circulating copper concentration	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
EM_247.88	Iron deficiency	Endocrine/Metab	HP_0001891	Iron deficiency anemia			True	True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True	True	True	True
EM_249	Amyloidosis	Endocrine/Metab	HP_4000041	AA amyloidosis			True			True			True										True	True	True
EM_249	Amyloidosis	Endocrine/Metab	HP_0011034	Amyloidosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_249.1	Cerebral amyloid angiopathy*	Endocrine/Metab	HP_0011970	Cerebral amyloid angiopathy	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
EM_252.2	Hyperphenylalaninemia	Endocrine/Metab	HP_0004922	Atypical hyperphenylalaninemia			True																True	True	True
EM_252.2	Hyperphenylalaninemia	Endocrine/Metab	HP_0004923	Hyperphenylalaninemia	True	True	True							100.0		100.0					True	True	True	True	True
EM_252.2	Hyperphenylalaninemia	Endocrine/Metab	HP_0008297	Transient hyperphenylalaninemia			True																True	True	True
EM_252.2	Hyperphenylalaninemia	Endocrine/Metab	HP_0100610	Maternal hyperphenylalaninemia			True																True	True	True
EM_256.31	Acidosis	Endocrine/Metab	HP_0001941	Acidosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_256.32	Alkalosis	Endocrine/Metab	HP_0001948	Alkalosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
EM_256.71	Dehydration	Endocrine/Metab	HP_0001944	Dehydration	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
EM_256.72	Hypovolemia	Endocrine/Metab	HP_0011106	Hypovolemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
EM_257	Polydipsia	Endocrine/Metab	HP_0001959	Polydipsia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GE_961.11	Neurofibromatosis	Genetic	HP_0001067	Neurofibromas	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GE_961.111	Neurofibromatosis, type 1	Genetic	HP_0001067	Neurofibromas		True						True		82.93		82.93		True		True			True	True	True
GE_961.112	Neurofibromatosis, type 2	Genetic	HP_0001067	Neurofibromas		True						True		82.93		82.93		True		True			True	True	True
GE_962.121	Tyrosinemia*	Genetic	HP_0003231	Hypertyrosinemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GE_962.13	Albinism*	Genetic	HP_0001022	Albinism	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GE_962.131	Ocular albinism*	Genetic	HP_0001107	Ocular albinism	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GE_962.141	Histidinemia*	Genetic	HP_0010906	Hyperhistidinemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GE_962.23	3-methylglutaconic aciduria*	Genetic	HP_0003535	3-Methylglutaconic aciduria	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GE_962.24	Methylmalonic acidemia*	Genetic	HP_0002912	Methylmalonic acidemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GE_962.25	Propionic acidemia*	Genetic	HP_0003571	Propionic acidemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GE_962.34	Glutaric aciduria type II*	Genetic	HP_0003150	Glutaric aciduria		True						True		80.0		80.0							True	True	True
GE_962.41	Homocystinuria*	Genetic	HP_0002156	Homocystinuria	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GE_962.42	Cystinuria*	Genetic	HP_0003131	Cystinuria	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GE_962.71	Trimethylaminuria*	Genetic	HP_0003614	Trimethylaminuria	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
