phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
CA_116	Secondary malignant neoplasm	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0012539	Non-Hodgkin lymphoma							True	True	True			100.0			True	True		True		True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0005558	Chronic leukemia													True	True	True	True				True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0020194	IgA heavy chain paraproteinemia														True	True	True				True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0005547	Myeloproliferative disorder															True	True		True		True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0002863	Myelodysplasia				True	True	True					100.0		True	True		True	True			True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0005523	Lymphoproliferative disorder															True	True	True	True		True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0001909	Leukemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0002488	Acute leukemia													True	True	True	True				True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0005531	Biphenotypic acute leukemia															True	True				True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0002665	Lymphoma															True	True		True		True	True
CA_120	Hemo onc - by cell of origin	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.1	Myeloid	Neoplasms	HP_0012324	Myeloid leukemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_120.1	Myeloid	Neoplasms	HP_0011974	Myelofibrosis				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_120.1	Myeloid	Neoplasms	HP_0006775	Multiple myeloma				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_120.1	Myeloid	Neoplasms	HP_0005505	Refractory anemia							True	True	True			100.0								True	True
CA_120.1	Myeloid	Neoplasms	HP_0004836	Acute promyelocytic leukemia							True	True	True			100.0		True	True	True	True	True		True	True
CA_120.1	Myeloid	Neoplasms	HP_0004828	Refractory anemia with ringed sideroblasts												100.0			True	True				True	True
CA_120.1	Myeloid	Neoplasms	HP_0005506	Chronic myelogenous leukemia					True	True					100.0		True	True	True	True	True	True		True	True
CA_120.1	Myeloid	Neoplasms	HP_0004808	Acute myeloid leukemia					True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_120.1	Myeloid	Neoplasms	HP_0002863	Myelodysplasia							True	True	True			100.0			True	True		True		True	True
CA_120.1	Myeloid	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.1	Myeloid	Neoplasms	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
CA_120.11	Plasma cell	Neoplasms	HP_0011857	Plasmacytoma															True	True	True	True		True	True
CA_120.11	Plasma cell	Neoplasms	HP_0006775	Multiple myeloma															True	True				True	True
CA_120.11	Plasma cell	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.12	Monocyte	Neoplasms	HP_0012209	Juvenile myelomonocytic leukemia							True	True	True			100.0			True	True		True		True	True
CA_120.12	Monocyte	Neoplasms	HP_0012325	Chronic myelomonocytic leukemia							True	True	True		90.91	100.0			True	True				True	True
CA_120.12	Monocyte	Neoplasms	HP_0004845	Acute monocytic leukemia					True	True			True		100.0	87.18	True	True	True	True	True	True		True	True
CA_120.12	Monocyte	Neoplasms	HP_0004820	Acute myelomonocytic leukemia							True	True	True			100.0			True	True				True	True
CA_120.12	Monocyte	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.13	Erythroid	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.14	Megakaryoblast	Neoplasms	HP_0006733	Acute megakaryocytic leukemia						True					89.8	85.71	True	True	True	True				True	True
CA_120.14	Megakaryoblast	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.15	Mast cell	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.15	Mast cell	Neoplasms	HP_0007583	Telangiectasia macularis eruptiva perstans															True	True				True	True
CA_120.15	Mast cell	Neoplasms	HP_0100495	Mastocytosis															True	True	True	True		True	True
CA_120.15	Mast cell	Neoplasms	HP_0200151	Cutaneous mastocytosis							True	True	True			100.0			True	True	True	True		True	True
CA_120.2	Lymphoid	Neoplasms	HP_0012189	Hodgkin lymphoma							True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_120.2	Lymphoid	Neoplasms	HP_0006721	Acute lymphoblastic leukemia					True	True		True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_120.2	Lymphoid	Neoplasms	HP_0005526	Lymphoid leukemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_120.2	Lymphoid	Neoplasms	HP_0005550	Chronic lymphatic leukemia													True	True			True			True	True
CA_120.2	Lymphoid	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0030080	Burkitt lymphoma							True	True	True		85.0	100.0	True	True	True	True	True	True		True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0033125	Follicular lymphoma							True	True	True			100.0	True	True	True	True	True	True		True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0030069	Primary central nervous system lymphoma				True	True	True					100.0		True	True			True			True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0020195	IgG heavy chain paraproteinemia															True	True				True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0012191	B-cell lymphoma							True	True	True			100.0						True		True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0012539	Non-Hodgkin lymphoma															True	True		True		True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0005550	Chronic lymphatic leukemia												81.82			True	True		True		True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0005508	Monoclonal immunoglobulin M proteinemia															True	True				True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.21	Mature B-cell	Neoplasms	HP_0012189	Hodgkin lymphoma								True				100.0	True	True		True		True		True	True
CA_120.22	Mature T-Cell	Neoplasms	HP_0012193	Anaplastic large-cell lymphoma											100.0	87.5	True	True	True	True	True	True		True	True
CA_120.22	Mature T-Cell	Neoplasms	HP_0012192	Cutaneous T-cell lymphoma							True	True	True			100.0					True	True		True	True
CA_120.22	Mature T-Cell	Neoplasms	HP_0002960	Autoimmunity															True	True				True	True
CA_120.22	Mature T-Cell	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_120.3	Histocytoces	Neoplasms	HP_0032253	Eosinophilic granuloma															True	True				True	True
CA_120.3	Histocytoces	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_121	Leukemia	Neoplasms	HP_0012324	Myeloid leukemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_121	Leukemia	Neoplasms	HP_0005526	Lymphoid leukemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
CA_121	Leukemia	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_121	Leukemia	Neoplasms	HP_0001909	Leukemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_121.1	Acute leukemia	Neoplasms	HP_0006733	Acute megakaryocytic leukemia						True					89.8	85.71	True	True	True	True				True	True
CA_121.1	Acute leukemia	Neoplasms	HP_0005531	Biphenotypic acute leukemia															True	True				True	True
CA_121.1	Acute leukemia	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_121.1	Acute leukemia	Neoplasms	HP_0002488	Acute leukemia	True	True	True							100.0			True	True	True	True			True	True	True
CA_121.1	Acute leukemia	Neoplasms	HP_0004845	Acute monocytic leukemia					True	True					100.0	84.21	True	True	True	True	True	True		True	True
CA_121.11	Acute lymphoid leukemia	Neoplasms	HP_0006721	Acute lymphoblastic leukemia	True	True	True		True	True		True		100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_121.11	Acute lymphoid leukemia	Neoplasms	HP_0005526	Lymphoid leukemia		True			True														True	True	True
CA_121.11	Acute lymphoid leukemia	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_121.12	Acute myeloid leukemia	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_121.12	Acute myeloid leukemia	Neoplasms	HP_0004808	Acute myeloid leukemia	True	True	True		True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_121.12	Acute myeloid leukemia	Neoplasms	HP_0004820	Acute myelomonocytic leukemia							True	True	True			100.0		True	True	True				True	True
CA_121.12	Acute myeloid leukemia	Neoplasms	HP_0004836	Acute promyelocytic leukemia							True	True	True			100.0		True	True	True	True	True		True	True
CA_121.12	Acute myeloid leukemia	Neoplasms	HP_0012324	Myeloid leukemia		True			True														True	True	True
CA_121.2	Chronic leukemia	Neoplasms	HP_0005558	Chronic leukemia	True	True	True							100.0			True	True	True	True			True	True	True
CA_121.2	Chronic leukemia	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_121.21	Chronic lymphoid leukemia	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_121.21	Chronic lymphoid leukemia	Neoplasms	HP_0005526	Lymphoid leukemia		True			True					81.82	81.82								True	True	True
CA_121.21	Chronic lymphoid leukemia	Neoplasms	HP_0005550	Chronic lymphatic leukemia												81.82	True	True	True	True	True	True		True	True
CA_121.22	Chronic myloid leukemia	Neoplasms	HP_0005506	Chronic myelogenous leukemia					True	True				93.88	100.0		True	True	True	True	True	True		True	True
CA_121.22	Chronic myloid leukemia	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_121.23	Chronic myelomonocytic (monocytic) leukemia	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_121.23	Chronic myelomonocytic (monocytic) leukemia	Neoplasms	HP_0012209	Juvenile myelomonocytic leukemia							True	True	True			100.0			True	True		True		True	True
CA_121.23	Chronic myelomonocytic (monocytic) leukemia	Neoplasms	HP_0012325	Chronic myelomonocytic leukemia							True	True	True	88.24	90.91	100.0			True	True				True	True
CA_122	Lymphoma	Neoplasms	HP_0005508	Monoclonal immunoglobulin M proteinemia															True	True				True	True
CA_122	Lymphoma	Neoplasms	HP_0002665	Lymphoma	True	True	True							100.0									True	True	True
CA_122	Lymphoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_122.1	Hodgkin lymphoma	Neoplasms	HP_0012189	Hodgkin lymphoma	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_122.1	Hodgkin lymphoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_122.11	Nodular sclerosis Hodgkin lymphoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_122.2	Non-Hodgkin lymphoma	Neoplasms	HP_0012539	Non-Hodgkin lymphoma	True	True	True				True	True	True	100.0		100.0		True	True	True		True	True	True	True
CA_122.2	Non-Hodgkin lymphoma	Neoplasms	HP_0030069	Primary central nervous system lymphoma				True	True	True					100.0		True	True			True			True	True
CA_122.2	Non-Hodgkin lymphoma	Neoplasms	HP_0012191	B-cell lymphoma							True	True	True			100.0						True		True	True
CA_122.2	Non-Hodgkin lymphoma	Neoplasms	HP_0002665	Lymphoma														True	True	True				True	True
CA_122.2	Non-Hodgkin lymphoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_122.21	Follicular lymphoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_122.21	Follicular lymphoma	Neoplasms	HP_0033125	Follicular lymphoma	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
CA_122.22	Diffuse large B-cell lymphoma*	Neoplasms	HP_0002664	Neoplasm															True	True				True	True
CA_122.23	Burkitt lymphoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_122.23	Burkitt lymphoma	Neoplasms	HP_0030080	Burkitt lymphoma	True	True	True				True	True	True	100.0	85.0	100.0	True	True	True	True	True	True	True	True	True
CA_122.24	T-cell lymphoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_122.24	T-cell lymphoma	Neoplasms	HP_0012190	T-cell lymphoma	True	True	True							100.0									True	True	True
CA_122.24	T-cell lymphoma	Neoplasms	HP_0012192	Cutaneous T-cell lymphoma							True	True	True			100.0								True	True
CA_122.25	Anaplastic large cell lymphoma	Neoplasms	HP_0012193	Anaplastic large-cell lymphoma										100.0	100.0	87.5	True	True	True	True	True	True	True	True	True
CA_122.25	Anaplastic large cell lymphoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_122.26	Extranodal NK/T-cell lymphoma, nasal type*	Neoplasms	HP_0002664	Neoplasm															True	True				True	True
CA_123	Multiple myeloma and malignant plasma cell neoplasms	Neoplasms	HP_0006775	Multiple myeloma															True	True				True	True
CA_123	Multiple myeloma and malignant plasma cell neoplasms	Neoplasms	HP_0011857	Plasmacytoma															True	True		True		True	True
CA_123	Multiple myeloma and malignant plasma cell neoplasms	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_123.1	Multiple myeloma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_123.1	Multiple myeloma	Neoplasms	HP_0006775	Multiple myeloma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_124	Myeloproliferative disorder	Neoplasms	HP_0005547	Myeloproliferative disorder	True	True	True							100.0							True		True	True	True
CA_124	Myeloproliferative disorder	Neoplasms	HP_0005506	Chronic myelogenous leukemia					True	True					100.0		True	True	True	True	True	True		True	True
CA_124	Myeloproliferative disorder	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_124	Myeloproliferative disorder	Neoplasms	HP_0005534	Transient myeloproliferative syndrome			True																True	True	True
CA_124.3	Polycythemia vera	Neoplasms	HP_0001901	Polycythemia		True			True			True		83.87	83.87	83.87							True	True	True
CA_124.3	Polycythemia vera	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_124.5	Essential thrombocythemia	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_124.6	Myelodysplastic syndrome	Neoplasms	HP_0005505	Refractory anemia							True	True	True			100.0								True	True
CA_124.6	Myelodysplastic syndrome	Neoplasms	HP_0004828	Refractory anemia with ringed sideroblasts												100.0			True	True				True	True
CA_124.6	Myelodysplastic syndrome	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_124.6	Myelodysplastic syndrome	Neoplasms	HP_0002863	Myelodysplasia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
CA_124.7	Chronic myeloproliferative disease*	Neoplasms	HP_0002664	Neoplasm															True	True				True	True
CA_124.7	Chronic myeloproliferative disease*	Neoplasms	HP_0005547	Myeloproliferative disorder															True	True		True		True	True
CA_124.8	Myelofibrosis	Neoplasms	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
CA_124.8	Myelofibrosis	Neoplasms	HP_0002664	Neoplasm															True	True				True	True
CA_124.8	Myelofibrosis	Neoplasms	HP_0011974	Myelofibrosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_125	Other malignant neoplasms of lymphoid, hematopoietic and related tissue	Neoplasms	HP_0100495	Mastocytosis															True	True		True		True	True
CA_125	Other malignant neoplasms of lymphoid, hematopoietic and related tissue	Neoplasms	HP_0020195	IgG heavy chain paraproteinemia														True	True	True				True	True
CA_125	Other malignant neoplasms of lymphoid, hematopoietic and related tissue	Neoplasms	HP_0020194	IgA heavy chain paraproteinemia														True	True	True				True	True
CA_125	Other malignant neoplasms of lymphoid, hematopoietic and related tissue	Neoplasms	HP_0032253	Eosinophilic granuloma															True	True				True	True
CA_125	Other malignant neoplasms of lymphoid, hematopoietic and related tissue	Neoplasms	HP_0005523	Lymphoproliferative disorder															True	True	True	True		True	True
CA_125	Other malignant neoplasms of lymphoid, hematopoietic and related tissue	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_125.1	Cutaneous mastocytosis*	Neoplasms	HP_0200151	Cutaneous mastocytosis	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CA_125.1	Cutaneous mastocytosis*	Neoplasms	HP_0007583	Telangiectasia macularis eruptiva perstans															True	True				True	True
CA_125.1	Cutaneous mastocytosis*	Neoplasms	HP_0002664	Neoplasm															True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100002	Pleural mesothelioma												92.68			True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100003	Peritoneal mesothelioma												88.89			True	True		True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100634	Neuroendocrine neoplasm													True	True						True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system									True		87.8	100.0		True	True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100768	Choriocarcinoma															True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100723	Gastrointestinal stroma tumor							True	True	True			100.0			True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100516	Neoplasm of the ureter											80.0	80.0	True	True	True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100684	Salivary gland neoplasm											87.27		True	True		True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0030153	Cholangiocarcinoma															True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100615	Ovarian neoplasm											81.08	81.08	True	True	True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0100526	Neoplasm of the lung															True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0030075	Ductal carcinoma in situ									True			81.08		True	True	True		True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0006749	Malignant gastrointestinal tract tumors															True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0003003	Colon cancer													True	True	True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0002896	Neoplasm of the liver													True	True	True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0002894	Neoplasm of the pancreas											82.93	82.93	True	True	True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0002884	Hepatoblastoma							True	True	True			100.0		True	True	True		True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0002861	Melanoma					True			True			86.49	88.89	True	True	True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0002664	Neoplasm													True	True	True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0001402	Hepatocellular carcinoma														True	True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0012056	Cutaneous melanoma													True	True	True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0012125	Prostate cancer													True	True	True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0012126	Stomach cancer													True	True	True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0012720	Neoplasm of the nose														True	True	True	True	True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0030076	Lobular carcinoma in situ								True	True		80.0	86.79			True	True		True		True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0010784	Uterine neoplasm													True	True	True	True				True	True
CA_130	Cancer (solid tumor, excluding BCC)	Neoplasms	HP_0010788	Testicular neoplasm													True	True	True	True	True	True		True	True
CA_132	Sequelae of cancer	Neoplasms	HP_0012531	Pain													True	True						True	True
CA_132	Sequelae of cancer	Neoplasms	HP_0011024	Abnormality of the gastrointestinal tract													True	True	True	True				True	True
CA_132	Sequelae of cancer	Neoplasms	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
CA_132	Sequelae of cancer	Neoplasms	HP_0001271	Polyneuropathy													True	True						True	True
CA_132	Sequelae of cancer	Neoplasms	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
CA_132	Sequelae of cancer	Neoplasms	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
CA_132	Sequelae of cancer	Neoplasms	HP_0002960	Autoimmunity															True	True				True	True
CA_135	Benign neoplasm of the head and neck	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.1	Benign neoplasm of the oral cavity	Neoplasms	HP_0100649	Neoplasm of the oral cavity		True								85.71									True	True	True
CA_135.1	Benign neoplasm of the oral cavity	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.11	Benign neoplasm of the lip	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.11	Benign neoplasm of the lip	Neoplasms	HP_0100604	Neoplasm of the lip		True																	True	True	True
CA_135.12	Benign neoplasm of the tongue	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.12	Benign neoplasm of the tongue	Neoplasms	HP_0100648	Neoplasm of the tongue		True																	True	True	True
CA_135.14	Benign neoplasm of the floor of mouth	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.16	Benign neoplasm of the salivary glands	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.2	Benign neoplasm of the oropharynx	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.3	Benign neoplasm of the nasopharynx	Neoplasms	HP_0100630	Neoplasia of the nasopharynx		True								85.71	85.71	85.71							True	True	True
CA_135.3	Benign neoplasm of the nasopharynx	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.4	Benign neoplasm of the hypopharynx	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.5	Benign neoplasm of the paranasal sinus and nasal cavity	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_135.5	Benign neoplasm of the paranasal sinus and nasal cavity	Neoplasms	HP_0100582	Nasal polyposis				True	True	True					100.0	100.0	True	True	True	True	True	True		True	True
CA_135.6	Benign neoplasm of vocal cord or larynx	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_136	Benign neoplasm of the digestive organs	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_136	Benign neoplasm of the digestive organs	Neoplasms	HP_0006719	Benign gastrointestinal tract tumors													True	True	True	True				True	True
CA_136.1	Benign neoplasm of the esophagus	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_136.2	Benign neoplasm of stomach	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_136.2	Benign neoplasm of stomach	Neoplasms	HP_0011024	Abnormality of the gastrointestinal tract															True	True				True	True
CA_136.3	Benign neoplasm of the small intestine	Neoplasms	HP_0100833	Neoplasm of the small intestine		True								87.27		80.0							True	True	True
CA_136.3	Benign neoplasm of the small intestine	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_136.4	Benign neoplasm of colon, rectum, anus and anal canal	Neoplasms	HP_0002664	Neoplasm															True	True				True	True
CA_136.41	Benign neoplasm of the colon	Neoplasms	HP_0100273	Neoplasm of the colon		True																	True	True	True
CA_136.41	Benign neoplasm of the colon	Neoplasms	HP_0011024	Abnormality of the gastrointestinal tract															True	True				True	True
CA_136.41	Benign neoplasm of the colon	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_136.42	Benign neoplasm of rectum and anus	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_136.42	Benign neoplasm of rectum and anus	Neoplasms	HP_0011024	Abnormality of the gastrointestinal tract													True	True	True	True				True	True
CA_136.42	Benign neoplasm of rectum and anus	Neoplasms	HP_0100896	Rectal polyposis											83.87	100.0			True	True				True	True
CA_136.6	Benign neoplasm of the liver and intrahepatic bile ducts	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_136.61	Benign neoplasm of the liver*	Neoplasms	HP_0002664	Neoplasm															True	True				True	True
CA_136.61	Benign neoplasm of the liver*	Neoplasms	HP_0002896	Neoplasm of the liver		True																	True	True	True
CA_136.8	Benign neoplasm of the pancreas	Neoplasms	HP_0002894	Neoplasm of the pancreas		True								82.93		82.93							True	True	True
CA_136.8	Benign neoplasm of the pancreas	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_137	Benign neoplasm of the thoracic and respiratory organs	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_137.1	Benign neoplasm of the of bronchus and lung	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_137.3	Benign neoplasm of the trachea	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_137.3	Benign neoplasm of the trachea	Neoplasms	HP_0100551	Neoplasm of the trachea		True								82.93	82.93	82.93							True	True	True
CA_137.51	Benign neoplasm of the heart	Neoplasms	HP_0100544	Neoplasm of the heart		True																	True	True	True
CA_137.51	Benign neoplasm of the heart	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_137.52	Benign neoplasm of the mediastinum	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_137.53	Benign neoplasm of the of pleura	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_137.54	Benign neoplasm of the thymus	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_137.54	Benign neoplasm of the thymus	Neoplasms	HP_0100521	Neoplasm of the thymus		True																	True	True	True
CA_138	Benign neoplasm of the skin	Neoplasms	HP_0008069	Neoplasm of the skin		True																	True	True	True
CA_138	Benign neoplasm of the skin	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_138.1	Nevus, non-neoplastic	Neoplasms	HP_0005306	Capillary hemangioma															True	True				True	True
CA_138.1	Nevus, non-neoplastic	Neoplasms	HP_0000957	Cafe-au-lait spot															True	True				True	True
CA_138.1	Nevus, non-neoplastic	Neoplasms	HP_0001052	Nevus flammeus															True	True	True	True		True	True
CA_138.1	Nevus, non-neoplastic	Neoplasms	HP_0032579	Vascular hamartoma															True	True				True	True
CA_138.2	Melanocytic nevi*	Neoplasms	HP_0001062	Atypical nevus															True	True				True	True
CA_138.2	Melanocytic nevi*	Neoplasms	HP_0003764	Nevus															True	True		True		True	True
