phecode1.2_code	phecode1.2_label	phecode1.2_category	hpo_code	hpo_label	stringMatch_hpo-phecode1.2	subStringMatch_hpo-to-phecode1.2	subStringMatch_phecode1.2-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecode1.2-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	PheMap_phecode1.2-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
272.11	Hypercholesterolemia	endocrine/metabolic	HP_0003124	Hypercholesterolemia	True	True	True		True			True		100.0	89.36	89.36	16.51677942794705					True	True	True	True	True
272.13	Mixed hyperlipidemia	endocrine/metabolic	HP_0008158	Hyperapobetalipoproteinemia													43.70252204532405		True		True			True	True	True
272.13	Mixed hyperlipidemia	endocrine/metabolic	HP_0003077	Hyperlipidemia		True			True			True		88.24	88.24	88.24								True	True	True
272.14	Hyperchylomicronemia	endocrine/metabolic	HP_0012238	Increased circulating chylomicron concentration	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0								True	True	True
274.1	Gout	endocrine/metabolic	HP_0001997	Gout	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	66.68784069452738	True	True	True	True	True	True	True	True	True
274.2	Crystal arthropathies	endocrine/metabolic	HP_0000934	Chondrocalcinosis					True			True			87.18	100.0	123.92412155556688	True	True	True	True			True	True	True
274.21	Chondrocalcinosis	endocrine/metabolic	HP_0000934	Chondrocalcinosis	True	True	True		True			True		100.0	87.18	100.0	66.61145983340218	True	True	True	True			True	True	True
275.3	Disorders of magnesium metabolism	endocrine/metabolic	HP_0002917	Hypomagnesemia							True	True	True			100.0	46.46240832855731			True	True	True	True	True	True	True
275.51	Hypocalcemia	endocrine/metabolic	HP_0002901	Hypocalcemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
275.6	Hypercalcemia	endocrine/metabolic	HP_0003072	Hypercalcemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	38.4288667227289	True	True	True	True	True		True	True	True
276.1	Electrolyte imbalance	endocrine/metabolic	HP_0011423	Hyperchloremia													68.52931683976527			True	True	True	True	True	True	True
276.1	Electrolyte imbalance	endocrine/metabolic	HP_0012591	Abnormal urinary electrolyte concentration			True							80.95										True	True	True
276.11	Hyperosmolality and/or hypernatremia	endocrine/metabolic	HP_0003228	Hypernatremia													82.46384469112634			True	True	True	True	True	True	True
276.12	Hyposmolality and/or hyponatremia	endocrine/metabolic	HP_0002902	Hyponatremia													128.2109524455205			True	True	True	True	True	True	True
276.13	Hyperpotassemia	endocrine/metabolic	HP_0002153	Hyperkalemia							True	True	True			100.0	66.48670764652772	True	True	True	True	True	True	True	True	True
276.14	Hypopotassemia	endocrine/metabolic	HP_0002900	Hypokalemia							True	True	True			100.0	61.34108284253357	True	True	True	True	True	True	True	True	True
276.41	Acidosis	endocrine/metabolic	HP_0001941	Acidosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
276.42	Alkalosis	endocrine/metabolic	HP_0001948	Alkalosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	50.943662675925424	True	True	True	True	True	True	True	True	True
276.5	Hypovolemia	endocrine/metabolic	HP_0001944	Dehydration				True	True	True	True	True	True		100.0	100.0	68.84057170375578	True	True	True	True	True	True	True	True	True
276.5	Hypovolemia	endocrine/metabolic	HP_0011106	Hypovolemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
276.8	Polydipsia	endocrine/metabolic	HP_0001959	Polydipsia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	90.91264312962312	True	True	True	True	True	True	True	True	True
278.1	Obesity	endocrine/metabolic	HP_0001513	Obesity	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	19.573136863277906	True	True	True	True			True	True	True
279.1	Immunity deficiency	endocrine/metabolic	HP_0002721	Immunodeficiency							True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
279.2	Autoimmune disease NEC	endocrine/metabolic	HP_0002960	Autoimmunity		True								89.47			14.015411921909662					True		True	True	True
280	Iron deficiency anemias	hematopoietic	HP_0001891	Iron deficiency anemia				True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
281	Other deficiency anemia	hematopoietic	HP_0001889	Megaloblastic anemia													43.24661127559968			True	True	True	True	True	True	True
281.1	Megaloblastic anemia	hematopoietic	HP_0001889	Megaloblastic anemia	True	True	True							100.0			24.67995467395443			True	True		True	True	True	True
283.1	Autoimmune hemolytic anemias	hematopoietic	HP_0001890	Autoimmune hemolytic anemia								True		100.0	100.0	100.0	20.81626576986157	True	True			True	True	True	True	True
283.21	Hemolytic-uremic syndrome	hematopoietic	HP_0005575	Hemolytic-uremic syndrome	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	108.7173805512834	True	True	True	True	True	True	True	True	True
284	Aplastic anemia	hematopoietic	HP_0001915	Aplastic anemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	64.34078096280196	True	True	True	True	True	True	True	True	True
284.1	Pancytopenia	hematopoietic	HP_0001876	Pancytopenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	76.59723284690088	True	True	True	True	True		True	True	True
285	Other anemias	hematopoietic	HP_0001903	Anemia				True	True	True	True	True	True	100.0	100.0	100.0	35.55999489718634	True	True	True	True	True	True	True	True	True
285.2	Anemia of chronic disease	hematopoietic	HP_0001903	Anemia													46.86359485704586							True	True	True
285.21	Anemia in chronic kidney disease	hematopoietic	HP_0012622	Chronic kidney disease		True			True			True		86.27	86.27	86.27								True	True	True
285.3	Sideroblastic anemia	hematopoietic	HP_0001924	Sideroblastic anemia	True	True	True	True	True	True				100.0	100.0	100.0	120.18622349468141	True	True	True	True	True	True	True	True	True
285.8	Hemoglobinuria	hematopoietic	HP_0004818	Paroxysmal nocturnal hemoglobinuria													73.32519385934036			True	True	True	True	True	True	True
285.8	Hemoglobinuria	hematopoietic	HP_0003641	Hemoglobinuria	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
287.3	Thrombocytopenia	hematopoietic	HP_0001873	Thrombocytopenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	46.50488991740031	True	True	True	True	True	True	True	True	True
287.3	Thrombocytopenia	hematopoietic	HP_0001973	Autoimmune thrombocytopenia			True			True			True		80.77	80.77	32.98983282371348	True	True	True	True	True	True	True	True	True
287.31	Primary thrombocytopenia	hematopoietic	HP_0001973	Autoimmune thrombocytopenia											80.77	80.77	99.73144200333854	True	True	True	True	True	True	True	True	True
288.11	Neutropenia	hematopoietic	HP_0001875	Neutropenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0			True		True	True	True	True	True	True
288.2	Elevated white blood cell count	hematopoietic	HP_0001974	Leukocytosis		True		True	True	True		True		90.2	100.0	90.2	41.02452942941592	True	True	True	True			True	True	True
288.3	Eosinophilia	hematopoietic	HP_0032064	Gastrointestinal eosinophilia			True			True			True											True	True	True
288.3	Eosinophilia	hematopoietic	HP_0001880	Eosinophilia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	44.56485815977956	True	True	True	True	True	True	True	True	True
289.1	Myelofibrosis	hematopoietic	HP_0011974	Myelofibrosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
289.4	Lymphadenitis	hematopoietic	HP_0002840	Lymphadenitis	True	True	True		True			True		100.0	80.0	80.0	36.47035817073992			True	True	True	True	True	True	True
289.8	Polycythemia, secondary	hematopoietic	HP_0001901	Polycythemia													79.82787619282233			True	True	True	True	True	True	True
289.9	Abnormality of red blood cells	hematopoietic	HP_0012119	Methemoglobinemia				True	True	True	True	True	True		100.0	100.0	70.31488468778544	True	True	True	True	True	True	True	True	True
289.9	Abnormality of red blood cells	hematopoietic	HP_0001877	Abnormal erythrocyte morphology	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
290	Delirium dementia and amnestic and other cognitive disorders	mental disorders	HP_0000726	Dementia				True	True	True	True	True	True		100.0	100.0	71.71163980064898	True	True	True	True	True	True	True	True	True
290.1	Dementias	mental disorders	HP_0000726	Dementia				True	True	True	True	True	True	100.0	100.0	100.0	50.52752803711364	True	True	True	True		True	True	True	True
290.11	Alzheimer's disease	mental disorders	HP_0002511	Alzheimer disease										100.0	100.0	100.0	22.42271657474269	True	True	True	True	True	True	True	True	True
290.13	Senile dementia	mental disorders	HP_0000726	Dementia							True	True	True			100.0	71.71163980064898			True	True		True	True	True	True
290.2	Delirium due to conditions classified elsewhere	mental disorders	HP_0031258	Delirium													55.91313913526018						True	True	True	True
292.1	Aphasia/speech disturbance	mental disorders	HP_0001260	Dysarthria				True	True	True					100.0		69.81888973250884	True	True			True	True	True	True	True
292.11	Aphasia	mental disorders	HP_0002381	Aphasia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	98.4031649645936	True	True	True	True	True		True	True	True
292.12	Symbolic dysfunction	mental disorders	HP_0002186	Apraxia							True	True	True			100.0	50.897086729571285			True	True	True	True	True	True	True
292.2	Mild cognitive impairment	mental disorders	HP_0100543	Cognitive impairment		True								84.85							True			True	True	True
292.3	Memory loss	mental disorders	HP_0002354	Memory impairment	True	True	True	True	True	True				100.0	100.0		49.06779758879711	True	True		True	True	True	True	True	True
292.6	Hallucinations	mental disorders	HP_0000738	Hallucinations	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	83.51536678915168	True	True	True	True	True		True	True	True
292.6	Hallucinations	mental disorders	HP_0011160	Focal sensory seizure with gustatory features			True			True			True											True	True	True
292.6	Hallucinations	mental disorders	HP_0006803	Vivid hallucinations			True			True			True											True	True	True
293	Symptoms involving head and neck	mental disorders	HP_0100812	Halitosis							True	True	True			100.0	84.22269562202648			True	True	True	True	True	True	True
295	Schizophrenia and other psychotic disorders	mental disorders	HP_0100753	Schizophrenia				True	True	True	True	True	True		100.0	100.0	79.09525288954616	True	True	True	True	True	True	True	True	True
295.1	Schizophrenia	mental disorders	HP_0100753	Schizophrenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	45.63233917380946	True	True	True	True		True	True	True	True
295.2	Paranoid disorders	mental disorders	HP_0000746	Delusions													46.67967760893683					True	True	True	True	True
295.3	Psychosis	mental disorders	HP_0000709	Psychosis	True	True	True	True	True	True				100.0	100.0		48.5828220164	True	True				True	True	True	True
296	Mood disorders	mental disorders	HP_0007302	Bipolar affective disorder				True	True	True	True	True	True		100.0	100.0	57.47356477670285	True	True	True	True	True	True	True	True	True
296.1	Bipolar	mental disorders	HP_0007302	Bipolar affective disorder				True	True	True	True	True	True		100.0	100.0	55.548404812966034	True	True	True	True	True	True	True	True	True
296.2	Depression	mental disorders	HP_0031594	PR segment depression			True																	True	True	True
296.2	Depression	mental disorders	HP_0000716	Depression	True	True	True							100.0							True			True	True	True
297.1	Suicidal ideation	mental disorders	HP_0031589	Suicidal ideation	True	True	True	True	True	True				100.0	100.0	100.0	136.98400525901738	True	True	True	True	True		True	True	True
300.3	Obsessive-compulsive disorders	mental disorders	HP_0000722	Obsessive-compulsive behavior													87.32005297370439	True	True	True	True			True	True	True
300.9	Posttraumatic stress disorder	mental disorders	HP_0033676	Posttraumatic stress symptom													90.23361988458242	True	True	True	True			True	True	True
301	Personality disorders	mental disorders	HP_0012075	Personality disorder				True	True	True	True	True	True	100.0	100.0	100.0	27.492090275899077	True	True	True	True	True		True	True	True
301.1	Schizoid personality disorder	mental disorders	HP_0012075	Personality disorder		True			True			True					18.030421126571305							True	True	True
301.2	Antisocial/borderline personality disorder	mental disorders	HP_0012076	Borderline personality disorder				True	True	True	True	True	True		100.0	100.0	47.64400264478829	True	True	True	True	True	True	True	True	True
302.1	Decreased libido	mental disorders	HP_0046504	Decreased libido	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
302.1	Decreased libido	mental disorders	HP_0030018	Decreased female libido			True			True			True											True	True	True
302.1	Decreased libido	mental disorders	HP_0040306	Decreased male libido			True			True			True											True	True	True
302.1	Decreased libido	mental disorders	HP_0012878	Retarded ejaculation													67.53321035049083			True	True			True	True	True
303	Psychogenic and somatoform disorders	mental disorders	HP_0032940	Dissociative reaction													52.336259337688		True	True	True			True	True	True
303.1	Dissociative disorder	mental disorders	HP_0032940	Dissociative reaction											82.93		47.042542594611035	True	True	True	True			True	True	True
306.9	Tension headache	mental disorders	HP_0002315	Headache													75.6824835826599							True	True	True
306.9	Tension headache	mental disorders	HP_0012228	Tension-type headache							True	True	True	86.49	86.49	100.0	130.470708076303	True	True	True	True	True	True	True	True	True
312.3	Impulse control disorder	mental disorders	HP_0012167	Hair-pulling													57.627724152279434					True		True	True	True
313	Pervasive developmental disorders	mental disorders	HP_0010677	Enuresis nocturna													48.0457750104097		True			True	True	True	True	True
313	Pervasive developmental disorders	mental disorders	HP_0000729	Autistic behavior				True	True	True	True	True	True	100.0	100.0	100.0			True	True	True	True	True	True	True	True
313.1	Attention deficit hyperactivity disorder	mental disorders	HP_0007018	Attention deficit hyperactivity disorder	True	True	True		True					100.0	100.0	100.0	94.13891640758727	True	True	True	True	True	True	True	True	True
313.3	Autism	mental disorders	HP_0000717	Autism	True	True	True							100.0			51.02423049951053	True	True	True	True	True	True	True	True	True
315	Develomental delays and disorders	mental disorders	HP_0012167	Hair-pulling							True	True	True			100.0	50.318553705912			True	True		True	True	True	True
315.3	Mental retardation	mental disorders	HP_0010864	Intellectual disability, severe			True								100.0	100.0		True	True	True	True	True		True	True	True
315.3	Mental retardation	mental disorders	HP_0001256	Intellectual disability, mild			True								100.0	100.0		True	True	True	True	True		True	True	True
315.3	Mental retardation	mental disorders	HP_0001249	Intellectual disability	True	True	True							100.0	100.0	100.0	27.974313535413252	True	True	True	True	True		True	True	True
317.1	Alcoholism	mental disorders	HP_0030955	Alcoholism	True	True	True							100.0			20.712449322610322		True		True			True	True	True
320	Meningitis	neurological	HP_0001287	Meningitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	29.66140465159091	True	True	True	True	True	True	True	True	True
320	Meningitis	neurological	HP_0033508	EBV meningitis			True			True			True											True	True	True
323	Encephalitis	neurological	HP_0002383	Infectious encephalitis										100.0								True	True	True	True	True
323	Encephalitis	neurological	HP_0033509	EBV encephalitis			True																	True	True	True
327.1	Hypersomnia	neurological	HP_0100786	Hypersomnia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	19.802262325428234	True	True	True	True	True	True	True	True	True
327.3	Sleep apnea	neurological	HP_0002870	Obstructive sleep apnea													51.51287000036727	True	True	True	True			True	True	True
327.3	Sleep apnea	neurological	HP_0010535	Sleep apnea	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	17.30150266384054	True	True	True	True	True	True	True	True	True
327.31	Central/nonobstroctive sleep apnea	neurological	HP_0010536	Central sleep apnea					True			True			83.33	83.33	127.715501159841							True	True	True
327.32	Obstructive sleep apnea	neurological	HP_0002870	Obstructive sleep apnea	True	True	True							100.0			54.104067076350134	True	True	True	True			True	True	True
327.4	Insomnia	neurological	HP_0100785	Insomnia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	27.503719778737196	True	True	True	True	True	True	True	True	True
327.41	Organic or persistent insomnia	neurological	HP_0100785	Insomnia													59.56689158588542					True		True	True	True
327.5	Parasomnia	neurological	HP_0025236	Somnambulism												92.68	50.218747923378494			True	True		True	True	True	True
327.5	Parasomnia	neurological	HP_0025234	Parasomnia	True	True	True				True	True	True	100.0		100.0				True	True	True	True	True	True	True
327.6	Circadian rhythm sleep disorder	neurological	HP_0100785	Insomnia													48.21379004509797							True	True	True
327.71	Restless legs syndrome	neurological	HP_0012452	Restless legs													179.88442867118897	True	True	True	True	True		True	True	True
331	Other cerebral degenerations	neurological	HP_0007313	Cerebral degeneration				True	True	True				100.0	100.0			True	True					True	True	True
331.1	Hydrocephalus	neurological	HP_0000238	Hydrocephalus	True	True	True				True	True	True	100.0		100.0	81.57269717098545			True	True	True	True	True	True	True
331.9	Cerebral degeneration, unspecified	neurological	HP_0007313	Cerebral degeneration	True	True	True	True	True	True				100.0	100.0			True	True					True	True	True
333	Extrapyramidal disease and abnormal movement disorders	neurological	HP_0012452	Restless legs													58.88681055612852							True	True	True
333.1	Essential tremor	neurological	HP_0030186	Kinetic tremor	True	True	True				True	True	True	100.0		100.0	67.17684123127836			True	True	True	True	True	True	True
333.1	Essential tremor	neurological	HP_0001337	Tremor													86.99885228597391							True	True	True
333.2	Myoclonus	neurological	HP_0000643	Blepharospasm													44.12337909814521							True	True	True
333.2	Myoclonus	neurological	HP_0001336	Myoclonus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	63.74826293139528	True	True	True	True	True	True	True	True	True
333.4	Torsion dystonia	neurological	HP_0001332	Dystonia							True	True	True			100.0	48.06422308211451			True	True		True	True	True	True
333.4	Torsion dystonia	neurological	HP_0001304	Torsion dystonia	True	True	True							100.0	85.0	85.0		True	True	True	True	True	True	True	True	True
334	Degenerative disease of the spinal cord	neurological	HP_0003396	Syringomyelia													92.90970194991849					True	True	True	True	True
334.2	Anterior horn cell disease	neurological	HP_0007269	Spinal muscular atrophy				True	True	True	True	True	True		100.0	100.0	75.19487417647224	True	True	True	True	True	True	True	True	True
334.2	Anterior horn cell disease	neurological	HP_0006802	Abnormal anterior horn cell morphology	True	True	True	True	True	True				100.0	100.0			True	True			True	True	True	True	True
334.21	Amyotrophic Lateral Sclerosis	neurological	HP_0007354	Amyotrophic lateral sclerosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	113.41599201097132	True	True	True	True	True		True	True	True
337	Disorders of the autonomic nervous system	neurological	HP_0002277	Horner syndrome							True	True	True			100.0	78.80791589858823			True	True	True	True	True	True	True
337.1	Peripheral autonomic neuropathy	neurological	HP_0002277	Horner syndrome													104.97695589267734							True	True	True
337.1	Peripheral autonomic neuropathy	neurological	HP_0009830	Peripheral neuropathy		True								83.33									True	True	True	True
338	Pain	neurological	HP_0012531	Pain	True	True	True				True	True	True	100.0		100.0		True	True	True	True	True	True	True	True	True
338.2	Chronic pain	neurological	HP_0012532	Chronic pain	True	True	True	True	True	True				100.0	100.0	100.0	16.617783082662424	True	True			True		True	True	True
339	Other headache syndromes	neurological	HP_0002315	Headache				True	True	True	True	True	True		100.0	100.0	67.43591642782786	True	True	True	True	True	True	True	True	True
340	Migraine	neurological	HP_0002076	Migraine	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	56.509279097632856	True	True	True	True	True	True	True	True	True
340	Migraine	neurological	HP_0002315	Headache													56.6061870503384						True	True	True	True
340.1	Migrain with aura	neurological	HP_0002076	Migraine													74.09202062130281							True	True	True
340.1	Migrain with aura	neurological	HP_0002077	Migraine with aura				True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
340.1	Migrain with aura	neurological	HP_0002083	Migraine without aura													82.57888571258135							True	True	True
341	Other demyelinating diseases of central nervous system	neurological	HP_0030050	Narcolepsy													66.06233981910997							True	True	True
342	Hemiplegia	neurological	HP_0002301	Hemiplegia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
343	Infantile cerebral palsy	neurological	HP_0100021	Cerebral palsy							True	True	True			100.0	68.6286315655525		True	True	True	True	True	True	True	True
345	Epilepsy, recurrent seizures, convulsions	neurological	HP_0001250	Seizure												100.0	49.741852872190215	True	True	True	True	True		True	True	True
345.12	Partial epilepsy	neurological	HP_0001250	Seizure													56.440007121758136							True	True	True
345.12	Partial epilepsy	neurological	HP_0002539	Cortical dysplasia													60.6178530324266							True	True	True
347	Cataplexy and narcolepsy	neurological	HP_0030050	Narcolepsy				True	True	True	True	True	True		100.0	100.0	91.231124254585	True	True	True	True	True	True	True	True	True
348.4	Cerebral cysts	neurological	HP_0100702	Arachnoid cyst													207.3892185683824			True	True	True	True	True	True	True
348.7	Coma	neurological	HP_0001259	Coma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	59.64750597991197	True	True	True	True	True	True	True	True	True
348.8	Encephalopathy, not elsewhere classified	neurological	HP_0001298	Encephalopathy				True	True	True	True	True	True		100.0	100.0	50.01536242668164	True	True	True	True		True	True	True	True
350	Abnormal movement	neurological	HP_0100022	Abnormality of movement										100.0								True	True	True	True	True
350	Abnormal movement	neurological	HP_0000496	Abnormality of eye movement			True																	True	True	True
350	Abnormal movement	neurological	HP_0031785	Abnormal eyelid movement			True																	True	True	True
350.1	Abnormal involuntary movements	neurological	HP_0012547	Abnormal involuntary eye movements			True			True			True											True	True	True
350.1	Abnormal involuntary movements	neurological	HP_0004305	Involuntary movements		True			True			True		85.71	85.71	85.71								True	True	True
350.2	Abnormality of gait	neurological	HP_0001288	Gait disturbance										100.0	100.0	80.0		True	True			True		True	True	True
350.3	Lack of coordination	neurological	HP_0001332	Dystonia							True	True	True			100.0	65.66920482282582			True	True			True	True	True
350.5	Abnormal reflex	neurological	HP_0031826	Abnormal reflex	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
350.6	Disturbances of sensation of smell and taste	neurological	HP_0031249	Parageusia							True	True	True			100.0	52.99236297584116			True	True	True	True	True	True	True
352.1	Trigeminal nerve disorders [CN5]	neurological	HP_0100661	Trigeminal neuralgia				True	True	True	True	True	True		100.0	100.0	102.75234168091295	True	True	True	True	True	True	True	True	True
352.2	Facial nerve disorders [CN7]	neurological	HP_0007209	Facial paralysis													69.51878543527093			True	True	True	True	True	True	True
355	Complex regional/central pain syndrome	neurological	HP_0032018	Multiple mononeuropathy				True	True	True	True	True	True		100.0	100.0	51.26958603104281	True	True	True	True			True	True	True
359.1	Muscular dystrophies	neurological	HP_0003560	Muscular dystrophy							True	True	True	100.0	84.44	100.0	41.33164037242084		True	True	True	True	True	True	True	True
359.2	Myopathy	neurological	HP_0003198	Myopathy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	18.583458570116502	True	True	True	True			True	True	True
361	Retinal detachments and defects	sense organs	HP_0000541	Retinal detachment				True	True	True		True			100.0	100.0	44.45550534452681	True	True	True	True	True		True	True	True
361.1	Retinal detachment with retinal defect	sense organs	HP_0000541	Retinal detachment								True				81.25	73.74299917672765							True	True	True
361.2	Retinoschisis and retinal cysts	sense organs	HP_0030502	Retinoschisis				True	True	True	True	True	True		100.0	100.0	187.6681916416853	True	True	True	True	True	True	True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500064	Retinopathy of prematurity threshold			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500055	Retinopathy of prematurity stage 4b			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500063	Retinopathy of prematurity pre-plus			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500054	Retinopathy of prematurity stage 4a			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500060	Retinopathy of prematurity zone II			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500059	Retinopathy of prematurity zone I			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500058	Retinopathy of prematurity stage 5b			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500057	Retinopathy of prematurity stage 5a			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500056	Retinopathy of prematurity stage 5			True	True	True	True	True	True	True		100.0	100.0		True	True	True	True			True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500062	Retinopathy of prematurity plus			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500061	Retinopathy of prematurity zone III			True			True			True											True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500049	Retinopathy of prematurity	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	102.50862610811213	True	True	True	True	True	True	True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500050	Retinopathy of prematurity stage 1			True	True	True	True	True	True	True		100.0	100.0		True	True	True	True			True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500051	Retinopathy of prematurity stage 2			True	True	True	True	True	True	True		100.0	100.0		True	True	True	True			True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500052	Retinopathy of prematurity stage 3			True	True	True	True	True	True	True		100.0	100.0		True	True	True	True			True	True	True
362.1	Retinopathy of prematurity	sense organs	HP_0500053	Retinopathy of prematurity stage 4			True	True	True	True	True	True	True		100.0	100.0		True	True	True	True			True	True	True
362.21	Macular degeneration, dry	sense organs	HP_0000608	Macular degeneration		True								88.89										True	True	True
362.22	Macular degeneration, wet	sense organs	HP_0000608	Macular degeneration		True								88.89										True	True	True
362.23	Cystoid macular degeneration of retina	sense organs	HP_0008028	Cystoid macular degeneration		True		True	True	True	True	True	True	87.27	100.0	100.0		True	True	True	True			True	True	True
362.23	Cystoid macular degeneration of retina	sense organs	HP_0011508	Macular hole													180.8058726336869							True	True	True
362.26	Macular puckering of retina	sense organs	HP_0001489	Posterior vitreous detachment													66.63896705606166							True	True	True
362.26	Macular puckering of retina	sense organs	HP_0100014	Epiretinal membrane										81.08	100.0	89.66	128.96116608395283	True	True			True		True	True	True
362.29	Macular degeneration (senile) of retina NOS	sense organs	HP_0007868	obsolete Age-related macular degeneration													120.60805854792028	True	True	True	True			True	True	True
362.31	Separation of retinal layers	sense organs	HP_0000541	Retinal detachment								True					58.76371206559233		True	True	True			True	True	True
362.6	Peripheral retinal degenerations	sense organs	HP_0007992	Lattice retinal degeneration						True					83.33	93.02	230.46551091262558	True	True	True	True			True	True	True
362.6	Peripheral retinal degenerations	sense organs	HP_0000541	Retinal detachment													88.13254771496817							True	True	True
362.6	Peripheral retinal degenerations	sense organs	HP_0007769	Peripheral retinal degeneration				True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
362.7	Hereditary retinal dystrophies	sense organs	HP_0000510	Rod-cone dystrophy													81.52689118443962			True	True	True	True	True	True	True
362.7	Hereditary retinal dystrophies	sense organs	HP_0000547	obsolete Tapetoretinal degeneration													81.52689118443962			True	True			True	True	True
363.3	Chorioretinal scars	sense organs	HP_0007777	Chorioretinal scar				True	True	True				100.0	100.0	100.0		True	True	True	True			True	True	True
364	Corneal opacity and other disorders of cornea	sense organs	HP_0000563	Keratoconus				True	True	True	True	True	True		100.0	100.0	69.73527286353796	True	True	True	True	True	True	True	True	True
364.1	Corneal opacity	sense organs	HP_0007957	Corneal opacity	True	True	True	True	True	True				100.0	100.0	83.87	33.988230385130045	True	True					True	True	True
364.4	Corneal degenerations	sense organs	HP_0007705	Corneal degeneration				True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
364.41	Keratoconus	sense organs	HP_0000563	Keratoconus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	95.84318557644501	True	True	True	True	True	True	True	True	True
364.5	Corneal dystrophy	sense organs	HP_0007881	Central corneal dystrophy			True																	True	True	True
364.5	Corneal dystrophy	sense organs	HP_0007836	Mosaic corneal dystrophy			True																	True	True	True
364.5	Corneal dystrophy	sense organs	HP_0001149	Lattice corneal dystrophy			True	True	True	True	True	True	True		100.0	100.0	19.166908214176505	True	True	True	True	True	True	True	True	True
