phecodeX_code	phecodeX_label	phecodeX_category	hpo_code	hpo_label	stringMatch_hpo-phecodeX	subStringMatch_hpo-to-phecodeX	subStringMatch_phecodeX-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeX-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
211.31	Congenital adrenogenital disorders associated with enzyme deficiency*	Endo	HP_0008258	Congenital adrenal hyperplasia															True	True				True	True
214	Ovarian dysfunction	Endo	HP_0008209	Premature ovarian insufficiency				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
214	Ovarian dysfunction	Endo	HP_0100805	obsolete Precocious menopause													True	True	True	True				True	True
214.1	Primary ovarian failure	Endo	HP_0001587	obsolete Primary ovarian failure			True						True	85.19		85.19							True	True	True
214.1	Primary ovarian failure	Endo	HP_0008209	Premature ovarian insufficiency				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
214.1	Primary ovarian failure	Endo	HP_0100805	obsolete Precocious menopause													True	True	True	True				True	True
214.11	Premature menopause	Endo	HP_0008209	Premature ovarian insufficiency	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
214.11	Premature menopause	Endo	HP_0100805	obsolete Precocious menopause													True	True	True	True				True	True
215	Testicular dysfunction	Endo	HP_0000026	Male hypogonadism															True	True	True	True		True	True
215	Testicular dysfunction	Endo	HP_0008226	Androgen insufficiency															True	True				True	True
215.1	Testicular hypofunction	Endo	HP_0008226	Androgen insufficiency															True	True				True	True
215.1	Testicular hypofunction	Endo	HP_0000026	Male hypogonadism															True	True	True	True		True	True
217	Disorders of puberty	Endo	HP_0003510	Severe short stature															True	True	True			True	True
217	Disorders of puberty	Endo	HP_0000823	Delayed puberty							True	True	True			100.0			True	True	True	True		True	True
217	Disorders of puberty	Endo	HP_0010314	Premature thelarche															True	True				True	True
217	Disorders of puberty	Endo	HP_0000826	Precocious puberty							True	True	True			100.0			True	True	True	True		True	True
217.1	Delayed puberty	Endo	HP_0000823	Delayed puberty	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
217.2	Precocious puberty	Endo	HP_0000826	Precocious puberty	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
217.2	Precocious puberty	Endo	HP_0008185	Precocious puberty in males			True						True										True	True	True
217.4	Short stature due to endocrine disorder	Endo	HP_0003510	Severe short stature															True	True	True			True	True
229	Other endocrine disorders	Endo	HP_0000818	Abnormality of the endocrine system													True	True	True	True				True	True
230	Malnutrition and underweight	Metab	HP_0001824	Weight loss				True	True	True					100.0		True	True		True	True	True		True	True
230	Malnutrition and underweight	Metab	HP_0004325	Decreased body weight													True	True	True	True				True	True
230	Malnutrition and underweight	Metab	HP_0004326	Cachexia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
230	Malnutrition and underweight	Metab	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
230	Malnutrition and underweight	Metab	HP_0033842	Early satiety				True	True	True	True	True	True				True	True	True	True				True	True
230	Malnutrition and underweight	Metab	HP_0004395	Malnutrition															True	True		True		True	True
230	Malnutrition and underweight	Metab	HP_0002039	Anorexia				True	True	True	True	True	True		100.0	100.0	True	True	True	True				True	True
230.1	Protein-calorie malnutrition	Metab	HP_0004395	Malnutrition															True	True		True		True	True
230.1	Protein-calorie malnutrition	Metab	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
230.11	Severe protein-calorie malnutrition	Metab	HP_0004395	Malnutrition															True	True		True		True	True
230.2	Abnormal loss of weight and underweight	Metab	HP_0004325	Decreased body weight													True	True	True	True				True	True
230.2	Abnormal loss of weight and underweight	Metab	HP_0001824	Weight loss				True	True	True					100.0		True	True		True	True	True		True	True
230.21	Abnormal weight loss	Metab	HP_0001824	Weight loss				True	True	True					100.0		True	True			True	True		True	True
230.21	Abnormal weight loss	Metab	HP_0004325	Decreased body weight													True	True						True	True
230.22	Underweight	Metab	HP_0004325	Decreased body weight													True	True	True	True				True	True
230.3	Anorexia	Metab	HP_0002039	Anorexia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
230.4	Cachexia	Metab	HP_0004326	Cachexia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
230.5	Early satiety	Metab	HP_0033842	Early satiety	True	True	True	True	True	True	True	True	True				True	True	True	True			True	True	True
230.7	Adult failure to thrive	Metab	HP_0001508	Failure to thrive		True			True			True		82.35	82.35	82.35					True		True	True	True
232	Vitamin deficiencies	Metab	HP_0100507	Reduced blood folate concentration						True		True	True						True	True	True	True		True	True
232	Vitamin deficiencies	Metab	HP_0100497	Vitamin B3 deficiency						True			True						True	True				True	True
232	Vitamin deficiencies	Metab	HP_0100512	Low levels of vitamin D				True	True	True	True	True	True		100.0	100.0	True	True	True	True				True	True
232	Vitamin deficiencies	Metab	HP_0100503	Low levels of vitamin B1						True			True					True	True	True				True	True
232	Vitamin deficiencies	Metab	HP_0100513	Low levels of vitamin E						True		True	True			100.0			True	True	True	True		True	True
232	Vitamin deficiencies	Metab	HP_0100510	Low levels of vitamin C						True			True			80.95	True	True	True	True				True	True
232	Vitamin deficiencies	Metab	HP_0001097	Keratoconjunctivitis sicca															True	True	True	True		True	True
232	Vitamin deficiencies	Metab	HP_0004905	Low levels of vitamin A				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
232	Vitamin deficiencies	Metab	HP_0100504	Low levels of vitamin B2						True	True	True	True			100.0	True	True	True	True				True	True
232	Vitamin deficiencies	Metab	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
232	Vitamin deficiencies	Metab	HP_0008326	Reduced circulating vitamin B6 level				True	True	True			True		100.0		True	True	True	True				True	True
232	Vitamin deficiencies	Metab	HP_0004431	Complement deficiency															True	True				True	True
232	Vitamin deficiencies	Metab	HP_0100502	Vitamin B12 deficiency						True		True	True		84.44	84.44			True	True				True	True
232.1	Vitamin A deficiency	Metab	HP_0004905	Low levels of vitamin A	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
232.1	Vitamin A deficiency	Metab	HP_0001097	Keratoconjunctivitis sicca															True	True	True	True		True	True
232.2	Vitamin B group deficiency	Metab	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
232.2	Vitamin B group deficiency	Metab	HP_0100497	Vitamin B3 deficiency															True	True				True	True
232.2	Vitamin B group deficiency	Metab	HP_0100503	Low levels of vitamin B1														True	True	True				True	True
232.2	Vitamin B group deficiency	Metab	HP_0100502	Vitamin B12 deficiency								True			84.44	84.44			True	True				True	True
232.2	Vitamin B group deficiency	Metab	HP_0100507	Reduced blood folate concentration								True							True	True	True	True		True	True
232.2	Vitamin B group deficiency	Metab	HP_0100504	Low levels of vitamin B2							True	True	True			100.0	True	True	True	True				True	True
232.2	Vitamin B group deficiency	Metab	HP_0004431	Complement deficiency															True	True				True	True
232.2	Vitamin B group deficiency	Metab	HP_0008326	Reduced circulating vitamin B6 level				True	True	True					100.0		True	True	True	True				True	True
232.21	Thiamine deficiency [Vitamin B1]	Metab	HP_0100503	Low levels of vitamin B1		True								81.82				True	True	True			True	True	True
232.22	Riboflavin deficiency [Vitamin B2]	Metab	HP_0100504	Low levels of vitamin B2							True	True	True	89.23		100.0	True	True	True	True				True	True
232.23	Niacin deficiency [Vitamin B3]	Metab	HP_0100497	Vitamin B3 deficiency		True								83.72					True	True			True	True	True
232.24	Biotinidase deficiency*	Metab	HP_0004431	Complement deficiency															True	True				True	True
232.26	Pyridoxine deficiency [Vitamin B6]	Metab	HP_0008326	Reduced circulating vitamin B6 level				True	True	True					100.0		True	True	True	True				True	True
232.27	Vitamin B12 deficiency	Metab	HP_0100502	Vitamin B12 deficiency	True	True	True					True		100.0	84.44	84.44							True	True	True
232.27	Vitamin B12 deficiency	Metab	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
232.29	Folate deficiency [Vitamin B9]	Metab	HP_0100507	Reduced blood folate concentration		True						True		87.27								True	True	True	True
232.29	Folate deficiency [Vitamin B9]	Metab	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
232.3	Vitamin C deficiency [Ascorbic acid]	Metab	HP_0100510	Low levels of vitamin C												80.95	True	True	True	True				True	True
232.4	Vitamin D deficiency	Metab	HP_0100512	Low levels of vitamin D	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
232.5	Vitamin E deficiency*	Metab	HP_0100513	Low levels of vitamin E	True	True	True					True		100.0		100.0			True	True		True	True	True	True
236	Overweight and obesity	Metab	HP_0025502	Overweight				True	True	True	True	True	True	81.48	100.0	100.0	True	True	True	True	True	True		True	True
236	Overweight and obesity	Metab	HP_0001513	Obesity				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
236.1	Obesity	Metab	HP_0001513	Obesity	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
239	Hyperlipidemia	Metab	HP_0008158	Hyperapobetalipoproteinemia														True	True	True				True	True
239	Hyperlipidemia	Metab	HP_0003077	Hyperlipidemia	True	True	True		True		True	True	True	100.0	88.24	100.0			True	True	True		True	True	True
239	Hyperlipidemia	Metab	HP_0031290	Tuberous xanthoma															True	True	True	True		True	True
239	Hyperlipidemia	Metab	HP_0012238	Increased circulating chylomicron concentration				True	True	True	True	True	True		100.0	100.0					True			True	True
239	Hyperlipidemia	Metab	HP_0008356	obsolete Combined hyperlipidemia															True	True				True	True
239.1	Hypercholesterolemia	Metab	HP_0003124	Hypercholesterolemia	True	True	True		True			True		100.0	89.36	89.36					True	True	True	True	True
239.1	Hypercholesterolemia	Metab	HP_0008356	obsolete Combined hyperlipidemia															True	True				True	True
239.1	Hypercholesterolemia	Metab	HP_0031290	Tuberous xanthoma															True	True	True	True		True	True
239.11	Pure hypercholesterolemia	Metab	HP_0003124	Hypercholesterolemia		True			True			True		89.36	89.36	89.36					True	True	True	True	True
239.12	Familial hypercholesterolemia*	Metab	HP_0003124	Hypercholesterolemia		True						True		85.71		85.71							True	True	True
239.2	Hyperglyceridemia	Metab	HP_0031290	Tuberous xanthoma															True	True	True	True		True	True
239.2	Hyperglyceridemia	Metab	HP_0008356	obsolete Combined hyperlipidemia															True	True				True	True
239.3	Mixed hyperlipidemia	Metab	HP_0031290	Tuberous xanthoma															True	True	True	True		True	True
239.3	Mixed hyperlipidemia	Metab	HP_0008356	obsolete Combined hyperlipidemia															True	True				True	True
239.3	Mixed hyperlipidemia	Metab	HP_0003077	Hyperlipidemia		True			True			True		88.24	88.24	88.24							True	True	True
239.4	Hyperchylomicronemia	Metab	HP_0012238	Increased circulating chylomicron concentration	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0							True	True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003159	Hyperoxaluria															True	True				True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003131	Cystinuria							True	True	True			100.0			True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0002156	Homocystinuria							True	True	True			100.0			True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0010906	Hyperhistidinemia							True	True	True			100.0			True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003614	Trimethylaminuria							True	True	True			100.0			True	True	True			True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0007443	Partial albinism															True	True				True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0007544	Piebaldism															True	True		True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0004923	Hyperphenylalaninemia												100.0					True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0008288	Nonketotic hyperglycinemia												94.12			True	True				True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003535	3-Methylglutaconic aciduria							True	True	True			100.0			True	True				True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0030764	Ochronosis															True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0001107	Ocular albinism							True	True	True			100.0			True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0002912	Methylmalonic acidemia							True	True	True			100.0			True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0032397	Citrullinuria															True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0005982	Reduced phenylalanine hydroxylase level														True	True	True				True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0001987	Hyperammonemia															True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003571	Propionic acidemia							True	True	True			100.0			True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003235	Hypermethioninemia															True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003643	Sulfite oxidase deficiency															True	True				True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003153	Cystathioninuria															True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0010910	Hypervalinemia															True	True	True			True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003231	Hypertyrosinemia							True	True	True			100.0			True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0010896	Hypersarcosinemia															True	True				True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0002161	Hyperlysinemia															True	True	True	True		True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003260	Hydroxyprolinemia															True	True				True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0001022	Albinism							True	True	True			100.0			True	True				True	True
240	Disorders of amino-acid transport and metabolism	Metab	HP_0003150	Glutaric aciduria								True				80.0			True	True		True		True	True
240.1	Disorders of aromatic amino-acid metabolism	Metab	HP_0030764	Ochronosis															True	True	True	True		True	True
240.1	Disorders of aromatic amino-acid metabolism	Metab	HP_0010906	Hyperhistidinemia							True	True	True			100.0			True	True	True	True		True	True
240.1	Disorders of aromatic amino-acid metabolism	Metab	HP_0005982	Reduced phenylalanine hydroxylase level														True	True	True				True	True
240.1	Disorders of aromatic amino-acid metabolism	Metab	HP_0001107	Ocular albinism							True	True	True			100.0			True	True	True	True		True	True
240.1	Disorders of aromatic amino-acid metabolism	Metab	HP_0001022	Albinism							True	True	True			100.0			True	True				True	True
240.1	Disorders of aromatic amino-acid metabolism	Metab	HP_0003231	Hypertyrosinemia							True	True	True			100.0			True	True	True	True		True	True
240.1	Disorders of aromatic amino-acid metabolism	Metab	HP_0007443	Partial albinism															True	True				True	True
240.1	Disorders of aromatic amino-acid metabolism	Metab	HP_0004923	Hyperphenylalaninemia												100.0					True	True		True	True
240.1	Disorders of aromatic amino-acid metabolism	Metab	HP_0007544	Piebaldism															True	True		True		True	True
240.11	Hyperphenylalaninemias	Metab	HP_0005982	Reduced phenylalanine hydroxylase level														True	True	True				True	True
240.11	Hyperphenylalaninemias	Metab	HP_0004923	Hyperphenylalaninemia										100.0		100.0					True	True	True	True	True
240.111	Classical phenylketonuria	Metab	HP_0005982	Reduced phenylalanine hydroxylase level															True	True				True	True
240.12	Disorders of tyrosine metabolism*	Metab	HP_0003231	Hypertyrosinemia							True	True	True			100.0			True	True		True		True	True
240.12	Disorders of tyrosine metabolism*	Metab	HP_0030764	Ochronosis															True	True		True		True	True
240.121	Tyrosinemia*	Metab	HP_0003231	Hypertyrosinemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.13	Albinism*	Metab	HP_0001022	Albinism	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.13	Albinism*	Metab	HP_0007544	Piebaldism															True	True		True		True	True
240.13	Albinism*	Metab	HP_0001107	Ocular albinism							True	True	True			100.0			True	True		True		True	True
240.13	Albinism*	Metab	HP_0007443	Partial albinism															True	True				True	True
240.131	Ocular albinism*	Metab	HP_0001107	Ocular albinism	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.14	Disorders of histidine metabolism	Metab	HP_0010906	Hyperhistidinemia							True	True	True			100.0			True	True	True			True	True
240.141	Histidinemia*	Metab	HP_0010906	Hyperhistidinemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.2	Disturbances of branched-chain amino-acid metabolism	Metab	HP_0002912	Methylmalonic acidemia							True	True	True			100.0			True	True	True	True		True	True
240.2	Disturbances of branched-chain amino-acid metabolism	Metab	HP_0003571	Propionic acidemia							True	True	True			100.0			True	True	True	True		True	True
240.2	Disturbances of branched-chain amino-acid metabolism	Metab	HP_0010910	Hypervalinemia															True	True	True			True	True
240.2	Disturbances of branched-chain amino-acid metabolism	Metab	HP_0003535	3-Methylglutaconic aciduria							True	True	True			100.0			True	True				True	True
240.23	3-methylglutaconic aciduria*	Metab	HP_0003535	3-Methylglutaconic aciduria	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.24	Methylmalonic acidemia*	Metab	HP_0002912	Methylmalonic acidemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.25	Propionic acidemia*	Metab	HP_0003571	Propionic acidemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.34	Glutaric aciduria type II*	Metab	HP_0003150	Glutaric aciduria		True						True		80.0		80.0							True	True	True
240.4	Disturbances of sulphur-bearing amino-acid metabolism	Metab	HP_0002156	Homocystinuria							True	True	True			100.0			True	True	True	True		True	True
240.4	Disturbances of sulphur-bearing amino-acid metabolism	Metab	HP_0003131	Cystinuria							True	True	True			100.0			True	True				True	True
240.4	Disturbances of sulphur-bearing amino-acid metabolism	Metab	HP_0003643	Sulfite oxidase deficiency															True	True				True	True
240.4	Disturbances of sulphur-bearing amino-acid metabolism	Metab	HP_0003235	Hypermethioninemia															True	True	True	True		True	True
240.4	Disturbances of sulphur-bearing amino-acid metabolism	Metab	HP_0003153	Cystathioninuria															True	True	True	True		True	True
240.41	Homocystinuria*	Metab	HP_0002156	Homocystinuria	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.42	Cystinuria*	Metab	HP_0003131	Cystinuria	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.5	Disorders of urea cycle metabolism	Metab	HP_0032397	Citrullinuria															True	True	True	True		True	True
240.5	Disorders of urea cycle metabolism	Metab	HP_0001987	Hyperammonemia															True	True	True	True		True	True
240.53	Citrullinemia*	Metab	HP_0032397	Citrullinuria															True	True				True	True
240.6	Disorders of lysine and hydroxylysine metabolism*	Metab	HP_0003150	Glutaric aciduria															True	True		True		True	True
240.6	Disorders of lysine and hydroxylysine metabolism*	Metab	HP_0002161	Hyperlysinemia															True	True		True		True	True
240.7	Disorders of glycine metabolism*	Metab	HP_0008288	Nonketotic hyperglycinemia												94.12			True	True				True	True
240.7	Disorders of glycine metabolism*	Metab	HP_0003260	Hydroxyprolinemia															True	True				True	True
240.7	Disorders of glycine metabolism*	Metab	HP_0003614	Trimethylaminuria							True	True	True			100.0			True	True				True	True
240.7	Disorders of glycine metabolism*	Metab	HP_0003159	Hyperoxaluria															True	True				True	True
240.7	Disorders of glycine metabolism*	Metab	HP_0010896	Hypersarcosinemia															True	True				True	True
240.71	Trimethylaminuria*	Metab	HP_0003614	Trimethylaminuria	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.72	Primary hyperoxaluria*	Metab	HP_0003159	Hyperoxaluria															True	True				True	True
241	Disorders of carbohydrate metabolism	Metab	HP_0005973	Fructose intolerance													True	True	True	True	True	True		True	True
241	Disorders of carbohydrate metabolism	Metab	HP_0004919	Galactose intolerance													True	True	True	True				True	True
241	Disorders of carbohydrate metabolism	Metab	HP_0012024	Hypergalactosemia													True	True	True	True				True	True
241.1	Disorders of galactose metabolism	Metab	HP_0012024	Hypergalactosemia													True	True	True	True				True	True
241.1	Disorders of galactose metabolism	Metab	HP_0004919	Galactose intolerance													True	True	True	True				True	True
241.11	Galactosemia	Metab	HP_0004919	Galactose intolerance													True	True	True	True				True	True
241.11	Galactosemia	Metab	HP_0012024	Hypergalactosemia													True	True	True	True				True	True
241.2	Fructokinase deficiency	Metab	HP_0005973	Fructose intolerance													True	True	True	True				True	True
241.21	Hereditary fructose intolerance	Metab	HP_0005973	Fructose intolerance													True	True	True	True				True	True
242	Lipid storage disorders	Metab	HP_0008166	Decreased beta-galactosidase activity															True	True				True	True
242	Lipid storage disorders	Metab	HP_0001071	Angiokeratoma corporis diffusum															True	True	True	True		True	True
242	Lipid storage disorders	Metab	HP_0002415	Leukodystrophy				True	True	True					100.0		True	True			True	True		True	True
242	Lipid storage disorders	Metab	HP_0012068	Aspartylglucosaminuria															True	True				True	True
242.1	Cerebral lipidoses	Metab	HP_0008166	Decreased beta-galactosidase activity															True	True				True	True
242.2	Sphingolipidosis	Metab	HP_0001071	Angiokeratoma corporis diffusum															True	True	True	True		True	True
242.2	Sphingolipidosis	Metab	HP_0012068	Aspartylglucosaminuria															True	True				True	True
242.2	Sphingolipidosis	Metab	HP_0002415	Leukodystrophy				True	True	True					100.0		True	True			True	True		True	True
242.21	Fabry disease*	Metab	HP_0001071	Angiokeratoma corporis diffusum															True	True				True	True
242.25	Metachromatic leukodystrophy*	Metab	HP_0006926	Metachromatic leukodystrophy variant			True						True	87.1		87.1							True	True	True
243	Mucopolysaccharidosis	Metab	HP_0000943	Dysostosis multiplex															True	True				True	True
243.1	Hurler's syndrome [Mucopolysaccharidosis Ih]*	Metab	HP_0000943	Dysostosis multiplex															True	True				True	True
244	Disorders of lipoprotein metabolism and other lipidemias	Metab	HP_0010981	Hypolipoproteinemia													True	True	True	True	True	True		True	True
244	Disorders of lipoprotein metabolism and other lipidemias	Metab	HP_0008181	Abetalipoproteinemia															True	True	True	True		True	True
244	Disorders of lipoprotein metabolism and other lipidemias	Metab	HP_0003233	Decreased HDL cholesterol concentration															True	True	True	True		True	True
244	Disorders of lipoprotein metabolism and other lipidemias	Metab	HP_0009125	Lipodystrophy				True	True	True					100.0		True	True	True	True	True	True		True	True
244.1	Lipoprotein deficiencies	Metab	HP_0003233	Decreased HDL cholesterol concentration															True	True	True	True		True	True
244.1	Lipoprotein deficiencies	Metab	HP_0008181	Abetalipoproteinemia															True	True	True	True		True	True
244.1	Lipoprotein deficiencies	Metab	HP_0010981	Hypolipoproteinemia													True	True	True	True	True	True		True	True
244.4	Lipodystrophy, not elsewhere classified	Metab	HP_0009125	Lipodystrophy				True	True	True					100.0		True	True	True	True	True	True		True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0200032	Kayser-Fleischer ring				True	True	True	True	True	True		100.0	100.0	True	True	True	True				True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0001931	Hypochromic anemia															True	True				True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0001891	Iron deficiency anemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0003072	Hypercalcemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0002918	Hypermagnesemia							True	True	True			100.0					True	True		True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0002917	Hypomagnesemia							True	True	True			100.0			True	True	True	True		True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0002901	Hypocalcemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True		True		True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0025520	Calcinosis cutis							True	True	True			100.0			True	True		True		True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0011967	Decreased circulating copper concentration							True	True	True			100.0			True	True	True	True		True	True
247	Disorders of mineral metabolism and mineral deficiencies	Metab	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
247.1	Disorders of copper metabolism	Metab	HP_0200032	Kayser-Fleischer ring				True	True	True	True	True	True		100.0	100.0	True	True	True	True				True	True
247.1	Disorders of copper metabolism	Metab	HP_0011967	Decreased circulating copper concentration							True	True	True			100.0			True	True	True	True		True	True
247.12	Copper deficiency*	Metab	HP_0011967	Decreased circulating copper concentration	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
247.13	Kayser-Fleischer ring	Metab	HP_0200032	Kayser-Fleischer ring	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
247.4	Disorders of magnesium metabolism	Metab	HP_0002918	Hypermagnesemia							True	True	True			100.0					True	True		True	True
247.4	Disorders of magnesium metabolism	Metab	HP_0002917	Hypomagnesemia							True	True	True			100.0			True	True	True	True		True	True
247.41	Hypermagnesemia*	Metab	HP_0002918	Hypermagnesemia	True	True	True				True	True	True	100.0		100.0							True	True	True
247.42	Hypomagnesemia*	Metab	HP_0002917	Hypomagnesemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
247.5	Disorders of calcium metabolism	Metab	HP_0025520	Calcinosis cutis							True	True	True			100.0			True	True		True		True	True
247.5	Disorders of calcium metabolism	Metab	HP_0002901	Hypocalcemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True		True		True	True
247.5	Disorders of calcium metabolism	Metab	HP_0003072	Hypercalcemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
247.51	Hypocalcemia	Metab	HP_0002901	Hypocalcemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
247.52	Hypercalcemia	Metab	HP_0003072	Hypercalcemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
247.53	Calcinosis cutis*	Metab	HP_0025520	Calcinosis cutis	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
247.7	Disorders of iron metabolism	Metab	HP_0001891	Iron deficiency anemia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
247.7	Disorders of iron metabolism	Metab	HP_0001931	Hypochromic anemia															True	True				True	True
247.7	Disorders of iron metabolism	Metab	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
247.72	Iron deficiency	Metab	HP_0001931	Hypochromic anemia															True	True				True	True
247.72	Iron deficiency	Metab	HP_0001891	Iron deficiency anemia			True	True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True	True	True	True
247.72	Iron deficiency	Metab	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
247.84	Molybdenum deficiency*	Metab	HP_0003570	Molybdenum cofactor deficiency			True						True	80.0		80.0							True	True	True
249	Amyloidosis	Metab	HP_0011970	Cerebral amyloid angiopathy							True	True	True			100.0			True	True		True		True	True
249	Amyloidosis	Metab	HP_0011034	Amyloidosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
249	Amyloidosis	Metab	HP_4000041	AA amyloidosis			True			True			True										True	True	True
249.1	Cerebral amyloid angiopathy*	Metab	HP_0011970	Cerebral amyloid angiopathy	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
250	Disorders of purine and pyrimidine metabolism (excl. hyperuiemia)	Metab	HP_0010934	Xanthinuria															True	True	True	True		True	True
