phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	hpo_child	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
CM_763.16	Double outlet right ventricle	Congenital	HP_0011655	Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.16	Double outlet right ventricle	Congenital	HP_0011656	Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.16	Double outlet right ventricle	Congenital	HP_0011657	Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.16	Double outlet right ventricle	Congenital	HP_0011658	Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.17	Double outlet left ventricle*	Congenital	HP_0011581	Double outlet left ventricle	False	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CM_763.211	Congenital pulmonary valve atresia	Congenital	HP_0010882	Pulmonary valve atresia	False		True					True	True	True	83.64	83.64	100.0	True	True	True	True			True	True	True
CM_763.212	Congenital pulmonary valve stenosis	Congenital	HP_0001642	Pulmonic stenosis	False		True						True		83.64	83.64	83.64					True	True	True	True	True
CM_763.222	Ebstein anomaly of the tricuspid valve	Congenital	HP_0010316	Ebstein anomaly of the tricuspid valve	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
CM_763.232	Congenital insufficiency of aortic valve	Congenital	HP_0001647	Bicuspid aortic valve	False															True	True	True			True	True
CM_763.232	Congenital insufficiency of aortic valve	Congenital	HP_0031117	Purely bicuspid aortic valve	True															True	True	True			True	True
CM_763.232	Congenital insufficiency of aortic valve	Congenital	HP_0031118	Single raphe bicuspid aortic valve	True															True	True	True			True	True
CM_763.232	Congenital insufficiency of aortic valve	Congenital	HP_0031119	Bicuspid aortic valve with right-left cusp fusion	True															True	True	True			True	True
CM_763.232	Congenital insufficiency of aortic valve	Congenital	HP_0031120	Bicuspid aortic valve with right-noncoronary cusp fusion	True															True	True	True			True	True
CM_763.232	Congenital insufficiency of aortic valve	Congenital	HP_0031121	Bicuspid aortic valve with left-noncoronary cusp fusion	True															True	True	True			True	True
CM_763.232	Congenital insufficiency of aortic valve	Congenital	HP_0031122	Two-raphe bicuspid aortic valve	True															True	True	True			True	True
CM_763.233	Congenital mitral stenosis	Congenital	HP_0011570	Congenital mitral stenosis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.24	Hypoplastic right heart syndrome*	Congenital	HP_0010954	Hypoplastic right heart	False	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0001629	Ventricular septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0001631	Atrial septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0001655	Patent foramen ovale	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0001671	Abnormal cardiac septum morphology	False											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0001674	Complete atrioventricular canal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0001684	Secundum atrial septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0004760	obsolete Congenital septal defect	False															True	True				True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0005144	Ventricular septal hypertrophy	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0006695	Atrioventricular canal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0010438	Abnormal ventricular septum morphology	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0010445	Primum atrial septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011567	Sinus venosus atrial septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011576	Intermediate atrioventricular canal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011577	Partial atrioventricular canal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011578	Transitional atrioventricular canal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011579	Unbalanced atrioventricular canal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011621	Gerbode ventricular septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011622	Inlet ventricular septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011623	Muscular ventricular septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011624	Apical muscular ventricular septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011625	Multiple muscular ventricular septal defects	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011681	Subarterial ventricular septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011682	Perimembranous ventricular septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011683	Restrictive ventricular septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011684	Non-restrictive ventricular septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011994	Abnormal atrial septum morphology	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0011995	Atrial septal dilatation	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0030957	Ventricular septal aneurysm	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0030958	Membranous ventricular septal aneurysm	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0030959	Muscular ventricular septal aneurysm	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0031017	Swiss cheese atrial septal defect	True											80.0				True	True	True	True		True	True
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital	HP_0031297	Unroofed coronary sinus	True											80.0				True	True	True	True		True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0001629	Ventricular septal defect	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0011621	Gerbode ventricular septal defect	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0011622	Inlet ventricular septal defect	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0011623	Muscular ventricular septal defect	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0011624	Apical muscular ventricular septal defect	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0011625	Multiple muscular ventricular septal defects	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0011681	Subarterial ventricular septal defect	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0011682	Perimembranous ventricular septal defect	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0011683	Restrictive ventricular septal defect	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.31	Ventricular septal defect	Congenital	HP_0011684	Non-restrictive ventricular septal defect	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.32	Atrial septal defect	Congenital	HP_0001631	Atrial septal defect	False	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
CM_763.32	Atrial septal defect	Congenital	HP_0001655	Patent foramen ovale	True	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
CM_763.32	Atrial septal defect	Congenital	HP_0001684	Secundum atrial septal defect	True	True	True	True		True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.32	Atrial septal defect	Congenital	HP_0010445	Primum atrial septal defect	True	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
CM_763.32	Atrial septal defect	Congenital	HP_0011567	Sinus venosus atrial septal defect	True	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
CM_763.32	Atrial septal defect	Congenital	HP_0031017	Swiss cheese atrial septal defect	True	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
CM_763.32	Atrial septal defect	Congenital	HP_0031297	Unroofed coronary sinus	True	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
CM_763.321	Patent foramen ovale*	Congenital	HP_0001655	Patent foramen ovale	False	True	True	True							100.0									True	True	True
CM_763.33	Atrioventricular septal defect	Congenital	HP_0001674	Complete atrioventricular canal defect	True	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.33	Atrioventricular septal defect	Congenital	HP_0006695	Atrioventricular canal defect	False	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.33	Atrioventricular septal defect	Congenital	HP_0010445	Primum atrial septal defect	True	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.33	Atrioventricular septal defect	Congenital	HP_0011576	Intermediate atrioventricular canal defect	True	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.33	Atrioventricular septal defect	Congenital	HP_0011577	Partial atrioventricular canal defect	True	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.33	Atrioventricular septal defect	Congenital	HP_0011578	Transitional atrioventricular canal defect	True	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.33	Atrioventricular septal defect	Congenital	HP_0011579	Unbalanced atrioventricular canal defect	True	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.34	Cor triatriatum	Congenital	HP_0010774	Cor triatriatum	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.34	Cor triatriatum	Congenital	HP_0011566	Cor triatriatum dexter	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.34	Cor triatriatum	Congenital	HP_0031134	Cor triatrium sinister	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.35	Aortopulmonary septal defect*	Congenital	HP_0011604	Aortopulmonary window	False															True	True		True		True	True
CM_763.36	Common ventricle or double inlet ventricle	Congenital	HP_0001750	Single ventricle	False				True	True	True					100.0		True	True	True	True				True	True
CM_763.36	Common ventricle or double inlet ventricle	Congenital	HP_0011555	Double inlet left ventricle	True				True	True	True			True		100.0	89.36	True	True	True	True				True	True
CM_763.36	Common ventricle or double inlet ventricle	Congenital	HP_0011556	Double inlet right ventricle	True				True	True	True			True		100.0		True	True	True	True				True	True
CM_763.36	Common ventricle or double inlet ventricle	Congenital	HP_0011557	Double inlet to single ventricle of indeterminate morphology	True				True	True	True					100.0		True	True	True	True				True	True
CM_763.36	Common ventricle or double inlet ventricle	Congenital	HP_0011558	Double inlet to single ventricle with common atrioventricular orifice	True				True	True	True					100.0		True	True	True	True				True	True
CM_763.36	Common ventricle or double inlet ventricle	Congenital	HP_0011559	Double inlet to single ventricle with two atrioventricular valves	True				True	True	True					100.0		True	True	True	True				True	True
CM_763.36	Common ventricle or double inlet ventricle	Congenital	HP_0011680	Single ventricle of indeterminate morphology	True				True	True	True					100.0		True	True	True	True				True	True
CM_763.4	Tetralogy of Fallot	Congenital	HP_0001636	Tetralogy of Fallot	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.4	Tetralogy of Fallot	Congenital	HP_0011659	Tetralogy of Fallot with absent pulmonary valve	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.4	Tetralogy of Fallot	Congenital	HP_0011676	Tetralogy of Fallot with absent subarterial conus	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.4	Tetralogy of Fallot	Congenital	HP_0011677	Tetralogy of Fallot with atrioventricular canal defect	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.4	Tetralogy of Fallot	Congenital	HP_0011678	Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.4	Tetralogy of Fallot	Congenital	HP_0011679	Tetralogy of Fallot with pulmonary stenosis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.4	Tetralogy of Fallot	Congenital	HP_0012516	Tetralogy of Fallot with pulmonary atresia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.5	Congenital subaortic stenosis	Congenital	HP_0001682	Subvalvular aortic stenosis	False				True	True	True					100.0									True	True
CM_763.5	Congenital subaortic stenosis	Congenital	HP_0001691	Muscular subvalvular aortic stenosis	True				True	True	True					100.0									True	True
CM_763.5	Congenital subaortic stenosis	Congenital	HP_0005174	Membranous subvalvular aortic stenosis	True				True	True	True					100.0									True	True
CM_763.6	Anomalous pulmonary venous return	Congenital	HP_0005160	Total anomalous pulmonary venous return	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.6	Anomalous pulmonary venous return	Congenital	HP_0010772	Anomalous pulmonary venous return	False	True	True	True							100.0							True	True	True	True	True
CM_763.6	Anomalous pulmonary venous return	Congenital	HP_0010773	Partial anomalous pulmonary venous return	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.6	Anomalous pulmonary venous return	Congenital	HP_0011626	Scimitar anomaly	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.6	Anomalous pulmonary venous return	Congenital	HP_0011719	Supracardiac total anomalous pulmonary venous connection	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.6	Anomalous pulmonary venous return	Congenital	HP_0011720	Cardiac total anomalous pulmonary venous connection	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.6	Anomalous pulmonary venous return	Congenital	HP_0011721	Infracardiac total anomalous pulmonary venous connection	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.6	Anomalous pulmonary venous return	Congenital	HP_0011722	Mixed total anomalous pulmonary venous connection	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.7	Hypoplastic left heart syndrome	Congenital	HP_0004383	Hypoplastic left heart	False		True			True			True					True	True	True	True			True	True	True
CM_764	Congenital malformations of circulatory system (other than heart)	Congenital	HP_0012481	Cerebral venous angioma	False															True	True				True	True
CM_764	Congenital malformations of circulatory system (other than heart)	Congenital	HP_0012482	Frontal venous angioma	True															True	True				True	True
CM_764.1	Congenital anomalies of great veins	Congenital	HP_0011626	Scimitar anomaly	True															True	True	True	True		True	True
CM_764.11	Persistent left superior vena cava*	Congenital	HP_0005301	Persistent left superior vena cava	False	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_764.11	Persistent left superior vena cava*	Congenital	HP_0011666	Absent right superior vena cava	True	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_764.11	Persistent left superior vena cava*	Congenital	HP_0011667	Bilateral superior vena cava with bridging vein	True	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_764.11	Persistent left superior vena cava*	Congenital	HP_0011668	Bilateral superior vena cava with no bridging vein	True	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_764.11	Persistent left superior vena cava*	Congenital	HP_0011669	Left superior vena cava draining directly to the left atrium	True	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_764.11	Persistent left superior vena cava*	Congenital	HP_0011670	Left superior vena cava draining to coronary sinus	True	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_764.11	Persistent left superior vena cava*	Congenital	HP_0033379	Bilateral superior vena cava	True	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_764.2	Congenital absence and hypoplasia of umbilical artery	Congenital	HP_0001195	Single umbilical artery	False															True	True	True	True		True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0002390	Spinal arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0002408	Cerebral arteriovenous malformation	True		True						True				88.37			True	True		True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0002629	Gastrointestinal arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0002642	Arteriovenous fistulas of celiac and mesenteric vessels	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0004947	Arteriovenous fistula	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0004952	Pulmonary arteriovenous fistulas	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0006548	Pulmonary arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0006574	Hepatic arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0031341	Gastric arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0031342	Duodenal arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0031343	Jejunal arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0031344	Pelvic arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0031345	Colonic arteriovenous malformation	True		True						True		83.02		88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0031346	Rectal arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0031347	Uterine arteriovenous malformation	True		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0100026	Arteriovenous malformation	False		True						True				88.37						True	True	True	True
CM_764.5	Congenital arteriovenous malformation*	Congenital	HP_0100784	Peripheral arteriovenous fistula	True		True						True				88.37						True	True	True	True
CM_765.1	Congenital dislocation of hip	Congenital	HP_0001374	Congenital hip dislocation	True					True	True		True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_765.1	Congenital dislocation of hip	Congenital	HP_0008780	Congenital bilateral hip dislocation	True					True	True		True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_765.11	Congenital dislocation of hip, bilateral	Congenital	HP_0008780	Congenital bilateral hip dislocation	False					True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
CM_766	Congenital deformities of feet	Congenital	HP_0001762	Talipes equinovarus	True				True	True	True					100.0		True	True	True	True	True	True		True	True
CM_766	Congenital deformities of feet	Congenital	HP_0001772	Talipes equinovalgus	True				True	True	True					100.0		True	True						True	True
CM_766	Congenital deformities of feet	Congenital	HP_0001776	Bilateral talipes equinovarus	True				True	True	True					100.0		True	True	True	True	True	True		True	True
CM_766	Congenital deformities of feet	Congenital	HP_0001839	Split foot	False							True	True	True			100.0			True	True				True	True
CM_766	Congenital deformities of feet	Congenital	HP_0001883	Talipes	False				True	True	True					100.0		True	True						True	True
CM_766	Congenital deformities of feet	Congenital	HP_0001884	Talipes calcaneovalgus	True				True	True	True					100.0		True	True						True	True
CM_766	Congenital deformities of feet	Congenital	HP_0004696	Talipes cavus equinovarus	True				True	True	True					100.0		True	True	True	True	True	True		True	True
CM_766	Congenital deformities of feet	Congenital	HP_0005850	Congenital talipes calcaneovalgus	True				True	True	True					100.0		True	True						True	True
CM_766	Congenital deformities of feet	Congenital	HP_0008124	Talipes calcaneovarus	True				True	True	True					100.0		True	True						True	True
CM_766.1	Congenital talipes varus	Congenital	HP_0001762	Talipes equinovarus	False				True	True	True					100.0						True			True	True
CM_766.1	Congenital talipes varus	Congenital	HP_0001776	Bilateral talipes equinovarus	True				True	True	True					100.0						True			True	True
CM_766.1	Congenital talipes varus	Congenital	HP_0004696	Talipes cavus equinovarus	True				True	True	True					100.0						True			True	True
CM_766.1	Congenital talipes varus	Congenital	HP_0008124	Talipes calcaneovarus	False												80.85			True	True				True	True
CM_766.11	Congenital talipes equinovarus	Congenital	HP_0001762	Talipes equinovarus	False				True	True	True					100.0		True	True	True	True				True	True
CM_766.11	Congenital talipes equinovarus	Congenital	HP_0001776	Bilateral talipes equinovarus	True				True	True	True					100.0		True	True	True	True				True	True
CM_766.11	Congenital talipes equinovarus	Congenital	HP_0004696	Talipes cavus equinovarus	True				True	True	True					100.0		True	True	True	True				True	True
CM_766.12	Congenital metatarsus primus varus	Congenital	HP_0001840	Metatarsus adductus	False				True	True	True					100.0	80.0		True		True	True	True		True	True
CM_766.13	Congenital pes cavus	Congenital	HP_0001761	Pes cavus	False													True	True	True	True	True	True		True	True
CM_766.2	Congenital talipes valgus	Congenital	HP_0004684	Talipes valgus	False				True	True	True					100.0		True	True						True	True
CM_766.21	Congenital talipes calcaneovalgus	Congenital	HP_0001884	Talipes calcaneovalgus	False				True	True	True					100.0			True		True				True	True
CM_766.21	Congenital talipes calcaneovalgus	Congenital	HP_0005850	Congenital talipes calcaneovalgus	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0000912	Sprengel anomaly	False															True	True		True		True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0001199	Triphalangeal thumb	False															True	True				True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0002974	Radioulnar synostosis	False				True	True	True					100.0		True	True	True	True	True	True		True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0003067	Madelung deformity	False											100.0		True	True	True	True	True	True		True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0004232	Accessory carpal bones	False				True	True	True					100.0		True	True	True	True				True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0004244	Accessory scaphoid	True				True	True	True					100.0		True	True	True	True				True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0004249	Accessory lunate	True				True	True	True					100.0		True	True	True	True				True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0005037	Proximal radio-ulnar synostosis	True				True	True	True					100.0		True	True	True	True	True	True		True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0005707	Bilateral triphalangeal thumbs	True															True	True				True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0005725	Nonopposable triphalangeal thumb	True															True	True				True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0005866	Opposable triphalangeal thumb	True															True	True				True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0006585	Congenital pseudoarthrosis of the clavicle	False															True	True				True	True
CM_767	Congenital anomalies of limbs	Congenital	HP_0100746	Macrodactyly of finger	False															True	True				True	True
CM_767.1	Abnormal digit morphology	Congenital	HP_0011297	Abnormal digit morphology	False	True	True	True							100.0									True	True	True
CM_767.1	Abnormal digit morphology	Congenital	HP_0100746	Macrodactyly of finger	False											92.68		True	True						True	True
CM_767.1	Abnormal digit morphology	Congenital	HP_0100747	Macrodactyly of toe	False											91.43		True	True						True	True
CM_767.11	Polydactyly	Congenital	HP_0001161	Hand polydactyly	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_767.11	Polydactyly	Congenital	HP_0001162	Postaxial hand polydactyly	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_767.11	Polydactyly	Congenital	HP_0001177	Preaxial hand polydactyly	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_767.11	Polydactyly	Congenital	HP_0001829	Foot polydactyly	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_767.11	Polydactyly	Congenital	HP_0001830	Postaxial foot polydactyly	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_767.11	Polydactyly	Congenital	HP_0001841	Preaxial foot polydactyly	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_767.11	Polydactyly	Congenital	HP_0005676	Rudimentary postaxial polydactyly of hands	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
