hpo_code	hpo_label	hpo_simpleLabel	hpo_original
HP_0004233	Accelerated carpal bone maturation	accelerated carpal bone maturation	False
HP_0004233	Advanced carpal bone age	advanced carpal bone age	False
HP_0004233	Advanced carpal ossification	advanced carpal ossification	False
HP_0004233	Precociously ossified carpal bones	precociously ossified carpal bones	False
HP_0004234	Bone-in-a-bone appearance of carpal bones	bone-in-a-bone appearance of carpal bones	True
HP_0009164	Abnormal calcification of the carpal bones	abnormal calcification of the carpal bones	True
HP_0009164	Abnormal calcification of the wrist bones	abnormal calcification of the wrist bones	False
HP_0009164	Carpal calcifications	carpal calcifications	False
HP_0004235	Comma-shaped carpal bones	comma-shaped carpal bones	True
HP_0006014	Abnormally shaped carpal bones	abnormally shaped carpal bones	True
HP_0006014	Abnormally shaped wrist bones	abnormally shaped wrist bones	False
HP_0004236	Irregular carpal bones	irregular carpal bones	True
HP_0004237	Large carpal bones	large carpal bones	True
HP_0004237	Large carpals	large carpals	False
HP_0004238	Lytic defects of carpal bones	lytic defects of carpal bones	True
HP_0004239	Proximally placed carpal bones	proximally placed carpal bones	True
HP_0004240	Sclerotic foci within carpal bones	sclerotic foci within carpal bones	True
HP_0004241	Stippled calcification in carpal bones	stippled calcification in carpal bones	True
HP_0004241	Punctate calcifications of carpals	punctate calcifications of carpals	False
HP_0004242	Broad carpal bones	broad carpal bones	True
HP_0004242	Wide carpal bones	wide carpal bones	False
HP_0004243	Abnormality of the scaphoid	abnormality of the scaphoid	True
HP_0004244	Accessory scaphoid	accessory scaphoid	True
HP_0004245	Comma-shaped scaphoid	comma-shaped scaphoid	True
HP_0004246	Delayed ossification of the scaphoid	delayed ossification of the scaphoid	True
HP_0004246	Delayed maturation of the scaphoid	delayed maturation of the scaphoid	False
HP_0045003	Abnormal ossification of the scaphoid	abnormal ossification of the scaphoid	True
HP_0004247	Small scaphoid	small scaphoid	True
HP_0004248	Abnormality of the lunate bone	abnormality of the lunate bone	True
HP_0004249	Accessory lunate	accessory lunate	True
HP_0004250	Proximally placed lunate	proximally placed lunate	True
HP_0004251	Lunate-triquetral fusion	lunate-triquetral fusion	True
HP_0004251	Lunotriquetral synostosis	lunotriquetral synostosis	False
HP_0004252	Abnormality of the trapezium	abnormality of the trapezium	True
HP_0004253	Absent trapezium	absent trapezium	True
HP_0004253	Absent trapezium bone	absent trapezium bone	False
HP_0004254	Delayed ossification of the trapezium	delayed ossification of the trapezium	True
HP_0004254	Delayed maturation of the trapezium	delayed maturation of the trapezium	False
HP_0045001	Abnormal ossification of the trapezium	abnormal ossification of the trapezium	True
HP_0004255	Small trapezium	small trapezium	True
HP_0004256	Abnormality of the trapezoid bone	abnormality of the trapezoid bone	True
HP_0004257	Delayed ossification of the trapezoid bone	delayed ossification of the trapezoid bone	True
HP_0004257	Delayed maturation of the trapezoid bone	delayed maturation of the trapezoid bone	False
HP_0045004	Abnormal ossification of the trapezoid bone	abnormal ossification of the trapezoid bone	True
HP_0004258	Small trapezoid bone	small trapezoid bone	True
HP_0004260	Large hamate bone	large hamate bone	True
HP_0004260	Large unciform bone	large unciform bone	False
HP_0004261	Wide hamate bone	wide hamate bone	True
HP_0004261	Broad hamate bone	broad hamate bone	False
HP_0004261	Wide unciform bone	wide unciform bone	False
HP_0004263	Large capitate bone	large capitate bone	True
HP_0004264	Narrow carpal joint spaces	narrow carpal joint spaces	True
HP_0004264	Decreased carpal joint angles	decreased carpal joint angles	False
HP_0004267	Narrow small joints of the hand	narrow small joints of the hand	True
HP_0006261	Abnormal phalangeal joint morphology of the hand	abnormal phalangeal joint morphology of the hand	True
HP_0006261	Abnormality of phalangeal joints of the hand	abnormality of phalangeal joints of the hand	False
HP_0006261	Abnormality of the small joints of the hand	abnormality of the small joints of the hand	False
HP_0004268	Osteoarthritis of the small joints of the hand	osteoarthritis of the small joints of the hand	True
HP_0004269	Subluxation of the small joints of the hand	subluxation of the small joints of the hand	True
HP_0004269	Partial dislocation of small joints of hand	partial dislocation of small joints of hand	False
HP_0004271	Cortical thickening of hand bones	cortical thickening of hand bones	True
HP_0005926	Abnormal hand cortical bone morphology	abnormal hand cortical bone morphology	True
HP_0005926	Abnormality of hand cortical bone	abnormality of hand cortical bone	False
HP_0005926	Abnormality of the cortex of hand bones	abnormality of the cortex of hand bones	False
HP_0004272	Cortical thinning of hand bones	cortical thinning of hand bones	True
HP_0004273	Cupped metaphyses of hand bones	cupped metaphyses of hand bones	True
HP_0004273	Cupped metaphysis of hand bones	cupped metaphysis of hand bones	False
HP_0004273	Cupped wide portion of hand bones	cupped wide portion of hand bones	False
HP_0005923	Abnormal hand metaphysis morphology	abnormal hand metaphysis morphology	True
HP_0005923	Abnormalities of the metaphyses of the hand	abnormalities of the metaphyses of the hand	False
HP_0005923	Abnormality of the wide portion of the hand bone	abnormality of the wide portion of the hand bone	False
HP_0004274	Deficient ossification of hand bones	deficient ossification of hand bones	True
HP_0009142	Duplication of bones involving the upper extremities	duplication of bones involving the upper extremities	True
HP_0004276	Exostoses of hand bones	exostoses of hand bones	True
HP_0004277	Fractured hand bones	fractured hand bones	True
HP_0004277	Broken hand bones	broken hand bones	False
HP_0004278	Synostosis involving bones of the hand	synostosis involving bones of the hand	True
HP_0004279	Short palm	short palm	True
HP_0004280	Irregular ossification of hand bones	irregular ossification of hand bones	True
HP_0004281	Irregular sclerosis of hand bones	irregular sclerosis of hand bones	True
HP_0004283	Narrow palm	narrow palm	True
HP_0004283	Narrow hand	narrow hand	False
HP_0004284	Notched hand bones	notched hand bones	True
HP_0004285	Overmodelled hand bones	overmodelled hand bones	True
HP_0004286	Patchy sclerosis of hand bones	patchy sclerosis of hand bones	True
HP_0004286	Uneven increase in bone density in hand bones	uneven increase in bone density in hand bones	False
HP_0004287	Pointed hand bones	pointed hand bones	True
HP_0004288	Pseudoepiphyses of hand bones	pseudoepiphyses of hand bones	True
HP_0010584	Pseudoepiphyses	pseudoepiphyses	True
HP_0005924	Abnormal hand epiphysis morphology	abnormal hand epiphysis morphology	True
HP_0005924	Abnormality of the end part of the hand bone	abnormality of the end part of the hand bone	False
HP_0005924	Abnormality of the end part of the hand bones	abnormality of the end part of the hand bones	False
HP_0005924	Abnormality of the epiphyses of the fingers	abnormality of the epiphyses of the fingers	False
HP_0005924	Abnormality of the epiphyses of the hand	abnormality of the epiphyses of the hand	False
HP_0005924	Abnormality of the epiphyses of the phalanges of the hand	abnormality of the epiphyses of the phalanges of the hand	False
HP_0004289	Sclerotic foci in hand bones	sclerotic foci in hand bones	True
HP_0004290	Sclerosis of hand bones with transverse striations	sclerosis of hand bones with transverse striations	True
HP_0004291	Stippled calcification of hand bones	stippled calcification of hand bones	True
HP_0004292	Undermodelled hand bones	undermodelled hand bones	True
HP_0004293	Synostosis of second metacarpal-trapezoid	synostosis of second metacarpal-trapezoid	True
HP_0004293	Fusion of second metacarpal-trapezoid	fusion of second metacarpal-trapezoid	False
HP_0009705	Synostosis involving the 2nd metacarpal	synostosis involving the 2nd metacarpal	True
HP_0009705	Fusion involving the 2nd long bone of hand	fusion involving the 2nd long bone of hand	False
HP_0100328	Carpometacarpal synostosis	carpometacarpal synostosis	True
HP_0100328	Fused wrist bones and long bones of hand	fused wrist bones and long bones of hand	False
HP_0004294	Subluxation of metacarpal phalangeal joints	subluxation of metacarpal phalangeal joints	True
HP_0004294	Partial knuckle dislocation	partial knuckle dislocation	False
HP_0004294	Subluxation of metacarpophalangeal joints	subluxation of metacarpophalangeal joints	False
HP_0011911	Abnormality of metacarpophalangeal joint	abnormality of metacarpophalangeal joint	True
HP_0011911	Abnormality of the knuckle	abnormality of the knuckle	False
HP_0010701	Abnormal immunoglobulin level	abnormal immunoglobulin level	True
HP_0010701	Abnormal immunoglobulin concentration	abnormal immunoglobulin concentration	False
HP_0010701	Abnormal serum immunoglobulin concentration	abnormal serum immunoglobulin concentration	False
HP_0010701	Abnormal serum immunoglobulin levels	abnormal serum immunoglobulin levels	False
HP_0010701	Abnormal serum level of immunoglobulin	abnormal serum level of immunoglobulin	False
HP_0010701	Immunoglobulin abnormality	immunoglobulin abnormality	False
HP_0004315	Decreased circulating IgG level	decreased circulating igg level	True
HP_0004315	Decreased IgG level	decreased igg level	False
HP_0004315	Decreased IgG level in blood	decreased igg level in blood	False
HP_0004315	Decreased gamma-globin expression	decreased gamma-globin expression	False
HP_0004315	Decreased immunoglobulin G	decreased immunoglobulin g	False
HP_0004315	Decreased serum IgG	decreased serum igg	False
HP_0004315	IgG deficiency	igg deficiency	False
HP_0004315	Reduced IgG levels	reduced igg levels	False
HP_0004319	Decreased circulating aldosterone level	decreased circulating aldosterone level	True
HP_0004319	Decreased aldosterone	decreased aldosterone	False
HP_0004319	Decreased aldosterone production	decreased aldosterone production	False
HP_0004319	Decreased serum aldosterone	decreased serum aldosterone	False
HP_0004319	Hypoaldosteronism	hypoaldosteronism	False
HP_0004319	Low blood aldosterone level	low blood aldosterone level	False
HP_0004319	Mineralocorticoid insufficiency	mineralocorticoid insufficiency	False
HP_0008207	Primary adrenal insufficiency	primary adrenal insufficiency	True
HP_0008207	Adrenocortical insufficiency	adrenocortical insufficiency	False
HP_0008207	Primary adrenocortical failure	primary adrenocortical failure	False
HP_0100589	Urogenital fistula	urogenital fistula	True
HP_0004323	Abnormality of body weight	abnormality of body weight	True
HP_0004326	Cachexia	cachexia	True
HP_0004326	Wasting syndrome	wasting syndrome	False
HP_0004331	Decreased skull ossification	decreased skull ossification	True
HP_0004331	Decreased bone formation of skull	decreased bone formation of skull	False
HP_0004331	Deficient skull ossification	deficient skull ossification	False
HP_0004331	Hypoossification of skull	hypoossification of skull	False
HP_0004331	Ossification defect of skull	ossification defect of skull	False
HP_0004331	Poorly mineralized skull	poorly mineralized skull	False
HP_0004331	Poorly ossified skull	poorly ossified skull	False
HP_0004331	Poorly ossified skull bones	poorly ossified skull bones	False
HP_0004333	Bone-marrow foam cells	bone-marrow foam cells	True
HP_0004333	Bone marrow foam cells	bone marrow foam cells	False
HP_0004333	Large vacuolated foam cells ('NP cells') on bone marrow biopsy	large vacuolated foam cells np cells on bone marrow biopsy	False
HP_0004333	Large vacuolated foam cells on bone marrow biopsy	large vacuolated foam cells on bone marrow biopsy	False
HP_0004336	Myelin outfoldings	myelin outfoldings	True
HP_0004336	Excessive focal folding of myelin sheaths	excessive focal folding of myelin sheaths	False
HP_0004336	Irregular myelin foldings	irregular myelin foldings	False
HP_0030173	Peripheral hypermyelination	peripheral hypermyelination	True
HP_0030173	Increased peripheral myelination	increased peripheral myelination	False
HP_0004337	Abnormality of amino acid metabolism	abnormality of amino acid metabolism	True
HP_0032245	Abnormal metabolism	abnormal metabolism	True
HP_0004338	Abnormal circulating aromatic amino acid concentration	abnormal circulating aromatic amino acid concentration	True
HP_0004338	Abnormality of aromatic amino acid family metabolism	abnormality of aromatic amino acid family metabolism	False
HP_0033107	Abnormal circulating proteinogenic amino acid concentration	abnormal circulating proteinogenic amino acid concentration	True
HP_0004339	Abnormal circulating sulfur amino acid concentration	abnormal circulating sulfur amino acid concentration	True
HP_0004339	Abnormal circulating sulphur amino acid concentration	abnormal circulating sulfur amino acid concentration	False
HP_0004339	Abnormality of sulfur-containing amino acids	abnormality of sulfur-containing amino acids	False
HP_0004340	Abnormality of vitamin B metabolism	abnormality of vitamin b metabolism	True
HP_0004340	Abnormality of B-vitamin metabolism	abnormality of b-vitamin metabolism	False
HP_0100508	Abnormality of vitamin metabolism	abnormality of vitamin metabolism	True
HP_0004342	Abnormality of galactoside metabolism	abnormality of galactoside metabolism	True
HP_0004343	Abnormal glycosphingolipid metabolism	abnormal glycosphingolipid metabolism	True
HP_0004343	Abnormality of glycosphingolipid metabolism	abnormality of glycosphingolipid metabolism	False
HP_0010969	Abnormality of glycolipid metabolism	abnormality of glycolipid metabolism	True
HP_0004344	Abnormality of cerebrosidase metabolism	abnormality of cerebrosidase metabolism	True
HP_0004348	Abnormality of bone mineral density	abnormality of bone mineral density	True
HP_0004348	Abnormality of bone mineralisation and ossification	abnormality of bone mineralisation and ossification	False
HP_0004352	Abnormal circulating purine concentration	abnormal circulating purine concentration	True
HP_0004352	Abnormal circulating purine level	abnormal circulating purine level	False
HP_0004353	Abnormal circulating pyrimidine concentration	abnormal circulating pyrimidine concentration	True
HP_0004355	obsolete Abnormality of proteoglycan metabolism	obsolete abnormality of proteoglycan metabolism	True
HP_0004357	Abnormal circulating leucine concentration	abnormal circulating leucine concentration	True
HP_0010892	Abnormal circulating branched chain amino acid concentration	abnormal circulating branched chain amino acid concentration	True
HP_0004359	Abnormal circulating fatty-acid concentration	abnormal circulating fatty-acid concentration	True
HP_0004359	Abnormality of fatty acid metabolism	abnormality of fatty acid metabolism	False
HP_0025028	Abnormality of enteric nervous system morphology	abnormality of enteric nervous system morphology	True
HP_0010927	Abnormal blood inorganic cation concentration	abnormal blood inorganic cation concentration	True
HP_0010927	Abnormality of divalent inorganic cation homeostasis	abnormality of divalent inorganic cation homeostasis	False
HP_0004365	Abnormal circulating tryptophan concentration	abnormal circulating tryptophan concentration	True
HP_0004365	Abnormality of tryptophan metabolism	abnormality of tryptophan metabolism	False
HP_0011013	Abnormal circulating carbohydrate concentration	abnormal circulating carbohydrate concentration	True
HP_0004367	obsolete Abnormality of glycoprotein metabolism	obsolete abnormality of glycoprotein metabolism	True
HP_0004368	Increased circulating purine concentration	increased circulating purine concentration	True
HP_0004368	Increased purine level	increased purine level	False
HP_0004368	Increased purine levels	increased purine levels	False
HP_0004369	Decreased circulating purine concentration	decreased circulating purine concentration	True
HP_0004369	Decreased purine level	decreased purine level	False
HP_0004369	Decreased purine levels	decreased purine levels	False
HP_0004371	Abnormality of glycosaminoglycan metabolism	abnormality of glycosaminoglycan metabolism	True
HP_0010549	Weakness due to upper motor neuron dysfunction	weakness due to upper motor neuron dysfunction	True
HP_0010549	Paralysis due to lesions of the principle motor tracts	paralysis due to lesions of the principle motor tracts	False
HP_0004375	Neoplasm of the nervous system	neoplasm of the nervous system	True
HP_0004375	Tumor of the nervous system	tumor of the nervous system	False
HP_0004375	Tumour of the nervous system	tumor of the nervous system	False
HP_0004380	Aortic valve calcification	aortic valve calcification	True
HP_0005146	Cardiac valve calcification	cardiac valve calcification	True
HP_0005146	Calcifications of the cardiac valves	calcifications of the cardiac valves	False
HP_0004381	Supravalvular aortic stenosis	supravalvular aortic stenosis	True
HP_0004382	Mitral valve calcification	mitral valve calcification	True
HP_0004383	Hypoplastic left heart	hypoplastic left heart	True
HP_0004383	Heart left ventricle hypoplasia	heart left ventricle hypoplasia	False
HP_0004383	Left ventricular hypoplasia	left ventricular hypoplasia	False
HP_0004383	Underdeveloped left heart	underdeveloped left heart	False
HP_0045017	Congenital malformation of the left heart	congenital malformation of the left heart	True
HP_0004384	Type I truncus arteriosus	type i truncus arteriosus	True
HP_0004384	Persistent truncus arteriosus type I	persistent truncus arteriosus type i	False
HP_0004384	Type 1 truncus arteriosus	type 1 truncus arteriosus	False
HP_0004385	Protracted diarrhea	protracted diarrhea	True
HP_0004385	Protracted diarrhoea	protracted diarrhea	False
HP_0004387	Enterocolitis	enterocolitis	True
HP_0004388	Microcolon	microcolon	True
HP_0100811	Aplasia/Hypoplasia of the colon	aplasiahypoplasia of the colon	True
HP_0100811	Absent/small colon	absentsmall colon	False
HP_0100811	Absent/underdeveloped colon	absentunderdeveloped colon	False
HP_0004389	Intestinal pseudo-obstruction	intestinal pseudo-obstruction	True
HP_0004389	Intestinal pseudoobstruction	intestinal pseudoobstruction	False
HP_0004390	Hamartomatous polyposis	hamartomatous polyposis	True
HP_0004390	Gastrointestinal hamartoma	gastrointestinal hamartoma	False
HP_0004390	Hamartomatous polyps	hamartomatous polyps	False
HP_0005266	Intestinal polyp	intestinal polyp	True
HP_0004392	Prune belly	prune belly	True
HP_0004394	Multiple gastric polyps	multiple gastric polyps	True
HP_0006753	Neoplasm of the stomach	neoplasm of the stomach	True
HP_0006753	Stomach tumor	stomach tumor	False
HP_0006753	Stomach tumour	stomach tumor	False
HP_0004395	Malnutrition	malnutrition	True
HP_0004396	Poor appetite	poor appetite	True
HP_0004396	Decreased appetite	decreased appetite	False
HP_0004396	Loss of appetite	loss of appetite	False
HP_0004399	Congenital pyloric atresia	congenital pyloric atresia	True
HP_0004401	Meconium ileus	meconium ileus	True
HP_0004401	Meconium ileus in neonates	meconium ileus in neonates	False
HP_0010676	Mechanical ileus	mechanical ileus	True
HP_0004403	Proximal esophageal atresia	proximal esophageal atresia	True
HP_0004405	Prominent nipples	prominent nipples	True
HP_0004406	Spontaneous, recurrent epistaxis	spontaneous recurrent epistaxis	True
HP_0004406	Recurrent epistaxes	recurrent epistaxes	False
HP_0004406	Recurrent epistaxis	recurrent epistaxis	False
HP_0004406	Recurring nosebleed	recurring nosebleed	False
HP_0004406	Spontaneous, recurrent nosebleed	spontaneous recurrent nosebleed	False
HP_0004407	Bony paranasal bossing	bony paranasal bossing	True
HP_0012812	Fullness of paranasal tissue	fullness of paranasal tissue	True
HP_0012812	Fullness of tissue around the nose	fullness of tissue around the nose	False
HP_0012812	Laterally built up nose	laterally built up nose	False
HP_0012812	Paranasal fullness	paranasal fullness	False
HP_0012812	Thick paranasal tissue	thick paranasal tissue	False
HP_0012812	Thick tissue around the nose	thick tissue around the nose	False
HP_0004409	Hyposmia	hyposmia	True
HP_0004409	Decreased smell sensation	decreased smell sensation	False
HP_0004409	Sense of smell impaired	sense of smell impaired	False
HP_0004411	Deviated nasal septum	deviated nasal septum	True
HP_0004411	Crooked nasal septum	crooked nasal septum	False
HP_0004411	Crooked septum of nose	crooked septum of nose	False
HP_0004411	Deviated septum of nose	deviated septum of nose	False
HP_0004414	Abnormality of the pulmonary artery	abnormality of the pulmonary artery	True
HP_0004414	Abnormality of lung artery	abnormality of lung artery	False
HP_0004930	Abnormality of the pulmonary vasculature	abnormality of the pulmonary vasculature	True
HP_0004930	Abnormality of the lung blood vessels	abnormality of the lung blood vessels	False
HP_0004415	Pulmonary artery stenosis	pulmonary artery stenosis	True
HP_0004415	Narrowing of lung artery	narrowing of lung artery	False
HP_0030966	Abnormal pulmonary artery morphology	abnormal pulmonary artery morphology	True
HP_0004416	Precocious atherosclerosis	precocious atherosclerosis	True
HP_0004416	Premature atherosclerosis	premature atherosclerosis	False
HP_0004417	Intermittent claudication	intermittent claudication	True
HP_0025323	Abnormal arterial physiology	abnormal arterial physiology	True
HP_0004419	Recurrent thrombophlebitis	recurrent thrombophlebitis	True
HP_0004419	Recurrent phlebitis	recurrent phlebitis	False
HP_0004419	Recurrent thrombosis	recurrent thrombosis	False
HP_0004420	Arterial thrombosis	arterial thrombosis	True
HP_0004420	Blood clot in artery	blood clot in artery	False
HP_0004421	Elevated systolic blood pressure	elevated systolic blood pressure	True
HP_0004421	Elevated systolic BP	elevated systolic bp	False
HP_0004422	Biparietal narrowing	biparietal narrowing	True
HP_0004423	Cranium bifidum occultum	cranium bifidum occultum	True
HP_0004425	Flat forehead	flat forehead	True
HP_0004425	Flattened forehead	flattened forehead	False
HP_0004425	Frontal flattening	frontal flattening	False
HP_0004428	Elfin facies	elfin facies	True
HP_0004428	Elf-like facial appearance	elf-like facial appearance	False
HP_0004428	Elf-like facial features	elf-like facial features	False
HP_0004430	Severe combined immunodeficiency	severe combined immunodeficiency	True
HP_0004430	Immunodeficiency, severe combined	immunodeficiency severe combined	False
HP_0005387	Combined immunodeficiency	combined immunodeficiency	True
HP_0004431	Complement deficiency	complement deficiency	True
HP_0005339	Abnormality of complement system	abnormality of complement system	True
HP_0004432	Agammaglobulinemia	agammaglobulinemia	True
HP_0004432	Agammaglobulinaemia	agammaglobulinaemia	False
HP_0004433	Secretory IgA deficiency	secretory iga deficiency	True
HP_0041078	Decreased immunoglobulin level in body fluid	decreased immunoglobulin level in body fluid	True
HP_0004434	Decreased serum complement C8	decreased serum complement c8	True
HP_0004434	C8 deficiency	c8 deficiency	False
HP_0033057	Decreased serum terminal complement component	decreased serum terminal complement component	True
HP_0004437	Cranial hyperostosis	cranial hyperostosis	True
HP_0004437	Hyperostosis of cranial bones	hyperostosis of cranial bones	False
HP_0004437	Hyperostosis of cranial vault	hyperostosis of cranial vault	False
HP_0004437	Increased ossification of cranial bones	increased ossification of cranial bones	False
HP_0100774	Hyperostosis	hyperostosis	True
HP_0100774	Bone Hypertrophy	bone hypertrophy	False
HP_0100774	Bone overgrowth	bone overgrowth	False
HP_0004438	Hyperostosis frontalis interna	hyperostosis frontalis interna	True
HP_0004438	Excessive growth of inner surface of the frontal bone	excessive growth of inner surface of the frontal bone	False
HP_0004438	Hyperostosis of the internal surface of the frontal bone	hyperostosis of the internal surface of the frontal bone	False
HP_0004438	Overgrowth of the inner surface of the frontal bone	overgrowth of the inner surface of the frontal bone	False
HP_0004439	Craniofacial dysostosis	craniofacial dysostosis	True
HP_0004439	Crouzon syndrome	crouzon syndrome	False
HP_0004440	Coronal craniosynostosis	coronal craniosynostosis	True
HP_0004440	Coronal suture craniosynostosis	coronal suture craniosynostosis	False
HP_0004440	Coronal suture synostosis	coronal suture synostosis	False
HP_0004440	Craniosynostosis of coronal suture	craniosynostosis of coronal suture	False
HP_0004442	Sagittal craniosynostosis	sagittal craniosynostosis	True
HP_0004442	Craniosynostosis, sagittal	craniosynostosis sagittal	False
HP_0004442	Craniosynostosis, sagittal suture	craniosynostosis sagittal suture	False
HP_0004442	Early closure of midline skull joint	early closure of midline skull joint	False
HP_0004442	Midline skull joint closes early	midline skull joint closes early	False
HP_0004442	Sagittal suture synostosis	sagittal suture synostosis	False
HP_0004443	Lambdoidal craniosynostosis	lambdoidal craniosynostosis	True
HP_0004443	Lambdoid suture craniosynostosis	lambdoid suture craniosynostosis	False
HP_0004443	Lambdoid suture synostosis	lambdoid suture synostosis	False
HP_0004444	Spherocytosis	spherocytosis	True
HP_0004445	Elliptocytosis	elliptocytosis	True
HP_0004445	Ovalocytes	ovalocytes	False
HP_0004445	Ovalocytosis	ovalocytosis	False
HP_0004446	Stomatocytosis	stomatocytosis	True
HP_0004446	Red cell stomatocytosis	red cell stomatocytosis	False
HP_0004446	erythrocyte stomatocytes	erythrocyte stomatocytes	False
HP_0004448	Fulminant hepatic failure	fulminant hepatic failure	True
HP_0006554	Acute hepatic failure	acute hepatic failure	True
HP_0006554	Acute liver failure	acute liver failure	False
HP_0004450	Preauricular skin furrow	preauricular skin furrow	True
HP_0004450	Preauricular skin furrows	preauricular skin furrows	False
HP_0004450	Preauricular skin groove	preauricular skin groove	False
HP_0004450	Preauricular skin sulcus	preauricular skin sulcus	False
HP_0004450	Skin groove in front of the ear	skin groove in front of the ear	False
HP_0004450	Skin sulcus in front of the ear	skin sulcus in front of the ear	False
HP_0004451	Postauricular skin tag	postauricular skin tag	True
HP_0004451	Postauricular acrochordon	postauricular acrochordon	False
HP_0004451	Postauricular fibroepithelial polyp	postauricular fibroepithelial polyp	False
HP_0004451	Skin tag behind the ear	skin tag behind the ear	False
HP_0004452	Abnormality of the middle ear ossicles	abnormality of the middle ear ossicles	True
HP_0004452	Malformed ossicles	malformed ossicles	False
HP_0004452	Ossicular malformation	ossicular malformation	False
HP_0008609	Morphological abnormality of the middle ear	morphological abnormality of the middle ear	True
HP_0008609	Middle ear malformation	middle ear malformation	False
HP_0004453	Overfolding of the superior helices	overfolding of the superior helices	True
HP_0004453	Overfolding of superior helix	overfolding of superior helix	False
HP_0004454	Abnormal middle ear reflexes	abnormal middle ear reflexes	True
HP_0004458	Dilatated internal auditory canal	dilatated internal auditory canal	True
HP_0004458	Bulbous internal auditory canal	bulbous internal auditory canal	False
HP_0004458	Enlarged internal auditory canal	enlarged internal auditory canal	False
HP_0011384	Abnormality of the internal auditory canal	abnormality of the internal auditory canal	True
HP_0011384	Abnormality of the internal acoustic meatus	abnormality of the internal acoustic meatus	False
HP_0004459	Exostosis of the external auditory canal	exostosis of the external auditory canal	True
HP_0004459	External auditory canal exostoses	external auditory canal exostoses	False
HP_0040095	Neoplasm of the outer ear	neoplasm of the outer ear	True
HP_0040095	Outer ear tumor	outer ear tumor	False
HP_0040095	Outer ear tumour	outer ear tumor	False
HP_0004461	Congenital earlobe sinuses	congenital earlobe sinuses	True
HP_0004463	Absent brainstem auditory responses	absent brainstem auditory responses	True
HP_0004463	No auditory brainstem response	no auditory brainstem response	False
HP_0006958	Abnormal auditory evoked potentials	abnormal auditory evoked potentials	True
HP_0006958	Abnormal brainstem auditory-evoked potentials	abnormal brainstem auditory-evoked potentials	False
HP_0004464	Postauricular pit	postauricular pit	True
HP_0004464	Pit behind the ear	pit behind the ear	False
HP_0004464	Postauricular earpits	postauricular earpits	False
HP_0004464	Postauricular fistula	postauricular fistula	False
HP_0004464	Posterior auricular pit	posterior auricular pit	False
HP_0004464	Posterior auricular sinus	posterior auricular sinus	False
HP_0100277	Periauricular skin pits	periauricular skin pits	True
HP_0100277	Periauricular earpits	periauricular earpits	False
HP_0100277	Periauricular fistulas	periauricular fistulas	False
HP_0100277	Periauricular pits	periauricular pits	False
HP_0100277	Periauricular sinus	periauricular sinus	False
HP_0100277	Pits around the ear	pits around the ear	False
HP_0004466	Prolonged brainstem auditory evoked potentials	prolonged brainstem auditory evoked potentials	True
HP_0004467	Preauricular pit	preauricular pit	True
HP_0004467	Ear pit	ear pit	False
HP_0004467	Pit in front of the ear	pit in front of the ear	False
HP_0004467	Preauricular earpits	preauricular earpits	False
HP_0004467	Preauricular fistulas	preauricular fistulas	False
HP_0004467	Preauricular pits	preauricular pits	False
HP_0004467	Preauricular sinus	preauricular sinus	False
HP_0004468	Anomalous tracheal cartilage	anomalous tracheal cartilage	True
HP_0004468	Abnormal tracheal cartilaginous ring	abnormal tracheal cartilaginous ring	False
HP_0004469	Chronic bronchitis	chronic bronchitis	True
HP_0004470	Atretic occipital cephalocele	atretic occipital cephalocele	True
HP_0004471	Aplasia cutis congenita over the scalp vertex	aplasia cutis congenita over the scalp vertex	True
HP_0004471	Absent cutis congenita of vertex	absent cutis congenita of vertex	False
HP_0004471	Aplasia cutis congenita of vertex	aplasia cutis congenita of vertex	False
HP_0007385	Aplasia cutis congenita of scalp	aplasia cutis congenita of scalp	True
HP_0007385	Scalp aplasia cutis congenita	scalp aplasia cutis congenita	False
HP_0004472	Mandibular hyperostosis	mandibular hyperostosis	True
HP_0004472	Hyperostosis of lower jaw	hyperostosis of lower jaw	False
HP_0004472	Hyperostosis of mandibular bone	hyperostosis of mandibular bone	False
HP_0004472	Increased ossification of mandibular bone	increased ossification of mandibular bone	False
HP_0005465	Facial hyperostosis	facial hyperostosis	True
HP_0005465	Enlargment of the facial bones	enlargment of the facial bones	False
HP_0005465	Excessive growth of facial bones	excessive growth of facial bones	False
HP_0005465	Excessive growth of facial skeleton	excessive growth of facial skeleton	False
HP_0005465	Hyperostosis of facial bones	hyperostosis of facial bones	False
HP_0005465	Hyperostosis of facial skeleton	hyperostosis of facial skeleton	False
HP_0005465	Hypertrophy of the facial bones	hypertrophy of the facial bones	False
HP_0005465	Increase in size of the facial bones	increase in size of the facial bones	False
HP_0005465	Overgrowth of facial bones	overgrowth of facial bones	False
HP_0005465	Overgrowth of facial skeleton	overgrowth of facial skeleton	False
HP_0005465	Overgrowth of the facial bones	overgrowth of the facial bones	False
HP_0004474	Persistent open anterior fontanelle	persistent open anterior fontanelle	True
HP_0004474	Front fontanelle stays open	front fontanelle stays open	False
HP_0004474	Persistent, open anterior fontanel	persistent open anterior fontanel	False
HP_0004476	Aplasia cutis congenita over parietal area	aplasia cutis congenita over parietal area	True
HP_0004476	Absent cutis congenita over parietal area	absent cutis congenita over parietal area	False
HP_0004478	Ethmoidal encephalocele	ethmoidal encephalocele	True
HP_0011817	Basal encephalocele	basal encephalocele	True
