phecodeX_label	hpo_label	phecodeX_code	hpo_code
Benign neoplasm of the nasopharynx	Paranasal sinus neoplasm	135.3	HP_0030072
Oligospermia	Abnormality of the genitourinary system	609.2	HP_0000119
Congenital malformations of vulva*	Absent uvula	770.6	HP_0010292
Disorders of the circulation of the cerebrospinal fluid	Spontaneous cerebrospinal fluid leak	344	HP_0032934
Benign neoplasm of the skin	Mongolian blue spot	138	HP_0011369
Wegener's granulomatosis	Non-caseating epithelioid cell granulomatosis	704.2	HP_0012220
Lymphoma	Multiple myeloma	122	HP_0006775
Disorders of lens (excluding cataracts)	Christmas tree cataract	372	HP_0025571
Dyspareunia	Abnormality of the genitourinary system	625.1	HP_0000119
Congenital hypotonia*	Appendicular hypotonia	872.12	HP_0012389
Bell's palsy	Polyneuropathy	334.21	HP_0001271
Geniculate ganglionitis	Multiple mononeuropathy	334.22	HP_0032018
Alteration of consciousness	Decreased vigilance	355.2	HP_0032044
Cardiac arrhythmia and conduction disorders	Supraventricular tachycardia with a manifest accessory pathway	416	HP_0011694
Corneal scars and opacities	Kayser-Fleischer ring	369.1	HP_0200032
Adult failure to thrive	Pituitary dwarfism	230.7	HP_0000839
Benign neoplasm of the skin	Acral lentiginous melanoma	138	HP_0012060
Cancer (solid tumor, excluding BCC)	Vagal paraganglioma	130	HP_0002886
Stiffness of joint	Polyarticular arthropathy	713.4	HP_0005195
Dislocation of knee	Proximal radial head dislocation	T830.7	HP_0005070
Primary ovarian failure	Hypoplastic male external genitalia	214.1	HP_0000050
Juvenile osteochondrosis	Scheuermann-like vertebral changes	725.2	HP_0008478
Sleepwalking [somnambulism]*	Confusional arousal	333.54	HP_0025237
Immunodeficiencies	Decreased circulating level of specific antibody	179	HP_0012475
Chondrodystrophy	Short stature	788.1	HP_0004322
Disorders of muscle tone of newborn*	Spastic hemiparetic gait	872.1	HP_0031957
Congenital non-neoplastic nevus	Nevus flammeus	790.41	HP_0001052
Leukemia	Plasmacytoma	121	HP_0011857
Renal tubulo-interstitial diseases	Recurrent pyelonephritis	581	HP_0012787
Noninflammatory disorders of cervix	Cervical insufficiency	619.3	HP_0030009
Diffuse goiter	Uninodular goiter	200.21	HP_0011773
Biotinidase deficiency*	Decreased serum complement factor B	232.24	HP_0005416
Hereditary elliptocytosis	Drug-sensitive hemolytic anemia	161.12	HP_0004817
Hemophthalmos	Macular hemorrhage	377.7	HP_0025574
Behavioral and emotional disorders with onset usually occurring in childhood and adolescence	Absent atrioventricular node	893	HP_0006681
Benign sarcoma-related cancers	Glabellar hemangioma	139	HP_0001076
Nevus, non-neoplastic	Lumbosacral hemangioma	138.1	HP_0410275
Bacterial infections	Distal sensory impairment of all modalities	089.1	HP_0003409
Undescended and ectopic testicle	Bilateral cryptorchidism	771.1	HP_0008689
Short stature	Severe postnatal growth retardation	890.3	HP_0008850
Delayed milestones	Infancy onset short-trunk short stature	891.4	HP_0011406
Abnormal electroencephalogram [EEG]	EEG with parietal focal spike waves	349.12	HP_0012012
Partial epilepsy	Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia	330.12	HP_0032852
Disorders of iris and ciliary body	Iris neovascularization	370	HP_0011497
Other disorders of the brain and CNS	Recurrent encephalopathy	347	HP_0007335
Acquired deformities of limbs	Contracture of the proximal interphalangeal joint of the 2nd finger	710	HP_0009540
Benign neoplasm of the parathyroid gland	Cerebral germinoma	149.3	HP_0100312
Autoimmune disease	Fatal liver failure in infancy	181	HP_0006583
Meningitis due to other non-infectious causes	Meningitis	320.2	HP_0001287
Sleep disturbances	Abnormal rapid eye movement sleep	333.8	HP_0002494
Malignant neoplasm of the eye, brain and other parts of central nervous system	Meningioma	109	HP_0002858
Primary disorders of muscles	Pseudobulbar paralysis	339	HP_0007024
Pleurisy	Pleuritis	491	HP_0002102
Hypertrophy of breast (Gynecomastia)	Breast hypertrophy	612.2	HP_0010313
Hematological disorders of newborn	Decreased serum complement factor H	860	HP_0005369
Intracranial injury	Fractured skull	T851	HP_0041082
Hematological disorders of newborn	Decreased serum complement C7	860	HP_0033058
Myotonic disorders	Myotonia of the lower limb	339.2	HP_0012902
Strabismus	Cyclotropia	381	HP_0031776
Gynecological malignant neoplasms	Uterine neoplasm	106	HP_0010784
Benign neoplasm of the pituitary gland and craniopharyngeal duct	Cortical tubers	149.4	HP_0009717
Measles virus	Keratoconjunctivitis sicca	065	HP_0001097
Other diffuse diseases of connective tissue	Eosinophilic fasciitis	700.9	HP_0045029
Thyrotoxicosis [hyperthyroidism]	Reduced radioactive iodine uptake	200.3	HP_0031219
Leiomyoma of uterus	Hemangioblastoma	144.21	HP_0010797
Dermatitis [eczema]	Cutaneous abscess	668	HP_0031292
Lymphoma	Cutaneous T-cell lymphoma	122	HP_0012192
Qualitative platelet defects	Impaired collagen-related peptide-induced platelet aggregation	169.2	HP_0031128
Paroxysmal tachycardia	Supraventricular tachycardia with a manifest accessory pathway on the septum	416.1	HP_0011698
Substance related disorders	Abnormality of the gastrointestinal tract	280	HP_0011024
Infection of the skin	Lung abscess	660	HP_0025044
Retinal vascular changes and occlusions	Tongue telangiectasia	374.3	HP_0000227
Coronary artery dissection	Premature coronary artery atherosclerosis	438.43	HP_0005181
Contractures	Bilateral camptodactyly	719.9	HP_0005617
Cryoglobulinemia*	Decreased serum complement C4b	180.4	HP_0045044
Skin changes due to chronic exposure to nonionizing radiation	Abnormality of the skin	673	HP_0000951
Benign neoplasm of the trachea	Neoplasm of the trachea	137.3	HP_0100551
Disseminated intravascular coagulation [Defibrination syndrome]	Reduced antithrombin antigen	168.22	HP_0040246
Malignant neoplasm of peripheral nerves*	Neurofibrosarcoma	104.4	HP_0100697
Other psychoactive substance related disorders	Amphetamine addiction	280.8	HP_0033514
Ischemic heart disease	Biventricular noncompaction cardiomyopathy	404	HP_0012818
Hernia	Ventral hernia	520	HP_0002933
Skull and face fracture	Fractured calcaneus	T819	HP_0041061
Phlebitis and thrombophlebitis	Recurrent thrombophlebitis	440.13	HP_0004419
Other symptoms/disorders or the urinary system	Abnormality of the genitourinary system	599	HP_0000119
Extrapyramidal and movement disorders	Status cribrosum	324	HP_0025012
Trigeminal nerve disorders [CN5]	Cranial nerve motor loss	334.1	HP_0007097
Chronic respiratory disease arising in the perinatal period	Pleural cobblestoning	854.7	HP_0033344
Nevus, non-neoplastic	Paraspinal hemangioma	138.1	HP_0410274
Benign neoplasm of the head and neck	Tubulonodular pericallosal lipoma	135	HP_0034014
Ectopic thyroid nodule	Hurthle cell thyroid adenoma	200.24	HP_0006781
Pain in wrist*	Wrist pain	713.34	HP_0030836
Hypopigmentation	Iris hypopigmentation	674.1	HP_0007730
Other disorders of the brain and CNS	Supratentorial neoplasm	347	HP_0030693
Delayed milestones	Mild global developmental delay	891.4	HP_0011342
Diffuse goiter	Central hypothyroidism	200.21	HP_0011787
Toxic myopathy	Abnormal peripheral nervous system morphology	340.2	HP_0000759
Atrophy of female genital tract	Abnormality of the genitourinary system	624.2	HP_0000119
Spina bifida	Craniorachischisis	751.1	HP_0030770
Cerebral lipidoses	Dysostosis multiplex	242.1	HP_0000943
Chronic respiratory disease arising in the perinatal period	Nodular-random pattern on pulmonary HRCT	854.7	HP_0025400
Benign neoplasm of ureter	Benign neoplasm of the central nervous system	146.52	HP_0100835
Contractures	Contracture of the proximal interphalangeal joint of the 2nd finger	719.9	HP_0009540
Myoclonus	Palatal myoclonus	324.5	HP_0010530
Encephalocele	Lipomeningocele	751.3	HP_0030710
Disorders of thyrocalcitonin secretion	Central hypothyroidism	200.5	HP_0011787
Duane's syndrome [Duane anomaly]	Distance esotropia	381.6	HP_0031762
Adrenal hyperfunction	Primary hyperaldosteronism	211.1	HP_0011736
Acquired deformities of fingers and toes	Contracture of the proximal interphalangeal joint of the 4th finger	709	HP_0009276
Insomnia	Parasomnia	333.2	HP_0025234
Disorders of iron metabolism	Anemia of inadequate production	247.7	HP_0010972
Immunodeficiencies	Chronic (near) absent circulating IgG1	179	HP_0041069
Primary osteoarthritis	Premature osteoarthritis	708.1	HP_0003088
Benign neoplasm of the endocrine glands	Hurthle cell thyroid adenoma	149	HP_0006781
Hypertrophy of bone*	Calvarial hyperostosis	727.6	HP_0004490
Paraproteinemias	Gastric lymphoma	180.3	HP_0045038
Vascular disorders of the skin	Vascular skin abnormality	687	HP_0011276
Disorders of the middle ear	Otosclerosis	391	HP_0000362
Enlargement of lymph nodes [Lymphadenopathy]	Enlarged mesenteric lymph node	177.2	HP_0025043
Congenital lens anomalies	Juvenile posterior subcapsular lenticular opacities	753.2	HP_0007935
Aortic dissection	Extracranial internal carotid artery dissection	438.41	HP_0004945
Hereditary ataxia	Telangiectasia of the skin	323.1	HP_0100585
Abnormal skull shape*	Skull asymmetry	758.2	HP_0002678
Retinal detachments and breaks	Peripheral retinal detachment	374.1	HP_0007929
Dislocation of jaw	Lower extremity joint dislocation	T830.1	HP_0030311
Periapical abscess	Tooth abscess	503.5	HP_0030757
Ectopic thyroid nodule	Thyroid dysgenesis	200.24	HP_0008188
Osteolysis*	Osteolysis involving bones of the lower limbs	726.6	HP_0009139
Chondrodystrophy	Spondyloepiphyseal dysplasia	788.1	HP_0002655
Malnutrition and underweight	Moderately short stature	230	HP_0008848
Hereditary hemorrhagic telangiectasia	Nail bed telangiectasia	798.5	HP_0001232
Benign neoplasm of the skin	Cafe-au-lait spot	138	HP_0000957
Sequelae of cancer	Multiple mononeuropathy	132	HP_0032018
Inflammation of the eye	Autoimmunity	367	HP_0002960
Gangrene	Gangrene	091	HP_0100758
Other abnormalities of plasma proteins*	Paraproteinemia	824	HP_0031047
Congenital pes planus	Pes planus	784.3	HP_0001763
Cancer (solid tumor, excluding BCC)	Pituitary macroadenoma	130	HP_0025693
Abnormal results of function studies of eye	Abnormal timing of dark-adapted dim flash electroretinogram	385	HP_0030475
Neuroendocrine tumors	Thyroid papillary adenoma	114	HP_0011777
Benign neoplasm of brain	Carcinoma	148.3	HP_0030731
Atypical face pain	Multiple mononeuropathy	334.12	HP_0032018
Disorders of the retina	Plantar telangiectasia	374	HP_0100870
Skin symptoms	Erysipelas	679	HP_0001055
Primarily systemic agents causing adverse effects in therapeutic use	Oral ulcer	975	HP_0000155
Congenital anomalies of limbs	Partial duplication of the proximal phalanx of the 2nd finger	785	HP_0009955
Cognitive communication deficit	Anterograde memory impairment	329.42	HP_0033689
Gastrointestinal inflammation	Inflammatory cap polyp	522	HP_0025198
Benign neoplasms of the vagina	Choroid plexus papilloma	144.12	HP_0200022
Short stature due to endocrine disorder	Severe short stature	217.4	HP_0003510
Spina bifida occulta	Occipital meningocele	751.11	HP_0002436
Aphakia	Posterior Y-sutural cataract	372.1	HP_0008031
Motor neuron disease	Bulbar palsy	323.3	HP_0001283
Pityriasis rubra pilaris	Abnormality of the skin	664.22	HP_0000951
Secondary parkinsonism	Akathisia	324.12	HP_0031943
Respiratory conditions of fetus and newborn	Mosaic pulmonary attenuation pattern	854	HP_0033537
Coagulation defects, purpura and other hemorrhagic conditions	Hematemesis	168	HP_0002248
Partial epilepsy	Focal aware cognitive seizure with hallucination	330.12	HP_0032871
Thyroiditis	Abnormality of thyroid physiology	200.4	HP_0002926
Benign neoplasm of the liver and intrahepatic bile ducts	Multiple meningiomata	136.6	HP_0033714
Coagulation defects, purpura and other hemorrhagic conditions	Abnormal presence of ultra-large von Willebrand factor multimers	168	HP_0030133
Graves' disease [Toxic diffuse goiter]	Follicular thyroid carcinoma	200.31	HP_0006731
Nerve root and plexus disorders	Demyelinating sensory neuropathy	335	HP_0011402
Cataract	Capsular cataract	371	HP_0100017
Alcohol use disorders	Minicore myopathy	280.1	HP_0003789
Hypo-coagulability	Joint hemorrhage	168.1	HP_0005261
Benign neoplasms of the cervix	Tubulonodular pericallosal lipoma	144.13	HP_0034014
Laryngeal spasm	Laryngeal stridor	472.4	HP_0006511
Diffuse goiter	Euthyroid goiter	200.21	HP_0009798
Congenital pigmentary anomalies of skin	Vulvar hemangioma	790.4	HP_0410272
Cramp and spasm	Necrotizing myopathy	719.1	HP_0008978
Delayed milestones	Rhizomelia	891.4	HP_0008905
Infections	Severe adenovirus infection	089	HP_0031694
Acute leukemia	Pulmonary lymphoma	121.1	HP_0011953
Venous insufficiency (chronic) (peripheral)	Venous varicosities of celiac and mesenteric vessels	444.5	HP_0002626
Sequela of infection	Euthyroid goiter	095	HP_0009798
Benign neoplasm of the mediastinum	Cerebellar hemangioblastoma	137.52	HP_0006880
Rheumatoid lung disease with rheumatoid arthritis	Eosinophilic pneumonia	705.12	HP_0032071
Benign neoplasm of the thymus	Midline central nervous system lipomas	137.54	HP_0006866
Skin symptoms	Pilonidal abscess	679	HP_0010771
Effect of trauma	Christmas tree cataract	T883	HP_0025571
Symptoms and signs involving cognitive functions and awareness	Dementia	329	HP_0000726
Meningitis due to other non-infectious causes	Decreased serum terminal complement component	320.2	HP_0033057
Neural tube defects and congenital disorders of the spinal cord	Frontal encephalocele	751	HP_0007330
Atrophy of thyroid*	Papillary thyroid carcinoma	200.6	HP_0002895
Coxiella	Quotidian fever	041	HP_0033087
Eosinophilic gastroenteritis	Eosinophilic ascites	522.62	HP_0031780
Acute pain	Neuralgia	809.1	HP_0033345
Syndactyly	Polysyndactyly of hallux	785.12	HP_0005873
Diseases of the pancreas	Aplasia/Hypoplasia of the pancreas	554	HP_0100800
Acquired deformities of fingers	Deviation of the 3rd finger	709.1	HP_0009317
Constriction of visual field	Constriction of peripheral visual field	386.43	HP_0001133
Congenital malformations of intestine	Posteriorly placed anus	765	HP_0012890
Monoplegia	Bilateral vocal cord paresis	342.4	HP_0012822
Other disorders and symptoms of the musculoskeletal system	Myopathy	730	HP_0003198
Congenital malformations of respiratory system	Bronchial atresia	777	HP_0030715
Instability of joint	Lower extremity joint dislocation	712.6	HP_0030311
Abnormal intraocular pressure	Pseudoexfoliation	375	HP_0012627
Disorders of the retina	Subretinal exudate	374	HP_0011532
Multiple cranial nerve palsies	Peripheral neuropathy	334.9	HP_0009830
Aneurysm or ectasia	Arteriovenous fistula	438	HP_0004947
Cardiac arrhythmia and conduction disorders	Supraventricular tachycardia with an accessory connection mediated pathway	416	HP_0011688
Benign neoplasm of the endocrine glands	Thyroid adenoma	149	HP_0000854
Nutritional anemias	Microcytic anemia	160	HP_0001935
Congenital malformations of female genitalia	Aplasia of the ovary	770	HP_0010463
Malignant neoplasm of the eye, brain and other parts of central nervous system	Scleral schwannoma	109	HP_0100011
Dislocation	Recurrent patellar dislocation	T830	HP_0005001
Diseases of hair and hair follicles	Anterior cervical hypertrichosis	684	HP_0004535
Hereditary and idiopathic neuropathy	Motor polyneuropathy	337.1	HP_0007178
Congenital malformation of the skin	Midfrontal capillary hemangioma	790	HP_0007466
Hereditary elliptocytosis	Chronic hemolytic anemia	161.12	HP_0004870
Dementia in conditions classified elsewhere	Semantic dementia	328.8	HP_0030219
Myeloproliferative disorder	Acute myelomonocytic leukemia	124	HP_0004820
Chronic myelomonocytic (monocytic) leukemia	Acute promyelocytic leukemia	121.23	HP_0004836
Retinopathy of prematurity	Retinopathy of prematurity	873	HP_0500049
Ventral hernia	Femoral hernia	520.14	HP_0100541
Hyperglyceridemia	Hyperlipidemia	239.2	HP_0003077
Immunodeficiencies	Humoral immunodeficiency	179	HP_0005363
Benign neoplasm of the heart	Hemangioblastoma	137.51	HP_0010797
Partial epilepsy	Focal impaired awareness non-motor seizure	330.12	HP_0032716
Respiratory conditions of fetus and newborn	Spontaneous pneumothorax	854	HP_0002108
Abnormal electroencephalogram [EEG]	EEG with central epileptiform discharges	349.12	HP_0033718
Interstitial pulmonary diseases	Alveolar capillary dysplasia	481	HP_0033208
Inflammatory and immune myopathies	Inflammatory myopathy	340.3	HP_0009071
Disorders of the middle ear	Recurrent otitis media	391	HP_0000403
Hereditary factor IX disorder [Hemophilia B]	Abnormality of blood and blood-forming tissues	168.112	HP_0001871
Malignant neoplasm of cornea	Optic nerve glioma	109.14	HP_0009734
Acute chest syndrome	Cold-induced hemolysis	499.1	HP_0031484
Congenital non-neoplastic nevus	Linear nevus sebaceous	790.41	HP_0010817
Benign neoplasm of the fallopian tube and uterine adnexa	Spinal meningioma	144.4	HP_0100010
Polyneuropathy in diseases classified elsewhere	Distal sensory impairment of all modalities	337.8	HP_0003409
Benign neuroendocrine tumors	Neuroendocrine neoplasm	114.2	HP_0100634
Dyspnea [Shortness of breath]	Episodic tachypnea	488.1	HP_0002876
Coxa vara	Arthropathy	710.22	HP_0003040
Abnormality of the lymph nodes	Follicular hyperplasia	177	HP_0002729
Intrinsic (hereditary) hemolytic anemias	Abnormality of blood and blood-forming tissues	161.1	HP_0001871
Epilepsy	Atypical absence seizure	330.1	HP_0007270
Other lesion of femoral, lateral popliteal, or medial popliteal nerve	Distal sensory impairment of all modalities	336.53	HP_0003409
Disorders of mineral metabolism and mineral deficiencies	Chronic hemolytic anemia	247	HP_0004870
Quadriplegia	Paraplegia	342.2	HP_0010550
Conductive hearing loss, bilateral	Congenital conductive hearing impairment	396.11	HP_0008591
Coloboma	Inferior chorioretinal coloboma	753.4	HP_0031613
Disturbances of cerebral status of newborn	Neonatal bilateral asymmetric myoclonic seizure	870	HP_0032832
Other and unspecified nonspecific immunological findings	Monoclonal elevation of IgG heavy chain	826.4	HP_0032293
Myxedema*	Central hypothyroidism	200.16	HP_0011787
Retinal vascular changes and occlusions	Branch retinal vein occlusion	374.3	HP_0020165
Mononeuropathies	Axonal degeneration	336	HP_0040078
Geniculate ganglionitis	Distal peripheral sensory neuropathy	334.22	HP_0007067
Macrotia	Macrotia	755.2	HP_0000400
Malformations of aqueduct of Sylvius*	Abnormality of the nervous system	750.61	HP_0000707
Nontraumatic intracerebral hemorrhage	Grade IV preterm intraventricular hemorrhage	430.2	HP_0030751
Congenital malformation of the skin	Cortical tubers	790	HP_0009717
Double outlet right ventricle	Double outlet right ventricle	778.6	HP_0001719
Hypepigmentation	Confetti hypopigmentation pattern of lower leg skin	674.2	HP_0007554
Symptoms and signs related to movement disorders	Progressive cerebellar ataxia	325	HP_0002073
Disorders of optic nerve and visual pathways	Leber optic atrophy	380	HP_0001112
Renal tubulo-interstitial diseases	Decreased serum complement C4a	581	HP_0045043
Melanocytic nevi*	Nevus sebaceus	138.2	HP_0025511
Bowing of the long bones	Tibial bowing	785.6	HP_0002982
Peanut allergy	Meat allergen allergy	840.11	HP_0410330
Major anomalies of jaw size	Maxillozygomatic hypoplasia	733.1	HP_0005439
Convulsions	Focal-onset epileptic spasm	330.3	HP_0032843
Alcoholic pancreatitis	Chronic pancreatitis	280.14	HP_0006280
Partial epilepsy	Focal impaired awareness perseverative automatism seizure	330.12	HP_0032922
Reaction to severe stress, and adjustment disorders	Intrusion symptom	290	HP_0032936
Proteinuria	Glomerular proteinuria	830	HP_4000058
Benign neoplasms of the ovary	Hypothalamic hamartoma	144.3	HP_0002444
Volume depletion	Dehydration	256.7	HP_0001944
Alcoholic hepatitis	Fulminant hepatitis	540.4	HP_0004787
Abnormal digit morphology	Postaxial hand polydactyly	785.1	HP_0001162
Atrophy of thyroid*	Graves disease	200.6	HP_0100647
Genetic diagnoses	Facial telangiectasia	798	HP_0007380
Autoimmune disease	Pituitary hypothyroidism	181	HP_0008245
Congenital malformation of the skin	Subglottic hemangioma	790	HP_0410264
Subacute thyroiditis	Hashimoto thyroiditis	200.43	HP_0000872
Exotropia	Infantile constant exotropia	381.4	HP_0032009
Rash and other nonspecific skin eruption	Recurrent skin infections	679.1	HP_0001581
Acute myeloid leukemia	Acute leukemia	121.12	HP_0002488
Syndactyly	Metacarpophalangeal synostosis	785.12	HP_0005880
Other disorders of the intestines	Ileoileal intussusception	532	HP_0033309
Neuralgic amyotrophy	Polyneuritis	335.3	HP_0031003
Polymyositis	Inflammatory myopathy	700.43	HP_0009071
Primary osteoarthritis of the wrist, forearm	Osteoarthritis of the first carpometacarpal joint	708.15	HP_0006226
Abnormalities of ear ossicles	Absent stapes	391.5	HP_0011456
Rheumatoid lung disease with rheumatoid arthritis	Desquamative interstitial pneumonitis	705.12	HP_0005942
Cutaneous cyst	Axillary epidermoid cyst	682.1	HP_0012540
Chondrodystrophy	Childhood-onset short-trunk short stature	788.1	HP_0008922
Substance dependence	Alcoholism	281.2	HP_0030955
Bronchopneumonia	Acute infectious pneumonia	468.8	HP_0011949
Inclusion body myositis	Demyelinating sensory neuropathy	700.44	HP_0011402
Malignant neoplasm of meninges	Brainstem glioma	109.2	HP_0010796
Palmar fascial fibromatosis [Dupuytren]	Flexion contracture of the 4th toe	722.4	HP_0010339
Disorders of pneumogastric [10th] nerve	Sensory axonal neuropathy	334.6	HP_0003390
Paralytic strabismus [Neurogenic strabismus]	Heterotropia	381.1	HP_0032012
Wrist drop (acquired)	Abnormal joint morphology	710.11	HP_0001367
Myopathies	Sensorimotor neuropathy	340	HP_0007141
Parkinson's disease (Primary)	Abnormal substantia nigra morphology	324.11	HP_0045007
Encephalocele	Myelopathy	751.3	HP_0002196
Other disorders of the brain and CNS	Intracranial dermoid cyst	347	HP_0012097
Disorders of lens (excluding cataracts)	Cataract	372	HP_0000518
Lesion of sciatic nerve	Motor polyneuropathy	336.51	HP_0007178
Heart valve disorders	Bicuspid aortic valve	413	HP_0001647
Autistic disorder	Reduced object sharing	892.4	HP_4000085
Hypepigmentation	Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines	674.2	HP_0007402
Histocytoces	Acute leukemia	120.3	HP_0002488
Polydactyly	Polydactyly affecting the 4th finger	785.11	HP_0009971
Hypo-coagulability	Enhanced ristocetin cofactor assay activity	168.1	HP_0030136
Benign neoplasms of the vulva	Hypothalamic hamartoma	144.11	HP_0002444
Bacterial infections	Erythema nodosum	089.1	HP_0012219
Cataract	Type I diabetes mellitus	371	HP_0100651
Hypercementosis	Abnormality of the gastrointestinal tract	502.5	HP_0011024
Postmenopausal atrophic vaginitis	Vaginitis	627.3	HP_0030683
Chondromalacia	Cartilaginous tracheobronchomalacia	728.1	HP_0033990
Malignant neoplasm of the thyroid	Thyroid atypical adenoma	110.1	HP_0011778
Age-related nuclear cataract	Microphakia	371.31	HP_0012376
Other lesion of femoral, lateral popliteal, or medial popliteal nerve	Congenital peripheral neuropathy	336.53	HP_0006903
Noninflammatory disorders of choroid	Retinopathy of prematurity stage 4	373	HP_0500053
Disturbances of salivary secretion	Xerostomia	506.5	HP_0000217
Disorders of pigmentation	Facial midline hemangioma	674	HP_0004664
Male erectile dysfunction	Erectile dysfunction	605.1	HP_0100639
Hereditary ataxia	Paraparesis	323.1	HP_0002385
Treponema	Perioral hyperkeratosis	019	HP_0033707
Graves' disease [Toxic diffuse goiter]	Congenital goiter	200.31	HP_0008251
Nursemaid's elbow	Anterolateral radial head dislocation	T832	HP_0005050
Hepatitis C	Chronic hepatitis	054.3	HP_0200123
Nodular sclerosis Hodgkin lymphoma	T-cell lymphoma	122.11	HP_0012190
Symptoms and signs concerning food and fluid intake	Dependency on parenteral nutrition	815	HP_0033994
Abnormal findings on diagnostic test of central nervous system	Interictal EEG abnormality	349.1	HP_0025373
Disorders of the retina	Telangiectasia of the ear	374	HP_0009893
Mature T-Cell	Acute promyelocytic leukemia	120.22	HP_0004836
Specific developmental disorders of speech and language	Delayed speech and language development	891.1	HP_0000750
Other symptoms involving nervous & musculoskeletal system	Snout reflex	350	HP_0030905
Acute pain	Shoulder pain	809.1	HP_0030834
Family history of other condition	Family history of heart disease	997	HP_0032318
Nerve root lesions	Entrapment neuropathy of suprascapular nerve	335.2	HP_0012216
Congenital deformities of skull, face, and jaw	Dolichocephaly	758	HP_0000268
Extrinsic (acquired) hemolytic anemias	Chronic hemolytic anemia	161.2	HP_0004870
Sequestration of lung [Pulmonary sequestration]*	Extralobar sequestration	777.35	HP_0010962
Abnormal results of function studies of eye	Abnormal dark-adapted bright flash electroretinogram	385	HP_0030470
Male infertility	Infertility	609	HP_0000789
Myositis ossificans progressiva	Skeletal myopathy	719.21	HP_0003756
Effect of trauma	Shoulder pain	T883	HP_0030834
Noninflammatory disorders of the cornea	Corneal neovascularization	369	HP_0011496
Skin symptoms	Eczematoid dermatitis	679	HP_0000976
Heart valve disorders	Pulmonic stenosis	413	HP_0001642
Other disorders involving the immune mechanism	Cutaneous T-cell lymphoma	180	HP_0012192
Edema	Sclerodactyly	812	HP_0011838
Abnormality of red blood cells	Red blood cell keratocytosis	821	HP_0005540
Mental disorder, not otherwise specified	Mental deterioration	299	HP_0001268
Cramp and spasm	Exercise-induced muscle cramps	719.1	HP_0003710
Venous thromboembolism	Paradoxical embolism	440.1	HP_0033520
Thyroiditis	Accessory ectopic thyroid tissue	200.4	HP_0100030
Other disorders of urethra and urinary tract	Abnormality of the genitourinary system	597	HP_0000119
Stenosis of larynx	Tracheal stenosis	472.5	HP_0002777
Pain in leg*	Toe pain	809.32	HP_0030841
Cortical, lamellar, or zonular nonsenile cataract	Congenital aphakia	371.4	HP_0007707
Malignant neoplasm of male genitalia	Oligodendroglioma	107	HP_0033681
Abnormal results of cardiovascular function studies	P pulmonale	418	HP_0031601
Immunodeficiencies	Decreased serum complement factor H	179	HP_0005369
Cystic liver disease	Hepatic cysts	766.2	HP_0001407
Erythema multiforme	Perioral erythema	667.1	HP_0033194
Edema	Pulmonary lymphangiectasia	812	HP_0006521
Encephalocele	Encephalocele	751.3	HP_0002084
Selective deficiency of immunoglobulin G [IgG] subclasses*	Transient decreased circulating total IgG	179.6	HP_0032133
Respiratory bronchiolitis interstitial lung disease [RBILD]	Desquamative interstitial pneumonitis	481.44	HP_0005942
Contractures	Flexion contracture of digit	719.9	HP_0030044
Scoliosis	Kyphoscoliosis	714.3	HP_0002751
Platelet defects	Increased mean platelet volume	169	HP_0011877
Dislocation of wrist and hand	Anterolateral radial head dislocation	T830.4	HP_0005050
Pheochromocytoma (including adrenal gland neoplasms)	Neuroblastoma	114.6	HP_0003006
Substance related disorders	Psychotic episodes	280	HP_0000725
Onycholysis*	Onycholysis of distal fingernails	683.4	HP_0008400
Congenital kyphosis	Congenital kyphoscoliosis	787.3	HP_0008453
Disorders of other cranial nerves	Hemifacial atrophy	334	HP_0011331
Coccidioides	Coccidioidal meningitis	071	HP_0032161
Lesion of plantar nerve	Acute demyelinating polyneuropathy	336.55	HP_0007131
Hypo-coagulability	Abnormal von Willebrand factor multimer distribution	168.1	HP_0030131
Malignant neoplasm of the small intestine	Neoplasm	101.3	HP_0002664
Exocrine pancreatic cancer	Carcinoma	114.11	HP_0030731
Streptococcus	Exanthem	004	HP_4000054
Disorders of amino-acid transport and metabolism	Hydroxyprolinemia	240	HP_0003260
Disturbances of cerebral status of newborn	Bilateral symmetric neonatal sequential seizure	870	HP_0032839
Other abnormalities of plasma proteins*	IgA heavy chain paraproteinemia	824	HP_0020194
Congenital malformations of great arteries	Double aortic arch	778	HP_0011590
Hepatopulmonary syndrome	Fatal liver failure in infancy	542.6	HP_0006583
Chronic inflammatory demyelinating polyneuritis	Multiple mononeuropathy	337.22	HP_0032018
Abnormalities of size and form of teeth	Double tooth	500.2	HP_0011089
Symptoms and signs involving cognitive functions and awareness	Anterograde memory impairment	329	HP_0033689
Benign neoplasm of lacrimal gland and duct	Multiple meningiomata	148.12	HP_0033714
Primary sleep apnea of newborn	Apnea of prematurity	854.91	HP_0034236
Abnormal thyroid function studies	Thyrotoxicosis with toxic multinodular goiter	200.9	HP_0011785
Vitreous hemorrhage	Vitreous hemorrhage	377.5	HP_0007902
Alteration of consciousness	Fluctuations in consciousness	355.2	HP_0007159
Other and ill-defined conditions originating in the perinatal period	Hypertonia	872	HP_0001276
Multiple sclerosis	Symmetrical progressive peripheral demyelination	326.1	HP_0006873
Spina bifida	Anterior basal encephalocele	751.1	HP_0006992
