phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
CV_416.411	Atrioventricular block, first degree	Cardiovascular	HP_0001678	Atrioventricular block																		True			True
CV_416.411	Atrioventricular block, first degree	Cardiovascular	HP_0011705	First degree atrioventricular block				True	True	True		True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_416.412	Atrioventricular block, second degree	Cardiovascular	HP_0011706	Second degree atrioventricular block					True			True	True	100.0	100.0	100.0			True	True			True	True	True
CV_416.412	Atrioventricular block, second degree	Cardiovascular	HP_0011707	Mobitz I atrioventricular block															True	True				True	True
CV_416.412	Atrioventricular block, second degree	Cardiovascular	HP_0011708	Mobitz II atrioventricular block					True						93.33		True	True						True	True
CV_416.413	Atrioventricular block, complete	Cardiovascular	HP_0001678	Atrioventricular block		True			True			True		85.19	85.19	85.19					True		True	True	True
CV_416.413	Atrioventricular block, complete	Cardiovascular	HP_0001709	Third degree atrioventricular block													True	True	True	True	True	True		True	True
CV_416.42	Left bundle branch block	Cardiovascular	HP_0011715	Trifascicular block												86.49									True
CV_416.42	Left bundle branch block	Cardiovascular	HP_0011711	Left anterior fascicular block							True	True	True			100.0			True	True		True		True	True
CV_416.42	Left bundle branch block	Cardiovascular	HP_0011713	Left bundle branch block	True	True	True		True					100.0	100.0	100.0			True	True		True	True	True	True
CV_416.42	Left bundle branch block	Cardiovascular	HP_0011710	Bundle branch block		True						True									True	True	True	True	True
CV_416.42	Left bundle branch block	Cardiovascular	HP_0005172	Left posterior fascicular block							True	True	True			100.0			True	True		True		True	True
CV_416.43	Right bundle branch block	Cardiovascular	HP_0011710	Bundle branch block		True			True			True											True	True	True
CV_416.43	Right bundle branch block	Cardiovascular	HP_0011712	Right bundle branch block	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_416.5	Premature depolarization [Premature beats]	Cardiovascular	HP_0006682	Premature ventricular contraction																	True				True
CV_416.51	Atrial premature depolarization [Supraventricular premature beats]	Cardiovascular	HP_0001962	Palpitations																	True	True			True
CV_416.51	Atrial premature depolarization [Supraventricular premature beats]	Cardiovascular	HP_0006699	Premature atrial contractions					True	True				84.68	100.0		True	True	True	True	True	True		True	True
CV_416.52	Ventricular premature depolarization*	Cardiovascular	HP_0006682	Premature ventricular contraction															True	True		True		True	True
CV_416.52	Ventricular premature depolarization*	Cardiovascular	HP_0034041	Ventricular ectopy															True	True				True	True
CV_416.6	Long QT syndrome	Cardiovascular	HP_0001657	Prolonged QT interval	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True		True	True	True
CV_416.7	Sinoatrial node dysfunction	Cardiovascular	HP_0001662	Bradycardia																	True				True
CV_416.7	Sinoatrial node dysfunction	Cardiovascular	HP_0001688	Sinus bradycardia																	True				True
CV_416.7	Sinoatrial node dysfunction	Cardiovascular	HP_0011703	Sinus tachycardia																	True				True
CV_416.7	Sinoatrial node dysfunction	Cardiovascular	HP_0011704	Sick sinus syndrome																	True				True
CV_416.71	Sick sinus syndrome*	Cardiovascular	HP_0011704	Sick sinus syndrome	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CV_416.8	Pre-excitation syndrome [Anomalous atrioventricular excitation]	Cardiovascular	HP_0004309	Ventricular preexcitation							True	True	True			100.0				True	True	True		True	True
CV_416.8	Pre-excitation syndrome [Anomalous atrioventricular excitation]	Cardiovascular	HP_0001716	Wolff-Parkinson-White syndrome															True	True	True	True		True	True
CV_417	Abnormalities of heart beat	Cardiovascular	HP_0011675	Arrhythmia															True	True				True	True
CV_417.1	Palpitations	Cardiovascular	HP_0001962	Palpitations	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_417.1	Palpitations	Cardiovascular	HP_0006682	Premature ventricular contraction														True		True					True
CV_417.2	Tachycardia	Cardiovascular	HP_0001649	Tachycardia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_417.2	Tachycardia	Cardiovascular	HP_0011701	Multifocal atrial tachycardia																	True	True			True
CV_417.3	Bradycardia	Cardiovascular	HP_0001662	Bradycardia	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
CV_417.3	Bradycardia	Cardiovascular	HP_0001688	Sinus bradycardia															True	True		True		True	True
CV_418.1	Abnormal electrocardiogram [ECG] [EKG]	Cardiovascular	HP_0003115	Abnormal EKG		True						True		86.21		86.21							True	True	True
CV_418.2	Abnormal findings on diagnostic imaging of heart and coronary circulation*	Cardiovascular	HP_0003116	Abnormal echocardiogram															True	True				True	True
CV_420	Cardiac arrest	Cardiovascular	HP_0001645	Sudden cardiac death														True		True	True	True			True
CV_420	Cardiac arrest	Cardiovascular	HP_0001695	Cardiac arrest	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_420	Cardiac arrest	Cardiovascular	HP_0006543	Cardiorespiratory arrest														True		True	True	True			True
CV_420	Cardiac arrest	Cardiovascular	HP_0031628	Aborted sudden cardiac death																	True	True			True
CV_423	Abnormal cardiac sounds	Cardiovascular	HP_0031667	Holosystolic murmur																	True	True			True
CV_423	Abnormal cardiac sounds	Cardiovascular	HP_0033113	Gallop rhythm																	True				True
CV_423	Abnormal cardiac sounds	Cardiovascular	HP_0031659	Fourth heart sound																	True				True
CV_423	Abnormal cardiac sounds	Cardiovascular	HP_0031657	Abnormal heart sound											100.0									True	True
CV_423	Abnormal cardiac sounds	Cardiovascular	HP_0030148	Heart murmur																	True	True			True
CV_423	Abnormal cardiac sounds	Cardiovascular	HP_0001627	Abnormal heart morphology										83.33											True
CV_423	Abnormal cardiac sounds	Cardiovascular	HP_0031658	Third heart sound																	True				True
CV_423.1	Cardiac murmurs	Cardiovascular	HP_0030148	Heart murmur	True	True	True				True	True	True	100.0		100.0			True	True	True		True	True	True
CV_423.1	Cardiac murmurs	Cardiovascular	HP_0031664	Systolic heart murmur															True	True				True	True
CV_423.1	Cardiac murmurs	Cardiovascular	HP_0031667	Holosystolic murmur																	True				True
CV_424	Heart failure	Cardiovascular	HP_0000822	Hypertension													True	True	True	True				True	True
CV_424	Heart failure	Cardiovascular	HP_0001635	Congestive heart failure	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_424	Heart failure	Cardiovascular	HP_0001708	Right ventricular failure														True		True	True	True			True
CV_424	Heart failure	Cardiovascular	HP_0001722	High-output congestive heart failure												86.21									True
CV_424	Heart failure	Cardiovascular	HP_0005162	Abnormal left ventricular function														True		True	True	True			True
CV_424	Heart failure	Cardiovascular	HP_0009805	Low-output congestive heart failure						True															True
CV_424	Heart failure	Cardiovascular	HP_0032263	Increased blood pressure														True		True					True
CV_424.1	Left heart failure	Cardiovascular	HP_0005162	Abnormal left ventricular function							True	True	True	87.8	87.8	100.0	True	True	True	True				True	True
CV_424.1	Left heart failure	Cardiovascular	HP_0012763	Paroxysmal dyspnea																	True	True			True
CV_424.1	Left heart failure	Cardiovascular	HP_0001635	Congestive heart failure		True			True									True		True			True	True	True
CV_424.1	Left heart failure	Cardiovascular	HP_0001708	Right ventricular failure														True		True					True
CV_424.2	Systolic heart failure	Cardiovascular	HP_0001635	Congestive heart failure					True			True			85.71	85.71									True
CV_424.3	Diastolic heart failure	Cardiovascular	HP_0001635	Congestive heart failure					True			True			84.0	84.0									True
CV_424.5	Right heart failure*	Cardiovascular	HP_0001635	Congestive heart failure		True						True				87.5				True			True	True	True
CV_424.5	Right heart failure*	Cardiovascular	HP_0001708	Right ventricular failure										88.37		88.37			True	True				True	True
CV_424.5	Right heart failure*	Cardiovascular	HP_0005162	Abnormal left ventricular function																True					True
CV_424.7	Rheumatic heart failure	Cardiovascular	HP_0001635	Congestive heart failure					True						84.0										True
CV_425	Cardiomegaly	Cardiovascular	HP_0001714	Ventricular hypertrophy																	True	True			True
CV_425	Cardiomegaly	Cardiovascular	HP_0001640	Cardiomegaly	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_425	Cardiomegaly	Cardiovascular	HP_0001667	Right ventricular hypertrophy																	True	True			True
CV_425	Cardiomegaly	Cardiovascular	HP_0001712	Left ventricular hypertrophy																	True	True			True
CV_426	Complications and ill-defined descriptions of heart disease	Cardiovascular	HP_0001644	Dilated cardiomyopathy																True					True
CV_426	Complications and ill-defined descriptions of heart disease	Cardiovascular	HP_0001723	Restrictive cardiomyopathy																True					True
CV_426	Complications and ill-defined descriptions of heart disease	Cardiovascular	HP_0001638	Cardiomyopathy											81.25	81.25			True	True				True	True
CV_426	Complications and ill-defined descriptions of heart disease	Cardiovascular	HP_0001639	Hypertrophic cardiomyopathy																True					True
CV_426	Complications and ill-defined descriptions of heart disease	Cardiovascular	HP_0025447	Displacement of the papillary muscles											80.85										True
CV_430	Nontraumatic Intracranial hemorrhage	Cardiovascular	HP_0030751	Grade IV preterm intraventricular hemorrhage						True					90.0										True
CV_430	Nontraumatic Intracranial hemorrhage	Cardiovascular	HP_0034208	Fetal intracranial hemorrhage						True															True
CV_430	Nontraumatic Intracranial hemorrhage	Cardiovascular	HP_0030750	Grade III preterm intraventricular hemorrhage						True					90.24										True
CV_430	Nontraumatic Intracranial hemorrhage	Cardiovascular	HP_0030749	Grade II preterm intraventricular hemorrhage						True					90.0										True
CV_430	Nontraumatic Intracranial hemorrhage	Cardiovascular	HP_0030748	Grade I preterm intraventricular hemorrhage						True								True			True	True			True
CV_430	Nontraumatic Intracranial hemorrhage	Cardiovascular	HP_0030746	Intraventricular hemorrhage					True						90.0						True	True			True
CV_430	Nontraumatic Intracranial hemorrhage	Cardiovascular	HP_0002170	Intracranial hemorrhage				True	True	True					100.0		True	True						True	True
CV_430.1	Nontraumatic subarachnoid hemorrhage	Cardiovascular	HP_0001342	Cerebral hemorrhage														True		True					True
CV_430.1	Nontraumatic subarachnoid hemorrhage	Cardiovascular	HP_0002138	Subarachnoid hemorrhage				True	True	True				80.7	100.0	80.7	True	True	True	True	True	True		True	True
CV_430.2	Nontraumatic intracerebral hemorrhage	Cardiovascular	HP_0030746	Intraventricular hemorrhage																	True	True			True
CV_430.2	Nontraumatic intracerebral hemorrhage	Cardiovascular	HP_0002140	Ischemic stroke																		True			True
CV_430.2	Nontraumatic intracerebral hemorrhage	Cardiovascular	HP_0007023	Antenatal intracerebral hemorrhage						True															True
CV_430.2	Nontraumatic intracerebral hemorrhage	Cardiovascular	HP_0001342	Cerebral hemorrhage				True	True	True				80.0	100.0	80.0	True	True	True	True	True	True		True	True
CV_430.2	Nontraumatic intracerebral hemorrhage	Cardiovascular	HP_0001297	Stroke																		True			True
CV_430.2	Nontraumatic intracerebral hemorrhage	Cardiovascular	HP_0002138	Subarachnoid hemorrhage														True		True					True
CV_430.3	Nontraumatic subdural hemorrhage	Cardiovascular	HP_0100309	Subdural hemorrhage				True	True	True					100.0		True	True			True	True		True	True
CV_430.4	Nontraumatic extradural hemorrhage	Cardiovascular	HP_0100310	Epidural hemorrhage																	True	True			True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0002357	Dysphasia																	True				True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0030319	Weakness of facial musculature													True	True			True			True	True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0011968	Feeding difficulties																	True				True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0007209	Facial paralysis													True	True						True	True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0002381	Aphasia																	True				True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0002326	Transient ischemic attack										83.78											True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0002186	Apraxia																	True				True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0002301	Hemiplegia																	True				True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0002015	Dysphagia																	True				True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0001269	Hemiparesis																	True				True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0001260	Dysarthria													True	True						True	True
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular	HP_0002321	Vertigo																	True				True
CV_431.11	Cerebral infarction [Ischemic stroke]	Cardiovascular	HP_0001297	Stroke															True	True	True			True	True
CV_431.11	Cerebral infarction [Ischemic stroke]	Cardiovascular	HP_0002140	Ischemic stroke																	True				True
CV_431.11	Cerebral infarction [Ischemic stroke]	Cardiovascular	HP_0005305	Cerebral venous thrombosis																		True			True
CV_431.11	Cerebral infarction [Ischemic stroke]	Cardiovascular	HP_0025722	Cerebral infarct																	True	True			True
CV_431.11	Cerebral infarction [Ischemic stroke]	Cardiovascular	HP_0032325	Lacunar stroke																	True				True
CV_431.12	Hemorrhagic stroke	Cardiovascular	HP_0007023	Antenatal intracerebral hemorrhage						True															True
CV_431.12	Hemorrhagic stroke	Cardiovascular	HP_0030746	Intraventricular hemorrhage																	True	True			True
CV_431.12	Hemorrhagic stroke	Cardiovascular	HP_0002140	Ischemic stroke																		True			True
CV_431.12	Hemorrhagic stroke	Cardiovascular	HP_0004968	Recurrent cerebral hemorrhage										82.93											True
CV_431.12	Hemorrhagic stroke	Cardiovascular	HP_0002138	Subarachnoid hemorrhage				True	True	True					100.0	80.7	True	True	True	True	True	True		True	True
CV_431.12	Hemorrhagic stroke	Cardiovascular	HP_0001342	Cerebral hemorrhage				True	True	True					100.0	80.0	True	True	True	True	True	True		True	True
CV_431.12	Hemorrhagic stroke	Cardiovascular	HP_0001297	Stroke																		True			True
CV_431.13	Brain stem stroke syndrome*	Cardiovascular	HP_0000511	Vertical supranuclear gaze palsy																		True			True
CV_431.15	Lacunar syndrome*	Cardiovascular	HP_0032325	Lacunar stroke																		True			True
CV_431.2	Transient cerebral ischemic attack [TIA]	Cardiovascular	HP_0002326	Transient ischemic attack								True		88.89		87.27		True	True	True	True	True		True	True
CV_433	Other cerebrovascular disease	Cardiovascular	HP_0032325	Lacunar stroke																	True				True
CV_433	Other cerebrovascular disease	Cardiovascular	HP_0025722	Cerebral infarct																	True				True
CV_433	Other cerebrovascular disease	Cardiovascular	HP_0001297	Stroke																	True				True
CV_433	Other cerebrovascular disease	Cardiovascular	HP_0002140	Ischemic stroke																	True				True
CV_433.1	Occlusion and stenosis of cerebral arteries	Cardiovascular	HP_0012492	Cerebral artery stenosis										86.27		86.27									True
CV_433.1	Occlusion and stenosis of cerebral arteries	Cardiovascular	HP_0012493	Middle cerebral artery stenosis												88.89									True
CV_433.1	Occlusion and stenosis of cerebral arteries	Cardiovascular	HP_0012494	Anterior cerebral artery stenosis												89.86									True
CV_433.1	Occlusion and stenosis of cerebral arteries	Cardiovascular	HP_0012495	Posterior cerebral artery stenosis												90.14									True
CV_433.1	Occlusion and stenosis of cerebral arteries	Cardiovascular	HP_0025324	Arterial occlusion											80.0										True
CV_433.21	Carotid artery stenosis	Cardiovascular	HP_0012474	Carotid artery occlusion											84.62	84.62									True
CV_433.21	Carotid artery stenosis	Cardiovascular	HP_0100546	Carotid artery stenosis	True	True	True							100.0							True	True	True	True	True
CV_433.3	Cerebrovascular insufficiency	Cardiovascular	HP_0002637	Cerebral ischemia							True	True	True			100.0			True	True				True	True
CV_436	Atherosclerosis [ASCVD]	Cardiovascular	HP_0001626	Abnormality of the cardiovascular system													True	True						True	True
CV_436	Atherosclerosis [ASCVD]	Cardiovascular	HP_0001677	Coronary artery atherosclerosis				True	True	True					100.0		True	True	True	True	True	True		True	True
CV_436	Atherosclerosis [ASCVD]	Cardiovascular	HP_0002621	Atherosclerosis		True		True	True	True	True	True	True	83.33	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_436	Atherosclerosis [ASCVD]	Cardiovascular	HP_0002634	Arteriosclerosis														True	True	True		True		True	True
CV_436	Atherosclerosis [ASCVD]	Cardiovascular	HP_0002635	Type IV atherosclerotic lesion													True	True	True	True				True	True
CV_436	Atherosclerosis [ASCVD]	Cardiovascular	HP_0004929	obsolete Coronary atherosclerosis						True							True	True	True	True				True	True
CV_436	Atherosclerosis [ASCVD]	Cardiovascular	HP_0005145	Coronary artery stenosis																	True				True
CV_436	Atherosclerosis [ASCVD]	Cardiovascular	HP_0031684	Renal artery atherosclerosis												88.0									True
CV_436.1	Atherosclerosis of renal artery	Cardiovascular	HP_0001920	Renal artery stenosis																	True				True
CV_436.1	Atherosclerosis of renal artery	Cardiovascular	HP_0031684	Renal artery atherosclerosis					True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
CV_436.2	Atherosclerosis of the extremities	Cardiovascular	HP_0002621	Atherosclerosis										81.08											True
CV_436.2	Atherosclerosis of the extremities	Cardiovascular	HP_0004417	Intermittent claudication																	True				True
CV_436.2	Atherosclerosis of the extremities	Cardiovascular	HP_0100758	Gangrene																		True			True
CV_436.3	Atherosclerosis of aorta	Cardiovascular	HP_0012397	Aortic atherosclerotic lesion						True			True	100.0	100.0	100.0	True	True	True	True			True	True	True
CV_436.5	Cerebral atherosclerosis	Cardiovascular	HP_0007201	Cerebral artery atherosclerosis						True			True	86.27	86.27	86.27									True
CV_438	Aneurysm or ectasia	Cardiovascular	HP_0033261	Renal artery aneurysm					True			True			100.0	100.0	True	True	True	True				True	True
CV_438	Aneurysm or ectasia	Cardiovascular	HP_0034179	Vertebral artery aneurysm								True													True
CV_438	Aneurysm or ectasia	Cardiovascular	HP_0004942	Aortic aneurysm											80.0						True				True
CV_438	Aneurysm or ectasia	Cardiovascular	HP_0002622	obsolete Dissecting aortic dilatation													True	True						True	True
CV_438	Aneurysm or ectasia	Cardiovascular	HP_0002617	Vascular dilatation													True	True	True	True				True	True
CV_438	Aneurysm or ectasia	Cardiovascular	HP_0002647	Aortic dissection														True							True
CV_438.1	Aortic aneurysm and ectasia	Cardiovascular	HP_0001724	obsolete Aortic dilatation													True	True	True	True				True	True
CV_438.1	Aortic aneurysm and ectasia	Cardiovascular	HP_0002622	obsolete Dissecting aortic dilatation													True	True						True	True
CV_438.1	Aortic aneurysm and ectasia	Cardiovascular	HP_0002647	Aortic dissection													True	True			True			True	True
CV_438.1	Aortic aneurysm and ectasia	Cardiovascular	HP_0004942	Aortic aneurysm										80.0			True	True	True	True				True	True
CV_438.1	Aortic aneurysm and ectasia	Cardiovascular	HP_0005294	Arterial dissection																	True				True
CV_438.1	Aortic aneurysm and ectasia	Cardiovascular	HP_0012180	Cystic medial necrosis																	True				True
CV_438.11	Abdominal aortic aneurysm	Cardiovascular	HP_0005112	Abdominal aortic aneurysm	True	True	True					True		100.0		87.27					True	True	True	True	True
CV_438.11	Abdominal aortic aneurysm	Cardiovascular	HP_0031644	Fusiform abdominal aortic aneurysm			True																True	True	True
CV_438.11	Abdominal aortic aneurysm	Cardiovascular	HP_0031645	Saccular abdominal aortic aneurysm			True																True	True	True
CV_438.11	Abdominal aortic aneurysm	Cardiovascular	HP_0031711	Asymmetric abdominal aortic aneurysm			True																True	True	True
CV_438.11	Abdominal aortic aneurysm	Cardiovascular	HP_0033311	Abdominal aortic dissection											88.89										True
CV_438.12	Thoracic aneurysm	Cardiovascular	HP_0012727	Thoracic aortic aneurysm								True		82.05		86.79		True		True	True	True			True
CV_438.13	Thoracoabdominal aortic aneurysm	Cardiovascular	HP_0005112	Abdominal aortic aneurysm										83.64											True
CV_438.14	Ruptured aortic aneurysm	Cardiovascular	HP_0004942	Aortic aneurysm										82.05											True
CV_438.14	Ruptured aortic aneurysm	Cardiovascular	HP_0005112	Abdominal aortic aneurysm								True				87.27					True	True			True
CV_438.14	Ruptured aortic aneurysm	Cardiovascular	HP_0012727	Thoracic aortic aneurysm								True				86.79					True	True			True
CV_438.2	Aneurysm of iliac or artery of lower extremity	Cardiovascular	HP_4000067	Iliac artery aneurysm					True			True													True
CV_438.3	Aneurysm of carotid artery	Cardiovascular	HP_0012158	Carotid artery dissection																		True			True
CV_438.3	Aneurysm of carotid artery	Cardiovascular	HP_0012163	Carotid artery dilatation															True	True				True	True
CV_438.4	Arterial dissection	Cardiovascular	HP_0001677	Coronary artery atherosclerosis														True							True
CV_438.4	Arterial dissection	Cardiovascular	HP_0002622	obsolete Dissecting aortic dilatation															True	True				True	True
CV_438.4	Arterial dissection	Cardiovascular	HP_0002647	Aortic dissection																True					True
CV_438.4	Arterial dissection	Cardiovascular	HP_0004929	obsolete Coronary atherosclerosis														True							True
CV_438.4	Arterial dissection	Cardiovascular	HP_0004942	Aortic aneurysm												80.0						True			True
CV_438.4	Arterial dissection	Cardiovascular	HP_0005294	Arterial dissection	True	True	True		True			True		100.0	100.0	100.0					True		True	True	True
CV_438.41	Aortic dissection	Cardiovascular	HP_0012499	Descending aortic dissection			True																True	True	True
CV_438.41	Aortic dissection	Cardiovascular	HP_0033311	Abdominal aortic dissection											88.89	88.89									True
CV_438.41	Aortic dissection	Cardiovascular	HP_0012180	Cystic medial necrosis																	True				True
CV_438.41	Aortic dissection	Cardiovascular	HP_0005294	Arterial dissection																	True				True
CV_438.41	Aortic dissection	Cardiovascular	HP_0004933	Ascending aortic dissection			True																True	True	True
CV_438.41	Aortic dissection	Cardiovascular	HP_0002647	Aortic dissection	True	True	True							100.0		82.76	True	True	True	True	True	True	True	True	True
CV_438.41	Aortic dissection	Cardiovascular	HP_0002622	obsolete Dissecting aortic dilatation													True	True		True				True	True
CV_438.42	Carotid artery dissection	Cardiovascular	HP_0012158	Carotid artery dissection	True	True	True		True			True		100.0	100.0	100.0	True	True	True	True	True		True	True	True
CV_438.42	Carotid artery dissection	Cardiovascular	HP_0012159	Internal carotid artery dissection			True																True	True	True
CV_438.42	Carotid artery dissection	Cardiovascular	HP_0012161	External carotid artery dissection			True																True	True	True
CV_438.42	Carotid artery dissection	Cardiovascular	HP_0012162	Common carotid artery dissection			True																True	True	True
CV_438.43	Coronary artery dissection	Cardiovascular	HP_0001677	Coronary artery atherosclerosis														True		True					True
CV_438.43	Coronary artery dissection	Cardiovascular	HP_0004929	obsolete Coronary atherosclerosis														True		True					True
CV_438.43	Coronary artery dissection	Cardiovascular	HP_0006548	Pulmonary arteriovenous malformation																		True			True
CV_438.43	Coronary artery dissection	Cardiovascular	HP_0006702	Coronary artery dissection	True	True	True		True		True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_438.43	Coronary artery dissection	Cardiovascular	HP_0030882	Coronary artery aneurysm															True	True		True		True	True
CV_438.43	Coronary artery dissection	Cardiovascular	HP_0100026	Arteriovenous malformation																		True			True
CV_438.5	Coronary artery aneurysm	Cardiovascular	HP_0004929	obsolete Coronary atherosclerosis														True		True					True
CV_438.5	Coronary artery aneurysm	Cardiovascular	HP_0030882	Coronary artery aneurysm	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True		True	True	True
CV_438.5	Coronary artery aneurysm	Cardiovascular	HP_0001677	Coronary artery atherosclerosis														True		True					True
CV_438.6	Cerebral aneurysm	Cardiovascular	HP_0004944	Dilatation of the cerebral artery														True	True	True				True	True
CV_438.6	Cerebral aneurysm	Cardiovascular	HP_0007029	Cerebral berry aneurysm										84.21											True
CV_438.7	Aneurysm of heart	Cardiovascular	HP_0001677	Coronary artery atherosclerosis														True		True					True
CV_438.7	Aneurysm of heart	Cardiovascular	HP_0004929	obsolete Coronary atherosclerosis														True		True					True
CV_438.7	Aneurysm of heart	Cardiovascular	HP_0004947	Arteriovenous fistula																	True				True
CV_438.7	Aneurysm of heart	Cardiovascular	HP_0006698	Dilatation of the ventricular cavity															True	True				True	True
CV_438.8	Rupture of artery	Cardiovascular	HP_0025019	Arterial rupture										100.0	100.0	100.0	True	True	True	True			True	True	True
CV_438.9	Aneurysm of pulmonary artery	Cardiovascular	HP_0004937	Pulmonary artery aneurysm					True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
CV_439	Hemorrhoids	Cardiovascular	HP_0002619	Varicose veins																		True			True
CV_439	Hemorrhoids	Cardiovascular	HP_0004936	Venous thrombosis												82.05									True
CV_439	Hemorrhoids	Cardiovascular	HP_0011024	Abnormality of the gastrointestinal tract															True	True				True	True
CV_439	Hemorrhoids	Cardiovascular	HP_0032551	Hemorrhoids	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_440	Embolism and thrombosis	Cardiovascular	HP_0032008	Pulmonary fat embolism																		True			True
CV_440	Embolism and thrombosis	Cardiovascular	HP_0001907	Thromboembolism										82.76			True	True						True	True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0011024	Abnormality of the gastrointestinal tract															True	True				True	True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0005305	Cerebral venous thrombosis												83.64									True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0032551	Hemorrhoids															True	True		True		True	True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0034239	Renal vein thrombosis																	True	True			True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0004936	Venous thrombosis											84.21	84.21			True	True	True	True		True	True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0001727	Thromboembolic stroke																	True	True			True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0002619	Varicose veins																		True			True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0001907	Thromboembolism		True								81.25							True	True	True	True	True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0000119	Abnormality of the genitourinary system															True	True				True	True
CV_440.1	Venous thromboembolism	Cardiovascular	HP_0004420	Arterial thrombosis																	True	True			True
CV_440.11	Deep vein thrombosis [DVT]	Cardiovascular	HP_0002625	Deep venous thrombosis		True								90.91					True	True	True		True	True	True
CV_440.12	Portal vein thrombosis	Cardiovascular	HP_0030242	Portal vein thrombosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular	HP_0011024	Abnormality of the gastrointestinal tract															True	True				True	True
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular	HP_0005305	Cerebral venous thrombosis																		True			True
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular	HP_0004420	Arterial thrombosis																	True	True			True
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular	HP_0004418	Thrombophlebitis														True		True	True	True			True
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular	HP_0002638	Superficial thrombophlebitis								True				83.64									True
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular	HP_0004936	Venous thrombosis																		True			True
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular	HP_0002625	Deep venous thrombosis																		True			True
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular	HP_0001907	Thromboembolism																	True	True			True
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular	HP_0001727	Thromboembolic stroke																	True	True			True
