phecode1.2_code	phecode1.2_label	phecode1.2_category	hpo_code	hpo_label	stringMatch_hpo-phecode1.2	subStringMatch_hpo-to-phecode1.2	subStringMatch_phecode1.2-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecode1.2-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	PheMap_phecode1.2-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
159.4	Malignant neoplasm of retroperitoneum and peritoneum	neoplasms	HP_0030406	Primary peritoneal carcinoma													40.68627634729415					True	True			True
159.4	Malignant neoplasm of retroperitoneum and peritoneum	neoplasms	HP_0100001	Malignant mesothelioma													20.748380118999034									True
159.4	Malignant neoplasm of retroperitoneum and peritoneum	neoplasms	HP_0030731	Carcinoma															True		True					True
159.4	Malignant neoplasm of retroperitoneum and peritoneum	neoplasms	HP_0100003	Peritoneal mesothelioma												88.89	36.68615279642388			True	True		True		True	True
159.4	Malignant neoplasm of retroperitoneum and peritoneum	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
164	Cancer of intrathoracic organs	neoplasms	HP_0100522	Thymoma															True		True	True	True			True
164	Cancer of intrathoracic organs	neoplasms	HP_0033823	Mediastinal mass																		True	True			True
164	Cancer of intrathoracic organs	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
164	Cancer of intrathoracic organs	neoplasms	HP_0100521	Neoplasm of the thymus											81.08	81.08										True
164	Cancer of intrathoracic organs	neoplasms	HP_0002666	Pheochromocytoma													60.842261932781255							True	True	True
164	Cancer of intrathoracic organs	neoplasms	HP_0030731	Carcinoma															True		True					True
164	Cancer of intrathoracic organs	neoplasms	HP_0100004	Pericardial mesothelioma												91.67										True
164	Cancer of intrathoracic organs	neoplasms	HP_0033827	Anterior mediastinal mass																		True	True			True
165	Cancer within the respiratory system	neoplasms	HP_0100551	Neoplasm of the trachea											82.93	82.93										True
165	Cancer within the respiratory system	neoplasms	HP_0100002	Pleural mesothelioma												92.68				True	True				True	True
165	Cancer within the respiratory system	neoplasms	HP_0006519	Alveolar cell carcinoma																		True	True			True
165	Cancer within the respiratory system	neoplasms	HP_0100526	Neoplasm of the lung																True	True				True	True
165	Cancer within the respiratory system	neoplasms	HP_0100001	Malignant mesothelioma																		True				True
165	Cancer within the respiratory system	neoplasms	HP_0012720	Neoplasm of the nose																			True			True
165	Cancer within the respiratory system	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
165	Cancer within the respiratory system	neoplasms	HP_0002092	Pulmonary arterial hypertension													20.368048714793048									True
165	Cancer within the respiratory system	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True						True	True
165	Cancer within the respiratory system	neoplasms	HP_0030731	Carcinoma															True		True					True
165.1	Cancer of bronchus; lung	neoplasms	HP_0030731	Carcinoma															True		True					True
165.1	Cancer of bronchus; lung	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True						True	True
165.1	Cancer of bronchus; lung	neoplasms	HP_0100551	Neoplasm of the trachea											82.93	82.93										True
165.1	Cancer of bronchus; lung	neoplasms	HP_0100526	Neoplasm of the lung													26.15174973462133			True	True				True	True
165.1	Cancer of bronchus; lung	neoplasms	HP_0006519	Alveolar cell carcinoma																		True	True			True
165.1	Cancer of bronchus; lung	neoplasms	HP_0030357	Small cell lung carcinoma													19.719672169292195									True
165.1	Cancer of bronchus; lung	neoplasms	HP_0030358	Non-small cell lung carcinoma													23.22782937136293									True
165.1	Cancer of bronchus; lung	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
165.1	Cancer of bronchus; lung	neoplasms	HP_0012720	Neoplasm of the nose																			True			True
170	Cancer of bone and connective tissue	neoplasms	HP_0012254	Ewing sarcoma																		True	True			True
170	Cancer of bone and connective tissue	neoplasms	HP_0030731	Carcinoma															True		True					True
170	Cancer of bone and connective tissue	neoplasms	HP_0030432	Chondroblastoma																			True			True
170	Cancer of bone and connective tissue	neoplasms	HP_0011847	Giant cell tumor of bone																			True			True
170	Cancer of bone and connective tissue	neoplasms	HP_0100246	Osteoma													44.045852999448414							True	True	True
170	Cancer of bone and connective tissue	neoplasms	HP_0100697	Neurofibrosarcoma																			True			True
170	Cancer of bone and connective tissue	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
170	Cancer of bone and connective tissue	neoplasms	HP_0002859	Rhabdomyosarcoma																		True	True			True
170	Cancer of bone and connective tissue	neoplasms	HP_0100243	Leiomyosarcoma																			True			True
170	Cancer of bone and connective tissue	neoplasms	HP_0100723	Gastrointestinal stroma tumor							True	True	True			100.0				True	True				True	True
170	Cancer of bone and connective tissue	neoplasms	HP_0100244	Fibrosarcoma																			True			True
170	Cancer of bone and connective tissue	neoplasms	HP_0100242	Sarcoma		True								89.36										True	True	True
170	Cancer of bone and connective tissue	neoplasms	HP_0006765	Chondrosarcoma													19.066957813479878					True				True
170	Cancer of bone and connective tissue	neoplasms	HP_0030448	Soft tissue sarcoma																		True				True
170	Cancer of bone and connective tissue	neoplasms	HP_0002891	Uterine leiomyosarcoma																			True			True
170	Cancer of bone and connective tissue	neoplasms	HP_0002669	Osteosarcoma													16.493834321057054					True	True			True
170.1	Bone cancer	neoplasms	HP_0030432	Chondroblastoma																			True			True
170.1	Bone cancer	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
170.1	Bone cancer	neoplasms	HP_0011847	Giant cell tumor of bone																			True			True
170.1	Bone cancer	neoplasms	HP_0030731	Carcinoma															True		True					True
170.1	Bone cancer	neoplasms	HP_0012254	Ewing sarcoma																		True	True			True
170.1	Bone cancer	neoplasms	HP_0100246	Osteoma													14.468149290456614									True
170.1	Bone cancer	neoplasms	HP_0002669	Osteosarcoma			True							82.76			35.083009802541774						True	True	True	True
170.1	Bone cancer	neoplasms	HP_0006765	Chondrosarcoma													37.90255485513122					True				True
170.2	Cancer of connective tissue	neoplasms	HP_0100697	Neurofibrosarcoma																			True			True
170.2	Cancer of connective tissue	neoplasms	HP_0030731	Carcinoma															True		True					True
170.2	Cancer of connective tissue	neoplasms	HP_0100244	Fibrosarcoma																			True			True
170.2	Cancer of connective tissue	neoplasms	HP_0100243	Leiomyosarcoma																			True			True
170.2	Cancer of connective tissue	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
170.2	Cancer of connective tissue	neoplasms	HP_0002891	Uterine leiomyosarcoma																			True			True
170.2	Cancer of connective tissue	neoplasms	HP_0002859	Rhabdomyosarcoma																		True	True			True
170.2	Cancer of connective tissue	neoplasms	HP_0012034	Liposarcoma													23.20432519674522									True
170.2	Cancer of connective tissue	neoplasms	HP_0100723	Gastrointestinal stroma tumor							True	True	True			100.0	35.401703494534274			True	True				True	True
170.2	Cancer of connective tissue	neoplasms	HP_0100242	Sarcoma	True	True	True							100.0			30.917184350121016							True	True	True
170.2	Cancer of connective tissue	neoplasms	HP_0030448	Soft tissue sarcoma																		True				True
172	Skin cancer	neoplasms	HP_0030447	Merkel cell skin cancer																True	True				True	True
172	Skin cancer	neoplasms	HP_0012056	Cutaneous melanoma														True	True	True	True				True	True
172	Skin cancer	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True						True	True
172	Skin cancer	neoplasms	HP_0002861	Melanoma					True			True			86.49	88.89		True	True	True	True	True	True		True	True
172	Skin cancer	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system												85.0										True
172	Skin cancer	neoplasms	HP_0008069	Neoplasm of the skin																True	True				True	True
172	Skin cancer	neoplasms	HP_0030442	Anal margin squamous cell carcinoma												88.24				True	True				True	True
172	Skin cancer	neoplasms	HP_0006739	Squamous cell carcinoma of the skin								True	True		93.33	100.0									True	True
172	Skin cancer	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
172	Skin cancer	neoplasms	HP_0002860	Squamous cell carcinoma								True														True
172	Skin cancer	neoplasms	HP_0012057	Superficial spreading melanoma																			True			True
172	Skin cancer	neoplasms	HP_0030443	Anal margin basal cell carcinoma												87.5				True	True				True	True
172	Skin cancer	neoplasms	HP_0002671	Basal cell carcinoma								True			82.35	89.36						True				True
172	Skin cancer	neoplasms	HP_0012060	Acral lentiginous melanoma																		True				True
172	Skin cancer	neoplasms	HP_0030731	Carcinoma															True		True					True
172.1	Melanomas of skin, dx or hx	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
172.1	Melanomas of skin, dx or hx	neoplasms	HP_0012057	Superficial spreading melanoma																			True			True
172.1	Melanomas of skin, dx or hx	neoplasms	HP_0012060	Acral lentiginous melanoma																		True				True
172.1	Melanomas of skin, dx or hx	neoplasms	HP_0012056	Cutaneous melanoma														True	True	True	True				True	True
172.1	Melanomas of skin, dx or hx	neoplasms	HP_0002861	Melanoma					True			True			86.49	88.89	89.56927467353762	True	True	True	True	True	True	True	True	True
172.1	Melanomas of skin, dx or hx	neoplasms	HP_0030731	Carcinoma															True		True					True
172.1	Melanomas of skin, dx or hx	neoplasms	HP_0003764	Nevus													20.490219954640924									True
172.11	Melanomas of skin	neoplasms	HP_0030731	Carcinoma															True		True					True
172.11	Melanomas of skin	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
172.11	Melanomas of skin	neoplasms	HP_0012056	Cutaneous melanoma														True	True	True	True				True	True
172.11	Melanomas of skin	neoplasms	HP_0002861	Melanoma					True			True			86.49	88.89	89.02561267294695	True	True	True	True	True	True	True	True	True
172.11	Melanomas of skin	neoplasms	HP_0012060	Acral lentiginous melanoma																		True				True
172.11	Melanomas of skin	neoplasms	HP_0003764	Nevus													19.766565871654137									True
172.11	Melanomas of skin	neoplasms	HP_0012057	Superficial spreading melanoma																			True			True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0030731	Carcinoma															True		True					True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0012060	Acral lentiginous melanoma																		True				True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0002860	Squamous cell carcinoma								True														True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0008069	Neoplasm of the skin													28.00631447040216			True	True				True	True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0030443	Anal margin basal cell carcinoma												87.5				True	True				True	True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0002671	Basal cell carcinoma								True			82.35	89.36						True				True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system												85.0										True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True						True	True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0030447	Merkel cell skin cancer													27.937609217220768			True	True				True	True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0006739	Squamous cell carcinoma of the skin								True	True		93.33	100.0									True	True
172.2	Other non-epithelial cancer of skin	neoplasms	HP_0030442	Anal margin squamous cell carcinoma												88.24				True	True				True	True
172.21	Basal cell carcinoma	neoplasms	HP_0002671	Basal cell carcinoma	True	True	True					True		100.0	82.35	89.36								True	True	True
172.21	Basal cell carcinoma	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
172.21	Basal cell carcinoma	neoplasms	HP_0030731	Carcinoma															True		True					True
172.21	Basal cell carcinoma	neoplasms	HP_0030443	Anal margin basal cell carcinoma												87.5				True	True				True	True
172.22	Squamous cell carcinoma	neoplasms	HP_0030731	Carcinoma															True		True					True
172.22	Squamous cell carcinoma	neoplasms	HP_0030417	Squamous cell carcinoma of the vulva			True																	True	True	True
172.22	Squamous cell carcinoma	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
172.22	Squamous cell carcinoma	neoplasms	HP_0030359	Squamous cell lung carcinoma			True																	True	True	True
172.22	Squamous cell carcinoma	neoplasms	HP_0030442	Anal margin squamous cell carcinoma												88.24				True	True				True	True
172.22	Squamous cell carcinoma	neoplasms	HP_0002860	Squamous cell carcinoma	True	True	True					True		100.0			47.46779365241967							True	True	True
172.22	Squamous cell carcinoma	neoplasms	HP_0008069	Neoplasm of the skin													26.30977118515405									True
172.22	Squamous cell carcinoma	neoplasms	HP_0012142	Pancreatic squamous cell carcinoma			True																	True	True	True
172.22	Squamous cell carcinoma	neoplasms	HP_0030438	Anal canal squamous cell carcinoma			True																	True	True	True
172.22	Squamous cell carcinoma	neoplasms	HP_0006739	Squamous cell carcinoma of the skin								True	True		93.33	100.0	38.124865190423506								True	True
172.3	Carcinoma in situ of skin	neoplasms	HP_0030731	Carcinoma															True		True					True
172.3	Carcinoma in situ of skin	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
173	Neoplasm of uncertain behavior of skin	neoplasms	HP_0001062	Atypical nevus																		True	True			True
173	Neoplasm of uncertain behavior of skin	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
173	Neoplasm of uncertain behavior of skin	neoplasms	HP_0031525	Keratoacanthoma																		True				True
173	Neoplasm of uncertain behavior of skin	neoplasms	HP_0030731	Carcinoma															True		True					True
174	Breast cancer	neoplasms	HP_0030076	Lobular carcinoma in situ								True				86.79				True	True		True		True	True
174	Breast cancer	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
174	Breast cancer	neoplasms	HP_0003002	Breast carcinoma	True	True	True							100.0	87.18	87.18	63.786433590006645					True	True	True	True	True
174	Breast cancer	neoplasms	HP_0030075	Ductal carcinoma in situ															True	True	True		True		True	True
174	Breast cancer	neoplasms	HP_0030731	Carcinoma															True		True					True
174	Breast cancer	neoplasms	HP_0100013	Neoplasm of the breast											80.0	82.05										True
174.1	Breast cancer [female]	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
174.1	Breast cancer [female]	neoplasms	HP_0030075	Ductal carcinoma in situ													93.59074333769152		True	True	True		True	True	True	True
174.1	Breast cancer [female]	neoplasms	HP_0003002	Breast carcinoma										82.35	87.18	87.18						True	True			True
174.1	Breast cancer [female]	neoplasms	HP_0100013	Neoplasm of the breast												82.05										True
174.1	Breast cancer [female]	neoplasms	HP_0030731	Carcinoma															True		True					True
174.1	Breast cancer [female]	neoplasms	HP_0030076	Lobular carcinoma in situ								True				86.79	79.58787953708745			True	True		True	True	True	True
174.11	Malignant neoplasm of female breast	neoplasms	HP_0030731	Carcinoma															True		True					True
174.11	Malignant neoplasm of female breast	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
174.11	Malignant neoplasm of female breast	neoplasms	HP_0100013	Neoplasm of the breast												82.05										True
174.11	Malignant neoplasm of female breast	neoplasms	HP_0003002	Breast carcinoma													55.950612142890215					True	True	True	True	True
174.2	Breast cancer [male]	neoplasms	HP_0003002	Breast carcinoma		True								84.85			19.929099896560174					True		True	True	True
174.2	Breast cancer [male]	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
174.2	Breast cancer [male]	neoplasms	HP_0030731	Carcinoma															True		True					True
174.3	Neoplasm of uncertain behavior of breast	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
174.3	Neoplasm of uncertain behavior of breast	neoplasms	HP_0030731	Carcinoma															True		True					True
174.3	Neoplasm of uncertain behavior of breast	neoplasms	HP_0100013	Neoplasm of the breast											80.0											True
175	Acquired absence of breast	neoplasms	HP_0000119	Abnormality of the genitourinary system														True	True	True	True				True	True
180	Cervical cancer and dysplasia	neoplasms	HP_0030079	Cervix cancer															True		True	True	True			True
180	Cervical cancer and dysplasia	neoplasms	HP_0030731	Carcinoma															True		True					True
180	Cervical cancer and dysplasia	neoplasms	HP_0000119	Abnormality of the genitourinary system														True	True	True	True				True	True
180	Cervical cancer and dysplasia	neoplasms	HP_0032242	Cervical intraepithelial neoplasia															True		True	True	True			True
180	Cervical cancer and dysplasia	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
180	Cervical cancer and dysplasia	neoplasms	HP_0030008	Cervical agenesis											81.25											True
180	Cervical cancer and dysplasia	neoplasms	HP_0032241	Cervical neoplasm																		True	True			True
180	Cervical cancer and dysplasia	neoplasms	HP_0032131	Cervical dysplasia								True		82.93		87.18		True	True	True	True	True	True		True	True
180.1	Cervical cancer	neoplasms	HP_0030731	Carcinoma															True		True					True
180.1	Cervical cancer	neoplasms	HP_0030079	Cervix cancer										85.71					True		True		True			True
180.1	Cervical cancer	neoplasms	HP_0032241	Cervical neoplasm																			True			True
180.1	Cervical cancer	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	neoplasms	HP_0000119	Abnormality of the genitourinary system														True	True	True	True				True	True
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	neoplasms	HP_0032131	Cervical dysplasia								True				87.18		True	True	True	True	True	True		True	True
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	neoplasms	HP_0030731	Carcinoma															True		True					True
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	neoplasms	HP_0030008	Cervical agenesis											81.25											True
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	neoplasms	HP_0032242	Cervical intraepithelial neoplasia													36.45914979680881		True		True	True	True			True
182	Malignant neoplasm of uterus	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
182	Malignant neoplasm of uterus	neoplasms	HP_0012114	Endometrial carcinoma												80.85	85.68383622247545					True	True	True	True	True
182	Malignant neoplasm of uterus	neoplasms	HP_0030731	Carcinoma															True		True					True
182	Malignant neoplasm of uterus	neoplasms	HP_0010784	Uterine neoplasm													16.77123385291748	True	True	True	True				True	True
184	Cancer of other female genital organs	neoplasms	HP_0100615	Ovarian neoplasm											81.08	81.08		True	True	True	True				True	True
184	Cancer of other female genital organs	neoplasms	HP_0012226	Ovarian teratoma																			True			True
184	Cancer of other female genital organs	neoplasms	HP_0100621	Dysgerminoma																		True				True
184	Cancer of other female genital organs	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
184	Cancer of other female genital organs	neoplasms	HP_0000119	Abnormality of the genitourinary system																True	True				True	True
184	Cancer of other female genital organs	neoplasms	HP_0032192	Hydatidiform mole															True		True		True			True
184	Cancer of other female genital organs	neoplasms	HP_0100650	Vaginal neoplasm																			True			True
184	Cancer of other female genital organs	neoplasms	HP_0032202	Vulvar intraepithelial neoplasia															True	True	True	True	True		True	True
184	Cancer of other female genital organs	neoplasms	HP_0030416	Vulvar neoplasm												81.08										True
184	Cancer of other female genital organs	neoplasms	HP_0100768	Choriocarcinoma																True	True	True	True		True	True
184	Cancer of other female genital organs	neoplasms	HP_0009792	Teratoma																			True			True
184	Cancer of other female genital organs	neoplasms	HP_0025318	Ovarian carcinoma																		True	True			True
184	Cancer of other female genital organs	neoplasms	HP_0030731	Carcinoma															True		True					True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0100621	Dysgerminoma																		True				True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0030731	Carcinoma															True		True					True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0100615	Ovarian neoplasm											81.08	81.08	23.792610904665647	True	True	True	True				True	True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0012226	Ovarian teratoma																			True			True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0100768	Choriocarcinoma													18.516085884176274			True	True	True	True		True	True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0025318	Ovarian carcinoma																		True	True			True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0009792	Teratoma																			True			True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0100615	Ovarian neoplasm										81.08	81.08	81.08	29.970663776083608	True	True	True	True				True	True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0100621	Dysgerminoma																		True				True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0012226	Ovarian teratoma																			True			True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0009792	Teratoma																			True			True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0025318	Ovarian carcinoma																			True			True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0030731	Carcinoma															True		True					True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0030731	Carcinoma															True		True					True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0032192	Hydatidiform mole															True		True		True			True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0030416	Vulvar neoplasm												81.08										True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0032202	Vulvar intraepithelial neoplasia															True	True	True	True	True		True	True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0100650	Vaginal neoplasm																			True			True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0000119	Abnormality of the genitourinary system																True	True				True	True
185	Cancer of prostate	neoplasms	HP_0100787	Prostate neoplasm											82.93	82.93										True
185	Cancer of prostate	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
185	Cancer of prostate	neoplasms	HP_0012125	Prostate cancer		True								100.0			56.00939061240923	True	True	True	True	True	True	True	True	True
185	Cancer of prostate	neoplasms	HP_0030731	Carcinoma															True		True					True
187	Cancer of other male genital organs	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system												80.0										True
187	Cancer of other male genital organs	neoplasms	HP_0012226	Ovarian teratoma																			True			True
187	Cancer of other male genital organs	neoplasms	HP_0009792	Teratoma																			True			True
187	Cancer of other male genital organs	neoplasms	HP_0030731	Carcinoma															True		True					True
187	Cancer of other male genital organs	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
187	Cancer of other male genital organs	neoplasms	HP_0010788	Testicular neoplasm														True	True	True	True	True	True		True	True
187	Cancer of other male genital organs	neoplasms	HP_0100849	Neoplasm of the scrotum											82.93	82.93										True
187.1	Malignant neoplasm of unspecified male genital organ	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
187.1	Malignant neoplasm of unspecified male genital organ	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system												80.0										True
187.1	Malignant neoplasm of unspecified male genital organ	neoplasms	HP_0030731	Carcinoma															True		True					True
187.1	Malignant neoplasm of unspecified male genital organ	neoplasms	HP_0100849	Neoplasm of the scrotum											82.93	82.93										True
187.2	Malignant neoplasm of testis	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
187.2	Malignant neoplasm of testis	neoplasms	HP_0030731	Carcinoma															True		True					True
187.2	Malignant neoplasm of testis	neoplasms	HP_0009792	Teratoma																			True			True
187.2	Malignant neoplasm of testis	neoplasms	HP_0012226	Ovarian teratoma																			True			True
187.2	Malignant neoplasm of testis	neoplasms	HP_0010788	Testicular neoplasm													72.02220387514137	True	True	True	True	True	True	True	True	True
187.8	Neoplasm of uncertain behavior of male genital organs	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
187.8	Neoplasm of uncertain behavior of male genital organs	neoplasms	HP_0030731	Carcinoma															True		True					True
187.8	Neoplasm of uncertain behavior of male genital organs	neoplasms	HP_0012125	Prostate cancer													16.360434351428726									True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0005584	Renal cell carcinoma																		True	True			True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True						True	True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0030731	Carcinoma															True		True					True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0100516	Neoplasm of the ureter											80.0	80.0		True	True	True	True				True	True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0100517	Neoplasm of the urethra											82.93	82.93										True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0002667	Nephroblastoma																		True	True			True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0100570	Carcinoid tumor												82.05										True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0002862	Bladder carcinoma											87.8	87.8						True	True			True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0009725	Bladder neoplasm											82.93	82.93						True	True			True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0009726	Renal neoplasm													85.8690211732474							True	True	True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True						True	True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0030731	Carcinoma															True		True					True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0002667	Nephroblastoma																		True	True			True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0005584	Renal cell carcinoma													28.277296615506373					True	True			True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0100570	Carcinoid tumor												82.05										True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0009726	Renal neoplasm													34.14998517611757									True
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0005584	Renal cell carcinoma													27.97718218068127					True	True			True
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0030731	Carcinoma															True		True					True
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0002667	Nephroblastoma													35.50353887177957					True	True			True
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
189.12	Malignant neoplasm of renal pelvis	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
189.12	Malignant neoplasm of renal pelvis	neoplasms	HP_0009726	Renal neoplasm													85.8690211732474							True	True	True
189.12	Malignant neoplasm of renal pelvis	neoplasms	HP_0005584	Renal cell carcinoma													28.277296615506373									True
189.12	Malignant neoplasm of renal pelvis	neoplasms	HP_0030731	Carcinoma															True		True					True
189.2	Cancer of bladder	neoplasms	HP_0002862	Bladder carcinoma											87.8	87.8						True	True			True
189.2	Cancer of bladder	neoplasms	HP_0030731	Carcinoma															True		True					True
189.2	Cancer of bladder	neoplasms	HP_0009725	Bladder neoplasm		True								100.0	82.93	82.93	76.09606225710519					True	True	True	True	True
189.2	Cancer of bladder	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
189.21	Malignant neoplasm of bladder	neoplasms	HP_0002664	Neoplasm														True	True	True	True				True	True
189.21	Malignant neoplasm of bladder	neoplasms	HP_0009725	Bladder neoplasm										82.93	82.93	82.93	71.39271815177223					True	True	True	True	True
189.21	Malignant neoplasm of bladder	neoplasms	HP_0030731	Carcinoma															True		True					True
189.21	Malignant neoplasm of bladder	neoplasms	HP_0002862	Bladder carcinoma																		True	True			True
