phecode1.2_code	phecode1.2_label	phecode1.2_category	hpo_code	hpo_label	stringMatch_hpo-phecode1.2	subStringMatch_hpo-to-phecode1.2	subStringMatch_phecode1.2-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecode1.2-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	PheMap_phecode1.2-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	neoplasms	HP_0030731	Carcinoma															True		True		
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	neoplasms	HP_0030008	Cervical agenesis											81.25								
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	neoplasms	HP_0032242	Cervical intraepithelial neoplasia													36.45914979680881		True		True	True	True
182	Malignant neoplasm of uterus	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
182	Malignant neoplasm of uterus	neoplasms	HP_0012114	Endometrial carcinoma												80.85	85.68383622247545					True	True
182	Malignant neoplasm of uterus	neoplasms	HP_0030731	Carcinoma															True		True		
182	Malignant neoplasm of uterus	neoplasms	HP_0010784	Uterine neoplasm													16.77123385291748	True	True	True	True		
184	Cancer of other female genital organs	neoplasms	HP_0100615	Ovarian neoplasm											81.08	81.08		True	True	True	True		
184	Cancer of other female genital organs	neoplasms	HP_0012226	Ovarian teratoma																			True
184	Cancer of other female genital organs	neoplasms	HP_0100621	Dysgerminoma																		True	
184	Cancer of other female genital organs	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
184	Cancer of other female genital organs	neoplasms	HP_0000119	Abnormality of the genitourinary system																True	True		
184	Cancer of other female genital organs	neoplasms	HP_0032192	Hydatidiform mole															True		True		True
184	Cancer of other female genital organs	neoplasms	HP_0100650	Vaginal neoplasm																			True
184	Cancer of other female genital organs	neoplasms	HP_0032202	Vulvar intraepithelial neoplasia															True	True	True	True	True
184	Cancer of other female genital organs	neoplasms	HP_0030416	Vulvar neoplasm												81.08							
184	Cancer of other female genital organs	neoplasms	HP_0100768	Choriocarcinoma																True	True	True	True
184	Cancer of other female genital organs	neoplasms	HP_0009792	Teratoma																			True
184	Cancer of other female genital organs	neoplasms	HP_0025318	Ovarian carcinoma																		True	True
184	Cancer of other female genital organs	neoplasms	HP_0030731	Carcinoma															True		True		
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0100621	Dysgerminoma																		True	
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0030731	Carcinoma															True		True		
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0100615	Ovarian neoplasm											81.08	81.08	23.792610904665647	True	True	True	True		
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0012226	Ovarian teratoma																			True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0100768	Choriocarcinoma													18.516085884176274			True	True	True	True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0025318	Ovarian carcinoma																		True	True
184.1	Malignant neoplasm of ovary and other uterine adnexa	neoplasms	HP_0009792	Teratoma																			True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
184.11	Malignant neoplasm of ovary	neoplasms	HP_0100615	Ovarian neoplasm										81.08	81.08	81.08	29.970663776083608	True	True	True	True		
184.11	Malignant neoplasm of ovary	neoplasms	HP_0100621	Dysgerminoma																		True	
184.11	Malignant neoplasm of ovary	neoplasms	HP_0012226	Ovarian teratoma																			True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0009792	Teratoma																			True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0025318	Ovarian carcinoma																			True
184.11	Malignant neoplasm of ovary	neoplasms	HP_0030731	Carcinoma															True		True		
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0030731	Carcinoma															True		True		
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0032192	Hydatidiform mole															True		True		True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0030416	Vulvar neoplasm												81.08							
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0032202	Vulvar intraepithelial neoplasia															True	True	True	True	True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0100650	Vaginal neoplasm																			True
184.2	Cancer of other female genital organs (excluding uterus and ovary)	neoplasms	HP_0000119	Abnormality of the genitourinary system																True	True		
185	Cancer of prostate	neoplasms	HP_0100787	Prostate neoplasm											82.93	82.93							
185	Cancer of prostate	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
185	Cancer of prostate	neoplasms	HP_0012125	Prostate cancer		True								100.0			56.00939061240923	True	True	True	True	True	True
185	Cancer of prostate	neoplasms	HP_0030731	Carcinoma															True		True		
187	Cancer of other male genital organs	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system												80.0							
187	Cancer of other male genital organs	neoplasms	HP_0012226	Ovarian teratoma																			True
187	Cancer of other male genital organs	neoplasms	HP_0009792	Teratoma																			True
187	Cancer of other male genital organs	neoplasms	HP_0030731	Carcinoma															True		True		
187	Cancer of other male genital organs	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
187	Cancer of other male genital organs	neoplasms	HP_0010788	Testicular neoplasm														True	True	True	True	True	True
187	Cancer of other male genital organs	neoplasms	HP_0100849	Neoplasm of the scrotum											82.93	82.93							
187.1	Malignant neoplasm of unspecified male genital organ	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
187.1	Malignant neoplasm of unspecified male genital organ	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system												80.0							
187.1	Malignant neoplasm of unspecified male genital organ	neoplasms	HP_0030731	Carcinoma															True		True		
187.1	Malignant neoplasm of unspecified male genital organ	neoplasms	HP_0100849	Neoplasm of the scrotum											82.93	82.93							
187.2	Malignant neoplasm of testis	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
187.2	Malignant neoplasm of testis	neoplasms	HP_0030731	Carcinoma															True		True		
187.2	Malignant neoplasm of testis	neoplasms	HP_0009792	Teratoma																			True
187.2	Malignant neoplasm of testis	neoplasms	HP_0012226	Ovarian teratoma																			True
187.2	Malignant neoplasm of testis	neoplasms	HP_0010788	Testicular neoplasm													72.02220387514137	True	True	True	True	True	True
187.8	Neoplasm of uncertain behavior of male genital organs	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
187.8	Neoplasm of uncertain behavior of male genital organs	neoplasms	HP_0030731	Carcinoma															True		True		
187.8	Neoplasm of uncertain behavior of male genital organs	neoplasms	HP_0012125	Prostate cancer													16.360434351428726						
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0005584	Renal cell carcinoma																		True	True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True				
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0030731	Carcinoma															True		True		
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0100516	Neoplasm of the ureter											80.0	80.0		True	True	True	True		
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0100517	Neoplasm of the urethra											82.93	82.93							
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0002667	Nephroblastoma																		True	True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0100570	Carcinoid tumor												82.05							
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0002862	Bladder carcinoma											87.8	87.8						True	True
189	Cancer of urinary organs (incl. kidney and bladder)	neoplasms	HP_0009725	Bladder neoplasm											82.93	82.93						True	True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0009726	Renal neoplasm													85.8690211732474						
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True				
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0030731	Carcinoma															True		True		
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0002667	Nephroblastoma																		True	True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0005584	Renal cell carcinoma													28.277296615506373					True	True
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0100570	Carcinoid tumor												82.05							
189.1	Cancer of kidney and renal pelvis	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0009726	Renal neoplasm													34.14998517611757						
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0005584	Renal cell carcinoma													27.97718218068127					True	True
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0030731	Carcinoma															True		True		
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0002667	Nephroblastoma													35.50353887177957					True	True
189.11	Malignant neoplasm of kidney, except pelvis	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
189.12	Malignant neoplasm of renal pelvis	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
189.12	Malignant neoplasm of renal pelvis	neoplasms	HP_0009726	Renal neoplasm													85.8690211732474						
189.12	Malignant neoplasm of renal pelvis	neoplasms	HP_0005584	Renal cell carcinoma													28.277296615506373						
189.12	Malignant neoplasm of renal pelvis	neoplasms	HP_0030731	Carcinoma															True		True		
189.2	Cancer of bladder	neoplasms	HP_0002862	Bladder carcinoma											87.8	87.8						True	True
189.2	Cancer of bladder	neoplasms	HP_0030731	Carcinoma															True		True		
189.2	Cancer of bladder	neoplasms	HP_0009725	Bladder neoplasm		True								100.0	82.93	82.93	76.09606225710519					True	True
189.2	Cancer of bladder	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
189.21	Malignant neoplasm of bladder	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
189.21	Malignant neoplasm of bladder	neoplasms	HP_0009725	Bladder neoplasm										82.93	82.93	82.93	71.39271815177223					True	True
189.21	Malignant neoplasm of bladder	neoplasms	HP_0030731	Carcinoma															True		True		
189.21	Malignant neoplasm of bladder	neoplasms	HP_0002862	Bladder carcinoma																		True	True
189.4	Malignant neoplasm of other urinary organs	neoplasms	HP_0100516	Neoplasm of the ureter											80.0	80.0	18.78955471731333	True	True	True	True		
189.4	Malignant neoplasm of other urinary organs	neoplasms	HP_0030731	Carcinoma															True		True		
189.4	Malignant neoplasm of other urinary organs	neoplasms	HP_0009726	Renal neoplasm													43.04690228298342						
189.4	Malignant neoplasm of other urinary organs	neoplasms	HP_0100517	Neoplasm of the urethra											82.93	82.93							
189.4	Malignant neoplasm of other urinary organs	neoplasms	HP_0005584	Renal cell carcinoma													14.305711639255907						
189.4	Malignant neoplasm of other urinary organs	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
190	Cancer of eye	neoplasms	HP_0007716	Uveal melanoma																		True	True
190	Cancer of eye	neoplasms	HP_0009919	Retinoblastoma													28.38302621214613					True	True
190	Cancer of eye	neoplasms	HP_0030731	Carcinoma															True		True		
190	Cancer of eye	neoplasms	HP_0012054	Choroidal melanoma																		True	True
190	Cancer of eye	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
190	Cancer of eye	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system											84.21	80.95							
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0002858	Meningioma																			True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0009592	Astrocytoma																		True	True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0012174	Glioblastoma multiforme																		True	True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0030692	Brain neoplasm													49.065507613629656	True	True			True	True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system									True		82.93	100.0			True	True	True		
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0200022	Choroid plexus papilloma																		True	True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0100010	Spinal meningioma																			True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0002888	Ependymoma																		True	
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0009733	Glioma																		True	True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0030731	Carcinoma															True		True		
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0010302	Spinal cord tumor																		True	True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0033680	Pilocytic astrocytoma																		True	True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0009734	Optic nerve glioma																			True
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0033681	Oligodendroglioma																		True	
191	Manlignant and unknown neoplasms of brain and nervous system	neoplasms	HP_0100008	Schwannoma																			True
191.1	Cancer of brain and nervous system	neoplasms	HP_0009733	Glioma																		True	True
191.1	Cancer of brain and nervous system	neoplasms	HP_0030731	Carcinoma															True		True		
191.1	Cancer of brain and nervous system	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
191.1	Cancer of brain and nervous system	neoplasms	HP_0100008	Schwannoma																			True
191.1	Cancer of brain and nervous system	neoplasms	HP_0012174	Glioblastoma multiforme																		True	True
191.1	Cancer of brain and nervous system	neoplasms	HP_0002858	Meningioma																			True
191.1	Cancer of brain and nervous system	neoplasms	HP_0200022	Choroid plexus papilloma																		True	True
191.1	Cancer of brain and nervous system	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system									True		82.93	100.0			True	True	True		
191.1	Cancer of brain and nervous system	neoplasms	HP_0002888	Ependymoma																		True	
191.1	Cancer of brain and nervous system	neoplasms	HP_0033681	Oligodendroglioma																		True	
191.1	Cancer of brain and nervous system	neoplasms	HP_0030692	Brain neoplasm																		True	True
191.1	Cancer of brain and nervous system	neoplasms	HP_0100010	Spinal meningioma																			True
191.1	Cancer of brain and nervous system	neoplasms	HP_0009592	Astrocytoma																		True	True
191.1	Cancer of brain and nervous system	neoplasms	HP_0033680	Pilocytic astrocytoma																		True	True
191.1	Cancer of brain and nervous system	neoplasms	HP_0010302	Spinal cord tumor																		True	True
191.1	Cancer of brain and nervous system	neoplasms	HP_0009734	Optic nerve glioma																			True
191.1	Cancer of brain and nervous system	neoplasms	HP_0002092	Pulmonary arterial hypertension													20.368048714793048						
191.11	Cancer of brain	neoplasms	HP_0002092	Pulmonary arterial hypertension													20.368048714793048						
191.11	Cancer of brain	neoplasms	HP_0030731	Carcinoma															True		True		
191.11	Cancer of brain	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system											82.93	82.93							
191.11	Cancer of brain	neoplasms	HP_0200022	Choroid plexus papilloma																		True	True
191.11	Cancer of brain	neoplasms	HP_0009592	Astrocytoma																		True	True
191.11	Cancer of brain	neoplasms	HP_0033680	Pilocytic astrocytoma																		True	True
191.11	Cancer of brain	neoplasms	HP_0033681	Oligodendroglioma																		True	
191.11	Cancer of brain	neoplasms	HP_0002888	Ependymoma																		True	
191.11	Cancer of brain	neoplasms	HP_0012174	Glioblastoma multiforme																		True	True
191.11	Cancer of brain	neoplasms	HP_0030692	Brain neoplasm																		True	True
191.11	Cancer of brain	neoplasms	HP_0009733	Glioma																		True	True
191.11	Cancer of brain	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
193	Thyroid cancer	neoplasms	HP_0002865	Medullary thyroid carcinoma																		True	True
193	Thyroid cancer	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
193	Thyroid cancer	neoplasms	HP_0002895	Papillary thyroid carcinoma																		True	True
193	Thyroid cancer	neoplasms	HP_0011779	Anaplastic thyroid carcinoma																		True	True
193	Thyroid cancer	neoplasms	HP_0002890	Thyroid carcinoma															True		True		True
193	Thyroid cancer	neoplasms	HP_0006780	Parathyroid carcinoma										82.35									
193	Thyroid cancer	neoplasms	HP_0030731	Carcinoma															True		True		
193	Thyroid cancer	neoplasms	HP_0100031	Neoplasm of the thyroid gland											86.79	86.79	48.31180092880979						
193	Thyroid cancer	neoplasms	HP_0006731	Follicular thyroid carcinoma													15.494843636490078					True	True
194	Cancer of other endocrine glands	neoplasms	HP_0011754	Pituicytoma																			True
194	Cancer of other endocrine glands	neoplasms	HP_0006744	Adrenocortical carcinoma																		True	True
194	Cancer of other endocrine glands	neoplasms	HP_0100631	Neoplasm of the adrenal gland											85.71	85.71							
194	Cancer of other endocrine glands	neoplasms	HP_0100570	Carcinoid tumor																			True
194	Cancer of other endocrine glands	neoplasms	HP_0040277	Neoplasm of the pituitary gland												87.72							
194	Cancer of other endocrine glands	neoplasms	HP_0003006	Neuroblastoma																		True	True
194	Cancer of other endocrine glands	neoplasms	HP_0002666	Pheochromocytoma													41.25340219881189					True	True
194	Cancer of other endocrine glands	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
194	Cancer of other endocrine glands	neoplasms	HP_0010799	Pinealoma																		True	
194	Cancer of other endocrine glands	neoplasms	HP_0002668	Paraganglioma																		True	True
194	Cancer of other endocrine glands	neoplasms	HP_0100733	Neoplasm of the parathyroid gland											88.52	88.52							
194	Cancer of other endocrine glands	neoplasms	HP_0030731	Carcinoma															True		True		
194	Cancer of other endocrine glands	neoplasms	HP_0030074	Chemodectoma																		True	True
194	Cancer of other endocrine glands	neoplasms	HP_0006780	Parathyroid carcinoma													38.94512148887997					True	True
195	Cancer, suspected or other	neoplasms	HP_0006739	Squamous cell carcinoma of the skin																		True	
195	Cancer, suspected or other	neoplasms	HP_0030076	Lobular carcinoma in situ									True										
195	Cancer, suspected or other	neoplasms	HP_0030075	Ductal carcinoma in situ									True			81.08							
195	Cancer, suspected or other	neoplasms	HP_0030067	Peripheral primitive neuroectodermal neoplasm													36.33122020255096						
195	Cancer, suspected or other	neoplasms	HP_0012531	Pain														True	True				
195	Cancer, suspected or other	neoplasms	HP_0100570	Carcinoid tumor												82.05	31.718918939213342						
195	Cancer, suspected or other	neoplasms	HP_0012720	Neoplasm of the nose																True	True		
195	Cancer, suspected or other	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True				
195	Cancer, suspected or other	neoplasms	HP_0030731	Carcinoma															True		True		
195	Cancer, suspected or other	neoplasms	HP_0100637	obsolete Neoplasia of the nose																	True		
195	Cancer, suspected or other	neoplasms	HP_0100001	Malignant mesothelioma																	True		
195	Cancer, suspected or other	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
195	Cancer, suspected or other	neoplasms	HP_0002890	Thyroid carcinoma																			True
195	Cancer, suspected or other	neoplasms	HP_0030447	Merkel cell skin cancer												80.77	37.89464225320195						
195.1	Malignant neoplasm, other	neoplasms	HP_0006739	Squamous cell carcinoma of the skin																		True	
195.1	Malignant neoplasm, other	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
195.1	Malignant neoplasm, other	neoplasms	HP_0100836	Malignant neoplasm of the central nervous system										91.43									
195.1	Malignant neoplasm, other	neoplasms	HP_0100242	Sarcoma													20.487971332541093						
195.1	Malignant neoplasm, other	neoplasms	HP_0030731	Carcinoma															True		True		
195.1	Malignant neoplasm, other	neoplasms	HP_0100570	Carcinoid tumor												82.05							
195.1	Malignant neoplasm, other	neoplasms	HP_0100001	Malignant mesothelioma																	True		
195.3	Malignant neoplasm of head, face, and neck	neoplasms	HP_0100637	obsolete Neoplasia of the nose																	True		
195.3	Malignant neoplasm of head, face, and neck	neoplasms	HP_0030731	Carcinoma															True		True		
195.3	Malignant neoplasm of head, face, and neck	neoplasms	HP_0012720	Neoplasm of the nose																True	True		
195.3	Malignant neoplasm of head, face, and neck	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
198	Secondary malignant neoplasm	neoplasms	HP_0030731	Carcinoma															True		True		
198	Secondary malignant neoplasm	neoplasms	HP_0100650	Vaginal neoplasm																			True
198	Secondary malignant neoplasm	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
198	Secondary malignant neoplasm	neoplasms	HP_0031499	Appendiceal mucinous neoplasm																			True
198	Secondary malignant neoplasm	neoplasms	HP_0100634	Neuroendocrine neoplasm													26.235795016496745	True	True				
198	Secondary malignant neoplasm	neoplasms	HP_0002202	Pleural effusion											80.0	80.0							
198.1	Secondary malignancy of lymph nodes	neoplasms	HP_0100570	Carcinoid tumor													17.694567378678						
198.1	Secondary malignancy of lymph nodes	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
198.1	Secondary malignancy of lymph nodes	neoplasms	HP_0100634	Neuroendocrine neoplasm													42.834126219424526	True	True				
198.1	Secondary malignancy of lymph nodes	neoplasms	HP_0030731	Carcinoma															True		True		
198.2	Secondary malignancy of respiratory organs	neoplasms	HP_0100526	Neoplasm of the lung													15.457051787369544						
198.2	Secondary malignancy of respiratory organs	neoplasms	HP_0009726	Renal neoplasm													14.859130198014267						
198.2	Secondary malignancy of respiratory organs	neoplasms	HP_0002105	Hemoptysis													24.952404642696						
198.2	Secondary malignancy of respiratory organs	neoplasms	HP_0030731	Carcinoma															True		True		
198.2	Secondary malignancy of respiratory organs	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
198.2	Secondary malignancy of respiratory organs	neoplasms	HP_0009725	Bladder neoplasm													13.863627629833582						
198.3	Secondary malignant neoplasm of digestive systems	neoplasms	HP_0100570	Carcinoid tumor													17.694567378678						
198.3	Secondary malignant neoplasm of digestive systems	neoplasms	HP_0030731	Carcinoma															True		True		
198.3	Secondary malignant neoplasm of digestive systems	neoplasms	HP_0100634	Neuroendocrine neoplasm													42.834126219424526	True	True				
198.3	Secondary malignant neoplasm of digestive systems	neoplasms	HP_0031499	Appendiceal mucinous neoplasm																			True
198.3	Secondary malignant neoplasm of digestive systems	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
198.4	Secondary malignant neoplasm of liver	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
198.4	Secondary malignant neoplasm of liver	neoplasms	HP_0002896	Neoplasm of the liver													14.575418854258757						
198.4	Secondary malignant neoplasm of liver	neoplasms	HP_0030731	Carcinoma															True		True		
198.4	Secondary malignant neoplasm of liver	neoplasms	HP_0100634	Neuroendocrine neoplasm													32.35627812300364	True	True				
198.5	Secondary malignancy of brain/spine	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
198.5	Secondary malignancy of brain/spine	neoplasms	HP_0030731	Carcinoma															True		True		
198.6	Secondary malignancy of bone	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
198.6	Secondary malignancy of bone	neoplasms	HP_0100634	Neuroendocrine neoplasm													25.930620240518056	True	True				
198.6	Secondary malignancy of bone	neoplasms	HP_0030731	Carcinoma															True		True		
198.7	Secondary malignant neoplasm of skin	neoplasms	HP_0030731	Carcinoma															True		True		
198.7	Secondary malignant neoplasm of skin	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
199	Neoplasm of uncertain behavior	neoplasms	HP_0002893	Pituitary adenoma																		True	
199	Neoplasm of uncertain behavior	neoplasms	HP_0030405	Pancreatic endocrine tumor																		True	
199	Neoplasm of uncertain behavior	neoplasms	HP_0002890	Thyroid carcinoma																			True
199	Neoplasm of uncertain behavior	neoplasms	HP_0030074	Chemodectoma																		True	True
199	Neoplasm of uncertain behavior	neoplasms	HP_0010799	Pinealoma																		True	True
199	Neoplasm of uncertain behavior	neoplasms	HP_0025693	Pituitary macroadenoma																		True	
199	Neoplasm of uncertain behavior	neoplasms	HP_0030447	Merkel cell skin cancer											88.89	80.77							
199	Neoplasm of uncertain behavior	neoplasms	HP_0100245	Desmoid tumors																			True
199	Neoplasm of uncertain behavior	neoplasms	HP_0010797	Hemangioblastoma																			True
199	Neoplasm of uncertain behavior	neoplasms	HP_0100634	Neuroendocrine neoplasm														True	True	True	True		
199	Neoplasm of uncertain behavior	neoplasms	HP_0006880	Cerebellar hemangioblastoma																			True
199	Neoplasm of uncertain behavior	neoplasms	HP_0030731	Carcinoma															True		True		
199	Neoplasm of uncertain behavior	neoplasms	HP_0001067	Neurofibromas				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
199	Neoplasm of uncertain behavior	neoplasms	HP_0100606	Neoplasm of the respiratory system											87.5	83.58					True		
199	Neoplasm of uncertain behavior	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
199	Neoplasm of uncertain behavior	neoplasms	HP_0002668	Paraganglioma																		True	True
199.4	Neurofibromatosis	neoplasms	HP_0001067	Neurofibromas	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True
199.4	Neurofibromatosis	neoplasms	HP_0002664	Neoplasm														True	True				
199.4	Neurofibromatosis	neoplasms	HP_0030731	Carcinoma															True				
200	Myeloproliferative disease	neoplasms	HP_0006775	Multiple myeloma																True	True		
200	Myeloproliferative disease	neoplasms	HP_0001915	Aplastic anemia																	True		
200	Myeloproliferative disease	neoplasms	HP_0005505	Refractory anemia							True	True	True			100.0							
200	Myeloproliferative disease	neoplasms	HP_0020194	IgA heavy chain paraproteinemia																	True		
200	Myeloproliferative disease	neoplasms	HP_0005547	Myeloproliferative disorder																True	True	True	True
200	Myeloproliferative disease	neoplasms	HP_0002863	Myelodysplasia				True	True	True	True	True	True		100.0	100.0	34.64143421790615	True	True	True	True	True	True
200	Myeloproliferative disease	neoplasms	HP_0001901	Polycythemia					True			True			83.87	83.87							
200	Myeloproliferative disease	neoplasms	HP_0011857	Plasmacytoma																True	True	True	
200	Myeloproliferative disease	neoplasms	HP_0001924	Sideroblastic anemia																	True		
200	Myeloproliferative disease	neoplasms	HP_0002664	Neoplasm														True	True	True	True		
200	Myeloproliferative disease	neoplasms	HP_0004864	Refractory sideroblastic anemia																	True		
200	Myeloproliferative disease	neoplasms	HP_0020195	IgG heavy chain paraproteinemia																	True		
200	Myeloproliferative disease	neoplasms	HP_0001894	Thrombocytosis																			True
200	Myeloproliferative disease	neoplasms	HP_0004377	Hematological neoplasm																	True		
200	Myeloproliferative disease	neoplasms	HP_0200151	Cutaneous mastocytosis							True	True	True			100.0				True	True		
200	Myeloproliferative disease	neoplasms	HP_0030731	Carcinoma															True		True		
200	Myeloproliferative disease	neoplasms	HP_0007583	Telangiectasia macularis eruptiva perstans																True	True		
200	Myeloproliferative disease	neoplasms	HP_0100495	Mastocytosis																True	True		
200	Myeloproliferative disease	neoplasms	HP_0004828	Refractory anemia with ringed sideroblasts												100.0				True	True		
200	Myeloproliferative disease	neoplasms	HP_0001909	Leukemia																	True		
200	Myeloproliferative disease	neoplasms	HP_0011974	Myelofibrosis															True				
200	Myeloproliferative disease	neoplasms	HP_0005523	Lymphoproliferative disorder																True	True	True	True
200.1	Polycythemia vera	neoplasms	HP_0030731	Carcinoma															True		True		
200.1	Polycythemia vera	neoplasms	HP_0004377	Hematological neoplasm																	True		
200.1	Polycythemia vera	neoplasms	HP_0006775	Multiple myeloma													22.254088911626443			True	True		
200.1	Polycythemia vera	neoplasms	HP_0011857	Plasmacytoma													22.254088911626443			True	True		
200.1	Polycythemia vera	neoplasms	HP_0005547	Myeloproliferative disorder																		True	
