phecodeX_code	phecodeX_label	phecodeX_category	hpo_code	hpo_label	hpo_child	stringMatch_hpo-phecodeX	subStringMatch_hpo-to-phecodeX	subStringMatch_phecodeX-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeX-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
713.35	Pain in joints of hand	Musc/Skel	HP_0002829	Arthralgia	False										81.48	81.48	81.48									True
713.36	Pain in hip	Musc/Skel	HP_0030838	Hip pain	False		True						True		100.0		100.0				True			True	True	True
713.37	Pain in knee	Musc/Skel	HP_0030839	Knee pain	False		True						True		100.0		100.0			True	True			True	True	True
713.4	Stiffness of joint	Musc/Skel	HP_0001387	Joint stiffness	False		True								100.0							True	True	True	True	True
719.9	Contractures	Musc/Skel	HP_0001371	Flexion contracture	False					True			True		100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
719.92	Contracture of joint	Musc/Skel	HP_0001371	Flexion contracture	False		True			True			True		100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
728.1	Chondromalacia	Musc/Skel	HP_0002780	Bronchomalacia	False										80.0	80.0	80.0									True
T830	Dislocation	Trauma	HP_0001083	Ectopia lentis	False			True																True	True	True
341.1	Cerebral palsy	Neuro	HP_0100021	Cerebral palsy	False	True	True	True				True	True	True	100.0		100.0		True	True	True	True	True	True	True	True
341.22	Spastic hemiplegia	Neuro	HP_0011099	Spastic hemiparesis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
380.1	Optic neuropathy	Eye	HP_0001138	Optic neuropathy	False	True	True	True		True			True		100.0	85.0	85.0						True	True	True	True
380.11	Optic neuritis	Eye	HP_0100653	Optic neuritis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
334	Disorders of other cranial nerves	Neuro	HP_0001291	Abnormal cranial nerve morphology	False										80.0	80.0	80.0					True	True			True
334.11	Trigeminal neuralgia	Neuro	HP_0100661	Trigeminal neuralgia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
334.9	Multiple cranial nerve palsies	Neuro	HP_0006824	Cranial nerve paralysis	False		True			True					82.61	82.61								True	True	True
339.1	Muscular dystrophy	Neuro	HP_0003560	Muscular dystrophy	False	True	True	True				True	True	True	100.0		100.0		True	True	True	True	True	True	True	True
339.21	Myotonic muscular dystrophy	Neuro	HP_0003560	Muscular dystrophy	False										84.44	84.44	84.44									True
340.3	Inflammatory and immune myopathies	Neuro	HP_0009071	Inflammatory myopathy	False										88.0	81.48				True	True		True		True	True
809	Pain	Signs/Symptoms	HP_0012531	Pain	False	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
249	Amyloidosis	Metab	HP_0011034	Amyloidosis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
801	Cough	Signs/Symptoms	HP_0012735	Cough	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
452	Hemorrhage, NOS	Cardio	HP_0002239	Gastrointestinal hemorrhage	False			True			True				86.96	86.96								True	True	True
857.2	Neonatal gastrointestinal hemorrhage	Neonate	HP_0002239	Gastrointestinal hemorrhage	False		True								87.72		87.72							True	True	True
321.1	Encephalitis	Neuro	HP_0002383	Infectious encephalitis	False										100.0								True	True	True	True
052.4	Infectious mononucleosis	ID	HP_0031693	Severe Epstein Barr virus infection	False			True			True			True	85.71	85.71	85.71							True	True	True
390.1	Otitis externa	Hearing	HP_0410017	Otitis externa	False	True	True	True		True		True	True	True	100.0	100.0	100.0			True	True	True	True	True	True	True
054.1	Hepatitis A	ID	HP_0012115	Hepatitis	False		True								100.0						True			True	True	True
054.2	Hepatitis B	ID	HP_0012115	Hepatitis	False		True								85.71						True			True	True	True
054.3	Hepatitis C	ID	HP_0012115	Hepatitis	False		True								85.71						True			True	True	True
054.5	Hepatitis E	ID	HP_0012115	Hepatitis	False		True								85.71						True			True	True	True
055.1	Molluscum contagiosum	ID	HP_0032163	Molluscum contagiosum	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
056.1	Plantar wart	ID	HP_0033005	Plantar warts	False										100.0	100.0	100.0	True	True	True	True	True		True	True	True
103	Malignant neoplasm of the skin	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										85.0		85.0									True
138	Benign neoplasm of the skin	Neoplasms	HP_0008069	Neoplasm of the skin	False		True																	True	True	True
138	Benign neoplasm of the skin	Neoplasms	HP_0100835	Benign neoplasm of the central nervous system	False										85.0	85.0	85.0		True		True					True
367.1	Conjunctivitis	Eye	HP_0000509	Conjunctivitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
367.2	Keratitis	Eye	HP_0000491	Keratitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
367.3	Keratoconjunctivitis	Eye	HP_0001096	Keratoconjunctivitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
367.31	Keratoconjunctivitis sicca	Eye	HP_0001096	Keratoconjunctivitis	False		True																	True	True	True
232	Vitamin deficiencies	Metab	HP_0004905	Low levels of vitamin A	False				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
232.1	Vitamin A deficiency	Metab	HP_0004905	Low levels of vitamin A	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
322.2	Progressive multifocal leukoencephalopathy	Neuro	HP_0006980	Progressive leukoencephalopathy	False		True			True			True		86.57	86.57	86.57							True	True	True
079	Other fungal infections	ID	HP_0020101	Invasive fungal infection	False										82.35											True
320	Meningitis	Neuro	HP_0001287	Meningitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
320	Meningitis	Neuro	HP_0033508	EBV meningitis	False			True			True			True										True	True	True
320.11	Bacterial meningitis	Neuro	HP_0007274	Recurrent bacterial meningitis	False										81.08	81.08	81.08									True
320.13	Fungal memingitis	Neuro	HP_0032159	Fungal meningitis	False										85.71	80.0										True
320.2	Meningitis due to other non-infectious causes	Neuro	HP_0033430	Non-infectious meningitis	False										80.85											True
320.3	Meningitis NOS	Neuro	HP_0001287	Meningitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
320.3	Meningitis NOS	Neuro	HP_0033508	EBV meningitis	False			True			True			True										True	True	True
072	Histoplasmosis	ID	HP_0032256	Histoplasmosis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
468.51	Pulmonary aspergillosis	Resp	HP_0020103	Invasive pulmonary aspergillosis	False			True				True	True	True	88.46		100.0			True	True			True	True	True
750.1	Aplasia/Hypoplasia of the brain	Cong	HP_0007362	Aplasia/Hypoplasia of the brainstem	False										83.02											True
324.1	Parkinsonism	Neuro	HP_0001300	Parkinsonism	False	True	True	True							100.0							True	True	True	True	True
483	Pleural effusion	Resp	HP_0002202	Pleural effusion	False	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
483	Pleural effusion	Resp	HP_0025676	Fetal pleural effusion	False			True			True													True	True	True
084.5	Toxoplasmosis	ID	HP_0020105	Severe toxoplasmosis	False										81.25	81.25	81.25									True
482.11	Abscess of lung	Resp	HP_0025044	Lung abscess	False		True			True					100.0	100.0	83.87	True	True	True	True			True	True	True
414	Cardiomyopathy	Cardio	HP_0001638	Cardiomyopathy	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
414.5	Ischemic cardiomyopathy*	Cardio	HP_0001638	Cardiomyopathy	False										81.08		81.08						True			True
414.11	Obstructive hypertrophic cardiomyopathy	Cardio	HP_0001639	Hypertrophic cardiomyopathy	False		True			True			True		85.25	85.25	85.25						True	True	True	True
410.2	Endocarditis	Cardio	HP_0100584	Endocarditis	False	True	True	True							100.0							True	True	True	True	True
367.21	Corneal ulcer	Eye	HP_0012804	Corneal ulceration	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
367.12	Allergic [atopic] conjunctivitis	Eye	HP_0007879	Allergic conjunctivitis	False		True								86.49	80.0	80.0					True	True	True	True	True
660.12	Dermatophytosis	Derm	HP_0032515	Deep dermatophytosis	False			True		True	True			True	85.71	88.89	85.71	True	True					True	True	True
092.8	Bacteremia	ID	HP_0031864	Bacteremia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
414.3	Alcoholic cardiomyopathy	Cardio	HP_0200127	Atrial cardiomyopathy	False										80.0	80.0	80.0									True
142.1	Lump or mass in breast	Neoplasms	HP_0032408	Breast mass	False								True		82.93	82.93	100.0	True	True	True	True	True	True		True	True
144.11	Benign neoplasms of the vulva	Neoplasms	HP_0030416	Vulvar neoplasm	False										81.08	81.08	81.08									True
144.13	Benign neoplasms of the cervix	Neoplasms	HP_0100835	Benign neoplasm of the central nervous system	False										80.95				True		True					True
208.2	Hyperparathyroidism	Endo	HP_0000843	Hyperparathyroidism	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
208.22	Secondary hyperparathyroidism	Endo	HP_0000867	Secondary hyperparathyroidism	False	True	True	True		True					100.0	84.38	80.6					True	True	True	True	True
209.21	Diabetes insipidus	Endo	HP_0000873	Diabetes insipidus	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
209.22	Hypopituitarism NOS	Endo	HP_0040075	Hypopituitarism	False	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
580	Glomerular diseases	Genitourinary	HP_0100820	Glomerulopathy	False										85.71					True	True	True	True		True	True
580.3	Nephrotic syndrome	Genitourinary	HP_0000100	Nephrotic syndrome	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
581.1	Pyelonephritis	Genitourinary	HP_0012330	Pyelonephritis	False	True	True	True		True			True		100.0	81.48	81.48			True	True	True	True	True	True	True
581.11	Acute pyelonephritis	Genitourinary	HP_0012330	Pyelonephritis	False		True			True			True		81.48	81.48	81.48			True	True	True	True	True	True	True
581.13	Renal and perinephric abscess	Genitourinary	HP_0032619	Perinephric abscess	False										85.71	85.71	85.71									True
581.31	Hydronephrosis	Genitourinary	HP_0000126	Hydronephrosis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
581.32	Hydroureter	Genitourinary	HP_0000072	Hydroureter	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
581.34	Vesicoureteral reflux	Genitourinary	HP_0000076	Vesicoureteral reflux	False	True	True	True	True	True	True				100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
584	Renal failure	Genitourinary	HP_0000083	Renal insufficiency	False	True	True	True	True	True	True				100.0	100.0		True	True	True	True		True	True	True	True
586.1	Small kidney	Genitourinary	HP_0000089	Renal hypoplasia	False										100.0	100.0	100.0							True	True	True
586.2	Cyst of kidney	Genitourinary	HP_0000107	Renal cyst	False		True								100.0							True		True	True	True
586.6	Nephroptosis	Genitourinary	HP_0011126	Nephroptosis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
589.1	Membranous glomerulonephritis	Genitourinary	HP_0012578	Membranous nephropathy	False	True	True	True							100.0					True	True	True		True	True	True
591	Urinary tract infection	Genitourinary	HP_0000010	Recurrent urinary tract infections	False										100.0							True	True	True	True	True
593	Hematuria	Genitourinary	HP_0000790	Hematuria	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
593.1	Gross hematuria	Genitourinary	HP_0012587	Macroscopic hematuria	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
593.2	Microscopic hematuria	Genitourinary	HP_0002907	Microscopic hematuria	False	True	True	True	True	True	True		True		100.0	100.0	100.0	True	True					True	True	True
594	Abnormality of urination	Genitourinary	HP_0032943	Abnormal urine pH	False										88.89	88.89										True
594.3	Urinary incontinence	Genitourinary	HP_0000020	Urinary incontinence	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
596.2	Overactive bladder	Genitourinary	HP_0000012	Urinary urgency	False	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True		True	True	True
596.3	Diverticulum of bladder	Genitourinary	HP_0000015	Bladder diverticulum	False		True			True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
597.1	Urethral stricture	Genitourinary	HP_0012227	Urethral stricture	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
597.3	Urethral fistula	Genitourinary	HP_0010480	Urethral fistula	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
597.4	Urethral diverticulum	Genitourinary	HP_0008722	Urethral diverticulum	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
600	Benign prostatic hyperplasia	Genitourinary	HP_0008711	Benign prostatic hyperplasia	False	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
601.1	Prostatitis	Genitourinary	HP_0000024	Prostatitis	False	True	True	True	True	True	True				100.0	100.0		True	True	True	True			True	True	True
603.2	Spermatocele	Genitourinary	HP_0033808	Spermatocele	False	True	True	True	True	True	True							True	True	True	True	True	True	True	True	True
603.6	Scrotal pain*	Genitourinary	HP_0030155	Scrotal pain	False	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
604.4	Priapism	Genitourinary	HP_0200023	Priapism	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
605	Male sexual dysfuction	Genitourinary	HP_0040307	Male sexual dysfunction	False							True	True	True	92.68		100.0			True	True				True	True
605.1	Male erectile dysfunction	Genitourinary	HP_0100639	Erectile dysfunction	False		True						True		87.18		87.18		True	True	True	True		True	True	True
609	Male infertility	Genitourinary	HP_0000789	Infertility	False		True			True			True									True	True	True	True	True
609.1	Azoospermia	Genitourinary	HP_0000027	Azoospermia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
610.2	Fibroadenosis of breast	Genitourinary	HP_0010619	Fibroadenoma of the breast	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0							True	True	True
612.1	Galactorrhea	Genitourinary	HP_0100829	Galactorrhea	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
612.2	Hypertrophy of breast (Gynecomastia)	Genitourinary	HP_0010313	Breast hypertrophy	False					True			True		82.54	100.0	100.0	True	True	True	True	True	True		True	True
612.3	Breast hypoplasia	Genitourinary	HP_0003187	Breast hypoplasia	False	True	True	True		True					100.0	100.0		True	True					True	True	True
614.54	Abscess or ulceration of vulva	Genitourinary	HP_0033587	Vulvar abscess	False										80.0	89.66	89.66			True	True				True	True
615	Endometriosis	Genitourinary	HP_0030127	Endometriosis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
618.11	Cystocele	Genitourinary	HP_0100645	Cystocele	False	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
618.12	Rectocele	Genitourinary	HP_0100822	Rectocele	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
619.31	Incompetence of cervix uteri	Genitourinary	HP_0030009	Cervical insufficiency	False										84.21	100.0	84.21	True	True	True	True	True	True		True	True
621	Endometrial hyperplasia	Genitourinary	HP_0040298	Hyperplasia of the endometrium	False										91.3	91.3	91.3	True	True	True	True	True	True		True	True
625.1	Dyspareunia	Genitourinary	HP_0030016	Dyspareunia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
625.3	Vulvodynia	Genitourinary	HP_0030943	Vulvodynia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
626.13	Irregular menstrual cycle	Genitourinary	HP_0000858	Irregular menstruation	False							True	True	True	88.89	88.89	100.0	True	True	True	True				True	True
626.14	Irregular menstrual bleeding	Genitourinary	HP_0000858	Irregular menstruation	False										86.96											True
626.2	Dysmenorrhea	Genitourinary	HP_0100607	Dysmenorrhea	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
627.1	Postmenopausal bleeding	Genitourinary	HP_0033840	Postmenopausal bleeding	False	True	True	True	True	True	True	True	True	True				True	True	True	True			True	True	True
628	Ovarian cyst	Genitourinary	HP_0000138	Ovarian cyst	False	True	True	True							100.0	82.76	100.0			True	True	True	True	True	True	True
830	Proteinuria	Signs/Symptoms	HP_0000093	Proteinuria	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
789.11	Congenital diaphragmatic hernia*	Cong	HP_0000776	Congenital diaphragmatic hernia	False	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
861.1	Neonatal diabetes mellitus	Neonate	HP_0000819	Diabetes mellitus	False										81.08	81.08	81.08									True
909.1	Gestational diabetes mellitus*	Preg	HP_0000819	Diabetes mellitus	False										81.08		81.08									True
256.31	Acidosis	Metab	HP_0001941	Acidosis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
200.9	Abnormal thyroid function studies	Endo	HP_0002926	Abnormality of thyroid physiology	False		True								88.89									True	True	True
180.3	Paraproteinemias	Blood	HP_0031047	Paraproteinemia	False										100.0	100.0						True	True	True	True	True
100	Malignant neoplasm of the head and neck	Neoplasms	HP_0012288	Neoplasm of head and neck	False										84.44											True
100.1	Malignant neoplasm of the oral cavity	Neoplasms	HP_0100649	Neoplasm of the oral cavity	False		True								85.71									True	True	True
100.12	Malignant neoplasm of the tongue	Neoplasms	HP_0100648	Neoplasm of the tongue	False		True																	True	True	True
100.13	Malignant neoplasm of the gums	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										82.05	82.05	82.05									True
100.3	Malignant neoplasm of the nasopharynx	Neoplasms	HP_0100630	Neoplasia of the nasopharynx	False		True								85.71	85.71	85.71							True	True	True
100.6	Malignant neoplasm of the larynx	Neoplasms	HP_0100605	Neoplasm of the larynx	False		True								82.05	82.05	82.05							True	True	True
100.7	Malignant neoplasm of the pharynx	Neoplasms	HP_0100638	Neoplasm of the pharynx	False		True								82.93	82.93	82.93							True	True	True
100.8	Malignant neoplasm of the lip	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										82.05	82.05	82.05									True
100.9	Malignant neoplasm of the salivary glands	Neoplasms	HP_0100684	Salivary gland neoplasm	False										87.27	87.27		True	True		True	True	True		True	True
101.2	Malignant neoplasm of stomach	Neoplasms	HP_0006753	Neoplasm of the stomach	False										82.93	82.93	82.93									True
101.21	Malignant neoplasm of cardia	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										80.95	80.95	80.95									True
101.3	Malignant neoplasm of the small intestine	Neoplasms	HP_0100833	Neoplasm of the small intestine	False		True								87.27	81.36	87.27					True	True	True	True	True
101.41	Malignant neoplasm of the colon	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										87.8	87.8	87.8									True
101.41	Malignant neoplasm of the colon	Neoplasms	HP_0100273	Neoplasm of the colon	False		True																	True	True	True
101.42	Malignant neoplasm of the rectum	Neoplasms	HP_0100743	Neoplasm of the rectum	False		True								82.05	82.05	82.05							True	True	True
101.61	Malignant neoplasm of the liver	Neoplasms	HP_0002896	Neoplasm of the liver	False		True												True	True	True			True	True	True
101.71	Malignant neoplasm of the gallbladder	Neoplasms	HP_0100575	Neoplasm of the gallbladder	False		True								84.44	84.44	84.44							True	True	True
101.8	Malignant neoplasm of the pancreas	Neoplasms	HP_0002894	Neoplasm of the pancreas	False		True								82.93	82.93	82.93	True	True	True	True			True	True	True
102.3	Malignant neoplasm of the trachea	Neoplasms	HP_0100551	Neoplasm of the trachea	False		True								82.93	82.93	82.93							True	True	True
102.51	Malignant neoplasm of the heart	Neoplasms	HP_0100544	Neoplasm of the heart	False		True																	True	True	True
102.54	Malignant neoplasm of the thymus	Neoplasms	HP_0100521	Neoplasm of the thymus	False		True								81.08	81.08	81.08							True	True	True
103.21	Basal cell carcinoma	Neoplasms	HP_0002671	Basal cell carcinoma	False	True	True	True					True		100.0	82.35	89.36							True	True	True
104.5	Gastrointestinal stromal tumor*	Neoplasms	HP_0100723	Gastrointestinal stroma tumor	False	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
104.6	Kaposi's sarcoma	Neoplasms	HP_0100726	Kaposi's sarcoma	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
105	Malignant neoplasm of the breast	Neoplasms	HP_0100013	Neoplasm of the breast	False		True								82.05	80.0	82.05							True	True	True
106.11	Malignant neoplasm of the vulva	Neoplasms	HP_0030416	Vulvar neoplasm	False		True								81.08		81.08							True	True	True
106.13	Malignant neoplasm of the cervix	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										80.95											True
106.3	Malignant neoplasm of the ovary	Neoplasms	HP_0100615	Ovarian neoplasm	False		True								81.08	81.08	81.08	True	True	True	True			True	True	True
107	Malignant neoplasm of male genitalia	Neoplasms	HP_0100848	Neoplasm of the male external genitalia	False										80.65											True
107.1	Malignant neoplasm of the penis	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										80.0		80.0									True
107.1	Malignant neoplasm of the penis	Neoplasms	HP_0100850	Neoplasm of the penis	False		True																	True	True	True
107.2	Malignant neoplasm of the prostate	Neoplasms	HP_0100787	Prostate neoplasm	False										82.93	82.93	82.93									True
107.32	Malignant neoplasm of the scrotum	Neoplasms	HP_0100849	Neoplasm of the scrotum	False		True								82.93	82.93	82.93							True	True	True
108	Malignant neoplasm of the urinary tract	Neoplasms	HP_0010786	Urinary tract neoplasm	False										86.79											True
108.5	Malignant neoplasm of the bladder	Neoplasms	HP_0009725	Bladder neoplasm	False										82.93	82.93	82.93					True	True			True
108.6	Malignant neoplasm of urethra	Neoplasms	HP_0100517	Neoplasm of the urethra	False										82.93	82.93	82.93									True
108.7	Malignant neoplasm of ureter	Neoplasms	HP_0100516	Neoplasm of the ureter	False										80.0	80.0	80.0	True	True	True	True				True	True
109	Malignant neoplasm of the eye, brain and other parts of central nervous system	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False									True	84.44	84.21	100.0		True	True	True				True	True
109.1	Malignant neoplasm of eye	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										84.21	84.21	80.95									True
109.14	Malignant neoplasm of cornea	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										80.95	80.95	80.95									True
109.3	Malignant neoplasm of brain	Neoplasms	HP_0100836	Malignant neoplasm of the central nervous system	False										82.93	82.93	82.93									True
110.3	Malignant neoplasm of the parathyroid gland	Neoplasms	HP_0100733	Neoplasm of the parathyroid gland	False		True								88.52	88.52	88.52							True	True	True
114.1	Malignant neuroendocrine tumors	Neoplasms	HP_0030447	Merkel cell skin cancer	False										80.77		80.77			True	True				True	True
114.2	Benign neuroendocrine tumors	Neoplasms	HP_0030447	Merkel cell skin cancer	False										80.77		80.77									True
114.5	Paraganglioma	Neoplasms	HP_0002668	Paraganglioma	False	True	True	True							100.0							True	True	True	True	True
124.3	Polycythemia vera	Neoplasms	HP_0001901	Polycythemia	False		True			True			True		83.87	83.87	83.87							True	True	True
124.6	Myelodysplastic syndrome	Neoplasms	HP_0002863	Myelodysplasia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
135	Benign neoplasm of the head and neck	Neoplasms	HP_0012288	Neoplasm of head and neck	False		True								84.44									True	True	True
135.1	Benign neoplasm of the oral cavity	Neoplasms	HP_0100649	Neoplasm of the oral cavity	False		True								85.71									True	True	True
135.11	Benign neoplasm of the lip	Neoplasms	HP_0100835	Benign neoplasm of the central nervous system	False										82.05	82.05	82.05		True		True					True
135.11	Benign neoplasm of the lip	Neoplasms	HP_0100604	Neoplasm of the lip	False		True																	True	True	True
135.12	Benign neoplasm of the tongue	Neoplasms	HP_0100648	Neoplasm of the tongue	False		True																	True	True	True
135.12	Benign neoplasm of the tongue	Neoplasms	HP_0006778	Benign genitourinary tract neoplasm	False										80.85	80.85	80.85									True
135.16	Benign neoplasm of the salivary glands	Neoplasms	HP_0100684	Salivary gland neoplasm	False										87.27							True	True			True
135.3	Benign neoplasm of the nasopharynx	Neoplasms	HP_0100630	Neoplasia of the nasopharynx	False		True								85.71	85.71	85.71							True	True	True
136.3	Benign neoplasm of the small intestine	Neoplasms	HP_0100833	Neoplasm of the small intestine	False		True								87.27		80.0							True	True	True
136.61	Benign neoplasm of the liver*	Neoplasms	HP_0002896	Neoplasm of the liver	False		True																	True	True	True
136.8	Benign neoplasm of the pancreas	Neoplasms	HP_0002894	Neoplasm of the pancreas	False		True								82.93		82.93							True	True	True
137.3	Benign neoplasm of the trachea	Neoplasms	HP_0100551	Neoplasm of the trachea	False		True								82.93	82.93	82.93							True	True	True
137.51	Benign neoplasm of the heart	Neoplasms	HP_0100544	Neoplasm of the heart	False		True																	True	True	True
137.54	Benign neoplasm of the thymus	Neoplasms	HP_0100521	Neoplasm of the thymus	False		True																	True	True	True
139.5	Lipoma	Neoplasms	HP_0012032	Lipoma	False	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
139.61	Hemangioma	Neoplasms	HP_0001028	Hemangioma	False	True	True	True				True	True	True	100.0	81.48	100.0	True	True	True	True		True	True	True	True
139.62	Lymphangioma	Neoplasms	HP_0100764	Lymphangioma	False	True	True	True							100.0	83.87	83.87	True	True	True	True			True	True	True
140	Benign neoplasm of the breast	Neoplasms	HP_0100013	Neoplasm of the breast	False		True								82.05	82.05	82.05							True	True	True
144.21	Leiomyoma of uterus	Neoplasms	HP_0000131	Uterine leiomyoma	False				True	True	True				84.85	100.0	84.85	True	True	True	True	True	True		True	True
144.3	Benign neoplasms of the ovary	Neoplasms	HP_0100615	Ovarian neoplasm	False										81.08	81.08	81.08									True
146	Benign neoplasm of the genitourinary system	Neoplasms	HP_0006778	Benign genitourinary tract neoplasm	False										82.19											True
146.1	Benign neoplasm of the penis	Neoplasms	HP_0100850	Neoplasm of the penis	False		True																	True	True	True
146.1	Benign neoplasm of the penis	Neoplasms	HP_0100835	Benign neoplasm of the central nervous system	False										80.0	80.0	80.0		True		True					True
146.2	Benign neoplasm of the prostate	Neoplasms	HP_0100787	Prostate neoplasm	False										82.93	82.93	82.93									True
146.32	Benign neoplasm of the scrotum	Neoplasms	HP_0100849	Neoplasm of the scrotum	False		True								82.93	82.93	82.93							True	True	True
146.5	Benign neoplasm of the bladder	Neoplasms	HP_0009725	Bladder neoplasm	False										82.93	82.93	82.93									True
146.51	Benign neoplasm of urethra	Neoplasms	HP_0100517	Neoplasm of the urethra	False										82.93	82.93	82.93									True
