phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category	hpo_code	hpo_label	SORTA_score
247.12	Copper deficiency*	copper deficiency	Metab	HP_0011967	Decreased circulating copper concentration	100.0
247.13	Kayser-Fleischer ring	kayser-fleischer ring	Metab	HP_0200032	Kayser-Fleischer ring	100.0
247.31	Familial hypophosphatemia*	familial hypophosphatemia	Metab	HP_0002148	Hypophosphatemia	82.93
247.41	Hypermagnesemia*	hypermagnesemia	Metab	HP_0002918	Hypermagnesemia	100.0
247.42	Hypomagnesemia*	hypomagnesemia	Metab	HP_0002917	Hypomagnesemia	100.0
247.51	Hypocalcemia	hypocalcemia	Metab	HP_0002901	Hypocalcemia	100.0
247.52	Hypercalcemia	hypercalcemia	Metab	HP_0003072	Hypercalcemia	100.0
247.53	Calcinosis cutis*	calcinosis cutis	Metab	HP_0025520	Calcinosis cutis	100.0
247.84	Molybdenum deficiency*	molybdenum deficiency	Metab	HP_0003570	Molybdenum cofactor deficiency	80.0
249	Amyloidosis	amyloidosis	Metab	HP_0011034	Amyloidosis	100.0
249.1	Cerebral amyloid angiopathy*	cerebral amyloid angiopathy	Metab	HP_0011970	Cerebral amyloid angiopathy	100.0
256.31	Acidosis	acidosis	Metab	HP_0001941	Acidosis	100.0
256.32	Alkalosis	alkalosis	Metab	HP_0001948	Alkalosis	100.0
256.6	Fluid overload	fluid overload	Metab	HP_0011105	Hypervolemia	83.33
256.7	Volume depletion	volume depletion	Metab	HP_0011106	Hypovolemia	81.25
256.71	Dehydration	dehydration	Metab	HP_0001944	Dehydration	100.0
256.72	Hypovolemia	hypovolemia	Metab	HP_0011106	Hypovolemia	100.0
257	Polydipsia	polydipsia	Metab	HP_0001959	Polydipsia	100.0
280.22	Opioid dependence	opioid dependence	Mental	HP_0033515	Opioid addiction	100.0
280.52	Cocaine dependence	cocaine dependence	Mental	HP_0033513	Cocaine addiction	100.0
280.62	Other stimulant dependence	other stimulant dependence	Mental	HP_0033512	Stimulant addiction	100.0
283	Other behavioral problems	other behavioral problems	Mental	HP_0000708	Behavioral abnormality	100.0
284.1	Suicidal ideations	suicidal ideations	Mental	HP_0031589	Suicidal ideation	100.0
284.26	Self-harm by burns	self-harm by burns	Mental	HP_0100716	Self-injurious behavior	80.0
286.1	Bipolar disorder	bipolar disorder	Mental	HP_0007302	Bipolar affective disorder	100.0
287.1	Schizophrenia	schizophrenia	Mental	HP_0100753	Schizophrenia	100.0
288.41	Agoraphobia	agoraphobia	Mental	HP_0000756	Agoraphobia	100.0
293.4	Polyphagia	polyphagia	Mental	HP_0002591	Polyphagia	100.0
296	Specific personality disorders	specific personality disorders	Mental	HP_0012075	Personality disorder	80.0
296.4	Borderline personality disorder	borderline personality disorder	Mental	HP_0012076	Borderline personality disorder	100.0
296.5	Histrionic personality disorder	histrionic personality disorder	Mental	HP_0012077	Histrionic personality disorder	100.0
296.6	Avoidant personality disorder	avoidant personality disorder	Mental	HP_0012075	Personality disorder	82.35
296.7	Dependent personality disorder	dependent personality disorder	Mental	HP_0012075	Personality disorder	80.0
298.3	Trichotillomania*	trichotillomania	Mental	HP_0012167	Hair-pulling	100.0
308.1	Irritability	irritability	Mental	HP_0000737	Irritability	100.0
308.2	Impulsiveness	impulsiveness	Mental	HP_0100710	Impulsivity	100.0
308.3	Emotional lability	emotional lability	Mental	HP_0000712	Emotional lability	100.0
308.9	Hostility and violent behavior*	hostility and violent behavior	Mental	HP_0008760	Violent behavior	82.93
320	Meningitis	meningitis	Neuro	HP_0001287	Meningitis	100.0
320.11	Bacterial meningitis	bacterial meningitis	Neuro	HP_0007274	Recurrent bacterial meningitis	81.08
320.13	Fungal memingitis	fungal memingitis	Neuro	HP_0032159	Fungal meningitis	85.71
320.2	Meningitis due to other non-infectious causes	meningitis due to other non-infectious causes	Neuro	HP_0033430	Non-infectious meningitis	80.85
320.3	Meningitis NOS	meningitis	Neuro	HP_0001287	Meningitis	100.0
321.1	Encephalitis	encephalitis	Neuro	HP_0002383	Infectious encephalitis	100.0
321.2	Myelitis	myelitis	Neuro	HP_0012486	Myelitis	100.0
322.2	Progressive multifocal leukoencephalopathy	progressive multifocal leukoencephalopathy	Neuro	HP_0006980	Progressive leukoencephalopathy	86.57
323.2	Spinal muscular atrophy	spinal muscular atrophy	Neuro	HP_0007269	Spinal muscular atrophy	100.0
323.3	Motor neuron disease	motor neuron disease	Neuro	HP_0002366	Abnormal lower motor neuron morphology	86.96
323.31	Amyotrophic lateral sclerosis [ALS]	amyotrophic lateral sclerosis als	Neuro	HP_0007354	Amyotrophic lateral sclerosis	94.34
324	Extrapyramidal and movement disorders	extrapyramidal and movement disorders	Neuro	HP_0007153	Progressive extrapyramidal movement disorder	86.57
324.1	Parkinsonism	parkinsonism	Neuro	HP_0001300	Parkinsonism	100.0
324.3	Dystonia	dystonia	Neuro	HP_0001332	Dystonia	100.0
324.32	Genetic torsion dystonia	genetic torsion dystonia	Neuro	HP_0001304	Torsion dystonia	85.0
324.34	Torticollis	torticollis	Neuro	HP_0000473	Torticollis	100.0
324.36	Blepharospasm	blepharospasm	Neuro	HP_0000643	Blepharospasm	100.0
324.4	Tremor	tremor	Neuro	HP_0001337	Tremor	100.0
324.41	Essential tremor*	essential tremor	Neuro	HP_0030186	Kinetic tremor	100.0
324.5	Myoclonus	myoclonus	Neuro	HP_0001336	Myoclonus	100.0
324.6	Tics	tics	Neuro	HP_0100033	Tics	100.0
324.9	Other chorea	other chorea	Neuro	HP_0002072	Chorea	100.0
325.1	Abnormal involuntary movements	abnormal involuntary movements	Neuro	HP_0004305	Involuntary movements	85.71
325.11	Abnormal head movements*	abnormal head movements	Neuro	HP_0002457	Abnormal head movements	100.0
325.12	Fasciculation*	fasciculation	Neuro	HP_0002380	Fasciculations	100.0
325.2	Abnormality of gait and mobility	abnormality of gait and mobility	Neuro	HP_0001288	Gait disturbance	80.0
325.24	Difficulty walking	difficulty walking	Neuro	HP_0002355	Difficulty walking	100.0
325.25	Abnormality of gait	abnormality of gait	Neuro	HP_0001288	Gait disturbance	100.0
326	Demyelinating diseases of the central nervous system	demyelinating diseases of the central nervous system	Neuro	HP_0002188	Delayed CNS myelination	82.19
328.1	Alzheimer's disease	alzheimers disease	Neuro	HP_0002511	Alzheimer disease	100.0
328.3	Cerebral degeneration	cerebral degeneration	Neuro	HP_0007313	Cerebral degeneration	100.0
328.32	Frontotemporal dementia	frontotemporal dementia	Neuro	HP_0002145	Frontotemporal dementia	100.0
329.1	Memory loss	memory loss	Neuro	HP_0002354	Memory impairment	100.0
329.42	Cognitive communication deficit	cognitive communication deficit	Neuro	HP_0100543	Cognitive impairment	81.08
329.6	Transient global amnesia	transient global amnesia	Neuro	HP_0010534	Transient global amnesia	100.0
329.9	Delirium	delirium	Neuro	HP_0031258	Delirium	100.0
330.13	Epileptic spasms	epileptic spasms	Neuro	HP_0011097	Epileptic spasm	100.0
330.31	Febrile convulsions	febrile convulsions	Neuro	HP_0002373	Febrile seizure (within the age range of 3 months to 6 years)	100.0
331	Headache	headache	Neuro	HP_0002315	Headache	100.0
331.1	Tension headache	tension headache	Neuro	HP_0012228	Tension-type headache	86.49
331.32	Hypnic headache	hypnic headache	Neuro	HP_0012459	Hypnic headache	100.0
331.33	Thunderclap headache	thunderclap headache	Neuro	HP_0030907	Thunderclap headache	100.0
331.4	Cluster headaches	cluster headaches	Neuro	HP_0012199	Cluster headache	100.0
331.6	Migraine	migraine	Neuro	HP_0002076	Migraine	100.0
331.61	Migraine with aura	migraine with aura	Neuro	HP_0002077	Migraine with aura	100.0
331.64	Chronic migraine without aura	chronic migraine without aura	Neuro	HP_0002083	Migraine without aura	84.0
331.8	Headache NOS	headache	Neuro	HP_0002315	Headache	100.0
333.1	Sleep apnea	sleep apnea	Neuro	HP_0010535	Sleep apnea	100.0
333.11	Obstructive sleep apnea	obstructive sleep apnea	Neuro	HP_0002870	Obstructive sleep apnea	100.0
333.12	Central sleep apnea	central sleep apnea	Neuro	HP_0010536	Central sleep apnea	100.0
333.2	Insomnia	insomnia	Neuro	HP_0100785	Insomnia	100.0
333.3	Hypersomnia	hypersomnia	Neuro	HP_0100786	Hypersomnia	100.0
333.51	Confusional arousals	confusional arousals	Neuro	HP_0025237	Confusional arousal	100.0
333.54	Sleepwalking [somnambulism]*	sleepwalking somnambulism	Neuro	HP_0025236	Somnambulism	92.68
333.55	Sleep terrors [night terrors]*	sleep terrors night terrors	Neuro	HP_0030765	Sleep terror	100.0
333.7	Narcolepsy	narcolepsy	Neuro	HP_0030050	Narcolepsy	100.0
333.8	Sleep disturbances	sleep disturbances	Neuro	HP_0002360	Sleep disturbance	100.0
334	Disorders of other cranial nerves	disorders of other cranial nerves	Neuro	HP_0001291	Abnormal cranial nerve morphology	80.0
334.11	Trigeminal neuralgia	trigeminal neuralgia	Neuro	HP_0100661	Trigeminal neuralgia	100.0
334.21	Bell's palsy	bells palsy	Neuro	HP_0010628	Facial palsy	100.0
334.23	Facial weakness	facial weakness	Neuro	HP_0030319	Weakness of facial musculature	100.0
334.24	Clonic hemifacial spasm*	clonic hemifacial spasm	Neuro	HP_0010828	Hemifacial spasm	81.08
334.25	Facial myokymia*	facial myokymia	Neuro	HP_0000317	Facial myokymia	100.0
334.41	Third [oculomotor] nerve palsy	third oculomotor nerve palsy	Neuro	HP_0012246	Oculomotor nerve palsy	88.0
334.42	Fourth [trochlear] nerve palsy	fourth trochlear nerve palsy	Neuro	HP_0007011	Fourth cranial nerve palsy	85.71
334.44	Sixth [abducent] nerve palsy	sixth abducent nerve palsy	Neuro	HP_0006897	Abducens palsy	85.0
334.9	Multiple cranial nerve palsies	multiple cranial nerve palsies	Neuro	HP_0006824	Cranial nerve paralysis	82.61
336	Mononeuropathies	mononeuropathies	Neuro	HP_0009831	Mononeuropathy	100.0
337	Polyneuropathies	polyneuropathies	Neuro	HP_0001271	Polyneuropathy	100.0
339.1	Muscular dystrophy	muscular dystrophy	Neuro	HP_0003560	Muscular dystrophy	100.0
339.12	Facioscapulohumeral muscular dystrophy*	facioscapulohumeral muscular dystrophy	Neuro	HP_0008970	Scapulohumeral muscular dystrophy	89.86
339.21	Myotonic muscular dystrophy	myotonic muscular dystrophy	Neuro	HP_0003560	Muscular dystrophy	84.44
339.4	Periodic paralysis	periodic paralysis	Neuro	HP_0003768	Periodic paralysis	100.0
340	Myopathies	myopathies	Neuro	HP_0003198	Myopathy	100.0
340.3	Inflammatory and immune myopathies	inflammatory and immune myopathies	Neuro	HP_0009071	Inflammatory myopathy	88.0
341.1	Cerebral palsy	cerebral palsy	Neuro	HP_0100021	Cerebral palsy	100.0
341.12	Athetoid cerebral palsy	athetoid cerebral palsy	Neuro	HP_0011445	Athetoid cerebral palsy	100.0
341.2	Hemiplegia and hemiparesis	hemiplegia and hemiparesis	Neuro	HP_0004374	Hemiplegia/hemiparesis	100.0
341.22	Spastic hemiplegia	spastic hemiplegia	Neuro	HP_0011099	Spastic hemiparesis	100.0
341.23	Brown-Séquard syndrome*	brown-squard syndrome	Neuro	HP_0031622	Brown anomaly	80.0
342.2	Quadriplegia	quadriplegia	Neuro	HP_0002445	Tetraplegia	100.0
342.5	Paralysis NOS	paralysis	Neuro	HP_0003470	Paralysis	100.0
343.11	Carotid sinus syncope	carotid sinus syncope	Neuro	HP_0012669	Carotid sinus syncope	100.0
343.5	Horner's syndrome*	horners syndrome	Neuro	HP_0002277	Horner syndrome	100.0
344.1	Hydrocephalus	hydrocephalus	Neuro	HP_0000238	Hydrocephalus	100.0
344.11	Communicating hydrocephalus	communicating hydrocephalus	Neuro	HP_0001334	Communicating hydrocephalus	100.0
344.13	(Idiopathic) normal pressure hydrocephalus	idiopathic normal pressure hydrocephalus	Neuro	HP_0002343	Normal pressure hydrocephalus	86.15
344.2	Benign intracranial hypertension	benign intracranial hypertension	Neuro	HP_0002516	Increased intracranial pressure	85.71
344.3	Cerebrospinal fluid leak	cerebrospinal fluid leak	Neuro	HP_0032934	Spontaneous cerebrospinal fluid leak	85.19
345	Encephalopathy	encephalopathy	Neuro	HP_0001298	Encephalopathy	100.0
345.1	Toxic encephalopathy	toxic encephalopathy	Neuro	HP_0001298	Encephalopathy	83.33
346.5	Compression of brain	compression of brain	Neuro	HP_0002512	Brain stem compression	85.71
346.6	Cerebral edema	cerebral edema	Neuro	HP_0002181	Cerebral edema	100.0
346.7	Temporal sclerosis	temporal sclerosis	Neuro	HP_0033715	Hippocampal sclerosis	82.05
348.2	Myelopathies	myelopathies	Neuro	HP_0002196	Myelopathy	100.0
348.4	Spinal cord compression*	spinal cord compression	Neuro	HP_0002176	Spinal cord compression	100.0
349.11	Abnormal echoencephalogram	abnormal echoencephalogram	Neuro	HP_0002353	EEG abnormality	86.79
349.12	Abnormal electroencephalogram [EEG]	abnormal electroencephalogram eeg	Neuro	HP_0002353	EEG abnormality	93.33
350.1	Tetany	tetany	Neuro	HP_0001281	Tetany	100.0
350.3	Abnormal reflex	abnormal reflex	Neuro	HP_0031826	Abnormal reflex	100.0
350.4	Abnormal posture	abnormal posture	Neuro	HP_0002533	Abnormal posturing	100.0
351.2	Hypoesthesia of skin*	hypoesthesia of skin	Neuro	HP_0003474	Somatic sensory dysfunction	83.87
351.3	Paresthesia of skin*	paresthesia of skin	Neuro	HP_0003401	Paresthesia	82.76
351.4	Hyperesthesia*	hyperesthesia	Neuro	HP_0100963	Hyperesthesia	100.0
352.1	Anosmia*	anosmia	Neuro	HP_0000458	Anosmia	100.0
352.3	Parageusia*	parageusia	Neuro	HP_0031249	Parageusia	100.0
353.1	Hallucinations	hallucinations	Neuro	HP_0000738	Hallucinations	100.0
353.11	Auditory hallucinations*	auditory hallucinations	Neuro	HP_0008765	Auditory hallucinations	100.0
353.12	Visual hallucinations	visual hallucinations	Neuro	HP_0002367	Visual hallucinations	100.0
355.1	Coma	coma	Neuro	HP_0001259	Coma	100.0
356.1	Dysarthria	dysarthria	Neuro	HP_0001260	Dysarthria	100.0
356.4	Slurred speech*	slurred speech	Neuro	HP_0001350	Slurred speech	100.0
360	Inflammation of eyelids	inflammation of eyelids	Eye	HP_0000498	Blepharitis	100.0
360.1	Hordeolum	hordeolum	Eye	HP_0010606	Hordeolum	100.0
360.11	Hordeolum externum	hordeolum externum	Eye	HP_0010607	Hordeolum externum	100.0
360.12	Hordeolum internum	hordeolum internum	Eye	HP_0010608	Hordeolum internum	100.0
360.2	Chalazion	chalazion	Eye	HP_0010605	Chalazion	100.0
360.4	Blepharitis	blepharitis	Eye	HP_0000498	Blepharitis	100.0
360.51	Eczematous dermatitis of eyelid	eczematous dermatitis of eyelid	Eye	HP_0000976	Eczematoid dermatitis	80.0
360.54	Discoid lupus erythematosus of eyelid	discoid lupus erythematosus of eyelid	Eye	HP_0007417	Discoid lupus rash	88.14
361.12	Mechanical entropion	mechanical entropion	Eye	HP_0031738	Mechanical entropion	100.0
361.14	Cicatricial entropion	cicatricial entropion	Eye	HP_0031737	Cicatricial entropion	100.0
361.2	Lagophthalmos	lagophthalmos	Eye	HP_0030001	Lagopthalmos	88.0
361.24	Cicatricial lagophthalmos	cicatricial lagophthalmos	Eye	HP_0030004	Cicatricial lagophthalmos	100.0
361.25	Paralytic lagophthalmos	paralytic lagophthalmos	Eye	HP_0030003	Paralytic lagophthalmos	100.0
361.3	Ptosis of eyelid	ptosis of eyelid	Eye	HP_0000508	Ptosis	100.0
361.36	Brow ptosis*	brow ptosis	Eye	HP_0031623	Brow ptosis	100.0
361.4	Blepharochalasis	blepharochalasis	Eye	HP_0010749	Blepharochalasis	100.0
361.5	Eyelid retraction	eyelid retraction	Eye	HP_0500043	Eyelid retraction	100.0
361.8	Blepharophimosis	blepharophimosis	Eye	HP_0000581	Blepharophimosis	100.0
361.9	Ectropion of eyelid	ectropion of eyelid	Eye	HP_0000656	Ectropion	87.18
361.92	Mechanical ectropion	mechanical ectropion	Eye	HP_0031738	Mechanical entropion	88.24
361.94	Cicatricial ectropion	cicatricial ectropion	Eye	HP_0025608	Cicatricial ectropion	100.0
362.2	Hyperpigmentation of eyelid [Chloasma]	hyperpigmentation of eyelid chloasma	Eye	HP_0007406	Hyperpigmentation of eyelids	81.63
362.3	Hypertrichosis of eyelid	hypertrichosis of eyelid	Eye	HP_0000998	Hypertrichosis	80.0
362.5	Cysts of eyelid	cysts of eyelid	Eye	HP_0010604	Cyst of the eyelid	100.0
362.6	Dermatochalasis of eyelid	dermatochalasis of eyelid	Eye	HP_0010750	Dermatochalasis	93.33
362.7	Edema of eyelid	edema of eyelid	Eye	HP_0100540	Palpebral edema	100.0
362.8	Meibomian gland dysfunction of eyelid*	meibomian gland dysfunction of eyelid	Eye	HP_0025610	Posterior blepharitis	87.72
363.5	Epiphora	epiphora	Eye	HP_0009926	Epiphora	100.0
363.61	Dacryocystitis	dacryocystitis	Eye	HP_0000620	Dacryocystitis	100.0
365.1	Enophthalmos	enophthalmos	Eye	HP_0000490	Deeply set eye	100.0
365.3	Exophthalmos [Proptosis]	exophthalmos proptosis	Eye	HP_0000520	Proptosis	100.0
365.4	Orbital cysts	orbital cysts	Eye	HP_0001144	Orbital cyst	100.0
366.1	Pterygium of eye	pterygium of eye	Eye	HP_0001059	Pterygium	86.96
366.21	Pinguecula	pinguecula	Eye	HP_0031830	Pinguecula	100.0
366.4	Vascular abnormalities of conjunctiva	vascular abnormalities of conjunctiva	Eye	HP_0008054	Abnormal morphology of the conjunctival vasculature	93.1
366.42	Conjunctival hyperemia	conjunctival hyperemia	Eye	HP_0030953	Conjunctival hyperemia	100.0
367.1	Conjunctivitis	conjunctivitis	Eye	HP_0000509	Conjunctivitis	100.0
367.12	Allergic [atopic] conjunctivitis	allergic atopic conjunctivitis	Eye	HP_0007879	Allergic conjunctivitis	86.49
367.2	Keratitis	keratitis	Eye	HP_0000491	Keratitis	100.0
367.21	Corneal ulcer	corneal ulcer	Eye	HP_0012804	Corneal ulceration	100.0
367.22	Punctate keratitis	punctate keratitis	Eye	HP_0011859	Punctate keratitis	100.0
367.3	Keratoconjunctivitis	keratoconjunctivitis	Eye	HP_0001096	Keratoconjunctivitis	100.0
367.31	Keratoconjunctivitis sicca	keratoconjunctivitis sicca	Eye	HP_0001097	Keratoconjunctivitis sicca	100.0
367.41	Cellulitis of orbit	cellulitis of orbit	Eye	HP_0100539	Periorbital edema	80.0
367.5	Uveitis	uveitis	Eye	HP_0000554	Uveitis	100.0
367.51	Panuveitis	panuveitis	Eye	HP_0012121	Panuveitis	100.0
367.52	Iridocyclitis	iridocyclitis	Eye	HP_0001094	Iridocyclitis	100.0
367.53	Chorioretinitis	chorioretinitis	Eye	HP_0012424	Chorioretinitis	100.0
367.6	Episcleritis	episcleritis	Eye	HP_0100534	Episcleritis	100.0
367.7	Scleritis	scleritis	Eye	HP_0100532	Scleritis	100.0
367.8	Hypopyon	hypopyon	Eye	HP_0031615	Hypopyon	100.0
368.1	Scleral staphyloma	scleral staphyloma	Eye	HP_0030854	Scleral staphyloma	100.0
369.1	Corneal scars and opacities	corneal scars and opacities	Eye	HP_0007957	Corneal opacity	83.87
369.11	Peripheral opacity of cornea	peripheral opacity of cornea	Eye	HP_0008011	Peripheral opacification of the cornea	93.02
369.12	Central opacity of cornea	central opacity of cornea	Eye	HP_0011493	Central opacification of the cornea	90.48
369.15	Corneal deposits	corneal deposits	Eye	HP_0000531	Corneal crystals	100.0
369.3	Corneal neovascularization	corneal neovascularization	Eye	HP_0011496	Corneal neovascularization	100.0
369.4	Corneal degenerations	corneal degenerations	Eye	HP_0007705	Corneal degeneration	100.0
369.42	Recurrent erosion of cornea	recurrent erosion of cornea	Eye	HP_0000495	Recurrent corneal erosions	92.31
369.43	Band keratopathy	band keratopathy	Eye	HP_0000585	Band keratopathy	100.0
369.52	Lattice corneal dystrophy	lattice corneal dystrophy	Eye	HP_0001149	Lattice corneal dystrophy	100.0
369.53	Granular corneal dystrophy	granular corneal dystrophy	Eye	HP_0007802	Granular corneal dystrophy	100.0
369.62	Keratoconus	keratoconus	Eye	HP_0000563	Keratoconus	100.0
370.41	Pupillary abnormalities	pupillary abnormalities	Eye	HP_0000615	Abnormal pupil morphology	100.0
371	Cataract	cataract	Eye	HP_0000518	Cataract	100.0
371.1	Cortical age-related cataract	cortical age-related cataract	Eye	HP_0011143	Age-related cortical cataract	100.0
371.2	Subcapsular cataract	subcapsular cataract	Eye	HP_0000523	Subcapsular cataract	100.0
371.21	Anterior subcapsular polar cataract	anterior subcapsular polar cataract	Eye	HP_0007787	Posterior subcapsular cataract	86.57
371.22	Posterior subcapsular polar cataract	posterior subcapsular polar cataract	Eye	HP_0007787	Posterior subcapsular cataract	91.18
371.3	Nuclear cataract	nuclear cataract	Eye	HP_0100018	Nuclear cataract	100.0
371.31	Age-related nuclear cataract	age-related nuclear cataract	Eye	HP_0011142	Age-related nuclear cataract	100.0
372.2	Dislocation of lens	dislocation of lens	Eye	HP_0001083	Ectopia lentis	100.0
373.1	Chorioretinal scars	chorioretinal scars	Eye	HP_0007777	Chorioretinal scar	100.0
373.11	Solar retinopathy	solar retinopathy	Eye	HP_0000488	Retinopathy	80.0
373.2	Choroidal degenerations	choroidal degenerations	Eye	HP_0007945	obsolete Choroidal degeneration	80.0
373.31	Choroideremia	choroideremia	Eye	HP_0001139	Choroideremia	100.0
374.1	Retinal detachments and breaks	retinal detachments and breaks	Eye	HP_0000541	Retinal detachment	81.25
374.11	Serous retinal detachment	serous retinal detachment	Eye	HP_0012231	Exudative retinal detachment	100.0
374.12	Traction detachment of retina	traction detachment of retina	Eye	HP_0007917	Tractional retinal detachment	93.33
374.21	Retinoschisis	retinoschisis	Eye	HP_0030502	Retinoschisis	100.0
374.31	Exudative retinopathy	exudative retinopathy	Eye	HP_0007898	Exudative retinopathy	100.0
374.32	Retinal microaneurysms	retinal microaneurysms	Eye	HP_0032416	Retinal microaneurysm	100.0
374.33	Retinal neovascularization	retinal neovascularization	Eye	HP_0030666	Retinal neovascularization	100.0
374.34	Retinal vasculitis	retinal vasculitis	Eye	HP_0025188	Retinal vasculitis	100.0
374.35	Retinal telangiectasis	retinal telangiectasis	Eye	HP_0007763	Retinal telangiectasia	92.68
374.37	Retinal arterial occlusions	retinal arterial occlusions	Eye	HP_0025326	Retinal arterial occlusion	100.0
374.38	Retinal vein occlusions	retinal vein occlusions	Eye	HP_0012636	Retinal vein occlusion	100.0
374.41	Hypertensive retinopathy	hypertensive retinopathy	Eye	HP_0001095	Hypertensive retinopathy	100.0
374.5	Macular degeneration	macular degeneration	Eye	HP_0000608	Macular degeneration	100.0
374.51	Age-related macular degeneration	age-related macular degeneration	Eye	HP_0007868	obsolete Age-related macular degeneration	86.21
374.53	Cystoid macular degeneration	cystoid macular degeneration	Eye	HP_0008028	Cystoid macular degeneration	100.0
374.55	Puckering of macula	puckering of macula	Eye	HP_0100014	Epiretinal membrane	89.66
374.57	Angioid streaks of macula	angioid streaks of macula	Eye	HP_0001102	Angioid streaks of the fundus	81.08
374.6	Peripheral retinal degeneration	peripheral retinal degeneration	Eye	HP_0007769	Peripheral retinal degeneration	100.0
374.61	Lattice degeneration of retina	lattice degeneration of retina	Eye	HP_0007992	Lattice retinal degeneration	93.02
374.7	Retinal dystrophy	retinal dystrophy	Eye	HP_0000556	Retinal dystrophy	100.0
374.9	Central serous chorioretinopathy	central serous chorioretinopathy	Eye	HP_0025567	Central serous chorioretinopathy	100.0
375	Abnormal intraocular pressure	abnormal intraocular pressure	Eye	HP_0012632	Abnormal intraocular pressure	100.0
375.1	Glaucoma	glaucoma	Eye	HP_0000501	Glaucoma	100.0
375.11	Open angle glaucoma	open angle glaucoma	Eye	HP_0012108	Open angle glaucoma	100.0
375.113	Primary open angle glaucoma	primary open angle glaucoma	Eye	HP_0012108	Open angle glaucoma	82.61
375.12	Angle-Closure Glaucoma	angle-closure glaucoma	Eye	HP_0012109	Angle closure glaucoma	100.0
375.6	Ocular hypertension	ocular hypertension	Eye	HP_0007906	Ocular hypertension	100.0
376.2	Vitreous opacities	vitreous opacities	Eye	HP_0100832	Vitreous floaters	100.0
376.4	Vitreomacular adhesion	vitreomacular adhesion	Eye	HP_0031150	Vitreomacular adhesion	100.0
377	Hemorrhage of the eye	hemorrhage of the eye	Eye	HP_0011885	Hemorrhage of the eye	100.0
377.2	Conjunctival hemorrhage	conjunctival hemorrhage	Eye	HP_0011896	Subconjunctival hemorrhage	88.89
377.3	Choroidal hemorrhage and rupture	choroidal hemorrhage and rupture	Eye	HP_0011887	Choroid hemorrhage	83.72
377.4	Retinal hemorrhage	retinal hemorrhage	Eye	HP_0000573	Retinal hemorrhage	100.0
377.5	Vitreous hemorrhage	vitreous hemorrhage	Eye	HP_0007902	Vitreous hemorrhage	100.0
377.8	Hyphema	hyphema	Eye	HP_0011886	Hyphema	100.0
380.1	Optic neuropathy	optic neuropathy	Eye	HP_0001138	Optic neuropathy	100.0
380.11	Optic neuritis	optic neuritis	Eye	HP_0100653	Optic neuritis	100.0
380.12	Ischemic optic neuropathy	ischemic optic neuropathy	Eye	HP_0001138	Optic neuropathy	82.93
380.13	Optic nerve hypoplasia	optic nerve hypoplasia	Eye	HP_0000609	Optic nerve hypoplasia	100.0
380.21	Papilledema	papilledema	Eye	HP_0001085	Papilledema	100.0
380.22	Optic disc drusen	optic disk drusen	Eye	HP_0012426	Optic disc drusen	88.89
380.3	Optic atrophy	optic atrophy	Eye	HP_0000648	Optic atrophy	100.0
380.51	Cortical blindness	cortical blindness	Eye	HP_0100704	Cerebral visual impairment	100.0
381	Strabismus	strabismus	Eye	HP_0000486	Strabismus	100.0
381.1	Paralytic strabismus [Neurogenic strabismus]	paralytic strabismus neurogenic strabismus	Eye	HP_0031775	Neurogenic strabismus	100.0
381.11	Ophthalmoplegia	ophthalmoplegia	Eye	HP_0000602	Ophthalmoplegia	100.0
381.3	Esotropia	esotropia	Eye	HP_0000565	Esotropia	100.0
381.31	Alternating esotropia	alternating esotropia	Eye	HP_0001137	Alternating esotropia	100.0
381.32	Accommodative esotropia	accommodative esotropia	Eye	HP_0020046	Accommodative esotropia	100.0
381.4	Exotropia	exotropia	Eye	HP_0000577	Exotropia	100.0
381.41	Alternating exotropia	alternating exotropia	Eye	HP_0031717	Alternating exotropia	100.0
381.5	Vertical strabismus	vertical strabismus	Eye	HP_0020043	Vertical incomitant strabismus	80.95
381.7	Cyclotropia	cyclotropia	Eye	HP_0031776	Cyclotropia	100.0
381.8	Heterophoria	heterophoria	Eye	HP_0032011	Heterophoria	100.0
381.81	Esophoria	esophoria	Eye	HP_0025312	Esophoria	100.0
381.82	Exophoria	exophoria	Eye	HP_0025313	Exophoria	100.0
381.83	Cyclophoria	cyclophoria	Eye	HP_0031777	Cyclophoria	100.0
382.1	Impaired convergence	impaired convergence	Eye	HP_0000619	Impaired convergence	100.0
383.1	Nystagmus	nystagmus	Eye	HP_0000639	Nystagmus	100.0
383.2	Saccadic eye movements	saccadic eye movements	Eye	HP_0000514	Slow saccadic eye movements	88.37
384.1	Anisocoria	anisocoria	Eye	HP_0009916	Anisocoria	100.0
384.2	Miosis	miosis	Eye	HP_0000616	Miosis	100.0
384.3	Mydriasis	mydriasis	Eye	HP_0011499	Mydriasis	100.0
384.4	Tonic pupil	tonic pupil	Eye	HP_0012074	Tonic pupil	100.0
386.1	Amblyopia	amblyopia	Eye	HP_0000646	Amblyopia	100.0
386.2	Diplopia	diplopia	Eye	HP_0000651	Diplopia	100.0
386.4	Visual field defects	visual field defects	Eye	HP_0001123	Visual field defect	100.0
386.41	Scotoma	scotoma	Eye	HP_0000575	Scotoma	100.0
386.42	Hemianopia	hemianopia	Eye	HP_0012377	Hemianopia	100.0
