hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category
HP_0001642	Pulmonary stenosis	pulmonary stenosis	False	413.41	Pulmonary valve stenosis*	pulmonary valve stenosis	Cardio
HP_0001642	Pulmonary valve stenosis	pulmonary valve stenosis	False	413.41	Pulmonary valve stenosis*	pulmonary valve stenosis	Cardio
HP_0001642	Pulmonary valve stenosis	pulmonary valve stenosis	False	779.12	Congenital pulmonary valve stenosis	congenital pulmonary valve stenosis	Cong
HP_0001638	Cardiomyopathy	cardiomyopathy	True	414	Cardiomyopathy	cardiomyopathy	Cardio
HP_0001639	Hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	True	414.1	Hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	Cardio
HP_0001639	Hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	True	414.11	Obstructive hypertrophic cardiomyopathy	obstructive hypertrophic cardiomyopathy	Cardio
HP_0001639	Cardiomyopathy, hypertrophic	cardiomyopathy hypertrophic	False	414.1	Hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	Cardio
HP_0001639	Cardiomyopathy, hypertrophic	cardiomyopathy hypertrophic	False	414.11	Obstructive hypertrophic cardiomyopathy	obstructive hypertrophic cardiomyopathy	Cardio
HP_0001640	Cardiomegaly	cardiomegaly	True	425	Cardiomegaly	cardiomegaly	Cardio
HP_0001643	Patent ductus arteriosus	patent ductus arteriosus	True	778.3	Patent ductus arteriosus	patent ductus arteriosus	Cong
HP_0001643	Ductus arteriosus	ductus arteriosus	False	778.3	Patent ductus arteriosus	patent ductus arteriosus	Cong
HP_0001644	Dilated cardiomyopathy	dilated cardiomyopathy	True	414.2	Dilated cardiomyopathy*	dilated cardiomyopathy	Cardio
HP_0001644	Cardiomyopathy, dilated	cardiomyopathy dilated	False	414.2	Dilated cardiomyopathy*	dilated cardiomyopathy	Cardio
HP_0001695	Cardiac arrest	cardiac arrest	True	420	Cardiac arrest	cardiac arrest	Cardio
HP_0001649	Tachycardia	tachycardia	True	417.2	Tachycardia	tachycardia	Cardio
HP_0004308	Ventricular arrhythmia	ventricular arrhythmia	True	416.13	Re-entry ventricular arrhythmia*	re-entry ventricular arrhythmia	Cardio
HP_0001650	Aortic stenosis	aortic stenosis	False	413.21	Aortic stenosis	aortic stenosis	Cardio
HP_0001653	Mitral insufficiency	mitral insufficiency	False	413.11	Mitral valve insufficiency	mitral valve insufficiency	Cardio
HP_0001653	Mitral valve insufficiency	mitral valve insufficiency	False	413.11	Mitral valve insufficiency	mitral valve insufficiency	Cardio
HP_0001657	Long QT syndrome	long qt syndrome	False	416.6	Long QT syndrome	long qt syndrome	Cardio
HP_0001658	Myocardial infarction	myocardial infarction	True	404.11	Acute myocardial infarction	acute myocardial infarction	Cardio
HP_0001659	Aortic insufficiency	aortic insufficiency	False	413.22	Aortic insufficiency	aortic insufficiency	Cardio
HP_0001662	Bradycardia	bradycardia	True	417.3	Bradycardia*	bradycardia	Cardio
HP_0001663	Ventricular fibrillation	ventricular fibrillation	True	416.31	Ventricular fibrillation	ventricular fibrillation	Cardio
HP_0001669	Transposition of great vessels	transposition of great vessels	False	778.2	Transposition of great vessels	transposition of great vessels	Cong
HP_0006695	Atrioventricular septal defect	atrioventricular septal defect	False	780.43	Atrioventricular septal defect	atrioventricular septal defect	Cong
HP_0002621	Atherosclerosis	atherosclerosis	True	436	Atherosclerosis [ASCVD]	atherosclerosis ascvd	Cardio
HP_0001678	Atrioventricular block	atrioventricular block	True	416.41	Atrioventricular block	atrioventricular block	Cardio
HP_0012722	Heart block	heart block	True	416.4	Heart block	heart block	Cardio
HP_0001680	Coarctation of aorta	coarctation of aorta	True	778.41	Coarctation of aorta	coarctation of aorta	Cong
HP_0001681	Angina pectoris	angina pectoris	True	403	Angina pectoris	angina pectoris	Cardio
HP_0001686	Aphonia	aphonia	False	494.2	Aphonia	aphonia	Resp
HP_0001701	Pericarditis	pericarditis	True	410.1	Pericarditis	pericarditis	Cardio
HP_0001706	Endocardial fibroelastosis	endocardial fibroelastosis	True	414.7	Endocardial fibroelastosis	endocardial fibroelastosis	Cardio
HP_0001718	Mitral stenosis	mitral stenosis	True	413.13	Mitral valve stenosis	mitral valve stenosis	Cardio
HP_0001718	Mitral valve stenosis	mitral valve stenosis	False	413.13	Mitral valve stenosis	mitral valve stenosis	Cardio
HP_0001719	Double outlet right ventricle	double outlet right ventricle	True	778.6	Double outlet right ventricle	double outlet right ventricle	Cong
HP_0001723	Restrictive cardiomyopathy	restrictive cardiomyopathy	True	414.8	Restrictive cardiomyopathy*	restrictive cardiomyopathy	Cardio
HP_0001907	Thromboembolism	thromboembolism	True	440.1	Venous thromboembolism	venous thromboembolism	Cardio
HP_0001733	Pancreatitis	pancreatitis	True	554.1	Pancreatitis	pancreatitis	GI
HP_0001734	Annular pancreas	annular pancreas	True	767.1	Annular pancreas	annular pancreas	Cong
HP_0001735	Acute pancreatitis	acute pancreatitis	True	554.11	Acute pancreatitis	acute pancreatitis	GI
HP_0001735	Pancreatitis, acute	pancreatitis acute	False	554.11	Acute pancreatitis	acute pancreatitis	GI
HP_0001738	Exocrine pancreatic insufficiency	exocrine pancreatic insufficiency	True	554.3	Exocrine pancreatic insufficiency*	exocrine pancreatic insufficiency	GI
HP_0001742	Nasal congestion	nasal congestion	True	463.4	Nasal congestion*	nasal congestion	Resp
HP_0001746	Asplenia	asplenia	True	795.1	Asplenia*	asplenia	Cong
HP_0001762	Club foot	club foot	False	710.42	Club foot	club foot	Musc/Skel
HP_0001883	Talipes	talipes	True	784.1	Talipes	talipes	Cong
HP_0001765	Hammer toe	hammer toe	False	709.24	Hammer toe	hammer toe	Musc/Skel
HP_0001788	Premature rupture of membranes	premature rupture of membranes	True	905	Premature rupture of membranes	premature rupture of membranes	Preg
HP_0001806	Onycholysis	onycholysis	True	683.4	Onycholysis*	onycholysis	Derm
HP_0008404	Nail dystrophy	nail dystrophy	True	683.2	Nail dystrophy*	nail dystrophy	Derm
HP_0001997	Gout	gout	True	703.11	Gout	gout	Musc/Skel
HP_0001873	Thrombocytopenia	thrombocytopenia	True	169.1	Thrombocytopenia	thrombocytopenia	Blood
HP_0001875	Neutropenia	neutropenia	True	170.1	Neutropenia	neutropenia	Blood
HP_0001875	Neutropenia	neutropenia	True	170.19	Neutropenia NOS	neutropenia	Blood
HP_0001876	Pancytopenia	pancytopenia	True	162.8	Pancytopenia	pancytopenia	Blood
HP_0001877	Abnormality of red blood cells	abnormality of red blood cells	False	821	Abnormality of red blood cells	abnormality of red blood cells	Signs/Symptoms
HP_0001880	Eosinophilia	eosinophilia	True	171.7	Eosinophilia	eosinophilia	Blood
HP_0002754	Osteomyelitis	osteomyelitis	True	701.1	Osteomyelitis	osteomyelitis	Musc/Skel
HP_0001888	Lymphocytopenia	lymphocytopenia	False	170.2	Lymphocytopenia	lymphocytopenia	Blood
HP_0001889	Megaloblastic anemia	megaloblastic anemia	True	160.2	Megaloblastic anemia	megaloblastic anemia	Blood
HP_0001889	Megaloblastic anaemia	megaloblastic anemia	False	160.2	Megaloblastic anemia	megaloblastic anemia	Blood
HP_0001972	Macrocytic anemia	macrocytic anemia	True	164.2	Macrocytic anemia	macrocytic anemia	Blood
HP_0001972	Macrocytic anaemia	macrocytic anemia	False	164.2	Macrocytic anemia	macrocytic anemia	Blood
HP_0001891	Iron deficiency anemia	iron deficiency anemia	True	160.1	Iron deficiency anemia	iron deficiency anemia	Blood
HP_0001891	Iron deficiency anaemia	iron deficiency anemia	False	160.1	Iron deficiency anemia	iron deficiency anemia	Blood
HP_0010972	Anemia, dyserythropoietic	anemia dyserythropoietic	False	162.7	Congenital dyserythropoietic anemia*	congenital dyserythropoietic anemia	Blood
HP_0010972	Dyserythropoietic anaemia	dyserythropoietic anemia	False	162.7	Congenital dyserythropoietic anemia*	congenital dyserythropoietic anemia	Blood
HP_0010972	Dyserythropoietic anemia	dyserythropoietic anemia	False	162.7	Congenital dyserythropoietic anemia*	congenital dyserythropoietic anemia	Blood
HP_0001901	Polycythemia	polycythemia	True	124.3	Polycythemia vera	polycythemia vera	Neoplasms
HP_0001909	Leukemia	leukemia	True	121	Leukemia	leukemia	Neoplasms
HP_0001909	Leukaemia	leukemia	False	121	Leukemia	leukemia	Neoplasms
HP_0001915	Aplastic anemia	aplastic anemia	True	162	Aplastic anemia	aplastic anemia	Blood
HP_0001915	Aplastic anaemia	aplastic anemia	False	162	Aplastic anemia	aplastic anemia	Blood
HP_0011034	Amyloidosis	amyloidosis	True	249	Amyloidosis	amyloidosis	Metab
HP_0001919	Acute kidney failure	acute kidney failure	False	582	Acute kidney failure	acute kidney failure	Genitourinary
HP_0001924	Sideroblastic anemia	sideroblastic anemia	True	162.6	Sideroblastic anemia	sideroblastic anemia	Blood
HP_0001924	Sideroblastic anaemia	sideroblastic anemia	False	162.6	Sideroblastic anemia	sideroblastic anemia	Blood
HP_0001935	Microcytic anemia	microcytic anemia	True	164.1	Microcytic anemia	microcytic anemia	Blood
HP_0001935	Microcytic anaemia	microcytic anemia	False	164.1	Microcytic anemia	microcytic anemia	Blood
HP_0001941	Acidosis	acidosis	True	256.31	Acidosis	acidosis	Metab
HP_0001944	Dehydration	dehydration	True	256.71	Dehydration	dehydration	Metab
HP_0001948	Alkalosis	alkalosis	True	256.32	Alkalosis	alkalosis	Metab
HP_0001959	Polydipsia	polydipsia	True	257	Polydipsia	polydipsia	Metab
HP_0001961	Hypoplastic heart	hypoplastic heart	True	780.5	Hypoplastic heart	hypoplastic heart	Cong
HP_0001962	Palpitations	palpitations	True	417.1	Palpitations	palpitations	Cardio
HP_0001971	Hypersplenism	hypersplenism	True	174.21	Hypersplenism	hypersplenism	Blood
HP_0001998	Neonatal hypoglycemia	neonatal hypoglycemia	True	861.2	Neonatal hypoglycemia	neonatal hypoglycemia	Neonate
HP_0002013	Vomiting	vomiting	True	528.2	Vomiting	vomiting	GI
HP_0002017	Nausea and vomiting	nausea and vomiting	True	528	Nausea and vomiting	nausea and vomiting	GI
HP_0002014	Diarrhea	diarrhea	True	529.1	Diarrhea	diarrhea	GI
HP_0002014	Diarrhoea	diarrhea	False	529.1	Diarrhea	diarrhea	GI
HP_0002015	Dysphagia	dysphagia	True	512	Dysphagia	dysphagia	GI
HP_0002018	Nausea	nausea	True	528.1	Nausea	nausea	GI
HP_0002019	Constipation	constipation	True	529.5	Constipation	constipation	GI
HP_0002020	Gastro-esophageal reflux	gastro-esophageal reflux	False	511	Gastro-esophageal reflux disease	gastro-esophageal reflux disease	GI
HP_0002021	Pyloric stenosis	pyloric stenosis	True	516.1	Pyloric stenosis	pyloric stenosis	GI
HP_0002024	Intestinal malabsorption	intestinal malabsorption	False	525	Intestinal malabsorption	intestinal malabsorption	GI
HP_0002027	Abdominal pain	abdominal pain	True	527	Abdominal pain	abdominal pain	GI
HP_0012531	Pain	pain	True	809	Pain	pain	Signs/Symptoms
HP_0002035	Rectal prolapse	rectal prolapse	True	530.3	Rectal prolapse	rectal prolapse	GI
HP_0004386	Gastrointestinal inflammation	gastrointestinal inflammation	True	522	Gastrointestinal inflammation	gastrointestinal inflammation	GI
HP_0002039	Anorexia	anorexia	True	230.3	Anorexia	anorexia	Metab
HP_0002040	Esophageal varix	esophageal varix	True	444.13	Esophageal varix	esophageal varix	Cardio
HP_0002045	Hypothermia	hypothermia	True	T910.2	Hypothermia	hypothermia	Trauma
HP_0002047	Malignant hyperthermia	malignant hyperthermia	True	976.1	Malignant hyperthermia	malignant hyperthermia	Rx
HP_0002076	Migraine	migraine	True	331.6	Migraine	migraine	Neuro
HP_0002315	Headache	headache	True	331	Headache	headache	Neuro
HP_0002315	Headache	headache	True	331.8	Headache NOS	headache	Neuro
HP_0002077	Migraine with aura	migraine with aura	True	331.61	Migraine with aura	migraine with aura	Neuro
HP_0030186	Essential tremor	essential tremor	False	324.41	Essential tremor*	essential tremor	Neuro
HP_0002083	Migraine without aura	migraine without aura	True	331.64	Chronic migraine without aura	chronic migraine without aura	Neuro
HP_0002084	Encephalocele	encephalocele	True	751.3	Encephalocele	encephalocele	Cong
HP_0002090	Pneumonia	pneumonia	True	468	Pneumonia	pneumonia	Resp
HP_0011947	Respiratory infection	respiratory infection	False	460	Acute respiratory infection	acute respiratory infection	Resp
HP_0002092	Pulmonary arterial hypertension	pulmonary arterial hypertension	True	406.13	Secondary pulmonary arterial hypertension*	secondary pulmonary arterial hypertension	Cardio
HP_0002094	Shortness of breath	shortness of breath	False	488.1	Dyspnea [Shortness of breath]	dyspnea shortness of breath	Resp
HP_0002097	Emphysema	emphysema	True	474.1	Emphysema	emphysema	Resp
HP_0002099	Asthma	asthma	True	475	Asthma	asthma	Resp
HP_0011951	Aspiration pneumonia	aspiration pneumonia	True	478	Aspiration pneumonia	aspiration pneumonia	Resp
HP_0002102	Pleurisy	pleurisy	False	491	Pleurisy	pleurisy	Resp
HP_0002105	Hemoptysis	hemoptysis	True	487.3	Hemoptysis	hemoptysis	Resp
HP_0032016	Abnormal sputum	abnormal sputum	True	486.5	Abnormal sputum	abnormal sputum	Resp
HP_0002108	Spontaneous pneumothorax	spontaneous pneumothorax	True	484.1	Spontaneous pneumothorax	spontaneous pneumothorax	Resp
HP_0002110	Bronchiectasis	bronchiectasis	True	476	Bronchiectasis	bronchiectasis	Resp
HP_0002323	Anencephaly	anencephaly	True	750.12	Anencephaly	anencephaly	Cong
HP_0002145	Frontotemporal dementia	frontotemporal dementia	True	328.32	Frontotemporal dementia	frontotemporal dementia	Neuro
HP_0002149	Hyperuricemia	hyperuricemia	True	703.1	Hyperuricemia	hyperuricemia	Musc/Skel
HP_0002150	Hypercalciuria	hypercalciuria	True	832.9	Hypercalciuria*	hypercalciuria	Signs/Symptoms
HP_0003077	Hyperlipidemia	hyperlipidemia	True	239	Hyperlipidemia	hyperlipidemia	Metab
HP_0003077	Hyperlipidemia	hyperlipidemia	True	239.3	Mixed hyperlipidemia	mixed hyperlipidemia	Metab
HP_0002156	Homocystinuria	homocystinuria	True	240.41	Homocystinuria*	homocystinuria	Metab
HP_0002176	Spinal cord compression	spinal cord compression	True	348.4	Spinal cord compression*	spinal cord compression	Neuro
HP_0002181	Cerebral edema	cerebral edema	True	346.6	Cerebral edema	cerebral edema	Neuro
HP_0002901	Hypocalcemia	hypocalcemia	True	247.51	Hypocalcemia	hypocalcemia	Metab
HP_0002202	Pleural effusion	pleural effusion	True	483	Pleural effusion	pleural effusion	Resp
HP_0002204	Pulmonary embolism	pulmonary embolism	True	440.3	Pulmonary embolism	pulmonary embolism	Cardio
HP_0002206	Pulmonary fibrosis	pulmonary fibrosis	True	481.4	Pulmonary fibrosis	pulmonary fibrosis	Resp
HP_0002232	Alopecia areata	alopecia areata	False	684.11	Alopecia Areata	alopecia areata	Derm
HP_0002239	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	True	557	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	GI
HP_0002239	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	True	857.2	Neonatal gastrointestinal hemorrhage	neonatal gastrointestinal hemorrhage	Neonate
HP_0002239	Gastrointestinal haemorrhage	gastrointestinal hemorrhage	False	557	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	GI
HP_0002239	Gastrointestinal haemorrhage	gastrointestinal hemorrhage	False	857.2	Neonatal gastrointestinal hemorrhage	neonatal gastrointestinal hemorrhage	Neonate
HP_0002245	Meckel diverticulum	meckel diverticulum	True	765.1	Meckel diverticulum	meckel diverticulum	Cong
HP_0011100	Intestinal atresia	intestinal atresia	True	765.3	Intestinal atresia	intestinal atresia	Cong
HP_0002248	Hematemesis	hematemesis	True	557.1	Hematemesis	hematemesis	GI
HP_0002257	Chronic rhinitis	chronic rhinitis	True	463.1	Chronic rhinitis	chronic rhinitis	Resp
HP_0002277	Horner's syndrome	horners syndrome	False	343.5	Horner's syndrome*	horners syndrome	Neuro
HP_0002321	Vertigo	vertigo	True	394.2	Vertigo	vertigo	Hearing
HP_0002326	Transient ischemic attacks	transient ischemic attacks	False	431.2	Transient cerebral ischemic attacks	transient cerebral ischemic attacks	Cardio
HP_0002343	Normal pressure hydrocephalus	normal pressure hydrocephalus	True	344.13	(Idiopathic) normal pressure hydrocephalus	idiopathic normal pressure hydrocephalus	Neuro
HP_0002353	Abnormal electroencephalogram	abnormal electroencephalogram	False	349.12	Abnormal electroencephalogram [EEG]	abnormal electroencephalogram eeg	Neuro
HP_0002353	Electroencephalogram abnormal	electroencephalogram abnormal	False	349.12	Abnormal electroencephalogram [EEG]	abnormal electroencephalogram eeg	Neuro
HP_0002354	Memory loss	memory loss	False	329.1	Memory loss	memory loss	Neuro
HP_0002355	Difficulty walking	difficulty walking	True	325.24	Difficulty walking	difficulty walking	Neuro
HP_0002367	Visual hallucinations	visual hallucinations	True	353.12	Visual hallucinations	visual hallucinations	Neuro
HP_0100026	Arteriovenous malformation	arteriovenous malformation	True	781.1	Arteriovenous malformation, congenital	arteriovenous malformation congenital	Cong
HP_0100026	Arteriovenous malformation	arteriovenous malformation	True	441	Arteriovenous malformation	arteriovenous malformation	Cardio
HP_0100026	Arteriovenous malformation	arteriovenous malformation	True	441.2	Pulmonary arteriovenous malformation	pulmonary arteriovenous malformation	Cardio
HP_0002414	Spina bifida	spina bifida	True	751.1	Spina bifida	spina bifida	Cong
HP_0002445	Quadriplegia	quadriplegia	False	342.2	Quadriplegia	quadriplegia	Neuro
HP_0002457	Abnormal head movements	abnormal head movements	True	325.11	Abnormal head movements*	abnormal head movements	Neuro
HP_0002488	Acute leukemia	acute leukemia	True	121.1	Acute leukemia	acute leukemia	Neoplasms
HP_0002488	Acute leukaemia	acute leukemia	False	121.1	Acute leukemia	acute leukemia	Neoplasms
HP_0002516	Intracranial hypertension	intracranial hypertension	False	344.2	Benign intracranial hypertension	benign intracranial hypertension	Neuro
HP_0002575	Tracheoesophageal fistula	tracheoesophageal fistula	True	492	Tracheoesophageal fistula	tracheoesophageal fistula	Resp
HP_0002576	Intussusception	intussusception	True	532.3	Intussusception	intussusception	GI
HP_0002578	Gastroparesis	gastroparesis	True	516.4	Gastroparesis	gastroparesis	GI
HP_0002580	Volvulus	volvulus	True	532.4	Volvulus	volvulus	GI
HP_0002582	Atrophic gastritis	atrophic gastritis	True	522.91	Atrophic gastritis	atrophic gastritis	GI
HP_0005263	Gastritis	gastritis	True	522.9	Gastritis	gastritis	GI
HP_0002585	Abnormality of the peritoneum	abnormality of the peritoneum	True	537	Abnormality of the peritoneum	abnormality of the peritoneum	GI
HP_0002586	Peritonitis	peritonitis	True	537.1	Peritonitis	peritonitis	GI
HP_0002588	Duodenal ulcer	duodenal ulcer	True	513.3	Duodenal ulcer	duodenal ulcer	GI
HP_0002590	Paralytic ileus	paralytic ileus	True	514.31	Paralytic ileus	paralytic ileus	GI
HP_0002595	Ileus	ileus	True	514.3	Ileus	ileus	GI
HP_0002591	Polyphagia	polyphagia	True	293.4	Polyphagia	polyphagia	Mental
HP_0002592	Gastric ulcer	gastric ulcer	True	513.2	Gastric ulcer	gastric ulcer	GI
HP_0004398	Peptic ulcer	peptic ulcer	True	513	Peptic ulcer	peptic ulcer	GI
HP_0005214	Intestinal obstruction	intestinal obstruction	True	514.2	Intestinal obstruction	intestinal obstruction	GI
HP_0002607	Faecal incontinence	fecal incontinence	False	529.3	Fecal incontinence	fecal incontinence	GI
HP_0002607	Fecal incontinence	fecal incontinence	False	529.3	Fecal incontinence	fecal incontinence	GI
HP_0002608	Celiac disease	celiac disease	True	525.1	Celiac disease	celiac disease	GI
HP_0002613	Biliary cirrhosis	biliary cirrhosis	True	544	Biliary cirrhosis	biliary cirrhosis	GI
HP_0002613	Biliary cirrhosis	biliary cirrhosis	True	544.1	Primary biliary cirrhosis*	primary biliary cirrhosis	GI
HP_0002619	Varicose veins	varicose veins	True	444.1	Varicose veins	varicose veins	Cardio
HP_0005293	Venous insufficiency	venous insufficiency	True	444	Venous insufficiency	venous insufficiency	Cardio
HP_0002625	Deep vein thrombosis	deep vein thrombosis	False	440.11	Deep vein thrombosis [DVT]	deep vein thrombosis dvt	Cardio
HP_0012020	Right aortic arch	right aortic arch	True	778.47	Right aortic arch*	right aortic arch	Cong
HP_0002639	Budd-Chiari syndrome	budd-chiari syndrome	True	440.14	Budd-Chiari syndrome	budd-chiari syndrome	Cardio
HP_0004947	Arteriovenous fistula	arteriovenous fistula	True	441.1	Arteriovenous fistula	arteriovenous fistula	Cardio
HP_0002643	Newborn respiratory distress	newborn respiratory distress	False	854.1	Respiratory distress of newborn	respiratory distress of newborn	Neonate
HP_0002643	Newborn respiratory distress	newborn respiratory distress	False	854.11	Respiratory distress syndrome of newborn	respiratory distress syndrome of newborn	Neonate
HP_0002647	Aortic dissection	aortic dissection	True	438.41	Aortic dissection	aortic dissection	Cardio
HP_0002650	Scoliosis	scoliosis	True	714.3	Scoliosis	scoliosis	Musc/Skel
HP_0002655	Spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia	True	788.16	Spondyloepiphyseal dysplasia*	spondyloepiphyseal dysplasia	Cong
HP_0002665	Lymphoma	lymphoma	True	122	Lymphoma	lymphoma	Neoplasms
HP_0002668	Paraganglioma	paraganglioma	True	114.5	Paraganglioma	paraganglioma	Neoplasms
HP_0002671	Basal cell carcinoma	basal cell carcinoma	True	103.21	Basal cell carcinoma	basal cell carcinoma	Neoplasms
HP_0002673	Coxa valga	coxa valga	True	710.21	Coxa valga	coxa valga	Musc/Skel
HP_0002733	Abnormality of the lymph nodes	abnormality of the lymph nodes	True	177	Abnormality of the lymph nodes	abnormality of the lymph nodes	Blood
HP_0004313	Hypogammaglobulinemia	hypogammaglobulinemia	False	179.1	Hypogammaglobulinemia NOS	hypogammaglobulinemia	Blood
HP_0002721	Immunodeficiency	immunodeficiency	True	179.9	Immunodeficiency NOS	immunodeficiency	Blood
HP_0002725	Systemic lupus erythematosus	systemic lupus erythematosus	True	700.11	Systemic lupus erythematosus [SLE]	systemic lupus erythematosus sle	Musc/Skel
HP_0002725	Systemic lupus erythematosus	systemic lupus erythematosus	True	700.13	Drug-induced systemic lupus erythematosus*	drug-induced systemic lupus erythematosus	Musc/Skel
HP_0002745	Oral leukoplakia	oral leukoplakia	True	507.3	Oral leukoplakia	oral leukoplakia	GI
HP_0002749	Osteomalacia	osteomalacia	True	726.5	Osteomalacia	osteomalacia	Musc/Skel
HP_0002808	Kyphosis	kyphosis	True	714.1	Kyphosis	kyphosis	Musc/Skel
HP_0002756	Pathologic fracture	pathologic fracture	True	726.2	Pathologic fracture	pathologic fracture	Musc/Skel
HP_0002757	Multiple fractures	multiple fractures	False	T828	Multiple fractures	multiple fractures	Trauma
HP_0002758	Osteoarthritis	osteoarthritis	True	708	Osteoarthritis	osteoarthritis	Musc/Skel
HP_0002789	Tachypnea	tachypnea	True	488.4	Tachypnea	tachypnea	Resp
HP_0002804	Arthrogryposis multiplex congenita	arthrogryposis multiplex congenita	True	789.4	Arthrogryposis multiplex congenita*	arthrogryposis multiplex congenita	Cong
HP_0002804	Arthrogryposis multiplex	arthrogryposis multiplex	False	789.4	Arthrogryposis multiplex congenita*	arthrogryposis multiplex congenita	Cong
HP_0002812	Coxa vara	coxa vara	True	710.22	Coxa vara	coxa vara	Musc/Skel
HP_0002829	Joint pain	joint pain	False	713.3	Pain in joint	pain in joint	Musc/Skel
HP_0012062	Bone cyst	bone cyst	True	727.5	Cyst of bone	cyst of bone	Musc/Skel
HP_0100548	Exstrophy	exstrophy	True	775.1	Exstrophy	exstrophy	Cong
HP_0012387	Bronchitis	bronchitis	True	469	Bronchitis	bronchitis	Resp
HP_0002840	Lymphadenitis	lymphadenitis	True	177.13	Acute lymphadenitis	acute lymphadenitis	Blood
HP_0002840	Lymphadenitis	lymphadenitis	True	177.1	Lymphadenitis	lymphadenitis	Blood
HP_0002863	Myelodysplastic syndrome	myelodysplastic syndrome	False	124.6	Myelodysplastic syndrome	myelodysplastic syndrome	Neoplasms
HP_0002870	Obstructive sleep apnea	obstructive sleep apnea	True	333.11	Obstructive sleep apnea	obstructive sleep apnea	Neuro
HP_0010535	Sleep apnea	sleep apnea	True	333.1	Sleep apnea	sleep apnea	Neuro
HP_0002871	Central apnea	central apnea	True	333.12	Central sleep apnea	central sleep apnea	Neuro
HP_0002878	Respiratory failure	respiratory failure	True	479.3	Respiratory failure	respiratory failure	Resp
HP_0002878	Respiratory failure	respiratory failure	True	479.31	Acute respiratory failure	acute respiratory failure	Resp
HP_0002878	Respiratory failure	respiratory failure	True	485	Chronic respiratory failure	chronic respiratory failure	Resp
HP_0002883	Hyperventilation	hyperventilation	True	488.2	Hyperventilation	hyperventilation	Resp
HP_0002894	Neoplasm of the pancreas	neoplasm of the pancreas	True	101.8	Malignant neoplasm of the pancreas	malignant neoplasm of the pancreas	Neoplasms
HP_0002894	Neoplasm of the pancreas	neoplasm of the pancreas	True	136.8	Benign neoplasm of the pancreas	benign neoplasm of the pancreas	Neoplasms
HP_0100733	Neoplasm of the parathyroid gland	neoplasm of the parathyroid gland	True	110.3	Malignant neoplasm of the parathyroid gland	malignant neoplasm of the parathyroid gland	Neoplasms
HP_0100733	Neoplasm of the parathyroid gland	neoplasm of the parathyroid gland	True	149.3	Benign neoplasm of the parathyroid gland	benign neoplasm of the parathyroid gland	Neoplasms
HP_0002907	Microscopic hematuria	microscopic hematuria	True	593.2	Microscopic hematuria	microscopic hematuria	Genitourinary
HP_0002912	Methylmalonic acidemia	methylmalonic acidemia	True	240.24	Methylmalonic acidemia*	methylmalonic acidemia	Metab
HP_0002913	Myoglobinuria	myoglobinuria	True	832.2	Myoglobinuria	myoglobinuria	Signs/Symptoms
HP_0002917	Hypomagnesemia	hypomagnesemia	True	247.42	Hypomagnesemia*	hypomagnesemia	Metab
HP_0002918	Hypermagnesemia	hypermagnesemia	True	247.41	Hypermagnesemia*	hypermagnesemia	Metab
HP_0002933	Ventral hernia	ventral hernia	True	520.14	Ventral hernia	ventral hernia	GI
HP_0003307	Lordosis	lordosis	False	714.2	Lordosis	lordosis	Musc/Skel
HP_0006487	Bowing of the long bones	bowing of the long bones	True	785.6	Bowing of the long bones	bowing of the long bones	Cong
HP_0006487	Bowing of long bones	bowing of long bones	False	785.6	Bowing of the long bones	bowing of the long bones	Cong
HP_0100013	Neoplasm of the breast	neoplasm of the breast	True	105	Malignant neoplasm of the breast	malignant neoplasm of the breast	Neoplasms
HP_0100013	Neoplasm of the breast	neoplasm of the breast	True	140	Benign neoplasm of the breast	benign neoplasm of the breast	Neoplasms
HP_0100273	Neoplasm of the colon	neoplasm of the colon	True	101.41	Malignant neoplasm of the colon	malignant neoplasm of the colon	Neoplasms
HP_0100273	Neoplasm of the colon	neoplasm of the colon	True	136.41	Benign neoplasm of the colon	benign neoplasm of the colon	Neoplasms
HP_0003042	Elbow dislocation	elbow dislocation	True	T830.3	Dislocation of elbow	dislocation of elbow	Trauma
HP_0003072	Hypercalcemia	hypercalcemia	True	247.52	Hypercalcemia	hypercalcemia	Metab
HP_0003076	Glycosuria	glycosuria	True	831	Glycosuria	glycosuria	Signs/Symptoms
HP_0003115	Abnormal electrocardiogram	abnormal electrocardiogram	False	418.1	Abnormal electrocardiogram [ECG] [EKG]	abnormal electrocardiogram ecg ekg	Cardio
HP_0003124	Hypercholesterolemia	hypercholesterolemia	True	239.1	Hypercholesterolemia	hypercholesterolemia	Metab
HP_0003124	Hypercholesterolemia	hypercholesterolemia	True	239.11	Pure hypercholesterolemia	pure hypercholesterolemia	Metab
HP_0003124	Hypercholesterolemia	hypercholesterolemia	True	239.12	Familial hypercholesterolemia*	familial hypercholesterolemia	Metab
