hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList	phecodeXupdated_codeList
HP_0011675	Irregular heart beat	irregular heart beat	False	I47	Paroxysmal tachycardia	paroxysmal tachycardia	['427', '427.1']	['416', '416.1']	['CV_416.1']
HP_0011675	Irregular heartbeat	irregular heartbeat	False	I47	Paroxysmal tachycardia	paroxysmal tachycardia	['427', '427.1']	['416', '416.1']	['CV_416.1']
HP_0001649	Tachycardia	tachycardia	True	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0001649	Fast heart rate	fast heart rate	False	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0004308	Ventricular arrhythmia	ventricular arrhythmia	True	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0004308	Ventricular arrhythmias	ventricular arrhythmias	False	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0011675	Arrhythmia	arrhythmia	True	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0011675	Arrhythmias	arrhythmias	False	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0011675	Cardiac arrhythmia	cardiac arrhythmia	False	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0011675	Cardiac arrhythmias	cardiac arrhythmias	False	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0011675	Irregular heart beat	irregular heart beat	False	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0011675	Irregular heartbeat	irregular heartbeat	False	I49	Other cardiac arrhythmias	other cardiac arrhythmias		['416']	['CV_416']
HP_0001649	Tachycardia	tachycardia	True	R00.0	Tachycardia, unspecified	tachycardia	['427', '427.7']	['417', '417.2']	['CV_417.2']
HP_0001649	Fast heart rate	fast heart rate	False	R00.0	Tachycardia, unspecified	tachycardia	['427', '427.7']	['417', '417.2']	['CV_417.2']
HP_0001650	Aortic valve stenosis	aortic valve stenosis	True	I06.0	Rheumatic aortic stenosis	rheumatic aortic stenosis	['394', '394.3']	['400', '400.2', '413', '413.2', '413.21']	['CV_400.2', 'CV_413.21']
HP_0001650	Aortic stenosis	aortic stenosis	False	I06.0	Rheumatic aortic stenosis	rheumatic aortic stenosis	['394', '394.3']	['400', '400.2', '413', '413.2', '413.21']	['CV_400.2', 'CV_413.21']
HP_0001650	Aortic valve stenosis	aortic valve stenosis	True	I35.0	Nonrheumatic aortic (valve) stenosis	nonrheumatic aortic valve stenosis	['395', '395.2']	['413', '413.2', '413.21']	['CV_413.21']
HP_0001650	Aortic stenosis	aortic stenosis	False	I35.0	Nonrheumatic aortic (valve) stenosis	nonrheumatic aortic valve stenosis	['395', '395.2']	['413', '413.2', '413.21']	['CV_413.21']
HP_0001650	Aortic valve stenosis	aortic valve stenosis	True	Q23.0	Congenital stenosis of aortic valve	congenital stenosis of aortic valve	['747', '747.1', '747.12']	['413', '413.2', '413.21', '779', '779.3', '779.31']	['CV_413.21', 'CM_763.231']
HP_0001650	Aortic stenosis	aortic stenosis	False	Q23.0	Congenital stenosis of aortic valve	congenital stenosis of aortic valve	['747', '747.1', '747.12']	['413', '413.2', '413.21', '779', '779.3', '779.31']	['CV_413.21', 'CM_763.231']
HP_0001651	Dextrocardia	dextrocardia	True	Q24.0	Dextrocardia	dextrocardia	['747', '747.1']	['796', '796.1', '796.12']	['CM_774.2']
HP_0001653	Mitral regurgitation	mitral regurgitation	True	I05.1	Rheumatic mitral insufficiency	rheumatic mitral insufficiency	['394', '394.2']	['400', '400.2', '413', '413.1', '413.11']	['CV_400.2', 'CV_413.11']
HP_0001653	Mitral incompetence	mitral incompetence	False	I05.1	Rheumatic mitral insufficiency	rheumatic mitral insufficiency	['394', '394.2']	['400', '400.2', '413', '413.1', '413.11']	['CV_400.2', 'CV_413.11']
HP_0001653	Mitral insufficiency	mitral insufficiency	False	I05.1	Rheumatic mitral insufficiency	rheumatic mitral insufficiency	['394', '394.2']	['400', '400.2', '413', '413.1', '413.11']	['CV_400.2', 'CV_413.11']
HP_0001653	Mitral valve insufficiency	mitral valve insufficiency	False	I05.1	Rheumatic mitral insufficiency	rheumatic mitral insufficiency	['394', '394.2']	['400', '400.2', '413', '413.1', '413.11']	['CV_400.2', 'CV_413.11']
HP_0001653	Mitral valve regurgitation	mitral valve regurgitation	False	I05.1	Rheumatic mitral insufficiency	rheumatic mitral insufficiency	['394', '394.2']	['400', '400.2', '413', '413.1', '413.11']	['CV_400.2', 'CV_413.11']
HP_0001653	Mitral regurgitation	mitral regurgitation	True	I34.0	Nonrheumatic mitral (valve) insufficiency	nonrheumatic mitral valve insufficiency	['395', '395.1']	['413', '413.1', '413.11']	['CV_413.11']
HP_0001653	Mitral incompetence	mitral incompetence	False	I34.0	Nonrheumatic mitral (valve) insufficiency	nonrheumatic mitral valve insufficiency	['395', '395.1']	['413', '413.1', '413.11']	['CV_413.11']
HP_0001653	Mitral insufficiency	mitral insufficiency	False	I34.0	Nonrheumatic mitral (valve) insufficiency	nonrheumatic mitral valve insufficiency	['395', '395.1']	['413', '413.1', '413.11']	['CV_413.11']
HP_0001653	Mitral valve insufficiency	mitral valve insufficiency	False	I34.0	Nonrheumatic mitral (valve) insufficiency	nonrheumatic mitral valve insufficiency	['395', '395.1']	['413', '413.1', '413.11']	['CV_413.11']
HP_0001653	Mitral valve regurgitation	mitral valve regurgitation	False	I34.0	Nonrheumatic mitral (valve) insufficiency	nonrheumatic mitral valve insufficiency	['395', '395.1']	['413', '413.1', '413.11']	['CV_413.11']
HP_0001653	Mitral regurgitation	mitral regurgitation	True	Q23.3	Congenital mitral insufficiency	congenital mitral insufficiency	['747', '747.1', '747.12']	['413', '413.1', '413.11', '779', '779.3', '779.34']	['CV_413.11', 'CM_763.234']
HP_0001653	Mitral incompetence	mitral incompetence	False	Q23.3	Congenital mitral insufficiency	congenital mitral insufficiency	['747', '747.1', '747.12']	['413', '413.1', '413.11', '779', '779.3', '779.34']	['CV_413.11', 'CM_763.234']
HP_0001653	Mitral insufficiency	mitral insufficiency	False	Q23.3	Congenital mitral insufficiency	congenital mitral insufficiency	['747', '747.1', '747.12']	['413', '413.1', '413.11', '779', '779.3', '779.34']	['CV_413.11', 'CM_763.234']
HP_0001653	Mitral valve insufficiency	mitral valve insufficiency	False	Q23.3	Congenital mitral insufficiency	congenital mitral insufficiency	['747', '747.1', '747.12']	['413', '413.1', '413.11', '779', '779.3', '779.34']	['CV_413.11', 'CM_763.234']
HP_0001653	Mitral valve regurgitation	mitral valve regurgitation	False	Q23.3	Congenital mitral insufficiency	congenital mitral insufficiency	['747', '747.1', '747.12']	['413', '413.1', '413.11', '779', '779.3', '779.34']	['CV_413.11', 'CM_763.234']
HP_0001657	Long QT syndrome	long qt syndrome	False	I45.8	Other specified conduction disorders	other specified conduction disorders	['426', '426.8']	['416']	['CV_416']
HP_0001658	Myocardial infarction	myocardial infarction	True	I21	Acute myocardial infarction	acute myocardial infarction	['411', '411.2']	['404', '404.1', '404.11']	['CV_404.11']
HP_0001658	Heart attack	heart attack	False	I21	Acute myocardial infarction	acute myocardial infarction	['411', '411.2']	['404', '404.1', '404.11']	['CV_404.11']
HP_0001658	Myocardial infarction	myocardial infarction	True	I22	Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction	subsequent st elevation stemi and non-st elevation nstemi myocardial infarction	['411', '411.2']	['404', '404.1']	['CV_404.1']
HP_0001658	Heart attack	heart attack	False	I22	Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction	subsequent st elevation stemi and non-st elevation nstemi myocardial infarction	['411', '411.2']	['404', '404.1']	['CV_404.1']
HP_0033678	Acute coronary syndrome	acute coronary syndrome	True	I24.9	Acute ischemic heart disease, unspecified	acute ischemic heart disease	['411', '411.9']	['404']	['CV_404']
HP_0001659	Aortic regurgitation	aortic regurgitation	True	I06	Rheumatic aortic valve diseases	rheumatic aortic valve diseases	['394']	['400', '400.2', '413', '413.2']	['CV_400.2', 'CV_413.2']
HP_0001659	Aortic insufficiency	aortic insufficiency	False	I06	Rheumatic aortic valve diseases	rheumatic aortic valve diseases	['394']	['400', '400.2', '413', '413.2']	['CV_400.2', 'CV_413.2']
HP_0001659	Aortic valve regurgitation	aortic valve regurgitation	False	I06	Rheumatic aortic valve diseases	rheumatic aortic valve diseases	['394']	['400', '400.2', '413', '413.2']	['CV_400.2', 'CV_413.2']
HP_0001659	Aortic regurgitation	aortic regurgitation	True	I35	Nonrheumatic aortic valve disorders	nonrheumatic aortic valve disorders	['395', '395.2']	['413', '413.2']	['CV_413.2']
HP_0001659	Aortic insufficiency	aortic insufficiency	False	I35	Nonrheumatic aortic valve disorders	nonrheumatic aortic valve disorders	['395', '395.2']	['413', '413.2']	['CV_413.2']
HP_0001659	Aortic valve regurgitation	aortic valve regurgitation	False	I35	Nonrheumatic aortic valve disorders	nonrheumatic aortic valve disorders	['395', '395.2']	['413', '413.2']	['CV_413.2']
HP_0001659	Aortic regurgitation	aortic regurgitation	True	Q23.1	Congenital insufficiency of aortic valve	congenital insufficiency of aortic valve	['747', '747.1', '747.12']	['413', '413.2', '413.22', '779', '779.3', '779.32']	['CV_413.22', 'CM_763.232']
HP_0001659	Aortic insufficiency	aortic insufficiency	False	Q23.1	Congenital insufficiency of aortic valve	congenital insufficiency of aortic valve	['747', '747.1', '747.12']	['413', '413.2', '413.22', '779', '779.3', '779.32']	['CV_413.22', 'CM_763.232']
HP_0001659	Aortic valve regurgitation	aortic valve regurgitation	False	Q23.1	Congenital insufficiency of aortic valve	congenital insufficiency of aortic valve	['747', '747.1', '747.12']	['413', '413.2', '413.22', '779', '779.3', '779.32']	['CV_413.22', 'CM_763.232']
HP_0001662	Bradycardia	bradycardia	True	R00.1	Bradycardia, unspecified	bradycardia	['427', '427.3']	['417', '417.3']	['CV_417.3']
HP_0001662	Brachycardia	brachycardia	False	R00.1	Bradycardia, unspecified	bradycardia	['427', '427.3']	['417', '417.3']	['CV_417.3']
HP_0001688	Sinus bradycardia	sinus bradycardia	True	R00.1	Bradycardia, unspecified	bradycardia	['427', '427.3']	['417', '417.3']	['CV_417.3']
HP_0001663	Ventricular fibrillation	ventricular fibrillation	True	I49.0	Ventricular fibrillation and flutter	ventricular fibrillation and flutter	['427', '427.4', '427.41']	['416', '416.3']	['CV_416.3']
HP_0001669	Transposition of the great arteries	transposition of the great arteries	True	Q20.3	Discordant ventriculoarterial connection	discordant ventriculoarterial connection	['747', '747.1', '747.11']	['778', '778.2']	['CM_763.12']
HP_0001669	Transposition of great vessels	transposition of great vessels	False	Q20.3	Discordant ventriculoarterial connection	discordant ventriculoarterial connection	['747', '747.1', '747.11']	['778', '778.2']	['CM_763.12']
HP_0001671	Heart septal defect	heart septal defect	False	Q21	Congenital malformations of cardiac septa	congenital malformations of cardiac septa	['747', '747.1', '747.11']	['780', '780.4']	['CM_763.3']
HP_0001677	Coronary atherosclerosis	coronary atherosclerosis	False	I25.1	Atherosclerotic heart disease of native coronary artery	atherosclerotic heart disease of native coronary artery	['411', '411.4']	['404', '404.2', '436']	['CV_404.2', 'CV_436']
HP_0002621	Atherosclerosis	atherosclerosis	True	I25.1	Atherosclerotic heart disease of native coronary artery	atherosclerotic heart disease of native coronary artery	['411', '411.4']	['404', '404.2', '436']	['CV_404.2', 'CV_436']
HP_0001677	Coronary atherosclerosis	coronary atherosclerosis	False	I70	Atherosclerosis	atherosclerosis	['440']	['436']	['CV_436']
HP_0002621	Atherosclerosis	atherosclerosis	True	I70	Atherosclerosis	atherosclerosis	['440']	['436']	['CV_436']
HP_0001678	Atrioventricular block	atrioventricular block	True	I44.0	Atrioventricular block, first degree	atrioventricular block first degree	['426', '426.2', '426.21']	['416', '416.4', '416.41']	['CV_416.411']
HP_0001678	Atrioventricular block	atrioventricular block	True	I44.3	Other and unspecified atrioventricular block	other andatrioventricular block	['426', '426.2']	['416', '416.4', '416.41']	['CV_416.41']
HP_0012722	Heart block	heart block	True	I44	Atrioventricular and left bundle-branch block	atrioventricular and left bundle-branch block		['416', '416.4']	['CV_416.4']
HP_0012722	Heart block	heart block	True	I45	Other conduction disorders	other conduction disorders		['416']	['CV_416']
HP_0001680	Coarctation of aorta	coarctation of aorta	True	Q25.1	Coarctation of aorta	coarctation of aorta	['747', '747.1', '747.13']	['778', '778.4', '778.41']	['CM_763.141']
HP_0001680	Aortic coarctation	aortic coarctation	False	Q25.1	Coarctation of aorta	coarctation of aorta	['747', '747.1', '747.13']	['778', '778.4', '778.41']	['CM_763.141']
HP_0001680	Coarctation of the aorta	coarctation of the aorta	False	Q25.1	Coarctation of aorta	coarctation of aorta	['747', '747.1', '747.13']	['778', '778.4', '778.41']	['CM_763.141']
HP_0001681	Angina pectoris	angina pectoris	True	I20	Angina pectoris	angina pectoris	['411', '411.3']	['403']	['CV_403']
HP_0001683	Ectopia cordis	ectopia cordis	True	Q24.8	Other specified congenital malformations of heart	other specified congenital malformations of heart	['747', '747.1']	['780']	['CM_763']
HP_0001686	Aphonia	aphonia	False	R49.1	Aphonia	aphonia	['473', '473.4']	['494', '494.2']	['RE_494.2']
HP_0005115	Supraventricular arrhythmia	supraventricular arrhythmia	True	I47.1	Supraventricular tachycardia	supraventricular tachycardia	['427', '427.1', '427.11']	['416', '416.1', '416.11']	['CV_416.11']
HP_0001696	Situs inversus totalis	situs inversus totalis	True	Q89.3	Situs inversus	situs inversus	['759']	['796', '796.1', '796.11']	['CM_774.1']
HP_0001696	situs transversus	situs transversus	False	Q89.3	Situs inversus	situs inversus	['759']	['796', '796.1', '796.11']	['CM_774.1']
HP_0001698	Pericardial effusion	pericardial effusion	True	I30	Acute pericarditis	acute pericarditis	['420', '420.2', '420.21']	['410', '410.1']	['CV_410.1']
HP_0001698	Pericardial effusions	pericardial effusions	False	I30	Acute pericarditis	acute pericarditis	['420', '420.2', '420.21']	['410', '410.1']	['CV_410.1']
HP_0001701	Pericarditis	pericarditis	True	I30	Acute pericarditis	acute pericarditis	['420', '420.2', '420.21']	['410', '410.1']	['CV_410.1']
HP_0001698	Pericardial effusion	pericardial effusion	True	I31.3	Pericardial effusion (noninflammatory)	pericardial effusion noninflammatory	['420', '420.2']	['411', '411.2']	['CV_411.2']
HP_0001698	Pericardial effusions	pericardial effusions	False	I31.3	Pericardial effusion (noninflammatory)	pericardial effusion noninflammatory	['420', '420.2']	['411', '411.2']	['CV_411.2']
HP_0001701	Pericarditis	pericarditis	True	I01.0	Acute rheumatic pericarditis	acute rheumatic pericarditis	['420', '420.2', '420.21']	['400', '400.1', '410', '410.1']	['ID_004.2', 'CV_400.2', 'CV_410.1']
HP_0001701	Pericarditis	pericarditis	True	I09.2	Chronic rheumatic pericarditis	chronic rheumatic pericarditis	['420', '420.2', '420.22']	['400', '400.2', '410', '410.1']	['CV_400.2', 'CV_410.1']
HP_0001701	Pericarditis	pericarditis	True	I32	Pericarditis in diseases classified elsewhere	pericarditis in diseases classified elsewhere	['420', '420.2', '420.21']	['410', '410.1']	['CV_410.1']
HP_0045073	Serositis	serositis	True	K65.8	Other peritonitis	other peritonitis	['567']	['537', '537.1']	['GI_537.1']
HP_0001706	Endocardial fibroelastosis	endocardial fibroelastosis	True	I42.4	Endocardial fibroelastosis	endocardial fibroelastosis	['425', '425.1']	['414', '414.7']	['CV_414.7']
HP_0001709	Complete heart block	complete heart block	False	I44.2	Atrioventricular block, complete	atrioventricular block complete	['426', '426.2', '426.24']	['416', '416.4', '416.41']	['CV_416.413']
HP_0001716	Wolff-Parkinson-White syndrome	wolff-parkinson-white syndrome	True	I45.6	Pre-excitation syndrome	pre-excitation syndrome	['426', '426.4']	['416', '416.8']	['CV_416.8']
HP_0004309	Ventricular preexcitation	ventricular preexcitation	True	I45.6	Pre-excitation syndrome	pre-excitation syndrome	['426', '426.4']	['416', '416.8']	['CV_416.8']
HP_0004309	Pre-excitation syndrome	pre-excitation syndrome	False	I45.6	Pre-excitation syndrome	pre-excitation syndrome	['426', '426.4']	['416', '416.8']	['CV_416.8']
HP_0004309	Preexcitation	preexcitation	False	I45.6	Pre-excitation syndrome	pre-excitation syndrome	['426', '426.4']	['416', '416.8']	['CV_416.8']
HP_0004309	Ventricular pre-excitation	ventricular pre-excitation	False	I45.6	Pre-excitation syndrome	pre-excitation syndrome	['426', '426.4']	['416', '416.8']	['CV_416.8']
HP_0001718	Mitral stenosis	mitral stenosis	True	I05.0	Rheumatic mitral stenosis	rheumatic mitral stenosis	['394', '394.2']	['400', '400.2', '413', '413.1', '413.13']	['CV_400.2', 'CV_413.13']
HP_0001718	Mitral valve stenosis	mitral valve stenosis	False	I05.0	Rheumatic mitral stenosis	rheumatic mitral stenosis	['394', '394.2']	['400', '400.2', '413', '413.1', '413.13']	['CV_400.2', 'CV_413.13']
HP_0001718	Mitral stenosis	mitral stenosis	True	I34.2	Nonrheumatic mitral (valve) stenosis	nonrheumatic mitral valve stenosis	['395', '395.1']	['413', '413.1', '413.13']	['CV_413.13']
HP_0001718	Mitral valve stenosis	mitral valve stenosis	False	I34.2	Nonrheumatic mitral (valve) stenosis	nonrheumatic mitral valve stenosis	['395', '395.1']	['413', '413.1', '413.13']	['CV_413.13']
HP_0001718	Mitral stenosis	mitral stenosis	True	Q23.2	Congenital mitral stenosis	congenital mitral stenosis	['747', '747.1', '747.12']	['413', '413.1', '413.13', '779', '779.3', '779.33']	['CV_413.13', 'CM_763.233']
HP_0001718	Mitral valve stenosis	mitral valve stenosis	False	Q23.2	Congenital mitral stenosis	congenital mitral stenosis	['747', '747.1', '747.12']	['413', '413.1', '413.13', '779', '779.3', '779.33']	['CV_413.13', 'CM_763.233']
HP_0001719	Double outlet right ventricle	double outlet right ventricle	True	Q20.1	Double outlet right ventricle	double outlet right ventricle	['747', '747.1', '747.11']	['778', '778.6']	['CM_763.16']
HP_0001723	Restrictive cardiomyopathy	restrictive cardiomyopathy	True	I42.5	Other restrictive cardiomyopathy	other restrictive cardiomyopathy	['425', '425.1']	['414', '414.8']	['CV_414.8']
HP_0001727	Thromboembolic stroke	thromboembolic stroke	True	I80	Phlebitis and thrombophlebitis	phlebitis and thrombophlebitis	['451']	['440', '440.1', '440.13']	['CV_440.13']
HP_0001907	Thromboembolism	thromboembolism	True	I80	Phlebitis and thrombophlebitis	phlebitis and thrombophlebitis	['451']	['440', '440.1', '440.13']	['CV_440.13']
HP_0001907	Thromboembolic disease	thromboembolic disease	False	I80	Phlebitis and thrombophlebitis	phlebitis and thrombophlebitis	['451']	['440', '440.1', '440.13']	['CV_440.13']
HP_0001907	Thromboembolic events	thromboembolic events	False	I80	Phlebitis and thrombophlebitis	phlebitis and thrombophlebitis	['451']	['440', '440.1', '440.13']	['CV_440.13']
HP_0001727	Thromboembolic stroke	thromboembolic stroke	True	I82	Other venous embolism and thrombosis	other venous embolism and thrombosis	['452']	['440', '440.1']	['CV_440.1']
HP_0001907	Thromboembolism	thromboembolism	True	I82	Other venous embolism and thrombosis	other venous embolism and thrombosis	['452']	['440', '440.1']	['CV_440.1']
HP_0001907	Thromboembolic disease	thromboembolic disease	False	I82	Other venous embolism and thrombosis	other venous embolism and thrombosis	['452']	['440', '440.1']	['CV_440.1']
HP_0001907	Thromboembolic events	thromboembolic events	False	I82	Other venous embolism and thrombosis	other venous embolism and thrombosis	['452']	['440', '440.1']	['CV_440.1']
HP_0001733	Pancreatitis	pancreatitis	True	K85	Acute pancreatitis	acute pancreatitis	['577', '577.1']	['554', '554.1', '554.11']	['GI_554.11']
HP_0001735	Acute pancreatitis	acute pancreatitis	True	K85	Acute pancreatitis	acute pancreatitis	['577', '577.1']	['554', '554.1', '554.11']	['GI_554.11']
HP_0001733	Pancreatitis	pancreatitis	True	K86.0	Alcohol-induced chronic pancreatitis	alcohol-induced chronic pancreatitis	['577', '577.2']	['280', '280.1', '280.14', '554', '554.1', '554.12']	['MB_280.1', 'GI_554.12']
HP_0001733	Pancreatitis	pancreatitis	True	K86.1	Other chronic pancreatitis	other chronic pancreatitis	['577', '577.2']	['554', '554.1', '554.12']	['GI_554.12']
HP_0001734	Annular pancreas	annular pancreas	True	Q45.1	Annular pancreas	annular pancreas	['750', '750.2', '750.22']	['767', '767.1']	['CM_758.31']
HP_0001738	Exocrine pancreatic insufficiency	exocrine pancreatic insufficiency	True	K86.8	Other specified diseases of pancreas	other specified diseases of pancreas	['577']	['554']	['GI_554']
HP_0001742	Nasal congestion	nasal congestion	True	R09.81	Nasal congestion	nasal congestion	['479']	['463', '463.4']	['RE_463.4']
HP_0001742	Nasal blockage	nasal blockage	False	R09.81	Nasal congestion	nasal congestion	['479']	['463', '463.4']	['RE_463.4']
HP_0001742	Nasal obstruction	nasal obstruction	False	R09.81	Nasal congestion	nasal congestion	['479']	['463', '463.4']	['RE_463.4']
HP_0001742	Stuffy nose	stuffy nose	False	R09.81	Nasal congestion	nasal congestion	['479']	['463', '463.4']	['RE_463.4']
HP_0001746	Asplenia	asplenia	True	D73.0	Hyposplenism	hyposplenism	['289', '289.5']	['174', '174.1']	['BI_174.1']
HP_0001746	Asplenia	asplenia	True	Q89.0	Congenital absence and malformations of spleen	congenital absence and malformations of spleen	['759']	['795']	['CM_773']
HP_0001748	Polysplenia	polysplenia	True	Q89.0	Congenital absence and malformations of spleen	congenital absence and malformations of spleen	['759']	['795']	['CM_773']
HP_0001760	Foot deformity	foot deformity	False	M20	Acquired deformities of fingers and toes	acquired deformities of fingers and toes		['709']	['MS_709']
HP_0001760	Foot deformity	foot deformity	False	M21	Other acquired deformities of limbs	other acquired deformities of limbs	['736']	['710']	['MS_710']
HP_0001760	Foot deformity	foot deformity	False	Q66	Congenital deformities of feet	congenital deformities of feet	['755', '755.1']	['784']	['CM_766']
HP_0001761	Pes cavus	pes cavus	True	Q66.7	Congenital pes cavus	congenital pes cavus	['755', '755.1']	['710', '710.4', '710.43', '784', '784.4']	['MS_710.43', 'CM_766.13']
HP_0001762	Talipes equinovarus	talipes equinovarus	True	M21.5	Acquired clawhand, clubhand, clawfoot and clubfoot	acquired clawhand clubhand clawfoot and clubfoot		['710']	['MS_710']
HP_0001762	Club feet	club feet	False	M21.5	Acquired clawhand, clubhand, clawfoot and clubfoot	acquired clawhand clubhand clawfoot and clubfoot		['710']	['MS_710']
HP_0001762	Club foot	club foot	False	M21.5	Acquired clawhand, clubhand, clawfoot and clubfoot	acquired clawhand clubhand clawfoot and clubfoot		['710']	['MS_710']
HP_0001762	Clubfeet	clubfeet	False	M21.5	Acquired clawhand, clubhand, clawfoot and clubfoot	acquired clawhand clubhand clawfoot and clubfoot		['710']	['MS_710']
HP_0001762	Clubfoot	clubfoot	False	M21.5	Acquired clawhand, clubhand, clawfoot and clubfoot	acquired clawhand clubhand clawfoot and clubfoot		['710']	['MS_710']
HP_0001762	Equinovarus	equinovarus	False	M21.5	Acquired clawhand, clubhand, clawfoot and clubfoot	acquired clawhand clubhand clawfoot and clubfoot		['710']	['MS_710']
HP_0001762	Talipes equinovarus	talipes equinovarus	True	Q66.8	Other congenital deformities of feet	other congenital deformities of feet	['755', '755.1']	['784']	['CM_766']
HP_0001762	Club feet	club feet	False	Q66.8	Other congenital deformities of feet	other congenital deformities of feet	['755', '755.1']	['784']	['CM_766']
HP_0001762	Club foot	club foot	False	Q66.8	Other congenital deformities of feet	other congenital deformities of feet	['755', '755.1']	['784']	['CM_766']
HP_0001762	Clubfeet	clubfeet	False	Q66.8	Other congenital deformities of feet	other congenital deformities of feet	['755', '755.1']	['784']	['CM_766']
HP_0001762	Clubfoot	clubfoot	False	Q66.8	Other congenital deformities of feet	other congenital deformities of feet	['755', '755.1']	['784']	['CM_766']
HP_0001762	Equinovarus	equinovarus	False	Q66.8	Other congenital deformities of feet	other congenital deformities of feet	['755', '755.1']	['784']	['CM_766']
HP_0001765	Hammertoe	hammertoe	True	Q66.8	Other congenital deformities of feet	other congenital deformities of feet	['755', '755.1']	['784']	['CM_766']
HP_0001765	Hammer toe	hammer toe	False	Q66.8	Other congenital deformities of feet	other congenital deformities of feet	['755', '755.1']	['784']	['CM_766']
HP_0001763	Pes planus	pes planus	True	M21.4	Flat foot [pes planus] (acquired)	flat foot pes planus acquired	['735', '735.1']	['710', '710.4', '710.41']	['MS_710.41']
HP_0001763	Flat feet	flat feet	False	M21.4	Flat foot [pes planus] (acquired)	flat foot pes planus acquired	['735', '735.1']	['710', '710.4', '710.41']	['MS_710.41']
HP_0001763	Flat foot	flat foot	False	M21.4	Flat foot [pes planus] (acquired)	flat foot pes planus acquired	['735', '735.1']	['710', '710.4', '710.41']	['MS_710.41']
HP_0001763	Pes planus	pes planus	True	Q66.5	Congenital pes planus	congenital pes planus	['755', '755.1']	['710', '710.4', '710.41', '784', '784.3']	['MS_710.41', 'CM_766.22']
HP_0001763	Flat feet	flat feet	False	Q66.5	Congenital pes planus	congenital pes planus	['755', '755.1']	['710', '710.4', '710.41', '784', '784.3']	['MS_710.41', 'CM_766.22']
HP_0001763	Flat foot	flat foot	False	Q66.5	Congenital pes planus	congenital pes planus	['755', '755.1']	['710', '710.4', '710.41', '784', '784.3']	['MS_710.41', 'CM_766.22']
HP_0001765	Hammertoe	hammertoe	True	M20.4	Other hammer toe(s) (acquired)	other hammer toes acquired	['735', '735.2', '735.21']	['709', '709.2', '709.24']	['MS_709.24']
HP_0001765	Hammer toe	hammer toe	False	M20.4	Other hammer toe(s) (acquired)	other hammer toes acquired	['735', '735.2', '735.21']	['709', '709.2', '709.24']	['MS_709.24']
HP_0001788	Premature rupture of membranes	premature rupture of membranes	True	O42	Premature rupture of membranes	premature rupture of membranes	['653']	['905']	['PP_905']
HP_0001789	Hydrops fetalis	hydrops fetalis	True	P56	Hydrops fetalis due to hemolytic disease	hydrops fetalis due to hemolytic disease	['656', '656.1']	['858']	['NB_858']
HP_0001789	Hydrops fetalis	hydrops fetalis	True	P83.2	Hydrops fetalis not due to hemolytic disease	hydrops fetalis not due to hemolytic disease	['656', '656.7']	['868', '868.3']	['NB_868.3']
HP_0001798	Anonychia	anonychia	True	L60.8	Other nail disorders	other nail disorders	['703']	['683']	['DE_683']
HP_0001820	Leukonychia	leukonychia	True	L60.8	Other nail disorders	other nail disorders	['703']	['683']	['DE_683']
HP_0001798	Anonychia	anonychia	True	Q84.3	Anonychia	anonychia	['757']	['683', '793']	['DE_683', 'CM_771.3']
HP_0008404	Nail dystrophy	nail dystrophy	True	Q84.3	Anonychia	anonychia	['757']	['683', '793']	['DE_683', 'CM_771.3']
HP_0001805	Onychogryposis	onychogryposis	True	L60.2	Onychogryphosis	onychogryphosis	['703']	['683']	['DE_683']
HP_0001806	Onycholysis	onycholysis	True	L60.1	Onycholysis	onycholysis	['703']	['683', '683.4']	['DE_683.4']
HP_0008404	Nail dystrophy	nail dystrophy	True	L60	Nail disorders	nail disorders	['703']	['683']	['DE_683']
HP_0001818	Paronychia	paronychia	True	L03.0	Cellulitis and acute lymphangitis of finger and toe	cellulitis and acute lymphangitis of finger and toe	['681', '681.1']	['660', '660.6']	['DE_660.6']
HP_0001820	Leukonychia	leukonychia	True	Q84.4	Congenital leukonychia	congenital leukonychia	['757']	['683', '793']	['DE_683', 'CM_771.3']
HP_0001822	Hallux valgus	hallux valgus	True	M20.1	Hallux valgus (acquired)	hallux valgus acquired	['735', '735.3']	['709', '709.2', '709.21']	['MS_709.21']
HP_0001822	Bunion	bunion	False	M20.1	Hallux valgus (acquired)	hallux valgus acquired	['735', '735.3']	['709', '709.2', '709.21']	['MS_709.21']
