hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD9_code	ICD9_label	ICD9_simpleLabel	phecode1.2_codeList	phecodeX_codeList	phecodeXupdated_codeList
HP_0031826	Abnormal reflex	abnormal reflex	True	796.1	Abnormal reflex	abnormal reflex	['350', '350.5']	['350', '350.3']	['NS_350.3']
HP_0001325	Hypoglycemic coma	hypoglycemic coma	True	251.0	Hypoglycemic coma	hypoglycemic coma	['251.1']	['205', '205.1']	['EM_204.31']
HP_0001334	Communicating hydrocephalus	communicating hydrocephalus	True	331.3	Communicating hydrocephalus	communicating hydrocephalus	['331', '331.1']	['344', '344.1', '344.11']	['NS_344.11']
HP_0001336	Myoclonus	myoclonus	True	333.2	Myoclonus	myoclonus	['333', '333.2']	['324', '324.5']	['NS_324.35']
HP_0001342	Intracerebral haemorrhage	intracerebral hemorrhage	False	431	Intracerebral hemorrhage	intracerebral hemorrhage	['430', '430.2']	['430', '430.2', '431', '431.1', '431.12']	['CV_430.2', 'CV_431.12']
HP_0001342	Intracerebral hemorrhage	intracerebral hemorrhage	False	431	Intracerebral hemorrhage	intracerebral hemorrhage	['430', '430.2']	['430', '430.2', '431', '431.1', '431.12']	['CV_430.2', 'CV_431.12']
HP_0002170	Intracranial hemorrhage	intracranial hemorrhage	True	432.9	Unspecified intracranial hemorrhage	intracranial hemorrhage	['430']	['430']	['CV_430']
HP_0002170	Intracranial haemorrhage	intracranial hemorrhage	False	432.9	Unspecified intracranial hemorrhage	intracranial hemorrhage	['430']	['430']	['CV_430']
HP_0010628	Bell's palsy	bells palsy	False	351.0	Bell's palsy	bells palsy	['352', '352.2']	['334', '334.2', '334.21']	['NS_334.21']
HP_0001370	Rheumatoid arthritis	rheumatoid arthritis	True	714.0	Rheumatoid arthritis	rheumatoid arthritis	['714', '714.1']	['181', '705', '705.1']	['BI_181', 'MS_705.1']
HP_0002827	Dislocation of hip	dislocation of hip	False	835	Dislocation of hip	dislocation of hip	['830']	['T830.6']	['MS_740.6']
HP_0001409	Portal hypertension	portal hypertension	True	572.3	Portal hypertension	portal hypertension	['571', '571.8', '571.81']	['542', '542.4']	['GI_542.4']
HP_0006562	Viral hepatitis	viral hepatitis	True	070	Viral hepatitis	viral hepatitis	['070']	['054', '089', '089.2', '540', '540.3']	['ID_054', 'ID_089.2', 'GI_540.3']
HP_0001744	Splenomegaly	splenomegaly	True	789.2	Splenomegaly	splenomegaly	['579', '579.2']	['174', '174.2']	['BI_174.2']
HP_0002240	Hepatomegaly	hepatomegaly	True	789.1	Hepatomegaly	hepatomegaly	['573.3']	['546', '546.3']	['GI_546.3']
HP_0001508	Failure to thrive	failure to thrive	True	783.41	Failure to thrive	failure to thrive	['264', '264.2']	['890', '890.1']	['EM_230.7', 'SS_849.1']
HP_0001513	Obesity	obesity	True	278.00	Obesity, unspecified	obesity	['278', '278.1']	['236', '236.1']	['EM_236.1']
HP_0001539	Omphalocele	omphalocele	True	756.72	Omphalocele	omphalocele	['756', '756.1']	['789', '789.2', '789.21']	['CM_770.21']
HP_0001541	Ascites	ascites	True	789.5	Ascites	ascites	['572']	['555']	['GI_555']
HP_0001543	Gastroschisis	gastroschisis	True	756.73	Gastroschisis	gastroschisis	['756', '756.1']	['789', '789.2', '789.22']	['CM_770.22']
HP_0001561	Polyhydramnios	polyhydramnios	True	657	Polyhydramnios	polyhydramnios	['653']	['920', '920.1']	['PP_920.1']
HP_0001561	Polyhydramnios	polyhydramnios	True	657.0	Polyhydramnios	polyhydramnios	['653']	['920', '920.1']	['PP_920.1']
HP_0001562	Oligohydramnios	oligohydramnios	True	658.0	Oligohydramnios	oligohydramnios	['653']	['920', '920.2']	['PP_920.2']
HP_0001596	Alopecia	alopecia	True	704.0	Alopecia	alopecia	['704', '704.1']	['684', '684.1']	['DE_684.1']
HP_0001596	Alopecia	alopecia	True	704.00	Alopecia, unspecified	alopecia	['704', '704.1']	['684', '684.1']	['DE_684.1']
HP_0003470	Paralysis	paralysis	True	344.9	Paralysis, unspecified	paralysis	['344']	['342', '342.5']	['NS_342']
HP_0001618	Dysphonia	dysphonia	True	784.42	Dysphonia	dysphonia	['473', '473.4']	['494', '494.1']	['RE_494.1']
HP_0001629	Ventricular septal defect	ventricular septal defect	True	745.4	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	['CM_763.31']
HP_0001635	Congestive heart failure	congestive heart failure	True	428.0	Congestive heart failure, unspecified	congestive heart failure	['428', '428.1']	['424']	['CV_424']
HP_0001635	Heart failure	heart failure	False	428	Heart failure	heart failure	['428']	['424']	['CV_424']
HP_0001635	Heart failure	heart failure	False	428.9	Heart failure, unspecified	heart failure	['428', '428.2']	['424']	['CV_424']
HP_0001636	Tetralogy of Fallot	tetralogy of fallot	True	745.2	Tetralogy of fallot	tetralogy of fallot	['747', '747.1', '747.11']	['780', '780.4', '780.44']	['CM_763.4']
HP_0001638	Cardiomyopathy	cardiomyopathy	True	425	Cardiomyopathy	cardiomyopathy	['425']	['414']	['CV_414']
HP_0001639	Hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	True	425.1	Hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	['425', '425.1', '425.11']	['414', '414.1']	['CV_414.1']
HP_0001640	Cardiomegaly	cardiomegaly	True	429.3	Cardiomegaly	cardiomegaly	['416']	['425']	['CV_425']
HP_0001643	Patent ductus arteriosus	patent ductus arteriosus	True	747.0	Patent ductus arteriosus	patent ductus arteriosus	['747', '747.1', '747.13']	['778', '778.3']	['CM_763.13']
HP_0001695	Cardiac arrest	cardiac arrest	True	427.5	Cardiac arrest	cardiac arrest	['427', '427.4', '427.42']	['420']	['CV_420']
HP_0001649	Tachycardia	tachycardia	True	785.0	Tachycardia, unspecified	tachycardia	['427', '427.7']	['417', '417.2']	['CV_417.2']
HP_0001657	Long QT syndrome	long qt syndrome	False	426.82	Long QT syndrome	long qt syndrome	['426', '426.8']	['416', '416.6']	['CV_416.6']
HP_0001663	Ventricular fibrillation	ventricular fibrillation	True	427.41	Ventricular fibrillation	ventricular fibrillation	['427', '427.4', '427.41']	['416', '416.3', '416.31']	['CV_416.31']
HP_0001669	Transposition of great vessels	transposition of great vessels	False	745.1	Transposition of great vessels	transposition of great vessels	['747', '747.1', '747.11']	['778', '778.2']	['CM_763.12']
HP_0001677	Coronary atherosclerosis	coronary atherosclerosis	False	414.0	Coronary atherosclerosis	coronary atherosclerosis	['411', '411.4']	['404', '404.2', '436']	['CV_404.2', 'CV_436']
HP_0002621	Atherosclerosis	atherosclerosis	True	440	Atherosclerosis	atherosclerosis	['440']	['436']	['CV_436']
HP_0001678	Atrioventricular block	atrioventricular block	True	426.10	Atrioventricular block, unspecified	atrioventricular block	['426', '426.2']	['416', '416.4', '416.41']	['CV_416.41']
HP_0001680	Coarctation of aorta	coarctation of aorta	True	747.1	Coarctation of aorta	coarctation of aorta	['747', '747.1', '747.13']	['778', '778.4', '778.41']	['CM_763.141']
HP_0001681	Angina pectoris	angina pectoris	True	413	Angina pectoris	angina pectoris	['411', '411.3']	['403']	['CV_403']
HP_0001682	Subaortic stenosis	subaortic stenosis	False	746.81	Subaortic stenosis	subaortic stenosis	['747', '747.1', '747.11']	['780', '780.7']	['CM_763.5']
HP_0001686	Aphonia	aphonia	False	784.41	Aphonia	aphonia	['473', '473.4']	['494', '494.2']	['RE_494.2']
HP_0001706	Endocardial fibroelastosis	endocardial fibroelastosis	True	425.3	Endocardial fibroelastosis	endocardial fibroelastosis	['425', '425.1']	['414', '414.7']	['CV_414.7']
HP_0001718	Mitral stenosis	mitral stenosis	True	394.0	Mitral stenosis	mitral stenosis	['394', '394.2']	['413', '413.1', '413.13']	['CV_413.13']
HP_0001719	Double outlet right ventricle	double outlet right ventricle	True	745.11	Double outlet right ventricle	double outlet right ventricle	['747', '747.1', '747.11']	['778', '778.6']	['CM_763.16']
HP_0001735	Acute pancreatitis	acute pancreatitis	True	577.0	Acute pancreatitis	acute pancreatitis	['577', '577.1']	['554', '554.1', '554.11']	['GI_554.11']
HP_0001750	Common ventricle	common ventricle	False	745.3	Common ventricle	common ventricle	['747', '747.1', '747.11']	['780', '780.3']	['CM_763.36']
HP_0001762	Talipes equinovarus	talipes equinovarus	True	754.51	Talipes equinovarus	talipes equinovarus	['755', '755.1']	['710', '710.4', '710.42', '784', '784.1', '784.11']	['MS_710.42', 'CM_766.11']
HP_0001762	Talipes varus	talipes varus	False	754.50	Talipes varus	talipes varus	['755', '755.1']	['784', '784.1', '784.11']	['CM_766.1']
HP_0001883	Talipes	talipes	True	754.70	Talipes, unspecified	talipes	['755', '755.1']	['784', '784.1']	['CM_766']
HP_0001763	Flat foot	flat foot	False	734	Flat foot	flat foot	['735', '735.1']	['710', '710.4', '710.41']	['MS_710.41']
HP_0001788	Premature rupture of membranes	premature rupture of membranes	True	658.1	Premature rupture of membranes	premature rupture of membranes	['653']	['905']	['PP_905']
HP_0001822	Bunion	bunion	False	727.1	Bunion	bunion	['735', '735.3']	['709', '709.2', '709.21']	['MS_709.21']
HP_0001824	Loss of weight	loss of weight	False	783.21	Loss of weight	loss of weight	['1002']	['230', '230.2', '230.21']	['EM_230.21']
HP_0001840	Metatarsus varus	metatarsus varus	False	754.53	Metatarsus varus	metatarsus varus	['755', '755.1']	['784', '784.2']	['CM_766.12']
HP_0001997	Gout	gout	True	274	Gout	gout	['274', '274.1']	['703', '703.1', '703.11']	['MS_703.1']
HP_0001997	Gout	gout	True	274.9	Gout, unspecified	gout	['274', '274.1']	['703', '703.1', '703.11']	['MS_703.1']
HP_0001873	Thrombocytopenia	thrombocytopenia	True	287.5	Thrombocytopenia, unspecified	thrombocytopenia	['287', '287.3']	['169', '169.1']	['BI_169.1']
HP_0001875	Neutropenia	neutropenia	True	288.0	Neutropenia	neutropenia	['288.1', '288.11']	['170', '170.1']	['BI_170.1']
HP_0001875	Neutropenia	neutropenia	True	288.00	Neutropenia, unspecified	neutropenia	['288.1', '288.11']	['170', '170.1', '170.19']	['BI_170.1']
HP_0001876	Pancytopenia	pancytopenia	True	284.1	Pancytopenia	pancytopenia	['284', '284.1']	['162', '162.8']	['BI_162.8']
HP_0001877	Abnormality of red blood cells	abnormality of red blood cells	False	790.0	Abnormality of red blood cells	abnormality of red blood cells	['289', '289.9']	['821']	['SS_821']
HP_0001880	Eosinophilia	eosinophilia	True	288.3	Eosinophilia	eosinophilia	['288', '288.3']	['171', '171.7']	['BI_171.7']
HP_0001974	Leukocytosis	leukocytosis	True	288.60	Leukocytosis, unspecified	leukocytosis	['288', '288.2']	['171', '171.9']	['BI_171']
HP_0001884	Talipes calcaneovalgus	talipes calcaneovalgus	True	754.62	Talipes calcaneovalgus	talipes calcaneovalgus	['755', '755.1']	['784', '784.1', '784.13']	['CM_766.21']
HP_0002754	Osteomyelitis	osteomyelitis	True	730.2	Unspecified osteomyelitis	osteomyelitis	['710', '710.1', '710.19']	['701', '701.1']	['MS_701.1']
HP_0001888	Lymphocytopenia	lymphocytopenia	False	288.51	Lymphocytopenia	lymphocytopenia	['288.1']	['170', '170.2']	['BI_170.2']
HP_0001891	Iron deficiency anemia	iron deficiency anemia	True	280.9	Iron deficiency anemia, unspecified	iron deficiency anemia	['280', '280.1']	['160', '160.1', '164', '164.1', '247', '247.7', '247.72']	['BI_160.1', 'BI_164.1', 'EM_247.88']
HP_0001891	Iron deficiency anaemia	iron deficiency anemia	False	280.9	Iron deficiency anemia, unspecified	iron deficiency anemia	['280', '280.1']	['160', '160.1', '164', '164.1', '247', '247.7', '247.72']	['BI_160.1', 'BI_164.1', 'EM_247.88']
HP_0001909	Leukemia	leukemia	True	208.9	Unspecified leukemia	leukemia	['204']	['120', '121']	['CA_120', 'CA_121']
HP_0001909	Leukaemia	leukemia	False	208.9	Unspecified leukemia	leukemia	['204']	['120', '121']	['CA_120', 'CA_121']
HP_0001915	Aplastic anemia	aplastic anemia	True	284.9	Aplastic anemia, unspecified	aplastic anemia	['284']	['162', '164']	['BI_162', 'BI_164']
HP_0001915	Aplastic anaemia	aplastic anemia	False	284.9	Aplastic anemia, unspecified	aplastic anemia	['284']	['162', '164']	['BI_162', 'BI_164']
HP_0011034	Amyloidosis	amyloidosis	True	277.3	Amyloidosis	amyloidosis	['270.33']	['249']	['EM_249']
HP_0011034	Amyloidosis	amyloidosis	True	277.30	Amyloidosis, unspecified	amyloidosis	['270.33']	['249']	['EM_249']
HP_0001919	Acute kidney failure	acute kidney failure	False	584	Acute kidney failure	acute kidney failure	['585']	['582']	['GU_582.1']
HP_0001919	Acute kidney failure	acute kidney failure	False	584.9	Acute kidney failure, unspecified	acute kidney failure	['585', '585.1']	['582']	['GU_582.1']
HP_0001924	Sideroblastic anemia	sideroblastic anemia	True	285.0	Sideroblastic anemia	sideroblastic anemia	['285', '285.3']	['162', '162.6', '164', '164.1']	['BI_164.8']
HP_0001924	Sideroblastic anaemia	sideroblastic anemia	False	285.0	Sideroblastic anemia	sideroblastic anemia	['285', '285.3']	['162', '162.6', '164', '164.1']	['BI_164.8']
HP_0001941	Acidosis	acidosis	True	276.2	Acidosis	acidosis	['276.4', '276.41']	['256', '256.3', '256.31']	['EM_256.31']
HP_0001944	Dehydration	dehydration	True	276.51	Dehydration	dehydration	['276', '276.5']	['256', '256.7', '256.71']	['EM_256.71']
HP_0001945	Fever	fever	True	780.60	Fever, unspecified	fever	['783']	['805']	['SS_805']
HP_0001948	Alkalosis	alkalosis	True	276.3	Alkalosis	alkalosis	['276.4', '276.42']	['256', '256.3', '256.32']	['EM_256.32']
HP_0001959	Polydipsia	polydipsia	True	783.5	Polydipsia	polydipsia	['276.8']	['257']	['EM_257']
HP_0001962	Palpitations	palpitations	True	785.1	Palpitations	palpitations	['427', '427.9']	['417', '417.1']	['CV_417.1']
HP_0001971	Hypersplenism	hypersplenism	True	289.4	Hypersplenism	hypersplenism	['289.5']	['174', '174.2', '174.21']	['BI_174.21']
HP_0001998	Neonatal hypoglycemia	neonatal hypoglycemia	True	775.6	Neonatal hypoglycemia	neonatal hypoglycemia	['656', '656.3']	['861', '861.2']	['EM_204.3', 'NB_861.2']
HP_0002017	Nausea and vomiting	nausea and vomiting	True	787.0	Nausea and vomiting	nausea and vomiting	['789']	['528', '528.1', '528.2']	['GI_528.1', 'GI_528.2']
HP_0002014	Diarrhea	diarrhea	True	787.91	Diarrhea	diarrhea	['561.1']	['529', '529.1']	['GI_529.1']
HP_0002014	Diarrhoea	diarrhea	False	787.91	Diarrhea	diarrhea	['561.1']	['529', '529.1']	['GI_529.1']
HP_0002015	Dysphagia	dysphagia	True	787.2	Dysphagia	dysphagia	['532']	['512']	['GI_512']
HP_0002015	Dysphagia	dysphagia	True	787.20	Dysphagia, unspecified	dysphagia	['532']	['512']	['GI_512']
HP_0002019	Constipation	constipation	True	564.0	Constipation	constipation	['563']	['529', '529.5']	['GI_529.5']
HP_0002019	Constipation	constipation	True	564.00	Constipation, unspecified	constipation	['563']	['529', '529.5']	['GI_529.5']
HP_0002020	Heartburn	heartburn	False	787.1	Heartburn	heartburn	['530.9']	['515']	['GI_515']
HP_0002024	Intestinal malabsorption	intestinal malabsorption	False	579	Intestinal malabsorption	intestinal malabsorption	['557']	['525']	['GI_525']
HP_0002024	Intestinal malabsorption	intestinal malabsorption	False	579.9	Unspecified intestinal malabsorption	intestinal malabsorption	['557']	['525']	['GI_525']
HP_0002027	Abdominal pain	abdominal pain	True	789.0	Abdominal pain	abdominal pain	['785']	['527']	['GI_527']
HP_0002035	Rectal prolapse	rectal prolapse	True	569.1	Rectal prolapse	rectal prolapse	['565']	['530', '530.3']	['GI_530.3']
HP_0002039	Anorexia	anorexia	True	783.0	Anorexia	anorexia	['260.6']	['230', '230.3']	['EM_230.3']
HP_0002045	Hypothermia	hypothermia	True	991.6	Hypothermia	hypothermia	['780']	['T910.2']	
HP_0002047	Malignant hyperthermia	malignant hyperthermia	True	995.86	Malignant hyperthermia	malignant hyperthermia	['783']	['976', '976.1']	['GE_981.8']
HP_0002076	Migraine	migraine	True	346	Migraine	migraine	['340']	['331', '331.6']	['NS_331.6']
HP_0002076	Migraine	migraine	True	346.9	Migraine, unspecified	migraine	['340']	['331', '331.6']	['NS_331.6']
HP_0002315	Headache	headache	True	784.0	Headache	headache	['339']	['331', '331.8']	['NS_331']
HP_0002077	Migraine with aura	migraine with aura	True	346.0	Migraine with aura	migraine with aura	['340', '340.1']	['331', '331.6', '331.61']	['NS_331.61']
HP_0002083	Migraine without aura	migraine without aura	True	346.1	Migraine without aura	migraine without aura	['340']	['331', '331.6']	['NS_331.6']
HP_0002084	Encephalocele	encephalocele	True	742.0	Encephalocele	encephalocele	['752', '752.1']	['751', '751.3']	['CM_750.24']
HP_0002086	Respiratory abnormality	respiratory abnormality	False	786.00	Respiratory abnormality, unspecified	respiratory abnormality	['513']	['488']	['RE_488']
HP_0002094	Shortness of breath	shortness of breath	False	786.05	Shortness of breath	shortness of breath	['512', '512.7']	['488', '488.1']	['RE_488.1']
HP_0002097	Emphysema	emphysema	True	492	Emphysema	emphysema	['496', '496.1']	['474', '474.1']	['RE_474.1']
HP_0002099	Asthma	asthma	True	493	Asthma	asthma	['495']	['475']	['RE_475']
HP_0002099	Asthma	asthma	True	493.9	Asthma, unspecified	asthma	['495']	['475']	['RE_475']
HP_0002102	Pleurisy	pleurisy	False	511	Pleurisy	pleurisy	['507']	['491']	['RE_491']
HP_0002104	Apnea	apnea	True	786.03	Apnea	apnea	['513', '513.3', '513.31']	['488', '488.7']	['RE_488.7']
HP_0002105	Hemoptysis	hemoptysis	True	786.3	Hemoptysis	hemoptysis	['516', '516.1']	['487', '487.3']	['RE_487.3']
HP_0002105	Hemoptysis	hemoptysis	True	786.30	Hemoptysis, unspecified	hemoptysis	['516', '516.1']	['487', '487.3']	['RE_487.3']
HP_0032016	Abnormal sputum	abnormal sputum	True	786.4	Abnormal sputum	abnormal sputum	['516']	['486', '486.5']	['RE_499.2']
HP_0002110	Bronchiectasis	bronchiectasis	True	494	Bronchiectasis	bronchiectasis	['496', '496.3']	['476']	['RE_476']
HP_0002138	Subarachnoid hemorrhage	subarachnoid hemorrhage	True	430	Subarachnoid hemorrhage	subarachnoid hemorrhage	['430', '430.1']	['430', '430.1', '431', '431.1', '431.12']	['CV_430.1', 'CV_431.12']
HP_0002138	Subarachnoid haemorrhage	subarachnoid hemorrhage	False	430	Subarachnoid hemorrhage	subarachnoid hemorrhage	['430', '430.1']	['430', '430.1', '431', '431.1', '431.12']	['CV_430.1', 'CV_431.12']
HP_0002145	Frontotemporal dementia	frontotemporal dementia	True	331.1	Frontotemporal dementia	frontotemporal dementia	['290', '290.1', '290.12']	['328', '328.3', '328.32']	['NS_328.13']
HP_0002181	Cerebral edema	cerebral edema	True	348.5	Cerebral edema	cerebral edema	['348', '348.2']	['346', '346.6']	['NS_346.6']
HP_0002901	Hypocalcemia	hypocalcemia	True	275.41	Hypocalcemia	hypocalcemia	['275', '275.5', '275.51']	['247', '247.5', '247.51']	['EM_247.51']
HP_0002202	Pleural effusion	pleural effusion	True	511.9	Unspecified pleural effusion	pleural effusion	['507']	['483']	['RE_483']
HP_0002232	Alopecia areata	alopecia areata	False	704.01	Alopecia areata	alopecia areata	['704', '704.1', '704.11']	['684', '684.1', '684.11']	['DE_684.11']
HP_0002239	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	True	578	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	['578']	['557']	['GI_557']
HP_0002239	Gastrointestinal haemorrhage	gastrointestinal hemorrhage	False	578	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	['578']	['557']	['GI_557']
HP_0002248	Hematemesis	hematemesis	True	578.0	Hematemesis	hematemesis	['578', '578.1']	['557', '557.1']	['GI_557.1']
HP_0002257	Chronic rhinitis	chronic rhinitis	True	472.0	Chronic rhinitis	chronic rhinitis	['472']	['463', '463.1']	['RE_463.1']
HP_0002301	Hemiplegia	hemiplegia	True	342.9	Hemiplegia, unspecified	hemiplegia	['342']	['341', '341.2']	['NS_341.2']
HP_0002310	Orofacial dyskinesia	orofacial dyskinesia	True	333.82	Orofacial dyskinesia	orofacial dyskinesia	['333', '333.4']	['324', '324.3', '324.35']	['NS_324.315']
HP_0002354	Memory loss	memory loss	False	780.93	Memory loss	memory loss	['292', '292.3']	['329', '329.1']	['NS_329.1']
HP_0002355	Difficulty in walking	difficulty in walking	False	719.7	Difficulty in walking	difficulty in walking	['741', '741.3']	['325', '325.2', '325.24']	['NS_325.2']
HP_0002381	Aphasia	aphasia	True	784.3	Aphasia	aphasia	['292', '292.1', '292.11']	['356', '356.2']	['NS_356.2']
HP_0006802	Anterior horn cell disease	anterior horn cell disease	False	335	Anterior horn cell disease	anterior horn cell disease	['334', '334.2']	['323', '323.2']	['NS_323']
HP_0006802	Anterior horn cell disease	anterior horn cell disease	False	335.9	Anterior horn cell disease, unspecified	anterior horn cell disease	['334', '334.2']	['323', '323.3']	['NS_323.3']
HP_0002414	Spina bifida	spina bifida	True	741	Spina bifida	spina bifida	['752', '752.1', '752.11']	['751', '751.1']	['CM_750.21']
HP_0002415	Leukodystrophy	leukodystrophy	True	330.0	Leukodystrophy	leukodystrophy	['331']	['242', '242.2']	['GE_963.1']
HP_0002445	Quadriplegia	quadriplegia	False	344.00	Quadriplegia, unspecified	quadriplegia	['344']	['342', '342.2']	['NS_342.2']
HP_0002480	Hepatic encephalopathy	hepatic encephalopathy	True	572.2	Hepatic encephalopathy	hepatic encephalopathy	['571', '571.8']	['542', '542.3']	['NS_345', 'GI_542.3']
HP_0002563	Constrictive pericarditis	constrictive pericarditis	True	423.2	Constrictive pericarditis	constrictive pericarditis	['420', '420.2', '420.22']	['410', '410.1']	['CV_410.1']
HP_0002575	Tracheoesophageal fistula	tracheoesophageal fistula	True	530.84	Tracheoesophageal fistula	tracheoesophageal fistula	['530']	['492']	['RE_492']
HP_0002576	Intussusception	intussusception	True	560.0	Intussusception	intussusception	['560', '560.4']	['532', '532.3']	['GI_532.3']
HP_0002578	Gastroparesis	gastroparesis	True	536.3	Gastroparesis	gastroparesis	['536', '536.3']	['516', '516.4']	['GI_516.4']
HP_0002580	Volvulus	volvulus	True	560.2	Volvulus	volvulus	['560', '560.4']	['532', '532.4']	['GI_532.4']
HP_0002582	Atrophic gastritis	atrophic gastritis	True	535.1	Atrophic gastritis	atrophic gastritis	['535', '535.2']	['522', '522.9', '522.91']	['GI_522.92']
HP_0002586	Peritonitis	peritonitis	True	567.9	Unspecified peritonitis	peritonitis	['567']	['537', '537.1']	['GI_537.1']
HP_0002588	Duodenal ulcer	duodenal ulcer	True	532	Duodenal ulcer	duodenal ulcer	['531']	['513', '513.3']	['GI_513.3']
HP_0002590	Paralytic ileus	paralytic ileus	True	560.1	Paralytic ileus	paralytic ileus	['560', '560.1']	['514', '514.3', '514.31']	['GI_514.31']
HP_0002591	Polyphagia	polyphagia	True	783.6	Polyphagia	polyphagia	['260.7']	['293', '293.4']	['MB_293.4']
HP_0002592	Gastric ulcer	gastric ulcer	True	531	Gastric ulcer	gastric ulcer	['531']	['513', '513.2']	['GI_513.2']
HP_0005214	Intestinal obstruction	intestinal obstruction	True	560.9	Unspecified intestinal obstruction	intestinal obstruction	['560', '560.4']	['514', '514.2']	['GI_514.2']
HP_0002608	Celiac disease	celiac disease	True	579.0	Celiac disease	celiac disease	['557.1']	['181', '525', '525.1']	['BI_181', 'GI_525.1']
HP_0002613	Biliary cirrhosis	biliary cirrhosis	True	571.6	Biliary cirrhosis	biliary cirrhosis	['571', '571.6']	['544']	['GI_542.8']
HP_0002639	Budd-Chiari syndrome	budd-chiari syndrome	True	453.0	Budd-chiari syndrome	budd-chiari syndrome	['452']	['440', '440.1', '440.14']	['CV_440.14']
HP_0010674	Curvature of spine	curvature of spine	False	737	Curvature of spine	curvature of spine	['737']	['714']	['MS_714']
HP_0010674	Curvature of spine	curvature of spine	False	737.9	Unspecified curvature of spine	curvature of spine	['737']	['714']	['MS_714']
HP_0002654	Multiple epiphyseal dysplasia	multiple epiphyseal dysplasia	True	756.56	Multiple epiphyseal dysplasia	multiple epiphyseal dysplasia	['756', '756.5']	['788', '788.6']	['CM_770.5', 'GE_978.36']
HP_0004313	Hypogammaglobulinemia	hypogammaglobulinemia	False	279.00	Hypogammaglobulinemia, unspecified	hypogammaglobulinemia	['279', '279.1', '279.11']	['179', '179.1']	['BI_179.1']
HP_0002725	Systemic lupus erythematosus	systemic lupus erythematosus	True	710.0	Systemic lupus erythematosus	systemic lupus erythematosus	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']	['BI_181', 'MS_700.11']
HP_0002749	Osteomalacia	osteomalacia	True	268.2	Osteomalacia, unspecified	osteomalacia	['261', '261.4', '261.41']	['726', '726.5']	['MS_726.5']
HP_0002756	Pathologic fracture	pathologic fracture	True	733.1	Pathologic fracture	pathologic fracture	['743', '743.2']	['726', '726.2']	['MS_745.9']
HP_0002789	Tachypnea	tachypnea	True	786.06	Tachypnea	tachypnea	['513', '513.4']	['488', '488.4']	['RE_488.4']
HP_0002816	Genu recurvatum	genu recurvatum	True	754.40	Genu recurvatum	genu recurvatum	['755', '755.6']	['710', '710.3', '785', '785.3']	['MS_710.3', 'CM_767.3']
HP_0003040	Arthropathy	arthropathy	True	716.9	Arthropathy, unspecified	arthropathy	['716', '716.9']	['707']	['MS_707']
HP_0002863	Myelodysplastic syndrome	myelodysplastic syndrome	False	238.75	Myelodysplastic syndrome, unspecified	myelodysplastic syndrome	['200']	['120', '124', '124.6']	['CA_120', 'CA_124.6']
HP_0010535	Sleep apnea	sleep apnea	True	780.57	Unspecified sleep apnea	sleep apnea	['327.3']	['333', '333.1']	['NS_333.1']
HP_0002883	Hyperventilation	hyperventilation	True	786.01	Hyperventilation	hyperventilation	['513', '513.4']	['488', '488.2']	['RE_488.2']
HP_0002907	Microscopic hematuria	microscopic hematuria	True	599.72	Microscopic hematuria	microscopic hematuria	['593.2']	['593', '593.2']	['GU_593.2']
HP_0002913	Myoglobinuria	myoglobinuria	True	791.3	Myoglobinuria	myoglobinuria	['598']	['832', '832.2']	['SS_832.2']
HP_0002937	Hemivertebra	hemivertebra	False	756.14	Hemivertebra	hemivertebra	['754']	['787']	['CM_769']
HP_0002974	Radioulnar synostosis	radioulnar synostosis	True	755.53	Radioulnar synostosis	radioulnar synostosis	['755', '755.4']	['785']	['CM_767']
HP_0003072	Hypercalcemia	hypercalcemia	True	275.42	Hypercalcemia	hypercalcemia	['275', '275.6']	['247', '247.5', '247.52']	['EM_247.52']
HP_0003076	Glycosuria	glycosuria	True	791.5	Glycosuria	glycosuria	['250', '250.5']	['831']	['SS_831']
HP_0003193	Allergic rhinitis	allergic rhinitis	True	477	Allergic rhinitis	allergic rhinitis	['476']	['463', '463.2', '840', '840.8']	['RE_463.2', 'SS_840.8']
HP_0003198	Myopathy	myopathy	True	359.9	Myopathy, unspecified	myopathy	['359', '359.2']	['340']	['NS_340']
HP_0003201	Rhabdomyolysis	rhabdomyolysis	True	728.88	Rhabdomyolysis	rhabdomyolysis	['772.4']	['719', '719.8']	['MS_719.8']
HP_0003251	Male infertility	male infertility	True	606.9	Male infertility, unspecified	male infertility	['609', '609.1']	['609']	['GU_609']
HP_0003298	Spina bifida occulta	spina bifida occulta	True	756.17	Spina bifida occulta	spina bifida occulta	['752', '752.1']	['751', '751.1', '751.11']	['CM_750.22']
HP_0003302	Spondylolisthesis	spondylolisthesis	True	756.12	Spondylolisthesis	spondylolisthesis	['754', '754.2']	['715', '715.3', '787', '787.7']	['MS_714.6', 'CM_769.7']
