ICD9_code	ICD9_label	ICD9_simpleLabel	hpo_code	hpo_label	SORTA_score	phecode1.2_codeList	phecodeX_codeList
341	Other demyelinating diseases of central nervous system	other demyelinating diseases of central nervous system	HP_0002188	Delayed CNS myelination	82.19	['341']	['326']
341.8	Other demyelinating diseases of central nervous system	other demyelinating diseases of central nervous system	HP_0002188	Delayed CNS myelination	82.19	['341']	['326']
341.9	Demyelinating disease of central nervous system, unspecified	demyelinating disease of central nervous system	HP_0002188	Delayed CNS myelination	82.19	['341']	['326']
342	Hemiplegia and hemiparesis	hemiplegia and hemiparesis	HP_0004374	Hemiplegia/hemiparesis	100.0	['342']	['341', '341.2']
342.1	Spastic hemiplegia	spastic hemiplegia	HP_0011099	Spastic hemiparesis	100.0	['342']	['341', '341.2', '341.22']
342.9	Hemiplegia, unspecified	hemiplegia	HP_0002301	Hemiplegia	100.0	['342']	['341', '341.2']
343.0	Congenital diplegia	congenital diplegia	HP_0007188	Congenital facial diplegia	83.72	['343']	['341', '341.1', '341.14']
344.00	Quadriplegia, unspecified	quadriplegia	HP_0002445	Tetraplegia	100.0	['344']	['342', '342.2']
344.09	Other quadriplegia	other quadriplegia	HP_0002445	Tetraplegia	100.0	['344']	['342', '342.2']
344.1	Paraplegia	paraplegia	HP_0010550	Paraplegia	100.0	['344']	['342', '342.1']
344.9	Paralysis, unspecified	paralysis	HP_0003470	Paralysis	100.0	['344']	['342', '342.5']
345.6	Infantile spasms	infantile spasms	HP_0012469	Infantile spasms	100.0	['345', '345.1']	['330', '330.1', '330.13']
345.7	Epilepsia partialis continua	epilepsia partialis continua	HP_0012847	Epilepsia partialis continua	100.0	['345', '345.1']	['330', '330.1', '330.12']
346	Migraine	migraine	HP_0002076	Migraine	100.0	['340']	['331', '331.6']
346.0	Migraine with aura	migraine with aura	HP_0002077	Migraine with aura	100.0	['340', '340.1']	['331', '331.6', '331.61']
346.1	Migraine without aura	migraine without aura	HP_0002083	Migraine without aura	100.0	['340']	['331', '331.6']
346.7	Chronic migraine without aura	chronic migraine without aura	HP_0002083	Migraine without aura	84.0	['340']	['331', '331.6', '331.64']
346.9	Migraine, unspecified	migraine	HP_0002076	Migraine	100.0	['340']	['331', '331.6']
347.0	Narcolepsy	narcolepsy	HP_0030050	Narcolepsy	100.0	['347']	['333', '333.7']
348.2	Benign intracranial hypertension	benign intracranial hypertension	HP_0002516	Increased intracranial pressure	85.71	['348', '348.2']	['344', '344.2']
348.30	Encephalopathy, unspecified	encephalopathy	HP_0001298	Encephalopathy	100.0	['348', '348.8']	['345']
348.39	Other encephalopathy	other encephalopathy	HP_0001298	Encephalopathy	100.0	['348', '348.8']	['345']
348.4	Compression of brain	compression of brain	HP_0002512	Brain stem compression	85.71	['348', '348.2']	['346', '346.5']
348.5	Cerebral edema	cerebral edema	HP_0002181	Cerebral edema	100.0	['348', '348.2']	['346', '346.6']
348.81	Temporal sclerosis	temporal sclerosis	HP_0033715	Hippocampal sclerosis	82.05	['348']	['346', '346.7']
349.81	Cerebrospinal fluid rhinorrhea	cerebrospinal fluid rhinorrhea	HP_0030998	Cerebrospinal fluid rhinorrhoea	94.92	['349']	['344', '344.3']
349.82	Toxic encephalopathy	toxic encephalopathy	HP_0001298	Encephalopathy	83.33	['349']	['345', '345.1']
350.1	Trigeminal neuralgia	trigeminal neuralgia	HP_0100661	Trigeminal neuralgia	100.0	['352', '352.1']	['334', '334.1', '334.11']
351.0	Bell's palsy	bells palsy	HP_0010628	Facial palsy	100.0	['352', '352.2']	['334', '334.2', '334.21']
352	Disorders of other cranial nerves	disorders of other cranial nerves	HP_0001291	Abnormal cranial nerve morphology	80.0	['352']	['334']
352.6	Multiple cranial nerve palsies	multiple cranial nerve palsies	HP_0006824	Cranial nerve paralysis	82.61	['352']	['334', '334.9']
352.9	Unspecified disorder of cranial nerves	disorder of cranial nerves	HP_0001291	Abnormal cranial nerve morphology	80.0	['352']	['334']
354.5	Mononeuritis multiplex	mononeuritis multiplex	HP_0032018	Multiple mononeuropathy	100.0	['355']	['336']
356.1	Peroneal muscular atrophy	peroneal muscular atrophy	HP_0009049	Peroneal muscle atrophy	83.72	['356']	['337', '337.1', '337.11']
356.4	Idiopathic progressive polyneuropathy	idiopathic progressive polyneuropathy	HP_0007133	Progressive peripheral neuropathy	84.21	['356']	['337', '337.1', '337.12']
357.2	Polyneuropathy in diabetes	polyneuropathy in diabetes	HP_0001271	Polyneuropathy	81.08	['250', '250.6']	['337', '337.8']
359	Muscular dystrophies and other myopathies	muscular dystrophies and other myopathies	HP_0003560	Muscular dystrophy	80.85	['359']	['339']
359.0	Congenital hereditary muscular dystrophy	congenital hereditary muscular dystrophy	HP_0003741	Congenital muscular dystrophy	83.58	['359', '359.1']	['339', '339.1']
359.21	Myotonic muscular dystrophy	myotonic muscular dystrophy	HP_0003560	Muscular dystrophy	84.44	['359', '359.1']	['339', '339.2', '339.21']
359.3	Periodic paralysis	periodic paralysis	HP_0003768	Periodic paralysis	100.0	['359', '359.1']	['339', '339.4']
359.7	Inflammatory and immune myopathies, NEC	inflammatory and immune myopathies nec	HP_0009071	Inflammatory myopathy	81.48	['359', '359.2']	['340', '340.3', '700', '700.4']
359.79	Other inflammatory and immune myopathies, NEC	other inflammatory and immune myopathies nec	HP_0009071	Inflammatory myopathy	81.48	['359', '359.2']	['340', '340.3', '700', '700.4']
359.8	Other myopathies	other myopathies	HP_0003198	Myopathy	100.0	['359', '359.2']	['340']
359.89	Other myopathies	other myopathies	HP_0003198	Myopathy	100.0	['359', '359.2']	['340']
359.9	Myopathy, unspecified	myopathy	HP_0003198	Myopathy	100.0	['359', '359.2']	['340']
360.12	Panuveitis	panuveitis	HP_0012121	Panuveitis	100.0	['371', '371.1']	['367', '367.5', '367.51']
360.34	Flat anterior chamber of eye	flat anterior chamber of eye	HP_0031616	Anterior chamber flare	83.33	['360', '360.3']	['375', '375.7']
360.44	Leucocoria	leucocoria	HP_0000555	Leukocoria	81.82	['360']	['389', '389.2']
361.10	Retinoschisis, unspecified	retinoschisis	HP_0030502	Retinoschisis	100.0	['361', '361.2']	['374', '374.2', '374.21']
361.11	Flat retinoschisis	flat retinoschisis	HP_0030502	Retinoschisis	83.87	['361', '361.2']	['374', '374.2', '374.21']
361.2	Serous retinal detachment	serous retinal detachment	HP_0012231	Exudative retinal detachment	100.0	['361']	['374', '374.1', '374.11']
361.8	Other forms of retinal detachment	other forms of retinal detachment	HP_0000541	Retinal detachment	83.87	['361']	['374', '374.1']
361.81	Traction detachment of retina	traction detachment of retina	HP_0007917	Tractional retinal detachment	93.33	['361']	['374', '374.1', '374.12']
361.89	Other forms of retinal detachment	other forms of retinal detachment	HP_0000541	Retinal detachment	83.87	['361']	['374', '374.1']
361.9	Unspecified retinal detachment	retinal detachment	HP_0000541	Retinal detachment	100.0	['361']	['374', '374.1']
362.07	Diabetic macular edema	diabetic macular edema	HP_0040049	Macular edema	80.0	['250', '250.7']	['374', '374.4', '374.42']
362.11	Hypertensive retinopathy	hypertensive retinopathy	HP_0001095	Hypertensive retinopathy	100.0	['362', '362.3']	['374', '374.4', '374.41']
362.12	Exudative retinopathy	exudative retinopathy	HP_0007898	Exudative retinopathy	100.0	['362', '362.3']	['374', '374.3', '374.31']
362.14	Retinal microaneurysms NOS	retinal microaneurysms	HP_0032416	Retinal microaneurysm	100.0	['362', '362.4']	['374', '374.3', '374.32']
362.15	Retinal telangiectasia	retinal telangiectasia	HP_0007763	Retinal telangiectasia	100.0	['362', '362.4']	['374', '374.3', '374.35']
362.16	Retinal neovascularization NOS	retinal neovascularization	HP_0030666	Retinal neovascularization	100.0	['362', '362.4']	['374', '374.3', '374.33']
362.18	Retinal vasculitis	retinal vasculitis	HP_0025188	Retinal vasculitis	100.0	['362', '362.4']	['374', '374.3', '374.34']
362.20	Retinopathy of prematurity, unspecified	retinopathy of prematurity	HP_0500049	Retinopathy of prematurity	100.0	['362', '362.1']	['873']
362.22	Retinopathy of prematurity, stage 0	retinopathy of prematurity stage 0	HP_0500053	Retinopathy of prematurity stage 4	93.1	['362', '362.1']	['873']
362.23	Retinopathy of prematurity, stage 1	retinopathy of prematurity stage 1	HP_0500050	Retinopathy of prematurity stage 1	100.0	['362', '362.1']	['873']
362.24	Retinopathy of prematurity, stage 2	retinopathy of prematurity stage 2	HP_0500051	Retinopathy of prematurity stage 2	100.0	['362', '362.1']	['873']
362.25	Retinopathy of prematurity, stage 3	retinopathy of prematurity stage 3	HP_0500052	Retinopathy of prematurity stage 3	100.0	['362', '362.1']	['873']
362.26	Retinopathy of prematurity, stage 4	retinopathy of prematurity stage 4	HP_0500053	Retinopathy of prematurity stage 4	100.0	['362', '362.1']	['873']
362.27	Retinopathy of prematurity, stage 5	retinopathy of prematurity stage 5	HP_0500056	Retinopathy of prematurity stage 5	100.0	['362', '362.1']	['873']
362.31	Central retinal artery occlusion	central retinal artery occlusion	HP_0025342	Central retinal artery occlusion	100.0	['362', '362.4']	['374', '374.3', '374.37']
362.32	Retinal arterial branch occlusion	retinal arterial branch occlusion	HP_0020161	Branch retinal artery occlusion	100.0	['362', '362.4']	['374', '374.3', '374.37']
362.33	Partial retinal arterial occlusion	partial retinal arterial occlusion	HP_0025326	Retinal arterial occlusion	83.33	['362', '362.4']	['374', '374.3', '374.37']
362.34	Transient retinal arterial occlusion	transient retinal arterial occlusion	HP_0025342	Central retinal artery occlusion	82.76	['362', '362.4']	['374', '374.3', '374.39']
362.35	Central retinal vein occlusion	central retinal vein occlusion	HP_0020166	Central retinal vein occlusion	100.0	['362', '362.4']	['374', '374.3', '374.38']
362.41	Central serous retinopathy	central serous retinopathy	HP_0025567	Central serous chorioretinopathy	86.21	['362', '362.3', '362.31']	['374', '374.9']
362.43	Hemorrhagic detachment of retinal pigment epithelium	hemorrhagic detachment of retinal pigment epithelium	HP_0025244	Subretinal pigment epithelium hemorrhage	85.0	['362', '362.3', '362.31']	['374', '374.1']
362.50	Macular degeneration (senile), unspecified	macular degeneration senile	HP_0000608	Macular degeneration	84.21	['362', '362.2', '362.29']	['374', '374.5', '374.51']
362.53	Cystoid macular degeneration	cystoid macular degeneration	HP_0008028	Cystoid macular degeneration	100.0	['362', '362.2', '362.23']	['374', '374.5', '374.53']
362.56	Macular puckering	macular puckering	HP_0100014	Epiretinal membrane	100.0	['362', '362.2', '362.26']	['374', '374.5', '374.55']
362.6	Peripheral retinal degenerations	peripheral retinal degenerations	HP_0007769	Peripheral retinal degeneration	100.0	['362', '362.6']	['374', '374.6']
362.60	Peripheral retinal degeneration, unspecified	peripheral retinal degeneration	HP_0007769	Peripheral retinal degeneration	100.0	['362', '362.6']	['374', '374.6']
362.63	Lattice degeneration	lattice degeneration	HP_0007992	Lattice retinal degeneration	83.33	['362', '362.6']	['374', '374.6', '374.61']
362.66	Secondary vitreoretinal degenerations	secondary vitreoretinal degenerations	HP_0007773	Vitreoretinopathy	80.0	['362', '362.6']	['374', '374.6']
362.81	Retinal hemorrhage	retinal hemorrhage	HP_0000573	Retinal hemorrhage	100.0	['362', '362.8']	['377', '377.4']
363.00	Focal chorioretinitis, unspecified	focal chorioretinitis	HP_0012424	Chorioretinitis	80.0	['371']	['367', '367.9']
363.20	Chorioretinitis, unspecified	chorioretinitis	HP_0012424	Chorioretinitis	100.0	['371', '371.1']	['367', '367.5', '367.53']
363.3	Chorioretinal scars	chorioretinal scars	HP_0007777	Chorioretinal scar	100.0	['363', '363.3']	['373', '373.1']
363.30	Chorioretinal scar, unspecified	chorioretinal scar	HP_0007777	Chorioretinal scar	100.0	['363', '363.3']	['373', '373.1']
363.31	Solar retinopathy	solar retinopathy	HP_0000488	Retinopathy	80.0	['363', '363.3']	['373', '373.1', '373.11']
363.32	Other macular scars	other macular scars	HP_0200056	Macular scar	100.0	['363', '363.3']	['373', '373.1']
363.4	Choroidal degenerations	choroidal degenerations	HP_0007945	obsolete Choroidal degeneration	80.0	['363', '363.4']	['373', '373.2']
363.40	Choroidal degeneration, unspecified	choroidal degeneration	HP_0007945	obsolete Choroidal degeneration	80.0	['363', '363.4']	['373', '373.2']
363.55	Choroideremia	choroideremia	HP_0001139	Choroideremia	100.0	['363', '363.4']	['373', '373.3', '373.31']
363.6	Choroidal hemorrhage and rupture	choroidal hemorrhage and rupture	HP_0011887	Choroid hemorrhage	83.72	['363']	['377', '377.3']
363.61	Choroidal hemorrhage, unspecified	choroidal hemorrhage	HP_0011887	Choroid hemorrhage	100.0	['363']	['377', '377.3']
363.62	Expulsive choroidal hemorrhage	expulsive choroidal hemorrhage	HP_0011887	Choroid hemorrhage	83.72	['363']	['377', '377.3']
363.72	Hemorrhagic choroidal detachment	hemorrhagic choroidal detachment	HP_0011887	Choroid hemorrhage	83.72	['363']	['377', '377.3']
364.05	Hypopyon	hypopyon	HP_0031615	Hypopyon	100.0	['371', '371.1']	['367', '367.8']
364.3	Unspecified iridocyclitis	iridocyclitis	HP_0001094	Iridocyclitis	100.0	['371', '371.1']	['367', '367.5', '367.52']
364.42	Rubeosis iridis	rubeosis iridis	HP_0025319	Rubeosis iridis	100.0	['379', '379.5']	['370', '370.3']
364.59	Other iris atrophy	other iris atrophy	HP_0001089	Iris atrophy	100.0	['379', '379.5']	['370', '370.1']
364.62	Exudative cysts of iris or anterior chamber	exudative cysts of iris or anterior chamber	HP_0025311	Anterior chamber cyst	83.02	['379', '379.5']	['370', '370.2']
364.71	Posterior synechiae of iris	posterior synechiae of iris	HP_0011484	Posterior synechiae of the anterior chamber	90.48	['379', '379.5']	['370', '370.4', '370.42']
364.72	Anterior synechiae of iris	anterior synechiae of iris	HP_0011483	Anterior synechiae of the anterior chamber	90.0	['379', '379.5']	['370', '370.4']
364.75	Pupillary abnormalities	pupillary abnormalities	HP_0000615	Abnormal pupil morphology	100.0	['379', '379.5']	['370', '370.4', '370.41']
365	Glaucoma	glaucoma	HP_0000501	Glaucoma	100.0	['365']	['375']
365.04	Ocular hypertension	ocular hypertension	HP_0007906	Ocular hypertension	100.0	['365']	['375', '375.6']
365.1	Open-angle glaucoma	open-angle glaucoma	HP_0012108	Open angle glaucoma	100.0	['365', '365.1']	['375', '375.1', '375.11']
365.10	Open-angle glaucoma, unspecified	open-angle glaucoma	HP_0012108	Open angle glaucoma	100.0	['365', '365.1']	['375', '375.1', '375.11']
365.11	Primary open angle glaucoma	primary open angle glaucoma	HP_0012108	Open angle glaucoma	82.61	['365', '365.1', '365.11']	['375', '375.1', '375.11', '375.113']
365.14	Glaucoma of childhood	glaucoma of childhood	HP_0001087	Developmental glaucoma	100.0	['365', '365.1']	['375', '375.1', '753', '753.9']
365.2	Primary angle-closure glaucoma	primary angle-closure glaucoma	HP_0012109	Angle closure glaucoma	84.0	['365', '365.2']	['375', '375.1', '375.12']
365.20	Primary angle-closure glaucoma, unspecified	primary angle-closure glaucoma	HP_0012109	Angle closure glaucoma	84.0	['365', '365.2']	['375', '375.1', '375.12']
365.21	Intermittent angle-closure glaucoma	intermittent angle-closure glaucoma	HP_0012109	Angle closure glaucoma	80.77	['365', '365.2']	['375', '375.1', '375.12']
365.22	Acute angle-closure glaucoma	acute angle-closure glaucoma	HP_0012109	Angle closure glaucoma	89.36	['365', '365.2']	['375', '375.1', '375.12']
365.23	Chronic angle-closure glaucoma	chronic angle-closure glaucoma	HP_0012109	Angle closure glaucoma	84.0	['365', '365.2']	['375', '375.1', '375.12']
365.9	Unspecified glaucoma	glaucoma	HP_0000501	Glaucoma	100.0	['365']	['375', '375.1']
366	Cataract	cataract	HP_0000518	Cataract	100.0	['366']	['371']
366.01	Anterior subcapsular polar cataract	anterior subcapsular polar cataract	HP_0007787	Posterior subcapsular cataract	86.57	['366', '366.1']	['371', '371.2', '371.21']
366.02	Posterior subcapsular polar cataract	posterior subcapsular polar cataract	HP_0007787	Posterior subcapsular cataract	91.18	['366', '366.1']	['371', '371.2']
366.04	Nuclear cataract	nuclear cataract	HP_0100018	Nuclear cataract	100.0	['366', '366.1']	['371', '371.3', '371.32']
366.1	Senile cataract	senile cataract	HP_0007819	Presenile cataracts	84.85	['366', '366.2']	['371']
366.10	Senile cataract, unspecified	senile cataract	HP_0007819	Presenile cataracts	84.85	['366', '366.2']	['371']
366.14	Posterior subcapsular polar senile cataract	posterior subcapsular polar senile cataract	HP_0007787	Posterior subcapsular cataract	83.78	['366', '366.2']	['371', '371.2', '371.22']
366.15	Cortical senile cataract	cortical senile cataract	HP_0100019	Cortical cataract	84.21	['366', '366.2']	['371', '371.1']
366.5	After-cataract	after-cataract	HP_0000518	Cataract	100.0	['366']	['371']
366.50	After-cataract, unspecified	after-cataract	HP_0000518	Cataract	100.0	['366']	['371']
366.8	Other cataract	other cataract	HP_0000518	Cataract	100.0	['366']	['371']
366.9	Unspecified cataract	cataract	HP_0000518	Cataract	100.0	['366']	['371']
367.0	Hypermetropia	hypermetropia	HP_0000540	Hypermetropia	100.0	['367', '367.8']	['387', '387.1']
367.1	Myopia	myopia	HP_0000545	Myopia	100.0	['367', '367.1']	['387', '387.2']
367.2	Astigmatism	astigmatism	HP_0000483	Astigmatism	100.0	['367', '367.2']	['387', '387.3']
367.20	Astigmatism, unspecified	astigmatism	HP_0000483	Astigmatism	100.0	['367', '367.2']	['387', '387.3']
367.21	Regular astigmatism	regular astigmatism	HP_0031792	Irregular astigmatism	88.89	['367', '367.2']	['387', '387.3']
367.22	Irregular astigmatism	irregular astigmatism	HP_0031792	Irregular astigmatism	100.0	['367', '367.2']	['387', '387.3', '387.31']
367.31	Anisometropia	anisometropia	HP_0012803	Anisometropia	100.0	['368', '368.3']	['387', '387.5']
368.00	Amblyopia, unspecified	amblyopia	HP_0000646	Amblyopia	100.0	['368', '368.1']	['386', '386.1']
368.11	Sudden visual loss	sudden visual loss	HP_0001117	Sudden loss of visual acuity	84.44	['368', '368.9']	['386', '386.8']
368.2	Diplopia	diplopia	HP_0000651	Diplopia	100.0	['368', '368.2']	['386', '386.2']
368.4	Visual field defects	visual field defects	HP_0001123	Visual field defect	100.0	['368.4']	['386', '386.4']
368.40	Visual field defect, unspecified	visual field defect	HP_0001123	Visual field defect	100.0	['368.4']	['386', '386.4']
368.44	Other localized visual field defect	other localized visual field defect	HP_0001123	Visual field defect	86.96	['368.4']	['386', '386.4']
368.5	Color vision deficiencies	color vision deficiencies	HP_0000551	Color vision defect	80.0	['368.5']	['386', '386.5']
368.54	Achromatopsia	achromatopsia	HP_0011516	Achromatopsia	100.0	['368.5']	['386', '386.5']
368.59	Other color vision deficiencies	other color vision deficiencies	HP_0000551	Color vision defect	80.0	['368.5']	['386', '386.5']
368.6	Night blindness	night blindness	HP_0000662	Nyctalopia	100.0	['368']	['386', '386.6']
368.60	Night blindness, unspecified	night blindness	HP_0000662	Nyctalopia	100.0	['368']	['386', '386.6']
368.61	Congenital night blindness	congenital night blindness	HP_0007642	Congenital stationary night blindness	100.0	['368']	['386', '386.6']
368.69	Other night blindness	other night blindness	HP_0000662	Nyctalopia	100.0	['368']	['386', '386.6']
369.2	Moderate or severe vision impairment, both eyes	moderate or severe vision impairment both eyes	HP_0001141	Severely reduced visual acuity	81.63	['367', '367.9']	['388']
369.9	Unspecified visual loss	visual loss	HP_0000572	Visual loss	100.0	['367', '367.9']	['388']
370	Keratitis	keratitis	HP_0000491	Keratitis	100.0	['370']	['367', '367.2']
370.0	Corneal ulcer	corneal ulcer	HP_0012804	Corneal ulceration	100.0	['370', '370.1']	['367', '367.2', '367.21']
370.00	Corneal ulcer, unspecified	corneal ulcer	HP_0012804	Corneal ulceration	100.0	['370', '370.1']	['367', '367.2', '367.21']
370.01	Marginal corneal ulcer	marginal corneal ulcer	HP_0012804	Corneal ulceration	80.0	['370', '370.1']	['367', '367.2', '367.21']
370.02	Ring corneal ulcer	ring corneal ulcer	HP_0012804	Corneal ulceration	84.85	['370', '370.1']	['367', '367.2', '367.21']
370.05	Mycotic corneal ulcer	mycotic corneal ulcer	HP_0012804	Corneal ulceration	82.35	['370', '370.1']	['089', '089.3', '367', '367.2', '367.21']
370.06	Perforated corneal ulcer	perforated corneal ulcer	HP_0100583	Corneal perforation	83.33	['370', '370.1']	['367', '367.2', '367.21']
370.21	Punctate keratitis	punctate keratitis	HP_0011859	Punctate keratitis	100.0	['370', '370.2']	['367', '367.2', '367.22']
370.4	Other and unspecified keratoconjunctivitis	other andkeratoconjunctivitis	HP_0001096	Keratoconjunctivitis	84.85	['370', '370.3']	['367', '367.3']
370.40	Keratoconjunctivitis, unspecified	keratoconjunctivitis	HP_0001096	Keratoconjunctivitis	100.0	['370', '370.3']	['367', '367.3']
370.49	Other keratoconjunctivitis	other keratoconjunctivitis	HP_0001096	Keratoconjunctivitis	100.0	['370', '370.3']	['367', '367.3']
370.6	Corneal neovascularization	corneal neovascularization	HP_0011496	Corneal neovascularization	100.0	['370']	['369', '369.3']
370.60	Corneal neovascularization, unspecified	corneal neovascularization	HP_0011496	Corneal neovascularization	100.0	['370']	['369', '369.3']
370.61	Localized vascularization of cornea	localized vascularization of cornea	HP_0011496	Corneal neovascularization	87.18	['370']	['369', '369.3']
370.62	Pannus (corneal)	pannus corneal	HP_0001084	Corneal arcus	82.76	['370']	['369', '369.3']
370.9	Unspecified keratitis	keratitis	HP_0000491	Keratitis	100.0	['370']	['367', '367.2']
371.0	Corneal scars and opacities	corneal scars and opacities	HP_0007957	Corneal opacity	83.87	['364']	['369']
371.00	Corneal opacity, unspecified	corneal opacity	HP_0007957	Corneal opacity	100.0	['364.1']	['369', '369.1']
371.02	Peripheral opacity of cornea	peripheral opacity of cornea	HP_0008011	Peripheral opacification of the cornea	93.02	['364.1']	['369', '369.1', '369.11']
371.03	Central opacity of cornea	central opacity of cornea	HP_0011493	Central opacification of the cornea	90.48	['364.1']	['369', '369.1', '369.12']
371.1	Corneal pigmentations and deposits	corneal pigmentations and deposits	HP_0000531	Corneal crystals	80.0	['364']	['369', '369.1']
371.10	Corneal deposit, unspecified	corneal deposit	HP_0000531	Corneal crystals	100.0	['364']	['369', '369.1', '369.15']
371.14	Kayser-Fleischer ring	kayser-fleischer ring	HP_0200032	Kayser-Fleischer ring	100.0	['364']	['247', '247.1', '247.13']
371.16	Argentous corneal deposits	argentous corneal deposits	HP_0000531	Corneal crystals	82.05	['364']	['369', '369.1', '369.15']
371.32	Folds in descemet's membrane	folds in descemets membrane	HP_0012039	Descemet Membrane Folds	100.0	['364']	['369']
371.4	Corneal degenerations	corneal degenerations	HP_0007705	Corneal degeneration	100.0	['364', '364.4']	['369', '369.4']
371.40	Corneal degeneration, unspecified	corneal degeneration	HP_0007705	Corneal degeneration	100.0	['364', '364.4']	['369', '369.4']
371.42	Recurrent erosion of cornea	recurrent erosion of cornea	HP_0000495	Recurrent corneal erosions	92.31	['364', '364.4']	['369', '369.4', '369.42']
371.43	Band-shaped keratopathy	band-shaped keratopathy	HP_0000585	Band keratopathy	85.0	['364', '364.4']	['369', '369.4', '369.43']
371.49	Other corneal degenerations	other corneal degenerations	HP_0007705	Corneal degeneration	100.0	['364', '364.4']	['369', '369.4']
371.51	Juvenile epithelial corneal dystrophy	juvenile epithelial corneal dystrophy	HP_0007755	Juvenile epithelial corneal dystrophy	100.0	['364', '364.5']	['369', '369.5', '369.54']
371.52	Other anterior corneal dystrophies	other anterior corneal dystrophies	HP_0001131	Corneal dystrophy	80.0	['364', '364.5']	['369', '369.5']
371.53	Granular corneal dystrophy	granular corneal dystrophy	HP_0007802	Granular corneal dystrophy	100.0	['364', '364.5']	['369', '369.5', '369.53']
371.54	Lattice corneal dystrophy	lattice corneal dystrophy	HP_0001149	Lattice corneal dystrophy	100.0	['364', '364.5']	['369', '369.5', '369.52']
371.55	Macular corneal dystrophy	macular corneal dystrophy	HP_0007827	Nodular corneal dystrophy	84.62	['364', '364.5']	['369', '369.5']
371.56	Other stromal corneal dystrophies	other stromal corneal dystrophies	HP_0001131	Corneal dystrophy	81.82	['364', '364.5']	['369', '369.5']
371.58	Other posterior corneal dystrophies	other posterior corneal dystrophies	HP_0007915	Polymorphous posterior corneal dystrophy	84.85	['364', '364.5']	['369', '369.5']
371.6	Keratoconus	keratoconus	HP_0000563	Keratoconus	100.0	['364', '364.4', '364.41']	['369', '369.6', '369.62']
371.60	Keratoconus, unspecified	keratoconus	HP_0000563	Keratoconus	100.0	['364', '364.4', '364.41']	['369', '369.6', '369.62']
372.1	Chronic conjunctivitis	chronic conjunctivitis	HP_0007717	Chronic irritative conjunctivitis	85.0	['371', '371.2']	['367', '367.1']
372.10	Chronic conjunctivitis, unspecified	chronic conjunctivitis	HP_0007717	Chronic irritative conjunctivitis	85.0	['371', '371.2']	['367', '367.1']
372.14	Other chronic allergic conjunctivitis	other chronic allergic conjunctivitis	HP_0007879	Allergic conjunctivitis	80.0	['371', '371.2', '371.21']	['367', '367.1', '367.12', '840', '840.8']
372.30	Conjunctivitis, unspecified	conjunctivitis	HP_0000509	Conjunctivitis	100.0	['369', '369.5']	['367', '367.1']
372.34	Pingueculitis	pingueculitis	HP_0031830	Pinguecula	85.71	['372']	['366']
372.39	Other conjunctivitis	other conjunctivitis	HP_0000509	Conjunctivitis	100.0	['369', '369.5']	['367', '367.1']
372.4	Pterygium	pterygium	HP_0001059	Pterygium	100.0	['372']	['366', '366.1']
372.40	Pterygium, unspecified	pterygium	HP_0001059	Pterygium	100.0	['372']	['366', '366.1']
372.51	Pinguecula	pinguecula	HP_0031830	Pinguecula	100.0	['372']	['366', '366.2', '366.21']
372.63	Symblepharon	symblepharon	HP_0430007	Symblepharon	100.0	['372']	['366', '366.3']
372.71	Hyperemia of conjunctiva	hyperemia of conjunctiva	HP_0030953	Conjunctival hyperemia	93.02	['372']	['366', '366.4', '366.42']
372.72	Conjunctival hemorrhage	conjunctival hemorrhage	HP_0011896	Subconjunctival hemorrhage	88.89	['372']	['377', '377.2']
372.74	Vascular abnormalities of conjunctiva	vascular abnormalities of conjunctiva	HP_0008054	Abnormal morphology of the conjunctival vasculature	93.1	['372']	['366', '366.4']
373	Inflammation of eyelids	inflammation of eyelids	HP_0000498	Blepharitis	100.0	['371', '371.3']	['360']
373.0	Blepharitis	blepharitis	HP_0000498	Blepharitis	100.0	['371', '371.3']	['360', '360.4']
373.00	Blepharitis, unspecified	blepharitis	HP_0000498	Blepharitis	100.0	['371', '371.3']	['360', '360.4']
373.11	Hordeolum externum	hordeolum externum	HP_0010607	Hordeolum externum	100.0	['371', '371.3']	['360', '360.1', '360.11']
373.12	Hordeolum internum	hordeolum internum	HP_0010608	Hordeolum internum	100.0	['371', '371.3']	['360', '360.1', '360.12']
373.2	Chalazion	chalazion	HP_0010605	Chalazion	100.0	['371', '371.3']	['360', '360.2']
373.31	Eczematous dermatitis of eyelid	eczematous dermatitis of eyelid	HP_0000976	Eczematoid dermatitis	80.0	['371', '371.3', '371.33']	['360', '360.5', '360.51']
373.34	Discoid lupus erythematosus of eyelid	discoid lupus erythematosus of eyelid	HP_0007417	Discoid lupus rash	88.14	['695', '695.4']	['360', '360.5', '360.54', '700', '700.1', '700.12']
373.8	Other inflammations of eyelids	other inflammations of eyelids	HP_0000498	Blepharitis	100.0	['371', '371.3']	['360']
373.9	Unspecified inflammation of eyelid	inflammation of eyelid	HP_0000498	Blepharitis	100.0	['371', '371.3']	['360']
374.00	Entropion, unspecified	entropion	HP_0000621	Entropion	100.0	['374', '374.1']	['361', '361.1']
374.02	Mechanical entropion	mechanical entropion	HP_0031738	Mechanical entropion	100.0	['374', '374.1']	['361', '361.1', '361.12']
374.04	Cicatricial entropion	cicatricial entropion	HP_0031737	Cicatricial entropion	100.0	['374', '374.1']	['361', '361.1', '361.14']
374.1	Ectropion	ectropion	HP_0000656	Ectropion	100.0	['374', '374.1']	['361', '361.9']
